ID	record_id	Vegetatielaag	Kenmerk	TypeKenmerk	Type	Eenheid	Waarde	Invoertype
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Galium aparine L.	Soort_Latijn	Percentage	%	1	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Geranium robertianum L.	Soort_Latijn	Percentage	%	1	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Geum urbanum L.	Soort_Latijn	Percentage	%	1	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Heracleum sphondylium L.	Soort_Latijn	Percentage	%	0.25	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Holcus lanatus L.	Soort_Latijn	Percentage	%	1	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Lapsana communis L.	Soort_Latijn	Percentage	%	1	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Matricaria recutita L.	Soort_Latijn	Percentage	%	2.25	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Moehringia trinervia (L.) Clairv.	Soort_Latijn	Percentage	%	1	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Poa trivialis L.	Soort_Latijn	Percentage	%	1	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Polygonum aviculare L.	Soort_Latijn	Percentage	%	1	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Populus	Soort_Latijn	Percentage	%	1	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Primula elatior (L.) Hill	Soort_Latijn	Percentage	%	1	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Prunus avium (L.) L.	Soort_Latijn	Percentage	%	0.25	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Prunus padus L.	Soort_Latijn	Percentage	%	1	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Ranunculus ficaria L.	Soort_Latijn	Percentage	%	4	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Ribes rubrum L.	Soort_Latijn	Percentage	%	2.25	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Rubus fruticosus groep	Soort_Latijn	Percentage	%	0.25	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Sambucus nigra L.	Soort_Latijn	Percentage	%	1	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Sonchus oleraceus L.	Soort_Latijn	Percentage	%	1	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Torilis japonica (Houtt.) DC.	Soort_Latijn	Percentage	%	1	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Ulmus	Soort_Latijn	Percentage	%	0.25	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Urtica dioica L.	Soort_Latijn	Percentage	%	4	NA
10354_2015-05-20_9160	10354_2015-05-20	kruidlaag	Veronica hederifolia L. subsp. lucorum (Klett et Richt.) Hartl	Soort_Latijn	Percentage	%	1	NA
10354_2015-05-20_9160	10354_2015-05-20	struiklaag	Ulmus	Soort_Latijn	Percentage	%	1	NA
10354_2015-05-20_9160	10354_2015-05-20	NA	boomlaag	studiegroep	Percentage	%	18.75	NA
10354_2015-05-20_9160	10354_2015-05-20	NA	groeiklasse 2	studiegroep	Ja/nee	NA	1	NA
10354_2015-05-20_9160	10354_2015-05-20	NA	groeiklasse 4	studiegroep	Ja/nee	NA	0	NA
10354_2015-05-20_9160	10354_2015-05-20	NA	groeiklasse 5	studiegroep	Ja/nee	NA	1	NA
10354_2015-05-20_9160	10354_2015-05-20	NA	groeiklasse 6	studiegroep	Ja/nee	NA	1	NA
10354_2015-05-20_9160	10354_2015-05-20	NA	groeiklasse 7	studiegroep	Ja/nee	NA	0	NA
10354_2015-05-20_9160	10354_2015-05-20	NA	kruidlaag (incl. moslaag)	studiegroep	Percentage	%	65	NA
10354_2015-05-20_9160	10354_2015-05-20	NA	struiklaag	studiegroep	Percentage	%	2.5	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	boomlaag	Carpinus betulus L.	Soort_Latijn	Percentage	%	62.5	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	boomlaag	Carpinus betulus L.	soort_latijn	Decimaal getal	Grondvlak_ha	5.92742436078747	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	boomlaag	Corylus avellana L.	Soort_Latijn	Percentage	%	37.5	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	boomlaag	Corylus avellana L.	soort_latijn	Decimaal getal	Grondvlak_ha	1.09935919023716	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	boomlaag	Larix	soort_latijn	Decimaal getal	Grondvlak_ha	1.42668494390023	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	boomlaag	Quercus robur	soort_latijn	Decimaal getal	Grondvlak_ha	23.0081769827798	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	boomlaag	Quercus robur L.	Soort_Latijn	Percentage	%	62.5	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	boomlaag	Tsuga	soort_latijn	Decimaal getal	Grondvlak_ha	3.13470062282663	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Ajuga reptans L.	Soort_Latijn	Percentage	%	1	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Allium ursinum L.	Soort_Latijn	Percentage	%	4	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Arum maculatum L.	Soort_Latijn	Percentage	%	1	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Athyrium filix-femina (L.) Roth	Soort_Latijn	Percentage	%	1	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Blechnum spicant (L.) Roth	Soort_Latijn	Percentage	%	1	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Cardamine amara L.	Soort_Latijn	Percentage	%	4	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Carex remota Jusl. ex L.	Soort_Latijn	Percentage	%	0.25	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Chrysosplenium oppositifolium L.	Soort_Latijn	Percentage	%	1	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Circaea lutetiana L.	Soort_Latijn	Percentage	%	4	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Corylus avellana L.	Soort_Latijn	Percentage	%	0.25	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Dryopteris dilatata (Hoffmann) A. Gray	Soort_Latijn	Percentage	%	2.25	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Equisetum telmateia Ehrh.	Soort_Latijn	Percentage	%	0.25	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Fagus sylvatica L.	Soort_Latijn	Percentage	%	1	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Fraxinus excelsior L.	Soort_Latijn	Percentage	%	1	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Geranium robertianum L.	Soort_Latijn	Percentage	%	0.25	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Geum urbanum L.	Soort_Latijn	Percentage	%	0.25	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Hyacinthoides non-scripta (L.) Chouard ex Rothm.	Soort_Latijn	Percentage	%	1	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Lamium galeobdolon (L.) L.	Soort_Latijn	Percentage	%	2.25	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Luzula pilosa (L.) Willd.	Soort_Latijn	Percentage	%	0.25	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Poa trivialis L.	Soort_Latijn	Percentage	%	0.25	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Primula elatior (L.) Hill	Soort_Latijn	Percentage	%	1	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Ranunculus ficaria L.	Soort_Latijn	Percentage	%	2.25	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Valeriana repens Host	Soort_Latijn	Percentage	%	1	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	kruidlaag	Viola riviniana Reichenb.	Soort_Latijn	Percentage	%	1	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	struiklaag	Carpinus betulus L.	Soort_Latijn	Percentage	%	62.5	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	struiklaag	Corylus avellana L.	Soort_Latijn	Percentage	%	8.75	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	NA	boomlaag	studiegroep	Percentage	%	87.5	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	NA	groeiklasse 2	studiegroep	Ja/nee	NA	1	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	NA	groeiklasse 3	studiegroep	Ja/nee	NA	1	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	NA	groeiklasse 4	studiegroep	Ja/nee	NA	1	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	NA	groeiklasse 5	studiegroep	Ja/nee	NA	1	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	NA	groeiklasse 6	studiegroep	Ja/nee	NA	0	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	NA	groeiklasse 7	studiegroep	Ja/nee	NA	0	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	NA	kruidlaag (incl. moslaag)	studiegroep	Percentage	%	46.25	NA
103609_2015-04-27_91E0_vc	103609_2015-04-27	NA	struiklaag	studiegroep	Percentage	%	62.5	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	boomlaag	Alnus glutinosa (L.) Gaertn.	Soort_Latijn	Percentage	%	18.75	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	boomlaag	Alnus glutinosa (L.) Gaertn.	soort_latijn	Decimaal getal	Grondvlak_ha	7.23145075768988	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	boomlaag	Corylus avellana L.	Soort_Latijn	Percentage	%	62.5	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	boomlaag	Corylus avellana L.	soort_latijn	Decimaal getal	Grondvlak_ha	5.38808652436824	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	boomlaag	Fraxinus excelsior L.	Soort_Latijn	Percentage	%	18.75	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	boomlaag	Fraxinus excelsior L.	soort_latijn	Decimaal getal	Grondvlak_ha	9.38694462670147	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	boomlaag	Populus	Soort_Latijn	Percentage	%	0.25	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	boomlaag	Salix	Soort_Latijn	Percentage	%	0.25	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	boomlaag	Salix	soort_latijn	Decimaal getal	Grondvlak_ha	3.26371188991864	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Athyrium filix-femina (L.) Roth	Soort_Latijn	Percentage	%	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Cardamine amara L.	Soort_Latijn	Percentage	%	2.25	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Cardamine flexuosa With.	Soort_Latijn	Percentage	%	0.25	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Carex acutiformis Ehrh.	Soort_Latijn	Percentage	%	8.75	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Carex elata All.	Soort_Latijn	Percentage	%	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Carex elongata L.	Soort_Latijn	Percentage	%	0.25	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Carex remota Jusl. ex L.	Soort_Latijn	Percentage	%	37.5	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Circaea lutetiana L.	Soort_Latijn	Percentage	%	2.25	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Corylus avellana L.	Soort_Latijn	Percentage	%	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Dryopteris carthusiana (Vill.) H.P. Fuchs	Soort_Latijn	Percentage	%	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Dryopteris dilatata (Hoffmann) A. Gray	Soort_Latijn	Percentage	%	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Filipendula ulmaria (L.) Maxim.	Soort_Latijn	Percentage	%	0.25	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Fraxinus excelsior L.	Soort_Latijn	Percentage	%	4	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Galeopsis tetrahit L.	Soort_Latijn	Percentage	%	0.25	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Geranium robertianum L.	Soort_Latijn	Percentage	%	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Geum urbanum L.	Soort_Latijn	Percentage	%	0.25	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Glechoma hederacea L.	Soort_Latijn	Percentage	%	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Iris pseudacorus L.	Soort_Latijn	Percentage	%	2.25	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud	Soort_Latijn	Percentage	%	4	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Lonicera periclymenum L.	Soort_Latijn	Percentage	%	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Lysimachia vulgaris L.	Soort_Latijn	Percentage	%	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Poa trivialis L.	Soort_Latijn	Percentage	%	2.25	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Ribes rubrum L.	Soort_Latijn	Percentage	%	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Rubus	Soort_Latijn	Percentage	%	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Scutellaria galericulata L.	Soort_Latijn	Percentage	%	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Valeriana repens Host	Soort_Latijn	Percentage	%	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	kruidlaag	Viburnum opulus L.	Soort_Latijn	Percentage	%	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	struiklaag	Corylus avellana L.	Soort_Latijn	Percentage	%	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	struiklaag	Lonicera periclymenum L.	Soort_Latijn	Percentage	%	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	NA	boomlaag	studiegroep	Percentage	%	87.5	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	NA	groeiklasse 2	studiegroep	Ja/nee	NA	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	NA	groeiklasse 3	studiegroep	Ja/nee	NA	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	NA	groeiklasse 4	studiegroep	Ja/nee	NA	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	NA	groeiklasse 5	studiegroep	Ja/nee	NA	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	NA	groeiklasse 6	studiegroep	Ja/nee	NA	1	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	NA	groeiklasse 7	studiegroep	Ja/nee	NA	0	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	NA	kruidlaag (incl. moslaag)	studiegroep	Percentage	%	100	NA
104342_2015-04-23_91E0_vc	104342_2015-04-23	NA	struiklaag	studiegroep	Percentage	%	8.75	NA
10513_2019-04-15_9130_end	10513_2019-04-15	kruidlaag	Pteridium aquilinum (L.) Kuhn	Soort_Latijn	Percentage	%	37.5	NA
10513_2019-04-15_9130_end	10513_2019-04-15	kruidlaag	Rubus fruticosus groep	Soort_Latijn	Percentage	%	62.5	NA
10513_2019-04-15_9130_end	10513_2019-04-15	kruidlaag	Urtica dioica L.	Soort_Latijn	Percentage	%	62.5	NA
10513_2019-04-15_9130_end	10513_2019-04-15	struiklaag	Acer pseudoplatanus L.	Soort_Latijn	Percentage	%	0.25	NA
10513_2019-04-15_9130_end	10513_2019-04-15	struiklaag	Sambucus nigra L.	Soort_Latijn	Percentage	%	0.25	NA
10513_2019-04-15_9130_end	10513_2019-04-15	NA	boomlaag	studiegroep	Percentage	%	0	NA
10513_2019-04-15_9130_end	10513_2019-04-15	NA	groeiklasse 2	studiegroep	Ja/nee	NA	0	NA
10513_2019-04-15_9130_end	10513_2019-04-15	NA	groeiklasse 3	studiegroep	Ja/nee	NA	1	NA
10513_2019-04-15_9130_end	10513_2019-04-15	NA	kruidlaag (incl. moslaag)	studiegroep	Percentage	%	96.25	NA
10513_2019-04-15_9130_end	10513_2019-04-15	NA	struiklaag	studiegroep	Percentage	%	2.5	NA
11126_2015-05-29_9120	11126_2015-05-29	boomlaag	Alnus glutinosa (L.) Gaertn.	Soort_Latijn	Percentage	%	18.75	NA
11126_2015-05-29_9120	11126_2015-05-29	boomlaag	Betula	Soort_Latijn	Percentage	%	1	NA
11126_2015-05-29_9120	11126_2015-05-29	boomlaag	Pinus sylvestris L.	Soort_Latijn	Percentage	%	0.25	NA
11126_2015-05-29_9120	11126_2015-05-29	boomlaag	Populus tremula L.	Soort_Latijn	Percentage	%	0.25	NA
11126_2015-05-29_9120	11126_2015-05-29	boomlaag	Robinia pseudoacacia L.	Soort_Latijn	Percentage	%	0.25	NA
11126_2015-05-29_9120	11126_2015-05-29	boomlaag	Salix alba L.	Soort_Latijn	Percentage	%	0.25	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Acer	Soort_Latijn	Percentage	%	0.25	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Agrostis canina L.	Soort_Latijn	Percentage	%	2.25	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Alnus glutinosa (L.) Gaertn.	Soort_Latijn	Percentage	%	1	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Calamagrostis canescens (Weber) Roth	Soort_Latijn	Percentage	%	2.25	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Carex	Soort_Latijn	Percentage	%	18.75	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Carex remota Jusl. ex L.	Soort_Latijn	Percentage	%	1	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Dryopteris carthusiana (Vill.) H.P. Fuchs	Soort_Latijn	Percentage	%	1	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Dryopteris filix-mas (L.) Schott	Soort_Latijn	Percentage	%	0.25	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Epipactis	Soort_Latijn	Percentage	%	1	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Equisetum arvense L.	Soort_Latijn	Percentage	%	2.25	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Galium aparine L.	Soort_Latijn	Percentage	%	1	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Geranium robertianum L.	Soort_Latijn	Percentage	%	0.25	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Hedera helix L.	Soort_Latijn	Percentage	%	1	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Holcus mollis L.	Soort_Latijn	Percentage	%	8.75	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Ilex aquifolium L.	Soort_Latijn	Percentage	%	0.25	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Juncus conglomeratus L.	Soort_Latijn	Percentage	%	1	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Juncus effusus L.	Soort_Latijn	Percentage	%	1	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Lysimachia vulgaris L.	Soort_Latijn	Percentage	%	1	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Phalaris arundinacea L.	Soort_Latijn	Percentage	%	0.25	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Poa trivialis L.	Soort_Latijn	Percentage	%	4	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Polygonum hydropiper L.	Soort_Latijn	Percentage	%	1	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Populus tremula L.	Soort_Latijn	Percentage	%	2.25	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Prunus serotina Ehrh.	Soort_Latijn	Percentage	%	2.25	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Quercus robur L.	Soort_Latijn	Percentage	%	1	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Rubus	Soort_Latijn	Percentage	%	2.25	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Sorbus aucuparia L.	Soort_Latijn	Percentage	%	1	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Taraxacum Wiggers	Soort_Latijn	Percentage	%	0.25	NA
11126_2015-05-29_9120	11126_2015-05-29	kruidlaag	Taxus baccata L.	Soort_Latijn	Percentage	%	0.25	NA
11126_2015-05-29_9120	11126_2015-05-29	struiklaag	Alnus glutinosa (L.) Gaertn.	Soort_Latijn	Percentage	%	1	NA
11126_2015-05-29_9120	11126_2015-05-29	struiklaag	Betula	Soort_Latijn	Percentage	%	1	NA
11126_2015-05-29_9120	11126_2015-05-29	struiklaag	Pinus sylvestris L.	Soort_Latijn	Percentage	%	0.25	NA
11126_2015-05-29_9120	11126_2015-05-29	struiklaag	Salix	Soort_Latijn	Percentage	%	8.75	NA
11126_2015-05-29_9120	11126_2015-05-29	NA	boomlaag	studiegroep	Percentage	%	87.5	NA
11126_2015-05-29_9120	11126_2015-05-29	NA	groeiklasse 2	studiegroep	Ja/nee	NA	1	NA
11126_2015-05-29_9120	11126_2015-05-29	NA	kruidlaag (incl. moslaag)	studiegroep	Percentage	%	40	NA
11126_2015-05-29_9120	11126_2015-05-29	NA	struiklaag	studiegroep	Percentage	%	8.75	NA
11481_2019-04-12_9130_end	11481_2019-04-12	boomlaag	Acer pseudoplatanus L.	soort_latijn	Decimaal getal	Grondvlak_ha	0.228271609370396	NA
11481_2019-04-12_9130_end	11481_2019-04-12	boomlaag	Betula pendula Roth	Soort_Latijn	Percentage	%	18.75	NA
11481_2019-04-12_9130_end	11481_2019-04-12	boomlaag	Betula pubescens	soort_latijn	Decimaal getal	Grondvlak_ha	2.31679016843962	NA
11481_2019-04-12_9130_end	11481_2019-04-12	boomlaag	Carpinus betulus L.	soort_latijn	Decimaal getal	Grondvlak_ha	0.65790124734172	NA
11481_2019-04-12_9130_end	11481_2019-04-12	boomlaag	Fraxinus excelsior L.	Soort_Latijn	Percentage	%	18.75	NA
11481_2019-04-12_9130_end	11481_2019-04-12	boomlaag	Prunus avium (L.) L.	Soort_Latijn	Percentage	%	87.5	NA
11481_2019-04-12_9130_end	11481_2019-04-12	boomlaag	Prunus avium (L.) L.	soort_latijn	Decimaal getal	Grondvlak_ha	14.7111731251385	NA
11481_2019-04-12_9130_end	11481_2019-04-12	kruidlaag	Anemone nemorosa L.	Soort_Latijn	Percentage	%	62.5	NA
11481_2019-04-12_9130_end	11481_2019-04-12	kruidlaag	Arum maculatum L.	Soort_Latijn	Percentage	%	1	NA
11481_2019-04-12_9130_end	11481_2019-04-12	kruidlaag	Carpinus betulus L.	Soort_Latijn	Percentage	%	0.25	NA
11481_2019-04-12_9130_end	11481_2019-04-12	kruidlaag	Deschampsia cespitosa (L.) Beauv.	Soort_Latijn	Percentage	%	2.25	NA
11481_2019-04-12_9130_end	11481_2019-04-12	kruidlaag	Festuca rubra L.	Soort_Latijn	Percentage	%	2.25	NA
11481_2019-04-12_9130_end	11481_2019-04-12	kruidlaag	Fraxinus	Soort_Latijn	Percentage	%	0.25	NA
11481_2019-04-12_9130_end	11481_2019-04-12	kruidlaag	Galium aparine L.	Soort_Latijn	Percentage	%	18.75	NA
11481_2019-04-12_9130_end	11481_2019-04-12	kruidlaag	Glechoma hederacea L.	Soort_Latijn	Percentage	%	8.75	NA
11481_2019-04-12_9130_end	11481_2019-04-12	kruidlaag	Hyacinthoides non-scripta (L.) Chouard ex Rothm.	Soort_Latijn	Percentage	%	62.5	NA
11481_2019-04-12_9130_end	11481_2019-04-12	kruidlaag	Lamium galeobdolon (L.) L.	Soort_Latijn	Percentage	%	2.25	NA
