ID	record_id	Criterium	Indicator	Voorwaarde	Waarde	Type	Invoertype	Eenheid
137035_3_9120	137035_3	Structuur	aandeel dood hout	aandeel dood hout	24.5968156972366	Percentage	NA	%
137035_3_9120	137035_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
137035_3_9120	137035_3	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
137035_3_9120	137035_3	Structuur	minimum structuurareaal	MSA	43.6416	Decimaal getal	NA	ha
137035_3_9120	137035_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	1	Ja/nee	NA	NA
137037_2_9120	137037_2	Structuur	aandeel dood hout	aandeel dood hout	1.99543417603788	Percentage	NA	%
137037_2_9120	137037_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
137037_2_9120	137037_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
137037_2_9120	137037_2	Structuur	minimum structuurareaal	MSA	3.3818	Decimaal getal	NA	ha
137037_2_9120	137037_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	1	Ja/nee	NA	NA
137037_3_9120	137037_3	Structuur	aandeel dood hout	aandeel dood hout	2.92002183997489	Percentage	NA	%
137037_3_9120	137037_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
137037_3_9120	137037_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
137037_3_9120	137037_3	Structuur	minimum structuurareaal	MSA	3.3818	Decimaal getal	NA	ha
137037_3_9120	137037_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
137045_3_9120	137045_3	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
137045_3_9120	137045_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
137045_3_9120	137045_3	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
137045_3_9120	NA	Structuur	minimum structuurareaal	MSA	0	Decimaal getal	NA	ha
137045_3_9120	137045_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
137052_2_9120	137052_2	Structuur	aandeel dood hout	aandeel dood hout	19.9324895942608	Percentage	NA	%
137052_2_9120	137052_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
137052_2_9120	137052_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
137052_2_9120	137052_2	Structuur	minimum structuurareaal	MSA	105.6687	Decimaal getal	NA	ha
137052_2_9120	137052_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
137052_3_9120	137052_3	Structuur	aandeel dood hout	aandeel dood hout	16.0313857648706	Percentage	NA	%
137052_3_9120	137052_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
137052_3_9120	137052_3	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
137052_3_9120	137052_3	Structuur	minimum structuurareaal	MSA	105.6687	Decimaal getal	NA	ha
137052_3_9120	137052_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
137053_2_9120	137053_2	Structuur	aandeel dood hout	aandeel dood hout	0.950583808625238	Percentage	NA	%
137053_2_9120	137053_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
137053_2_9120	137053_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
137053_2_9120	137053_2	Structuur	minimum structuurareaal	MSA	105.6687	Decimaal getal	NA	ha
137053_2_9120	137053_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	1	Ja/nee	NA	NA
137053_3_9120	137053_3	Structuur	aandeel dood hout	aandeel dood hout	0.69473773594603	Percentage	NA	%
137053_3_9120	137053_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
137053_3_9120	137053_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
137053_3_9120	137053_3	Structuur	minimum structuurareaal	MSA	105.6687	Decimaal getal	NA	ha
137053_3_9120	137053_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
137054_2_9120	137054_2	Structuur	aandeel dood hout	aandeel dood hout	4.96147082791256	Percentage	NA	%
137054_2_9120	137054_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
137054_2_9120	137054_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
137054_2_9120	137054_2	Structuur	minimum structuurareaal	MSA	7.4901	Decimaal getal	NA	ha
137054_2_9120	137054_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	1	Ja/nee	NA	NA
137054_3_9120	137054_3	Structuur	aandeel dood hout	aandeel dood hout	2.74879214013873	Percentage	NA	%
137054_3_9120	137054_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
137054_3_9120	137054_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
137054_3_9120	137054_3	Structuur	minimum structuurareaal	MSA	7.4901	Decimaal getal	NA	ha
137054_3_9120	137054_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
137060_2_9120	137060_2	Structuur	aandeel dood hout	aandeel dood hout	9.71967358003749	Percentage	NA	%
137060_2_9120	137060_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
137060_2_9120	137060_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
137060_2_9120	137060_2	Structuur	minimum structuurareaal	MSA	105.6687	Decimaal getal	NA	ha
137060_2_9120	137060_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
137060_3_9120	137060_3	Structuur	aandeel dood hout	aandeel dood hout	1.71073037441843	Percentage	NA	%
137060_3_9120	137060_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
137060_3_9120	137060_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
137060_3_9120	137060_3	Structuur	minimum structuurareaal	MSA	105.6687	Decimaal getal	NA	ha
137060_3_9120	137060_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	1	Ja/nee	NA	NA
137076_2_9190	137076_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
137076_2_9190	137076_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
137076_2_9190	137076_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
137076_2_9190	NA	Structuur	minimum structuurareaal	MSA	0	Decimaal getal	NA	ha
137076_2_9190	137076_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	1	Ja/nee	NA	NA
137076_3_9190	137076_3	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
137076_3_9190	137076_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
137076_3_9190	137076_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
137076_3_9190	NA	Structuur	minimum structuurareaal	MSA	0	Decimaal getal	NA	ha
137076_3_9190	137076_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	1	Ja/nee	NA	NA
138016_2_9190	138016_2	Structuur	aandeel dood hout	aandeel dood hout	44.8469703390863	Percentage	NA	%
138016_2_9190	138016_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
138016_2_9190	138016_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
138016_2_9190	NA	Structuur	minimum structuurareaal	MSA	0	Decimaal getal	NA	ha
138016_2_9190	138016_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
138019_2_9120	138019_2	Structuur	aandeel dood hout	aandeel dood hout	1.1401724248483	Percentage	NA	%
138019_2_9120	138019_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
138019_2_9120	138019_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
138019_2_9120	138019_2	Structuur	minimum structuurareaal	MSA	8.91	Decimaal getal	NA	ha
138019_2_9120	138019_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
138019_3_9120	138019_3	Structuur	aandeel dood hout	aandeel dood hout	6.0363736693261	Percentage	NA	%
138019_3_9120	138019_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
138019_3_9120	138019_3	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
138019_3_9120	138019_3	Structuur	minimum structuurareaal	MSA	8.91	Decimaal getal	NA	ha
138019_3_9120	138019_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
138020_2_9120	138020_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
138020_2_9120	138020_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
138020_2_9120	138020_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
138020_2_9120	138020_2	Structuur	minimum structuurareaal	MSA	116.1024	Decimaal getal	NA	ha
138020_2_9120	138020_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	1	Ja/nee	NA	NA
138020_3_9120	138020_3	Structuur	aandeel dood hout	aandeel dood hout	0.781466555790102	Percentage	NA	%
138020_3_9120	138020_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
138020_3_9120	138020_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
138020_3_9120	138020_3	Structuur	minimum structuurareaal	MSA	116.1024	Decimaal getal	NA	ha
138020_3_9120	138020_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
138024_2_9120	138024_2	Structuur	aandeel dood hout	aandeel dood hout	20.5748199418653	Percentage	NA	%
138024_2_9120	138024_2	Vegetatie	sleutelsoorten van de kruidlaag	aandeel sleutelsoorten kruidlaag	0	Percentage	NA	%
138024_2_9120	138024_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
138024_2_9120	138024_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
138024_2_9120	138024_2	Structuur	minimum structuurareaal	MSA	64.4577	Decimaal getal	NA	ha
138024_2_9120	138024_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
138027_2_9120	138027_2	Structuur	aandeel dood hout	aandeel dood hout	0.340397085366669	Percentage	NA	%
138027_2_9120	138027_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
138027_2_9120	138027_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
138027_2_9120	138027_2	Structuur	minimum structuurareaal	MSA	116.1024	Decimaal getal	NA	ha
138027_2_9120	138027_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
138027_3_9120	138027_3	Structuur	aandeel dood hout	aandeel dood hout	5.3738792543727	Percentage	NA	%
138027_3_9120	138027_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
138027_3_9120	138027_3	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
138027_3_9120	138027_3	Structuur	minimum structuurareaal	MSA	116.1024	Decimaal getal	NA	ha
138027_3_9120	138027_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
138028_2_9120	138028_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
138028_2_9120	138028_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
138028_2_9120	138028_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
138028_2_9120	138028_2	Structuur	minimum structuurareaal	MSA	116.1024	Decimaal getal	NA	ha
138028_2_9120	138028_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
138028_3_9120	138028_3	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
138028_3_9120	138028_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
138028_3_9120	138028_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
138028_3_9120	138028_3	Structuur	minimum structuurareaal	MSA	116.1024	Decimaal getal	NA	ha
138028_3_9120	138028_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	1	Ja/nee	NA	NA
138036_2_9120	138036_2	Structuur	aandeel dood hout	aandeel dood hout	11.6689062080086	Percentage	NA	%
138036_2_9120	138036_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
138036_2_9120	138036_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
138036_2_9120	138036_2	Structuur	minimum structuurareaal	MSA	116.1024	Decimaal getal	NA	ha
138036_2_9120	138036_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
138036_3_9120	138036_3	Structuur	aandeel dood hout	aandeel dood hout	1.50200236009032	Percentage	NA	%
138036_3_9120	138036_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
138036_3_9120	138036_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
138036_3_9120	138036_3	Structuur	minimum structuurareaal	MSA	116.1024	Decimaal getal	NA	ha
138036_3_9120	138036_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
138097_2_9120	138097_2	Structuur	aandeel dood hout	aandeel dood hout	3.93940553952804	Percentage	NA	%
138097_2_9120	138097_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
138097_2_9120	138097_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
138097_2_9120	138097_2	Structuur	minimum structuurareaal	MSA	4.0711	Decimaal getal	NA	ha
138097_2_9120	138097_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
138097_3_9120	138097_3	Structuur	aandeel dood hout	aandeel dood hout	3.920380611581	Percentage	NA	%
138097_3_9120	138097_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
138097_3_9120	138097_3	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
138097_3_9120	138097_3	Structuur	minimum structuurareaal	MSA	4.0711	Decimaal getal	NA	ha
138097_3_9120	138097_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
138098_2_9120	138098_2	Structuur	aandeel dood hout	aandeel dood hout	0.674737366563133	Percentage	NA	%
138098_2_9120	138098_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
138098_2_9120	138098_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
138098_2_9120	138098_2	Structuur	minimum structuurareaal	MSA	5.7236	Decimaal getal	NA	ha
138098_2_9120	138098_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
138098_3_9120	138098_3	Structuur	aandeel dood hout	aandeel dood hout	11.0114904830732	Percentage	NA	%
138098_3_9120	138098_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
138098_3_9120	138098_3	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
138098_3_9120	138098_3	Structuur	minimum structuurareaal	MSA	5.7236	Decimaal getal	NA	ha
138098_3_9120	138098_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
140006_2015-06-11_9190	140006_2015-06-11	Structuur	aandeel dood hout	aandeel dood hout	47.76	Percentage	NA	%
140006_2015-06-11_9190	140006_2015-06-11	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
140006_2015-06-11_9190	140006_2015-06-11	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
140006_2015-06-11_9190	140006_2015-06-11	Structuur	minimum structuurareaal	MSA	0	Decimaal getal	NA	ha
140006_2015-06-11_9190	140006_2015-06-11	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
142137_2_9120	142137_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
142137_2_9120	142137_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
142137_2_9120	142137_2	Structuur	bosconstantie	bosconstantie	61	Geheel getal	NA	NA
142137_2_9120	142137_2	Structuur	minimum structuurareaal	MSA	0.3862	Decimaal getal	NA	ha
142137_2_9120	142137_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
144048_2_91E0_vm	144048_2	Structuur	aandeel dood hout	aandeel dood hout	24.8400925421883	Percentage	NA	%
144048_2_91E0_vm	144048_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
144048_2_91E0_vm	144048_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
144048_2_91E0_vm	144048_2	Structuur	minimum structuurareaal	MSA	27.156	Decimaal getal	NA	ha
144048_2_91E0_vm	144048_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	1	Ja/nee	NA	NA
144048_3_91E0_vm	144048_3	Structuur	aandeel dood hout	aandeel dood hout	10.9795675214283	Percentage	NA	%
144048_3_91E0_vm	144048_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
144048_3_91E0_vm	144048_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
144048_3_91E0_vm	144048_3	Structuur	minimum structuurareaal	MSA	27.156	Decimaal getal	NA	ha
144048_3_91E0_vm	144048_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	1	Ja/nee	NA	NA
144055_2_91E0_vm	144055_2	Structuur	aandeel dood hout	aandeel dood hout	25.7946210268949	Percentage	NA	%
144055_2_91E0_vm	144055_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
144055_2_91E0_vm	144055_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
144055_2_91E0_vm	144055_2	Structuur	minimum structuurareaal	MSA	27.156	Decimaal getal	NA	ha
144055_2_91E0_vm	144055_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
144055_3_91E0_vm	144055_3	Structuur	aandeel dood hout	aandeel dood hout	21.3063923935196	Percentage	NA	%
144055_3_91E0_vm	144055_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
144055_3_91E0_vm	144055_3	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
144055_3_91E0_vm	144055_3	Structuur	minimum structuurareaal	MSA	27.156	Decimaal getal	NA	ha
144055_3_91E0_vm	144055_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
144056_2_9120	144056_2	Structuur	aandeel dood hout	aandeel dood hout	1.28444783787748	Percentage	NA	%
144056_2_9120	144056_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
144056_2_9120	144056_2	Structuur	bosconstantie	bosconstantie	51	Geheel getal	NA	NA
144056_2_9120	144056_2	Structuur	minimum structuurareaal	MSA	51.1362	Decimaal getal	NA	ha
144056_2_9120	144056_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	1	Ja/nee	NA	NA
144056_3_9120	144056_3	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
144056_3_9120	144056_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
144056_3_9120	144056_3	Structuur	bosconstantie	bosconstantie	61	Geheel getal	NA	NA
144056_3_9120	144056_3	Structuur	minimum structuurareaal	MSA	51.1362	Decimaal getal	NA	ha
144056_3_9120	144056_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
146265_2015-04-27_91E0_vc	146265_2015-04-27	Structuur	aandeel dood hout	aandeel dood hout	2.24	Percentage	NA	%
