id	date	point_code	x	y	in_sac	habitattype	habitatsubtype	lsvi	aggregatiemethode	n_zb_ongunstig	aandeel_gunstig	index_mean_ind	doelbereik_mean_ind
ZSCPQ273_2013-10-04	15982	ZSCPQ273	141701	225043.79	1	1330	1330_da	ongunstig	RapportageHR	1	66.6667	0.4782	0.9052
ZSCPQ274_2013-10-04	15982	ZSCPQ274	141711.16	225070.93	1	1330	1330_da	ongunstig	RapportageHR	1	77.7778	0.4896	0.9166
ZSCPQ275_2013-10-04	15982	ZSCPQ275	141778.6	224962.03	1	1330	1330_da	ongunstig	RapportageHR	1	66.6667	0.4129	0.8399
ZSCPQ276_2013-10-04	15982	ZSCPQ276	141835.44	225018.5	1	1330	1330_da	ongunstig	RapportageHR	1	66.6667	0.4129	0.8399
ZSCPQ277_2013-10-04	15982	ZSCPQ277	141878.43	225057.47	1	1330	1330_da	ongunstig	RapportageHR	1	66.6667	0.4019	0.8363
ZSCPQ278_2013-10-04	15982	ZSCPQ278	141884.5	224848.87	1	1330	1330_da	ongunstig	RapportageHR	1	88.8889	0.6028	0.9919
ZSCPQ279_2013-10-04	15982	ZSCPQ279	141892.28	224859.2	1	1330	1330_da	ongunstig	RapportageHR	1	88.8889	0.6086	0.9919
ZSCPQ281_2013-10-04	15982	ZSCPQ281	142005.96	224961.39	1	1330	1330_da	ongunstig	RapportageHR	1	77.7778	0.5431	0.9701
ZSCPQ282_2013-10-04	15982	ZSCPQ282	142031.14	224995.14	1	1330	1330_da	ongunstig	RapportageHR	1	66.6667	0.3834	0.8512
ZSCPQ283_2013-10-04	15982	ZSCPQ283	142016.82	224756.38	1	1330	1330_da	ongunstig	RapportageHR	1	66.6667	0.4855	0.9125
ZSCPQ284_2013-10-04	15982	ZSCPQ284	142101.14	224796.35	1	1330	1330_da	ongunstig	RapportageHR	1	66.6667	0.4782	0.9052
ZSCPQ285_2013-10-04	15982	ZSCPQ285	142209.13	224857.06	1	1330	1330_da	ongunstig	RapportageHR	1	66.6667	0.4056	0.8326
ZSCPQ222_2013-10-07	15985	ZSCPQ222	145039.64	220187.85	1	1330	1330_da	ongunstig	RapportageHR	3	66.6667	0.2843	0.7756
ZSCPQ225_2013-10-07	15985	ZSCPQ225	145288.57	220092.01	1	1330	1330_da	ongunstig	RapportageHR	2	66.6667	0.3123	0.7916
ZSCPQ227_2013-10-07	15985	ZSCPQ227	145545.08	219962.26	1	1330	1330_da	ongunstig	RapportageHR	2	55.5556	0.1983	0.6777
ZSCPQ230_2013-10-07	15985	ZSCPQ230	145750.39	219821.54	1	1330	1330_da	ongunstig	RapportageHR	2	66.6667	0.2796	0.7848
ZSCPQ303_2013-10-07	15985	ZSCPQ303	144848.5	221556.22	1	1330	1330_da	ongunstig	RapportageHR	4	44.4444	-0.1551	0.5449
ZSCPQ306_2013-10-07	15985	ZSCPQ306	144814.36	221506.7	1	1330	1330_da	ongunstig	RapportageHR	4	33.3333	-0.2143	0.4857
ZSCPQ307_2013-10-07	15985	ZSCPQ307	144803.2	221490.22	1	1330	1330_da	ongunstig	RapportageHR	4	33.3333	-0.207	0.493
ZSCPQ314_2013-10-07	15985	ZSCPQ314	144903.39	221449.82	1	1330	1330_da	ongunstig	RapportageHR	4	33.3333	-0.2143	0.4857
ZSCPQ234_2013-10-09	15987	ZSCPQ234	145928.97	219630.99	1	1330	1330_da	ongunstig	RapportageHR	2	77.7778	0.5105	0.874
ZSCPQ240_2013-10-09	15987	ZSCPQ240	146003.49	219206.03	1	1330	1330_da	ongunstig	RapportageHR	2	66.6667	0.4796	0.9188
ZSCPQ241_2013-10-09	15987	ZSCPQ241	146047.46	219193.98	1	1330	1330_da	ongunstig	RapportageHR	2	77.7778	0.5957	0.9743
ZSCPQ242_2013-10-09	15987	ZSCPQ242	146075.64	219187.63	1	1330	1330_da	ongunstig	RapportageHR	2	77.7778	0.5379	0.9743
ZSCPQ243_2013-10-09	15987	ZSCPQ243	146103.82	219177.05	1	1330	1330_da	ongunstig	RapportageHR	2	55.5556	0.3779	0.8223
ZSCPQ244_2013-10-09	15987	ZSCPQ244	146179.41	219158.6	1	1330	1330_da	ongunstig	RapportageHR	2	66.6667	0.4949	0.9315
ZSCPQ245_2013-10-09	15987	ZSCPQ245	146037.5	219175.25	1	1330	1330_da	ongunstig	RapportageHR	2	77.7778	0.5895	0.9743
ZSCPQ009_2013-10-14	15992	ZSCPQ009	144006.26	220655.78	1	1330	1330_da	ongunstig	RapportageHR	3	44.4444	0.0333	0.5926
ZSCPQ246_2013-10-14	15992	ZSCPQ246	145947.18	219046.63	1	1330	1330_da	ongunstig	RapportageHR	2	55.5556	0.3373	0.7817
ZSCPQ247_2013-10-14	15992	ZSCPQ247	145962.46	219044.42	1	1330	1330_da	ongunstig	RapportageHR	2	55.5556	0.3373	0.7817
ZSCPQ248_2013-10-14	15992	ZSCPQ248	146006.37	219032.16	1	1330	1330_da	ongunstig	RapportageHR	2	77.7778	0.6007	0.9743
ZSCPQ253_2013-10-14	15992	ZSCPQ253	145984.97	218993.85	1	1330	1330_da	ongunstig	RapportageHR	2	55.5556	0.3373	0.7817
ZSCPQ254_2013-10-14	15992	ZSCPQ254	145767.26	218408.09	1	1330	1330_da	ongunstig	RapportageHR	2	55.5556	0.3336	0.778
ZSCPQ256_2013-10-14	15992	ZSCPQ256	145552.02	218182.21	1	1330	1330_da	ongunstig	RapportageHR	2	55.5556	0.3336	0.778
ZSCPQ258_2013-10-14	15992	ZSCPQ258	145579.74	218164.58	1	1330	1330_da	ongunstig	RapportageHR	2	77.7778	0.6383	0.9743
ZSCPQ192_2013-10-15	15993	ZSCPQ192	141613.66	228251.96	1	1330	1330_da	ongunstig	RapportageHR	1	66.6667	0.4542	0.8716
ZSCPQ193_2013-10-15	15993	ZSCPQ193	141605.92	228231.43	1	1330	1330_da	ongunstig	RapportageHR	1	88.8889	0.6637	0.9976
ZSCPQ194_2013-10-15	15993	ZSCPQ194	141610.43	228175.71	1	1330	1330_da	ongunstig	RapportageHR	1	66.6667	0.3875	0.805
ZSCPQ195_2013-10-15	15993	ZSCPQ195	141574.27	228256.31	1	1330	1330_da	ongunstig	RapportageHR	1	88.8889	0.6508	0.9976
ZSCPQ199_2013-10-15	15993	ZSCPQ199	141621.57	228212.73	1	1330	1330_da	ongunstig	RapportageHR	2	66.6667	0.4137	0.8436
ZSCPQ200_2013-10-15	15993	ZSCPQ200	141571.89	228419.17	1	1330	1330_da	ongunstig	RapportageHR	1	88.8889	0.5418	0.9976
ZSCPQ201_2013-10-15	15993	ZSCPQ201	141551.86	228394.67	1	1330	1330_da	ongunstig	RapportageHR	1	88.8889	0.6356	0.9976
ZSCPQ203_2013-10-15	15993	ZSCPQ203	141390.96	228742.01	1	1330	1330_da	ongunstig	RapportageHR	1	66.6667	0.3838	0.8013
ZSCPQ007_2013-10-16	15994	ZSCPQ007	144113.49	222439.94	1	1330	1330_da	ongunstig	RapportageHR	2	55.5556	0.216	0.6678
ZSCPQ158_2013-10-16	15994	ZSCPQ158	141888.67	225074.59	1	1330	1330_da	ongunstig	RapportageHR	1	66.6667	0.4798	0.9021
ZSCPQ159_2013-10-16	15994	ZSCPQ159	141894.81	225083.04	1	1330	1330_da	ongunstig	RapportageHR	1	66.6667	0.4956	0.8993
ZSCPQ160_2013-10-16	15994	ZSCPQ160	141904.23	225095.73	1	1330	1330_da	ongunstig	RapportageHR	1	66.6667	0.4724	0.9021
ZSCPQ162_2013-10-16	15994	ZSCPQ162	141922.85	225120.82	1	1330	1330_da	ongunstig	RapportageHR	1	77.7778	0.5829	0.9263
ZSCPQ184_2013-10-16	15994	ZSCPQ184	144011.32	223848.2	1	1330	1330_da	ongunstig	RapportageHR	2	77.7778	0.4912	0.8308
ZSCPQ185_2013-10-16	15994	ZSCPQ185	144010.92	223838.51	1	1330	1330_da	ongunstig	RapportageHR	2	77.7778	0.4834	0.8308
ZSCPQ186_2013-10-16	15994	ZSCPQ186	144009.88	223794.7	1	1330	1330_da	ongunstig	RapportageHR	2	77.7778	0.5118	0.8308
ZSCPQ188_2013-10-16	15994	ZSCPQ188	144003.57	223679.69	1	1330	1330_da	ongunstig	RapportageHR	2	66.6667	0.4403	0.7752
ZSCPQ189_2013-10-16	15994	ZSCPQ189	143936.8	224598.55	1	1330	1330_da	ongunstig	RapportageHR	2	77.7778	0.5131	0.8308
ZSCPQ190_2013-10-16	15994	ZSCPQ190	143941.63	224599.88	1	1330	1330_da	ongunstig	RapportageHR	2	77.7778	0.5069	0.8308
ZSCPQ171_2013-10-18	15996	ZSCPQ171	141486.52	225515.69	1	1330	1330_da	ongunstig	RapportageHR	1	77.7778	0.4789	0.9259
ZSCPQ176_2013-10-18	15996	ZSCPQ176	141031.32	225708.7	1	1330	1330_da	ongunstig	RapportageHR	2	77.7778	0.4893	0.8593
