schaal	versie	type_resultaat	habitattype	sbzh	habitatsubtype	criterium	indicator	belang	n_obs	index_ind_mean	index_ind_llci_0.95	index_ind_ulci_0.95
Vlaanderen	Versie 3	SBZH	6410	Buiten	6410_mo	Verstoring	verruiging inclusief ruderalisering	zb	22	0.5101	0.3356	0.6847
Vlaanderen	Versie 3	SBZH	6410	Buiten	6410_mo	Verstoring	verzuring	zb	22	0.9653	0.9305	1
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hu	Vegetatie	bedekking sleutelsoorten	b	100	-0.9274	-0.9604	-0.8944
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hu	Structuur	dominantie van één soort	b	100	-0.07025	-0.1536	0.01306
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hu	Verstoring	eutrofiëring	zb	100	0.07474	-0.03896	0.1884
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hu	Vegetatie	sleutelsoorten	b	100	-0.8661	-0.8922	-0.8401
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hu	Verstoring	strooisellaag	b	100	0.9903	0.9856	0.995
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hu	Verstoring	verbossing	b	100	0.7149	0.6133	0.8165
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hu	Verstoring	verbraming	b	100	0.9778	0.9505	1.005
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hu	Verstoring	vergrassing inclusief vervilting	zb	100	0.2006	0.08302	0.3181
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hu	Verstoring	verruiging inclusief ruderalisering	zb	100	0.8474	0.7961	0.8988
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hu	Structuur	verticale structuur	b	100	0.2427	0.1641	0.3212
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hua	Vegetatie	bedekking sleutelsoorten	b	26	-0.5079	-0.7124	-0.3034
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hua	Structuur	dominantie van één soort	b	26	-0.09313	-0.237	0.05077
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hua	Verstoring	eutrofiëring	zb	26	0.08497	-0.1455	0.3154
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hua	Vegetatie	sleutelsoorten	b	26	-0.7218	-0.8584	-0.5851
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hua	Verstoring	strooisellaag	b	26	0.9991	0.9972	1.001
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hua	Verstoring	verbossing	b	26	1	1	1
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hua	Verstoring	verbraming	b	26	1	1	1
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hua	Verstoring	verdroging	zb	26	0.9375	0.8171	1.058
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hua	Verstoring	vergrassing inclusief vervilting	zb	26	-0.104	-0.2859	0.07793
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hua	Verstoring	vernatting	zb	26	0.7446	0.6048	0.8845
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hua	Verstoring	verruiging inclusief ruderalisering	zb	26	0.9515	0.9356	0.9675
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hua	Structuur	verticale structuur	b	26	0.3271	0.1819	0.4723
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_huk	Vegetatie	bedekking sleutelsoorten	b	32	-0.823	-0.9503	-0.6957
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_huk	Structuur	dominantie van één soort	b	32	-0.1534	-0.322	0.01508
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_huk	Verstoring	eutrofiëring	zb	32	-0.1098	-0.3244	0.1047
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_huk	Structuur	levensvormen	b	32	-0.7893	-0.9167	-0.6619
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_huk	Vegetatie	sleutelsoorten	b	32	-0.7349	-0.8941	-0.5756
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_huk	Verstoring	strooisellaag	b	32	0.9953	0.9884	1.002
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_huk	Verstoring	verbossing	b	32	0.7684	0.6313	0.9055
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_huk	Verstoring	verbraming	b	32	0.97	0.9117	1.028
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_huk	Verstoring	vergrassing inclusief vervilting	zb	32	0.7126	0.5908	0.8344
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_huk	Verstoring	verruiging inclusief ruderalisering	zb	32	0.8908	0.8339	0.9477
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hus	Vegetatie	bedekking sleutelsoorten	b	32	-0.789	-0.902	-0.6761
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hus	Structuur	dominantie van één soort	b	32	-0.2241	-0.3443	-0.1038
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hus	Verstoring	eutrofiëring	zb	32	0.07388	-0.1278	0.2756
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hus	Vegetatie	sleutelsoorten	b	32	-0.7852	-0.8465	-0.724
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hus	Verstoring	strooisellaag	b	32	0.9969	0.993	1.001
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hus	Verstoring	verbossing	b	32	0.9827	0.9494	1.016
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hus	Verstoring	verbraming	b	32	0.9975	0.992	1.003
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hus	Verstoring	vergrassing inclusief vervilting	zb	32	0.06437	-0.1488	0.2775
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hus	Verstoring	verruiging inclusief ruderalisering	zb	32	0.7517	0.6181	0.8853
Vlaanderen	Versie 3	Habitatsubtype	6510	Binnen & Buiten	6510_hus	Structuur	verticale structuur	b	32	0.4401	0.2894	0.5907
Vlaanderen	Versie 3	Habitattype	6510	Binnen & Buiten	6510_hu; 6510_huk; 6510_hus; 6510_hua	Vegetatie	bedekking sleutelsoorten	b	190	-0.893	-0.9285	-0.8575
Vlaanderen	Versie 3	Habitattype	6510	Binnen & Buiten	6510_hu; 6510_huk; 6510_hus; 6510_hua	Structuur	dominantie van één soort	b	190	-0.07578	-0.1358	-0.01576
Vlaanderen	Versie 3	Habitattype	6510	Binnen & Buiten	6510_hu; 6510_huk; 6510_hus; 6510_hua	Verstoring	eutrofiëring	zb	190	0.06956	-0.01313	0.1523
Vlaanderen	Versie 3	Habitattype	6510	Binnen & Buiten	6510_hu; 6510_huk; 6510_hus; 6510_hua	Vegetatie	sleutelsoorten	b	190	-0.851	-0.877	-0.825
Vlaanderen	Versie 3	Habitattype	6510	Binnen & Buiten	6510_hu; 6510_huk; 6510_hus; 6510_hua	Verstoring	strooisellaag	b	190	0.9911	0.9879	0.9944
Vlaanderen	Versie 3	Habitattype	6510	Binnen & Buiten	6510_hu; 6510_huk; 6510_hus; 6510_hua	Verstoring	verbossing	b	190	0.7391	0.6682	0.8099
Vlaanderen	Versie 3	Habitattype	6510	Binnen & Buiten	6510_hu; 6510_huk; 6510_hus; 6510_hua	Verstoring	verbraming	b	190	0.9793	0.9602	0.9983
Vlaanderen	Versie 3	Habitattype	6510	Binnen & Buiten	6510_hu; 6510_huk; 6510_hus; 6510_hua	Verstoring	vergrassing inclusief vervilting	zb	190	0.1941	0.1093	0.2789
Vlaanderen	Versie 3	Habitattype	6510	Binnen & Buiten	6510_hu; 6510_huk; 6510_hus; 6510_hua	Verstoring	verruiging inclusief ruderalisering	zb	190	0.8555	0.8196	0.8914
Vlaanderen	Versie 3	Habitattype	6510	Binnen & Buiten	6510_hu; 6510_hus; 6510_hua	Structuur	verticale structuur	b	158	0.2505	0.1883	0.3128
Vlaanderen	Versie 3	Habitattype	6510	Binnen & Buiten	6510_hua	Verstoring	verdroging	zb	26	0.9375	0.8171	1.058
Vlaanderen	Versie 3	Habitattype	6510	Binnen & Buiten	6510_hua	Verstoring	vernatting	zb	26	0.7446	0.6048	0.8845
Vlaanderen	Versie 3	Habitattype	6510	Binnen & Buiten	6510_huk	Structuur	levensvormen	b	32	-0.7893	-0.9167	-0.6619
Vlaanderen	Versie 3	SBZH	6510	Binnen	6510_hu; 6510_hus; 6510_hua	Structuur	verticale structuur	b	110	0.2239	0.1253	0.3225
Vlaanderen	Versie 3	SBZH	6510	Binnen	6510_hu; 6510_hus; 6510_huk; 6510_hua	Vegetatie	bedekking sleutelsoorten	b	134	-0.8325	-0.8875	-0.7776
Vlaanderen	Versie 3	SBZH	6510	Binnen	6510_hu; 6510_hus; 6510_huk; 6510_hua	Structuur	dominantie van één soort	b	134	-0.1115	-0.1861	-0.03681
Vlaanderen	Versie 3	SBZH	6510	Binnen	6510_hu; 6510_hus; 6510_huk; 6510_hua	Verstoring	eutrofiëring	zb	134	0.2701	0.1733	0.3669
Vlaanderen	Versie 3	SBZH	6510	Binnen	6510_hu; 6510_hus; 6510_huk; 6510_hua	Vegetatie	sleutelsoorten	b	134	-0.8271	-0.8612	-0.7931
Vlaanderen	Versie 3	SBZH	6510	Binnen	6510_hu; 6510_hus; 6510_huk; 6510_hua	Verstoring	strooisellaag	b	134	0.9933	0.9903	0.9963
Vlaanderen	Versie 3	SBZH	6510	Binnen	6510_hu; 6510_hus; 6510_huk; 6510_hua	Verstoring	verbossing	b	134	0.7631	0.6876	0.8387
Vlaanderen	Versie 3	SBZH	6510	Binnen	6510_hu; 6510_hus; 6510_huk; 6510_hua	Verstoring	verbraming	b	134	0.9407	0.8941	0.9872
Vlaanderen	Versie 3	SBZH	6510	Binnen	6510_hu; 6510_hus; 6510_huk; 6510_hua	Verstoring	vergrassing inclusief vervilting	zb	134	0.3692	0.2713	0.467
Vlaanderen	Versie 3	SBZH	6510	Binnen	6510_hu; 6510_hus; 6510_huk; 6510_hua	Verstoring	verruiging inclusief ruderalisering	zb	134	0.8644	0.8198	0.9091
Vlaanderen	Versie 3	SBZH	6510	Binnen	6510_hua	Verstoring	verdroging	zb	1	1	NA	NA
Vlaanderen	Versie 3	SBZH	6510	Binnen	6510_hua	Verstoring	vernatting	zb	1	1	NA	NA
Vlaanderen	Versie 3	SBZH	6510	Binnen	6510_huk	Structuur	levensvormen	b	24	-0.7557	-0.9016	-0.6099
Vlaanderen	Versie 3	SBZH	6510	Buiten	6510_hu; 6510_hua; 6510_hus	Structuur	verticale structuur	b	48	0.2574	0.1557	0.3592
Vlaanderen	Versie 3	SBZH	6510	Buiten	6510_hu; 6510_huk; 6510_hua; 6510_hus	Vegetatie	bedekking sleutelsoorten	b	56	-0.91	-0.968	-0.8519
Vlaanderen	Versie 3	SBZH	6510	Buiten	6510_hu; 6510_huk; 6510_hua; 6510_hus	Structuur	dominantie van één soort	b	56	-0.06573	-0.1753	0.04387
Vlaanderen	Versie 3	SBZH	6510	Buiten	6510_hu; 6510_huk; 6510_hua; 6510_hus	Verstoring	eutrofiëring	zb	56	0.01314	-0.1374	0.1637
Vlaanderen	Versie 3	SBZH	6510	Buiten	6510_hu; 6510_huk; 6510_hua; 6510_hus	Vegetatie	sleutelsoorten	b	56	-0.8577	-0.9042	-0.8112
Vlaanderen	Versie 3	SBZH	6510	Buiten	6510_hu; 6510_huk; 6510_hua; 6510_hus	Verstoring	strooisellaag	b	56	0.9905	0.9842	0.9969
Vlaanderen	Versie 3	SBZH	6510	Buiten	6510_hu; 6510_huk; 6510_hua; 6510_hus	Verstoring	verbossing	b	56	0.7323	0.5974	0.8672
Vlaanderen	Versie 3	SBZH	6510	Buiten	6510_hu; 6510_huk; 6510_hua; 6510_hus	Verstoring	verbraming	b	56	0.9901	0.9821	0.9981
Vlaanderen	Versie 3	SBZH	6510	Buiten	6510_hu; 6510_huk; 6510_hua; 6510_hus	Verstoring	vergrassing inclusief vervilting	zb	56	0.1448	-0.01116	0.3008
Vlaanderen	Versie 3	SBZH	6510	Buiten	6510_hu; 6510_huk; 6510_hua; 6510_hus	Verstoring	verruiging inclusief ruderalisering	zb	56	0.853	0.7874	0.9185
Vlaanderen	Versie 3	SBZH	6510	Buiten	6510_hua	Verstoring	verdroging	zb	25	0.9371	0.8139	1.06
Vlaanderen	Versie 3	SBZH	6510	Buiten	6510_hua	Verstoring	vernatting	zb	25	0.743	0.6002	0.8859
Vlaanderen	Versie 3	SBZH	6510	Buiten	6510_huk	Structuur	levensvormen	b	8	-0.8494	-1.118	-0.5812
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_meso	Structuur	(korst)moslaag	b	56	-0.4576	-0.603	-0.3122
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_meso	Vegetatie	bedekking sleutel- en overige soorten	b	56	-0.5478	-0.6914	-0.4041
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_meso	Structuur	dominantie van één soort	b	56	0.229	0.1269	0.331
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_meso	Verstoring	eutrofiëring	zb	56	0.5731	0.4577	0.6885
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_meso	Verstoring	invasieve exoten	zb	56	1	1	1
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_meso	Vegetatie	sleutelsoorten	b	56	-0.528	-0.6142	-0.4419
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_meso	Verstoring	strooisellaag	b	56	0.9966	0.9944	0.9987
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_meso	Verstoring	structuurschade	b	56	0.9998	0.9994	1
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_meso	Verstoring	verbossing	zb	56	0.3965	0.2325	0.5605
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_meso	Verstoring	vergrassing	zb	56	0.7978	0.7027	0.8928
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_meso	Verstoring	vermossing	zb	56	1	1	1
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_meso	Verstoring	verruiging	zb	56	0.7072	0.5726	0.8418
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_oli	Vegetatie	bedekking sleutelsoorten	b	49	0.1696	0.05981	0.2793
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_oli	Verstoring	eutrofiëring	zb	49	0.9942	0.9876	1.001
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_oli	Vegetatie	sleutelsoorten	b	49	0.3619	0.2623	0.4615
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_oli	Verstoring	strooisellaag	b	49	0.9935	0.9907	0.9963
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_oli	Verstoring	structuurschade	b	49	0.9976	0.9936	1.002
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_oli	Structuur	veenmossen	zb	49	-0.5025	-0.6639	-0.3412
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_oli	Verstoring	verbossing	zb	49	0.7383	0.6097	0.8669
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_oli	Verstoring	vergrassing	zb	49	0.132	-0.01337	0.2773
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_oli	Verstoring	vermossing	zb	49	0.9973	0.9947	0.9999
Vlaanderen	Versie 3	Habitatsubtype	7140	Binnen & Buiten	7140_oli	Verstoring	verruiging	zb	49	0.8919	0.8123	0.9715
Vlaanderen	Versie 3	Habitattype	7140	Binnen & Buiten	7140_meso	Structuur	(korst)moslaag	b	56	-0.4576	-0.603	-0.3122
Vlaanderen	Versie 3	Habitattype	7140	Binnen & Buiten	7140_meso	Vegetatie	bedekking sleutel- en overige soorten	b	56	-0.5478	-0.6914	-0.4041
Vlaanderen	Versie 3	Habitattype	7140	Binnen & Buiten	7140_meso	Structuur	dominantie van één soort	b	56	0.229	0.1269	0.331
Vlaanderen	Versie 3	Habitattype	7140	Binnen & Buiten	7140_meso	Verstoring	invasieve exoten	zb	56	1	1	1
Vlaanderen	Versie 3	Habitattype	7140	Binnen & Buiten	7140_meso; 7140_oli	Verstoring	eutrofiëring	zb	105	0.7084	0.6296	0.7873
Vlaanderen	Versie 3	Habitattype	7140	Binnen & Buiten	7140_meso; 7140_oli	Vegetatie	sleutelsoorten	b	105	-0.242	-0.3446	-0.1394
Vlaanderen	Versie 3	Habitattype	7140	Binnen & Buiten	7140_meso; 7140_oli	Verstoring	strooisellaag	b	105	0.9956	0.9939	0.9973
Vlaanderen	Versie 3	Habitattype	7140	Binnen & Buiten	7140_meso; 7140_oli	Verstoring	structuurschade	b	105	0.9991	0.9975	1.001
Vlaanderen	Versie 3	Habitattype	7140	Binnen & Buiten	7140_meso; 7140_oli	Verstoring	verbossing	zb	105	0.5063	0.3921	0.6206
Vlaanderen	Versie 3	Habitattype	7140	Binnen & Buiten	7140_meso; 7140_oli	Verstoring	vergrassing	zb	105	0.5838	0.484	0.6836
Vlaanderen	Versie 3	Habitattype	7140	Binnen & Buiten	7140_meso; 7140_oli	Verstoring	vermossing	zb	105	0.9991	0.9981	1
Vlaanderen	Versie 3	Habitattype	7140	Binnen & Buiten	7140_meso; 7140_oli	Verstoring	verruiging	zb	105	0.7666	0.6787	0.8544
Vlaanderen	Versie 3	Habitattype	7140	Binnen & Buiten	7140_oli	Vegetatie	bedekking sleutelsoorten	b	49	0.1696	0.05981	0.2793
Vlaanderen	Versie 3	Habitattype	7140	Binnen & Buiten	7140_oli	Structuur	veenmossen	zb	49	-0.5025	-0.6639	-0.3412
Vlaanderen	Versie 3	SBZH	7140	Binnen	7140_meso	Structuur	(korst)moslaag	b	51	-0.4216	-0.5762	-0.2669
Vlaanderen	Versie 3	SBZH	7140	Binnen	7140_meso	Vegetatie	bedekking sleutel- en overige soorten	b	51	-0.5381	-0.6936	-0.3827
Vlaanderen	Versie 3	SBZH	7140	Binnen	7140_meso	Structuur	dominantie van één soort	b	51	0.2108	0.1	0.3215
Vlaanderen	Versie 3	SBZH	7140	Binnen	7140_meso	Verstoring	invasieve exoten	zb	51	1	1	1
Vlaanderen	Versie 3	SBZH	7140	Binnen	7140_meso; 7140_oli	Verstoring	eutrofiëring	zb	99	0.7413	0.6648	0.8179
Vlaanderen	Versie 3	SBZH	7140	Binnen	7140_meso; 7140_oli	Vegetatie	sleutelsoorten	b	99	-0.2088	-0.3162	-0.1015
Vlaanderen	Versie 3	SBZH	7140	Binnen	7140_meso; 7140_oli	Verstoring	strooisellaag	b	99	0.9953	0.9935	0.9972
Vlaanderen	Versie 3	SBZH	7140	Binnen	7140_meso; 7140_oli	Verstoring	structuurschade	b	99	0.999	0.9973	1.001
Vlaanderen	Versie 3	SBZH	7140	Binnen	7140_meso; 7140_oli	Verstoring	verbossing	zb	99	0.5511	0.4358	0.6664
Vlaanderen	Versie 3	SBZH	7140	Binnen	7140_meso; 7140_oli	Verstoring	vergrassing	zb	99	0.5533	0.4485	0.6582
Vlaanderen	Versie 3	SBZH	7140	Binnen	7140_meso; 7140_oli	Verstoring	vermossing	zb	99	0.999	0.9979	1
Vlaanderen	Versie 3	SBZH	7140	Binnen	7140_meso; 7140_oli	Verstoring	verruiging	zb	99	0.7538	0.6602	0.8474
Vlaanderen	Versie 3	SBZH	7140	Binnen	7140_oli	Vegetatie	bedekking sleutelsoorten	b	48	0.1672	0.05551	0.279
Vlaanderen	Versie 3	SBZH	7140	Binnen	7140_oli	Structuur	veenmossen	zb	48	-0.5158	-0.6776	-0.3541
Vlaanderen	Versie 3	SBZH	7140	Buiten	7140_meso	Structuur	(korst)moslaag	b	5	-0.7356	-1.114	-0.3572
Vlaanderen	Versie 3	SBZH	7140	Buiten	7140_meso	Vegetatie	bedekking sleutel- en overige soorten	b	5	-0.6219	-0.9871	-0.2567
Vlaanderen	Versie 3	SBZH	7140	Buiten	7140_meso	Structuur	dominantie van één soort	b	5	0.3697	0.1606	0.5788
Vlaanderen	Versie 3	SBZH	7140	Buiten	7140_meso	Verstoring	invasieve exoten	zb	5	1	1	1
Vlaanderen	Versie 3	SBZH	7140	Buiten	7140_meso; 7140_oli	Verstoring	eutrofiëring	zb	6	0.3457	-0.08155	0.773
Vlaanderen	Versie 3	SBZH	7140	Buiten	7140_meso; 7140_oli	Vegetatie	sleutelsoorten	b	6	-0.6083	-0.7836	-0.4329
Vlaanderen	Versie 3	SBZH	7140	Buiten	7140_meso; 7140_oli	Verstoring	strooisellaag	b	6	0.9984	0.9968	0.9999
Vlaanderen	Versie 3	SBZH	7140	Buiten	7140_meso; 7140_oli	Verstoring	structuurschade	b	6	1	1	1
Vlaanderen	Versie 3	SBZH	7140	Buiten	7140_meso; 7140_oli	Verstoring	verbossing	zb	6	0.0134	-0.4237	0.4505
Vlaanderen	Versie 3	SBZH	7140	Buiten	7140_meso; 7140_oli	Verstoring	vergrassing	zb	6	0.9197	0.7766	1.063
Vlaanderen	Versie 3	SBZH	7140	Buiten	7140_meso; 7140_oli	Verstoring	vermossing	zb	6	1	1	1
Vlaanderen	Versie 3	SBZH	7140	Buiten	7140_meso; 7140_oli	Verstoring	verruiging	zb	6	0.9072	0.764	1.05
Vlaanderen	Versie 3	SBZH	7140	Buiten	7140_oli	Vegetatie	bedekking sleutelsoorten	b	1	0.307	NA	NA
Vlaanderen	Versie 3	SBZH	7140	Buiten	7140_oli	Structuur	veenmossen	zb	1	0.2857	NA	NA
