id	type_analysis	status	aggregatiemethode	index_min_min	index_min_harm	index_harm_harm	versie	kwaliteitsniveau
306130_2022-09-16	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
310994_2018-08-01	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
315318_2018-09-11	2310	1	RapportageHR	-1	-1	-1	Versie 3	1
316626_2018-08-08	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
317202_2018-07-24	2330_bu	0	RapportageHR	-0.8	-0.457142857142858	-0.390291025693064	Versie 3	1
322002_2018-08-02	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
324318_2017-08-18	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
324318_2024-06-24	2330_bu	0	RapportageHR	-0.95	-0.869897959183674	-0.768093974990527	Versie 3	1
32466_2014-09-11	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
32466_2022-09-06	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
330194_2018-08-06	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
330706_2018-08-02	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
331702_2014-09-16	2310	1	RapportageHR	-1	-1	-1	Versie 3	1
332726_2014-09-05	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
333010_2018-08-01	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
33502_2016-10-20	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
33502_2019-08-20	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
33718_2014-09-02	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
33718_2022-10-13	2310	1	RapportageHR	-0.4	-0.132530120481928	0.238344153106821	Versie 3	1
338386_2018-08-03	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
338898_2018-08-07	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
340702_2017-08-21	2310	0	RapportageHR	-0.5	-0.101941747572815	0.0777834333030596	Versie 3	1
342750_2019-08-09	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
344798_2019-08-01	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
345014_2017-08-30	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
34514_2014-08-28	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
34514_2022-08-30	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
347090_2018-08-02	2310	1	RapportageHR	-1	-1	-1	Versie 3	1
347858_2018-07-30	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
35090_2015-09-24	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
35090_2019-08-21	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
35090_2023-08-30	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
357086_2019-06-27	4010	0	RapportageHR	-0.75	-0.510126582278481	-0.508214577471181	Versie 3	1
35794_2014-09-11	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
35794_2023-09-07	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
359134_2019-08-09	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
359574_2017-09-08	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
360146_2018-07-30	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
361398_2014-09-02	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
361398_2022-10-13	2310	1	RapportageHR	-1	-1	-1	Versie 3	1
370386_2022-09-20	4030	1	RapportageHR	0	0.0714285714285714	0.165048543689321	Versie 3	1
37330_2014-08-28	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
37330_2019-08-06	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
373470_2023-06-15	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
380638_2019-08-08	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
38098_2014-09-17	2310	0	RapportageHR	-0.75	-0.558823529411765	-0.146493636136761	Versie 3	1
38098_2022-10-07	2310	1	RapportageHR	-1	-1	-1	Versie 3	1
381878_2018-08-10	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
38610_2022-09-20	2310	0	RapportageHR	-0.76	-0.502115196876017	-0.207742605968817	Versie 3	1
386422_2014-09-23	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
386422_2022-09-30	2330_bu	0	RapportageHR	-0.95	-0.870689655172414	-0.768934531450578	Versie 3	1
387538_2018-08-01	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
391154_2017-07-03	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
391154_2024-07-04	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
392342_2017-09-08	2330_bu	1	RapportageHR	-1	-1	-1	Versie 3	1
393950_2019-06-20	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
394962_2017-08-03	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
397238_2018-07-30	4030	0	RapportageHR	-0.75	-0.5	-0.114754098360656	Versie 3	1
39762_2024-07-01	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
398546_2014-09-15	2310	0	RapportageHR	-0.952	-0.875862068965517	-0.71432549074203	Versie 3	1
40054_2016-11-28	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
40054_2023-08-30	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
40146_2014-09-08	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
42934_2014-09-10	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
42934_2019-09-10	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
431314_2014-09-17	2330_bu	0	RapportageHR	-0.5	-0.352418860992039	-0.179088302120179	Versie 3	1
431314_2022-09-22	2330_bu	0	RapportageHR	-0.7	-0.380952380952381	-0.126212958057235	Versie 3	1
43230_2016-11-21	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
43230_2019-09-02	4010	1	RapportageHR	-1	-1	-1	Versie 3	1
43230_2023-06-16	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
433362_2014-09-08	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
43566_2015-06-25	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
43566_2023-08-23	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
43858_2014-08-28	2330_bu	0	RapportageHR	-0.65	-0.553824362606232	-0.386015525375407	Versie 3	1
43858_2022-09-02	2330_bu	0	RapportageHR	-0.583333333333333	-0.403765690376569	-0.197283174554163	Versie 3	1
445266_2014-08-27	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
445266_2022-09-02	2330_bu	1	RapportageHR	-0.5	-0.228981544771019	-0.119786432796415	Versie 3	1
44626_2014-08-22	4030	0	RapportageHR	-0.5	-0.307692307692308	-0.00494617398894392	Versie 3	1
44626_2022-09-01	4030	1	RapportageHR	0	0.1875	0.298451205335651	Versie 3	1
45430_2023-08-30	2330_bu	0	RapportageHR	-0.95	-0.86764705882353	-0.765726681127983	Versie 3	1
45790_2014-08-22	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
45790_2022-09-13	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
458194_2017-07-06	2330_dw	0	RapportageHR	-1	-1	-1	Versie 3	1
458194_2023-09-06	2330_dw	0	RapportageHR	-1	-1	-1	Versie 3	1
458462_2014-09-02	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
459222_2014-09-26	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
46006_2014-09-09	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
46006_2019-08-22	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
463798_2014-09-09	2310	1	RapportageHR	-1	-1	-1	Versie 3	1
476086_2014-09-04	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
47666_2017-06-30	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
47666_2024-07-08	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
488054_2014-09-23	2310	1	RapportageHR	-1	-1	-1	Versie 3	1
488374_2014-09-08	4030	0	RapportageHR	-0.952	-0.870503597122302	-0.765098027332505	Versie 3	1
492470_2014-09-04	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
492470_2019-08-22	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
498514_2014-08-27	2310	0	RapportageHR	-0.7	-0.382671480144405	-0.0510738373099172	Versie 3	1
50102_2014-09-02	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
50102_2022-10-13	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
502610_2017-07-10	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
503414_2016-10-05	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
504542_2016-09-19	2310	0	RapportageHR	-0.0555555555555555	0.0493827160493827	0.299699321539196	Versie 3	1
526898_2017-06-30	2330_bu	1	RapportageHR	-1	-1	-1	Versie 3	1
5330_2014-09-16	2310	0	RapportageHR	-0.75	-0.625	-0.352272727272727	Versie 3	1
5330_2022-10-07	2310	1	RapportageHR	-0.4	-0.134615384615385	0.195809556255855	Versie 3	1
5422_2016-10-28	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
54482_2014-09-22	4030	0	RapportageHR	-0.976	-0.935714285714286	-0.876075731497418	Versie 3	1
54482_2019-08-23	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
546002_2017-07-17	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
54994_2014-08-29	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
54994_2019-08-02	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
55058_2014-09-11	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
55058_2022-09-09	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
55058_2023-07-06	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
551218_2017-06-28	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
55518_2023-06-16	2330_dw	1	RapportageHR	-1	-1	-1	Versie 3	1
558006_2017-08-23	2330_bu	1	RapportageHR	-0.5	-0.150735294117647	-0.0906704092406304	Versie 3	1
57398_2024-06-24	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
579958_2016-09-28	2310	1	RapportageHR	-1	-1	-1	Versie 3	1
583030_2016-09-29	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
583030_2024-06-18	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
594870_2018-08-21	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
59858_2015-06-01	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
602846_2016-10-03	2330_bu	0	RapportageHR	-0.5	-0.262422360248447	-0.18110021030594	Versie 3	1
602846_2024-06-24	2330_bu	0	RapportageHR	-0.5	-0.215641361256545	-0.0985645080681476	Versie 3	1
60894_2016-11-21	4010	1	RapportageHR	-1	-1	-1	Versie 3	1
60894_2023-06-16	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
62141_2016-10-26	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
62174_2014-09-03	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
62174_2022-09-14	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
635830_2018-08-17	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
648566_2016-09-29	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
648566_2024-06-18	2330_bu	0	RapportageHR	-0.95	-0.8671875	-0.765325887107083	Versie 3	1
65234_2014-09-02	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
65234_2019-08-06	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
65522_2014-08-20	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
65522_2019-08-09	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
656246_2016-10-05	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
659382_2017-07-20	2330_bu	1	RapportageHR	-1	-1	-1	Versie 3	1
66006_2014-09-26	2310	0	RapportageHR	-0.8	-0.64	-0.442542787286064	Versie 3	1
66006_2023-09-20	2310	1	RapportageHR	-0.5	-0.335227272727273	-0.231312577254178	Versie 3	1
66270_2016-10-25	4010	0	RapportageHR	-0.8	-0.64	-0.621052631578947	Versie 3	1
67282_2024-07-05	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
684982_2018-08-09	2310	0	RapportageHR	-0.55	-0.212692967409949	0.0229581267768617	Versie 3	1
71238_2024-06-25	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
714198_2016-10-14	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
714230_2016-09-28	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
71902_2016-10-07	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
71902_2019-09-02	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
72690_2014-08-20	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
72690_2022-09-01	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
734_2016-11-18	4010	1	RapportageHR	-1	-1	-1	Versie 3	1
734_2019-08-20	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
734_2023-06-15	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
738230_2017-08-29	2330_bu	0	RapportageHR	-0.85	-0.715189873417722	-0.545475727250487	Versie 3	1
742610_2017-07-17	2330_bu	0	RapportageHR	-0.5	-0.376822157434402	-0.20851654709558	Versie 3	1
750198_2018-07-20	2330_bu	0	RapportageHR	-0.95	-0.872013651877134	-0.77559840425532	Versie 3	1
750518_2017-08-30	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
75474_2014-09-01	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
75474_2022-08-24	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
76242_2014-09-09	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
76242_2019-08-19	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
76406_2023-09-13	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
76754_2014-09-10	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
76754_2022-09-16	2310	0	RapportageHR	-0.5	-0.260869565217391	-0.142101342212753	Versie 3	1
77278_2016-11-30	4010	1	RapportageHR	-1	-1	-1	Versie 3	1
77394_2014-08-22	4030	1	RapportageHR	0	0.0714285714285714	0.251533742331288	Versie 3	1
77394_2019-08-08	4030	0	RapportageHR	-0.0555555555555555	-0.0192307692307692	0.215389921921545	Versie 3	1
790830_2023-08-23	2330_dw	1	RapportageHR	-1	-1	-1	Versie 3	1
803766_2017-08-25	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
808146_2017-07-17	2330_bu	1	RapportageHR	-0.5	-0.203389830508474	-0.128484507085727	Versie 3	1
808722_2018-07-19	2330_bu	0	RapportageHR	-0.9	-0.8	-0.663587535290897	Versie 3	1
81374_2016-10-27	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
816054_2018-08-24	2310	1	RapportageHR	-1	-1	-1	Versie 3	1
821462_2016-10-21	2330_bu	1	RapportageHR	-0.5	-0.208168474792597	-0.109718618083542	Versie 3	1
82222_2016-10-21	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
82654_2016-11-25	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
84598_2024-06-20	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
84946_2015-06-01	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
853714_2022-09-20	4030	0	RapportageHR	-0.4	-0.25	-0.0181818181818183	Versie 3	1
863826_2022-09-29	2330_dw	0	RapportageHR	-1	-1	-1	Versie 3	1
87250_2017-07-17	4010	1	RapportageHR	-1	-1	-1	Versie 3	1
87250_2019-08-23	4010	1	RapportageHR	-1	-1	-1	Versie 3	1
877942_2016-09-30	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
8786_2014-09-12	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
881590_2018-08-13	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
881590_2018-08-13	2330_dw	0	RapportageHR	-1	-1	-1	Versie 3	1
884342_2016-10-05	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
886_2023-09-13	2330_dw	0	RapportageHR	-1	-1	-1	Versie 3	1
8893_2014-09-03	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
8893_2022-09-14	2310	1	RapportageHR	-1	-1	-1	Versie 3	1
90846_2014-08-19	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
90846_2022-09-13	2310	1	RapportageHR	-0.5	-0.3	-0.0581497562862668	Versie 3	1
91122_2017-07-03	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
91122_2019-08-08	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
91410_2016-09-27	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
91410_2024-06-19	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
91510_2015-09-09	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
91510_2023-08-28	2330_dw	0	RapportageHR	-1	-1	-1	Versie 3	1
91614_2018-09-14	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
92126_2018-08-17	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
92382_2016-10-07	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
92382_2019-09-02	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
93138_2014-09-09	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
93138_2023-09-08	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
934838_2017-08-23	2330_bu	1	RapportageHR	-0.5	-0.129579514411907	-0.0744344347778404	Versie 3	1
937682_2017-07-28	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
947126_2018-08-14	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
94942_2014-08-21	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
94942_2022-09-13	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
951006_2023-06-15	2330_dw	0	RapportageHR	-1	-1	-1	Versie 3	1
95158_2014-09-09	2310	0	RapportageHR	-0.952	-0.888198757763975	-0.731684486483632	Versie 3	1
95158_2022-10-13	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
95218_2017-04-27	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
95710_2016-12-05	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
963294_2016-09-19	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
963294_2024-06-20	2330_bu	0	RapportageHR	-1	-1	-1	Versie 3	1
96978_2014-09-01	2310	0	RapportageHR	-0.75	-0.516129032258065	-0.228076953471424	Versie 3	1
96978_2022-08-22	2310	1	RapportageHR	-1	-1	-1	Versie 3	1
976246_2016-09-28	2310	1	RapportageHR	-1	-1	-1	Versie 3	1
98002_2014-09-11	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
98002_2022-09-07	2310	0	RapportageHR	-1	-1	-1	Versie 3	1
9938_2014-09-01	4030	1	RapportageHR	0	0.1875	0.29622079167552	Versie 3	1
9938_2022-08-24	4030	1	RapportageHR	0	0.192622950819672	0.302159078196666	Versie 3	1
IV2012081710331075_2019-09-02	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2012082116280757_2019-08-13	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
IV2012082116333523_2019-08-13	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2012082116433467_2019-08-13	4010	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2012091709411633_2019-08-08	4010	1	RapportageHR	-0.5	-0.128289473684211	-0.111069698099143	Versie 3	1
IV2012091711280525_2019-08-21	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
IV2012091711465337_2019-09-02	4010	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2012091714412265_2019-08-02	4010	1	RapportageHR	-0.5	-0.210526315789474	-0.178082191780822	Versie 3	1
IV2012091714583446_2019-08-02	4010	1	RapportageHR	-0.5	-0.149253731343284	-0.147942672214517	Versie 3	1
IV2012091715161627_2019-08-06	4010	1	RapportageHR	-0.5	-0.0931558935361216	-0.0822770484382073	Versie 3	1
IV2012091715353278_2019-08-14	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2012091716060044_2019-08-14	4010	0	RapportageHR	-0.75	-0.526315789473684	-0.383064516129032	Versie 3	1
IV2012091716180792_2019-08-14	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
IV2012091716373264_2019-08-14	4010	1	RapportageHR	-0.75	-0.438168846611177	-0.426802725942841	Versie 3	1
IV2012091716441068_2019-08-14	4010	0	RapportageHR	-0.5	-0.272556390977444	-0.204215396478602	Versie 3	1
IV2012091809282514_2019-08-08	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
IV2012091809384012_2019-08-08	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
IV2012091810415646_2019-08-21	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2012091810572906_2019-08-21	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
IV2013081212384426_2019-08-19	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
IV2013081213111428_2019-08-02	4010	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2013081213464317_2019-09-08	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
IV2013081215065475_2019-08-23	4010	0	RapportageHR	-0.75	-0.588028169014085	-0.458992455585301	Versie 3	1
IV2013082110143421_2019-08-23	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2013082112224758_2019-09-10	4010	1	RapportageHR	-0.25	0.0268456375838926	0.0425894378194207	Versie 3	1
IV2013111210580086_2019-08-08	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
IV2013111212372010_2019-08-02	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2013111213063004_2019-09-02	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
IV2014090415524693_2019-08-22	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2014090415562185_2019-08-22	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
IV2014090416125423_2019-08-22	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2014090510350527_2019-09-10	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2014090510431452_2019-09-10	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2014090510572948_2019-09-10	4010	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2014090511032881_2019-09-10	4010	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2014102216091441_2019-08-23	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
IV2014102216093922_2019-08-23	4010	0	RapportageHR	-0.5	-0.272556390977444	-0.190799790904339	Versie 3	1
IV2014102216101290_2019-08-23	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2014102216104268_2019-08-23	4030	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2014102216111028_2019-08-23	4010	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2015081322221123_2019-08-09	4010	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2015081417110940_2019-08-09	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
IV2015081418213532_2019-08-09	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
IV2016091616481263_2019-08-19	4010	0	RapportageHR	-0.75	-0.497894736842105	-0.475968140620709	Versie 3	1
IV2016091616504780_2019-08-19	4010	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2016100123143992_2019-09-02	4010	0	RapportageHR	-1	-1	-1	Versie 3	1
IV2016100300110343_2019-08-19	4010	1	RapportageHR	-1	-1	-1	Versie 3	1
IV2016101011193619_2019-08-16	4030	0	RapportageHR	-1	-1	-1	Versie 3	1
IV2017092216242284_2019-08-23	4010	1	RapportageHR	-1	-1	-1	Versie 3	1
