plot_id	segment_id	perimeter_cm	dbh_mm	height_m	name_nl	status_tree	coppice_individual	intact_tree	tree_id	date_assessment
2742	1	48	153	13.7	Berk	levend	Individuele boom	Intacte boom	25	16604
2742	1	47	150	13	Zwarte els	levend	Individuele boom	Intacte boom	26	16604
2742	1	62	197	11	Zwarte els	dood	Individuele boom	Intacte boom	27	16604
2742	1	49	156	17.7	Berk	levend	Individuele boom	Intacte boom	28	16604
2742	1	43	137	14	Berk	levend	Individuele boom	Intacte boom	29	16604
2742	1	40	127	6.9	Zwarte els	dood	Individuele boom	Intacte boom	30	16604
2742	1	46	146	14.4	Berk	levend	Individuele boom	Intacte boom	31	16604
2742	1	38	121	12.8	Berk	levend	Individuele boom	Intacte boom	32	16604
2742	1	28	89	11.1	Berk	levend	Individuele boom	Intacte boom	33	16604
3894	1	34	108	8.3	Wilde lijsterbes	levend	Individuele boom	Intacte boom	1	16545
3894	1	31	99	5.5	Hazelaar	levend	Individuele boom	Intacte boom	2	16545
3894	1	173	551	26.9	Inlandse eik	levend	Individuele boom	Intacte boom	3	16545
3894	1	205	653	31.6	Inlandse eik	levend	Individuele boom	Intacte boom	4	16545
3894	1	158	503	20.1	Inlandse eik	dood	Individuele boom	Niet intacte boom	5	16545
3894	1	32	102	9.4	Wilde lijsterbes	levend	Individuele boom	Intacte boom	6	16545
3894	1	136	433	25.7	Inlandse eik	levend	Individuele boom	Intacte boom	7	16545
3894	1	163	519	23.9	Inlandse eik	dood	Individuele boom	Niet intacte boom	8	16545
3894	1	27	86	5.9	Wilde lijsterbes	levend	Individuele boom	Intacte boom	9	16545
3894	1	145	462	29.5	Inlandse eik	levend	Individuele boom	Intacte boom	10	16545
3894	1	169	538	26.4	Inlandse eik	levend	Individuele boom	Intacte boom	11	16545
3894	1	205	653	26.5	Inlandse eik	levend	Individuele boom	Intacte boom	12	16545
3894	1	32	102	9.2	Wilde lijsterbes	levend	Individuele boom	Intacte boom	13	16545
3894	1	31	99	9.5	Wilde lijsterbes	dood	Individuele boom	Intacte boom	14	16545
3894	1	135	430	27.3	Inlandse eik	levend	Individuele boom	Intacte boom	15	16545
3894	1	129	411	26	Inlandse eik	levend	Individuele boom	Intacte boom	16	16545
3894	1	24	77	6	Hazelaar	levend	Hakhoutstoof	Intacte boom	17	16545
3970	1	22	73	5.6	Gewone esdoorn	levend	Individuele boom	Intacte boom	1	16576
3970	1	136	432	20.6	Gewone esdoorn	levend	Hakhoutstoof	Intacte boom	2	16576
3970	1	24	80	10.8	Gewone esdoorn	levend	Individuele boom	Intacte boom	3	16576
3970	1	34	113	7.2	Gewone esdoorn	levend	Individuele boom	Intacte boom	4	16576
3970	1	143	476	22.1	Berk	levend	Individuele boom	Intacte boom	5	16576
3970	1	121	403	21.7	Gewone esdoorn	levend	Individuele boom	Intacte boom	6	16576
3970	1	35	116	11.8	Gewone esdoorn	levend	Individuele boom	Intacte boom	7	16576
3970	1	25	83	11.2	Gewone es	levend	Individuele boom	Intacte boom	8	16576
3970	1	145	462	23.9	Gewone esdoorn	levend	Hakhoutstoof	Intacte boom	9	16576
3970	1	129	409	20.8	Gewone esdoorn	levend	Hakhoutstoof	Intacte boom	10	16576
3970	1	132	440	23.6	Gewone es	levend	Individuele boom	Intacte boom	11	16576
3970	1	30	94	10.4	Hazelaar	levend	Hakhoutstoof	Intacte boom	12	16576
3970	1	24	80	11.2	Gewone es	levend	Individuele boom	Intacte boom	13	16576
3970	1	23	76	5.3	Gewone vlier	levend	Individuele boom	Intacte boom	14	16576
3970	1	23	76	11.6	Gewone es	levend	Individuele boom	Intacte boom	15	16576
3970	1	23	76	10.9	Gewone es	levend	Individuele boom	Intacte boom	16	16576
3970	1	24	80	12.2	Gewone es	levend	Individuele boom	Intacte boom	17	16576
3970	1	52	173	17.2	Gewone es	levend	Individuele boom	Intacte boom	18	16576
3970	1	162	540	21.1	Gewone esdoorn	levend	Individuele boom	Intacte boom	19	16576
3970	1	23	76	7.8	Gewone es	dood	Individuele boom	Niet intacte boom	20	16576
3970	1	126	400	17.9	Gewone esdoorn	levend	Hakhoutstoof	Intacte boom	21	16576
3970	1	22	71	6	Hazelaar	levend	Hakhoutstoof	Intacte boom	22	16576
3970	1	152	506	21.5	Inlandse eik	levend	Individuele boom	Intacte boom	23	16576
4945	1	150	500	30.4	Amerikaanse eik	levend	Individuele boom	Intacte boom	1	17277
4945	1	271	903	38.4	Beuk	levend	Individuele boom	Intacte boom	2	17277
4945	1	151	503	25.6	Beuk	levend	Individuele boom	Intacte boom	3	17277
4945	1	179	596	29.1	Beuk	levend	Individuele boom	Intacte boom	4	17277
4945	1	70	233	21.9	Beuk	levend	Individuele boom	Niet intacte boom	5	17277
4945	1	163	543	32.9	Corsicaanse den	levend	Individuele boom	Intacte boom	6	17277
4945	1	250	833	30.9	Amerikaanse eik	levend	Individuele boom	Intacte boom	7	17277
4945	1	161	536	25.5	Amerikaanse eik	levend	Individuele boom	Intacte boom	8	17277
4945	1	177	590	30	Beuk	levend	Individuele boom	Intacte boom	9	17277
4945	1	228	760	32.3	Beuk	levend	Individuele boom	Intacte boom	10	17277
4945	1	149	496	30.7	Beuk	levend	Individuele boom	Intacte boom	11	17277
4945	1	200	666	28.5	Corsicaanse den	levend	Individuele boom	Intacte boom	12	17277
4945	1	189	630	25.4	Beuk	levend	Individuele boom	Intacte boom	13	17277
4945	1	160	533	27.3	Corsicaanse den	levend	Individuele boom	Intacte boom	14	17277
4945	1	207	690	29.2	Beuk	levend	Individuele boom	Intacte boom	15	17277
4945	1	158	526	30.2	Corsicaanse den	levend	Individuele boom	Intacte boom	16	17277
4945	1	191	636	29.6	Beuk	levend	Individuele boom	Intacte boom	17	17277
4945	1	140	466	27.7	Tamme kastanje	levend	Individuele boom	Intacte boom	18	17277
4945	1	39	130	12.2	Beuk	levend	Individuele boom	Intacte boom	19	17277
6278	1	170	540	24.1	Populier	levend	Individuele boom	Intacte boom	1	16562
6278	1	62	198	19.7	Gewone es	levend	Hakhoutstoof	Intacte boom	2	16562
6278	1	51	170	16	Zwarte els	levend	Individuele boom	Intacte boom	3	16562
6278	1	39	130	11.6	Zwarte els	levend	Individuele boom	Intacte boom	4	16562
6278	1	39	130	9.1	Berk	levend	Individuele boom	Intacte boom	5	16562
6278	1	197	656	33.2	Populier	levend	Individuele boom	Intacte boom	6	16562
6278	1	55	183	12.3	Zwarte els	levend	Individuele boom	Intacte boom	7	16562
6278	1	34	108	9.9	Hazelaar	levend	Hakhoutstoof	Intacte boom	8	16562
6278	1	24	76	7.4	Hazelaar	levend	Hakhoutstoof	Intacte boom	9	16562
6278	1	41	136	13	Zwarte els	levend	Individuele boom	Intacte boom	10	16562
6278	1	112	373	33.3	Populier	levend	Individuele boom	Intacte boom	11	16562
6278	1	28	89	12.9	Hazelaar	levend	Hakhoutstoof	Intacte boom	12	16562
6278	1	137	456	35.5	Populier	levend	Individuele boom	Intacte boom	13	16562
6278	1	48	160	12.1	Zwarte els	levend	Individuele boom	Intacte boom	14	16562
6278	1	86	286	24.6	Populier	levend	Individuele boom	Intacte boom	15	16562
6278	1	26	82	9	Hazelaar	levend	Hakhoutstoof	Intacte boom	16	16562
6278	1	25	79	8.3	Hazelaar	levend	Hakhoutstoof	Intacte boom	17	16562
6278	1	137	456	35.1	Populier	levend	Individuele boom	Intacte boom	18	16562
6278	1	49	163	8.2	Zwarte els	dood	Individuele boom	Niet intacte boom	19	16562
6278	1	38	120	4.2	Hazelaar	levend	Hakhoutstoof	Intacte boom	20	16562
6278	1	151	503	37.6	Populier	levend	Individuele boom	Intacte boom	21	16562
6278	1	26	82	6.2	Hazelaar	levend	Hakhoutstoof	Intacte boom	22	16562
6278	1	37	118	12.6	Zwarte els	levend	Hakhoutstoof	Intacte boom	23	16562
6278	1	31	103	8.6	Zwarte els	levend	Individuele boom	Intacte boom	24	16562
6278	1	73	243	23.3	Gewone es	levend	Individuele boom	Intacte boom	25	16562
6278	1	163	543	36	Populier	levend	Individuele boom	Intacte boom	26	16562
6278	1	46	153	10.9	Zwarte els	levend	Individuele boom	Intacte boom	27	16562
6278	1	142	473	35.5	Populier	levend	Individuele boom	Intacte boom	28	16562
6278	1	147	490	34.4	Populier	levend	Individuele boom	Intacte boom	29	16562
6278	1	162	540	35.2	Populier	levend	Individuele boom	Intacte boom	30	16562
7145	1	116	386	27.3	Inlandse eik	levend	Individuele boom	Intacte boom	1	16553
7145	1	236	786	27.7	Inlandse eik	levend	Individuele boom	Intacte boom	2	16553
7145	1	210	700	29	Inlandse eik	levend	Individuele boom	Intacte boom	3	16553
7145	1	176	586	29	Inlandse eik	levend	Individuele boom	Intacte boom	4	16553
7145	1	152	506	27.3	Inlandse eik	levend	Individuele boom	Intacte boom	5	16553
7145	1	130	433	30.3	Inlandse eik	levend	Individuele boom	Intacte boom	6	16553
7145	1	124	413	25.9	Inlandse eik	levend	Individuele boom	Intacte boom	7	16553
7145	1	33	110	12.8	Zwarte els	levend	Individuele boom	Intacte boom	8	16553
7145	1	133	443	30.1	Inlandse eik	levend	Individuele boom	Intacte boom	9	16553
7145	1	113	376	30.2	Inlandse eik	levend	Individuele boom	Intacte boom	10	16553
7145	1	36	120	14.7	Zwarte els	levend	Individuele boom	Intacte boom	11	16553
7145	1	130	433	30.2	Inlandse eik	levend	Individuele boom	Intacte boom	12	16553
7145	1	22	73	10	Zwarte els	levend	Individuele boom	Intacte boom	13	16553
7145	1	30	100	10.6	Zwarte els	levend	Individuele boom	Intacte boom	14	16553
7145	1	183	610	33.1	Inlandse eik	levend	Individuele boom	Intacte boom	15	16553
7145	1	223	743	33	Inlandse eik	levend	Individuele boom	Intacte boom	16	16553
7145	1	205	683	28.8	Inlandse eik	levend	Individuele boom	Intacte boom	17	16553
7145	1	40	133	11.6	Zwarte els	levend	Individuele boom	Intacte boom	18	16553
7145	1	205	683	24.8	Inlandse eik	dood	Individuele boom	Niet intacte boom	19	16553
7145	1	162	540	28.5	Inlandse eik	levend	Individuele boom	Intacte boom	20	16553
7785	1	60	200	16.8	Berk	levend	Individuele boom	Intacte boom	1	16573
7785	1	34	113	8.5	Zwarte els	levend	Individuele boom	Niet intacte boom	2	16573
7785	1	89	296	24	Berk	levend	Individuele boom	Intacte boom	3	16573
7785	1	118	393	24.4	Berk	levend	Individuele boom	Intacte boom	4	16573
7785	1	85	283	21.9	Berk	levend	Individuele boom	Intacte boom	5	16573
7785	1	126	420	22.6	Populier	dood	Individuele boom	Niet intacte boom	6	16573
7785	1	51	170	16.7	Berk	levend	Individuele boom	Intacte boom	7	16573
7785	1	59	196	23.8	Berk	levend	Individuele boom	Intacte boom	8	16573
7785	1	56	186	11.5	Zwarte els	levend	Individuele boom	Niet intacte boom	9	16573
7785	1	47	156	19.8	Berk	levend	Individuele boom	Intacte boom	11	16573
7785	1	50	166	15.2	Berk	levend	Individuele boom	Intacte boom	12	16573
7785	1	75	250	25.3	Berk	levend	Individuele boom	Intacte boom	13	16573
7785	1	40	133	11	Berk	levend	Individuele boom	Intacte boom	14	16573
7785	1	76	253	23.5	Berk	levend	Individuele boom	Intacte boom	15	16573
7785	1	49	163	13.8	Berk	levend	Individuele boom	Intacte boom	16	16573
7785	1	67	223	19.7	Berk	levend	Individuele boom	Intacte boom	17	16573
7785	1	78	260	22.5	Zwarte els	levend	Individuele boom	Intacte boom	18	16573
8121	1	27	90	8.4	Gewone esdoorn	levend	Individuele boom	Intacte boom	1	16554
8121	1	47	150	2.8	Zwarte els	dood	Hakhoutstoof	Niet intacte boom	2	16554
8121	1	48	152	7.9	Zwarte els	levend	Hakhoutstoof	Intacte boom	3	16554
8121	1	125	416	6.2	Populier	dood	Individuele boom	Niet intacte boom	4	16554
8121	1	312	1040	38.5	Populier	levend	Individuele boom	Intacte boom	5	16554
8121	1	243	810	45.4	Populier	levend	Individuele boom	Intacte boom	6	16554
8121	1	223	743	31.2	Populier	levend	Individuele boom	Niet intacte boom	7	16554
8121	1	77	244	21.1	Zwarte els	levend	Hakhoutstoof	Intacte boom	8	16554
8121	1	55	183	14.1	Zwarte els	levend	Individuele boom	Intacte boom	9	16554
8121	1	23	76	8.6	Gewone esdoorn	levend	Individuele boom	Intacte boom	10	16554
8121	1	99	330	26.7	Zwarte els	levend	Individuele boom	Intacte boom	11	16554
8121	1	122	389	30.2	Zwarte els	levend	Hakhoutstoof	Intacte boom	12	16554
8121	1	340	1133	46.9	Populier	levend	Individuele boom	Intacte boom	13	16554
8121	1	205	653	29.4	Gewone esdoorn	levend	Hakhoutstoof	Intacte boom	14	16554
8121	1	27	86	5.8	Hazelaar	levend	Hakhoutstoof	Intacte boom	15	16554
8121	1	27	86	4.4	Gewone vlier	levend	Hakhoutstoof	Intacte boom	16	16554
8121	1	24	76	6.5	Hazelaar	levend	Hakhoutstoof	Intacte boom	17	16554
8121	1	194	646	39.1	Populier	levend	Individuele boom	Intacte boom	18	16554
8121	1	78	247	2.6	Zwarte els	dood	Hakhoutstoof	Niet intacte boom	19	16554
8217	1	204	680	34	Boskers	levend	Individuele boom	Intacte boom	1	17288
8217	1	26	86	12.4	Gewone es	dood	Individuele boom	Intacte boom	2	17288
8217	1	51	164	17.9	Amerikaanse eik	levend	Hakhoutstoof	Intacte boom	3	17288
8217	1	124	413	22.2	Boskers	levend	Individuele boom	Intacte boom	4	17288
8217	1	137	456	25.7	Gewone es	levend	Individuele boom	Intacte boom	5	17288
8217	1	25	79	9.1	Meidoorn species	levend	Hakhoutstoof	Intacte boom	6	17288
8217	1	82	273	24.1	Amerikaanse eik	levend	Individuele boom	Intacte boom	7	17288
8217	1	37	119	13.6	Boskers	levend	Hakhoutstoof	Intacte boom	8	17288
8217	1	78	260	20	Gewone esdoorn	levend	Individuele boom	Intacte boom	9	17288
8217	1	26	86	10.4	Olm	levend	Individuele boom	Intacte boom	10	17288
8217	1	158	526	34.7	Populier	levend	Individuele boom	Intacte boom	11	17288
8217	1	147	490	32.2	Boskers	levend	Individuele boom	Intacte boom	12	17288
8217	1	61	195	24.7	Amerikaanse eik	levend	Hakhoutstoof	Intacte boom	13	17288
8217	1	59	196	15.9	Amerikaanse eik	levend	Individuele boom	Intacte boom	14	17288
8217	1	125	416	24.1	Inlandse eik	levend	Individuele boom	Intacte boom	15	17288
9262	1	38	126	10.5	Amerikaanse eik	levend	Individuele boom	Intacte boom	1	17067
9262	1	140	466	23.5	Inlandse eik	levend	Individuele boom	Intacte boom	2	17067
9262	1	133	443	26.5	Inlandse eik	levend	Individuele boom	Intacte boom	3	17067
9262	1	209	696	27.6	Beuk	levend	Individuele boom	Intacte boom	4	17067
9262	1	141	470	23	Inlandse eik	levend	Individuele boom	Intacte boom	5	17067
9262	1	23	76	7.7	Amerikaanse eik	levend	Individuele boom	Intacte boom	6	17067
9262	1	123	410	21.5	Inlandse eik	levend	Individuele boom	Intacte boom	7	17067
9262	1	41	136	11.8	Amerikaanse eik	levend	Individuele boom	Intacte boom	8	17067
9262	1	200	666	20	Inlandse eik	levend	Individuele boom	Intacte boom	9	17067
9262	1	27	90	6.7	Amerikaanse eik	levend	Individuele boom	Intacte boom	10	17067
9262	1	153	510	22.8	Inlandse eik	levend	Individuele boom	Intacte boom	11	17067
9262	1	262	873	31	Beuk	levend	Individuele boom	Intacte boom	12	17067
10354	1	120	382	19.1	Gewone es	levend	Individuele boom	Intacte boom	1	16575
10354	1	123	392	32.2	Gewone es	levend	Individuele boom	Intacte boom	2	16575
10354	1	158	503	32.2	Gewone es	levend	Individuele boom	Intacte boom	3	16575
10354	1	127	404	26.3	Gewone esdoorn	levend	Individuele boom	Intacte boom	4	16575
10354	1	174	554	36.9	Gewone es	levend	Individuele boom	Intacte boom	5	16575
10354	1	130	414	33.2	Gewone es	levend	Individuele boom	Intacte boom	6	16575
10354	1	172	547	38.8	Gewone es	levend	Individuele boom	Intacte boom	7	16575
10354	1	64	204	12.7	Gewone esdoorn	levend	Individuele boom	Niet intacte boom	8	16575
11481	1	50	159	14.4	Boskers	levend	Individuele boom	Intacte boom	1	17998
11481	1	37	118	15.6	Berk	levend	Hakhoutstoof	Intacte boom	2	17998
11481	1	33	105	15.1	Berk	levend	Individuele boom	Intacte boom	3	17998
11481	1	45	143	13.7	Boskers	levend	Individuele boom	Intacte boom	4	17998
11481	1	55	175	14.8	Boskers	levend	Individuele boom	Intacte boom	5	17998
11481	1	51	162	14.3	Boskers	levend	Individuele boom	Intacte boom	6	17998
11481	1	31	99	14.4	Berk	levend	Individuele boom	Intacte boom	7	17998
11481	1	40	127	13.4	Boskers	levend	Individuele boom	Intacte boom	8	17998
11481	1	40	127	13.9	Boskers	levend	Individuele boom	Intacte boom	9	17998
11481	1	59	188	13.3	Boskers	levend	Individuele boom	Intacte boom	10	17998
11481	1	27	86	12.7	Gewone esdoorn	levend	Individuele boom	Intacte boom	11	17998
11481	1	25	80	12	Boskers	levend	Individuele boom	Intacte boom	12	17998
11481	1	56	178	13.8	Boskers	levend	Individuele boom	Intacte boom	13	17998
11481	1	40	127	13	Boskers	levend	Individuele boom	Intacte boom	14	17998
11481	1	25	79	12.9	Berk	levend	Hakhoutstoof	Intacte boom	15	17998
11481	1	27	86	11.7	Boskers	levend	Individuele boom	Intacte boom	16	17998
11481	1	32	102	12.5	Boskers	levend	Individuele boom	Intacte boom	17	17998
11481	1	39	124	12.7	Boskers	levend	Individuele boom	Intacte boom	18	17998
11481	1	27	85	12.6	Berk	levend	Hakhoutstoof	Intacte boom	19	17998
11481	1	50	159	13.4	Boskers	levend	Individuele boom	Intacte boom	20	17998
11481	1	38	121	13.1	Boskers	levend	Individuele boom	Intacte boom	21	17998
11481	1	62	197	13.7	Boskers	levend	Individuele boom	Intacte boom	22	17998
11481	1	79	251	16.2	Boskers	levend	Individuele boom	Intacte boom	23	17998
11481	1	46	146	14.1	Haagbeuk	levend	Individuele boom	Intacte boom	24	17998
11481	1	51	162	16	Boskers	levend	Individuele boom	Intacte boom	25	17998
11481	1	27	86	15.7	Berk	levend	Individuele boom	Intacte boom	26	17998
11481	1	71	226	15.7	Boskers	levend	Individuele boom	Intacte boom	27	17998
11865	1	26	83	10.8	Witte en Grauwe abeel	levend	Individuele boom	Intacte boom	1	16554
11865	1	69	220	27.1	Witte en Grauwe abeel	levend	Individuele boom	Intacte boom	2	16554
11865	1	94	299	26.7	Gewone es	levend	Individuele boom	Intacte boom	3	16554
11865	1	43	137	20.5	Witte en Grauwe abeel	levend	Individuele boom	Intacte boom	4	16554
11865	1	123	392	28.4	Gewone es	levend	Hakhoutstoof	Intacte boom	5	16554
11865	1	54	172	21.9	Gewone esdoorn	levend	Individuele boom	Intacte boom	6	16554
11865	1	124	395	28.9	Gewone es	levend	Hakhoutstoof	Intacte boom	7	16554
11865	1	110	350	23.9	Witte en Grauwe abeel	levend	Individuele boom	Intacte boom	8	16554
11865	1	81	258	23.6	Gewone es	levend	Individuele boom	Intacte boom	9	16554
11865	1	50	159	16.7	Gewone es	levend	Individuele boom	Intacte boom	10	16554
11865	1	24	76	12.2	Hazelaar	levend	Hakhoutstoof	Intacte boom	11	16554
11865	1	25	78	12	Hazelaar	levend	Hakhoutstoof	Intacte boom	12	16554
11865	1	112	356	30.7	Wilg species	levend	Hakhoutstoof	Intacte boom	13	16554
11865	1	193	614	30.9	Populier	levend	Individuele boom	Intacte boom	14	16554
11865	1	82	261	3.6	Witte en Grauwe abeel	dood	Individuele boom	Niet intacte boom	15	16554
12470	1	97	309	22	Zwarte els	levend	Hakhoutstoof	Intacte boom	1	16597
12470	1	75	239	20.5	Zwarte els	levend	Individuele boom	Intacte boom	2	16597
12470	1	110	350	24.2	Zwarte els	levend	Individuele boom	Intacte boom	3	16597
12470	1	55	175	12	Zwarte els	levend	Individuele boom	Intacte boom	4	16597
12470	1	111	353	21.4	Zwarte els	levend	Individuele boom	Intacte boom	5	16597
12470	1	101	321	22.6	Zwarte els	levend	Individuele boom	Intacte boom	6	16597
12470	1	85	271	21.8	Zwarte els	levend	Individuele boom	Intacte boom	7	16597
12470	1	166	528	26.6	Zwarte els	levend	Individuele boom	Intacte boom	8	16597
12470	1	131	417	23.5	Zwarte els	levend	Individuele boom	Intacte boom	9	16597
12470	1	141	449	25.1	Zwarte els	levend	Individuele boom	Intacte boom	10	16597
12470	1	59	188	18.8	Zwarte els	levend	Individuele boom	Intacte boom	11	16597
12470	1	63	201	19.5	Zwarte els	levend	Individuele boom	Intacte boom	12	16597
12470	1	87	277	24	Zwarte els	levend	Individuele boom	Intacte boom	13	16597
12470	1	58	186	19	Zwarte els	levend	Hakhoutstoof	Intacte boom	14	16597
12470	1	134	427	23.8	Zwarte els	levend	Individuele boom	Intacte boom	15	16597
12470	1	89	283	19.3	Zwarte els	levend	Individuele boom	Intacte boom	16	16597
12470	1	93	296	20.1	Zwarte els	levend	Individuele boom	Intacte boom	17	16597
12470	1	88	280	25	Zwarte els	levend	Hakhoutstoof	Intacte boom	18	16597
12470	1	144	458	26	Zwarte els	levend	Individuele boom	Intacte boom	19	16597
12470	1	78	250	22	Zwarte els	levend	Hakhoutstoof	Intacte boom	20	16597
12470	1	129	411	22	Zwarte els	levend	Hakhoutstoof	Intacte boom	21	16597
12470	1	90	286	23	Zwarte els	levend	Hakhoutstoof	Intacte boom	22	16597
12710	1	28	89	9.5	Amerikaanse vogelkers	levend	Individuele boom	Intacte boom	1	17704
12710	1	32	102	11.3	Amerikaanse vogelkers	levend	Individuele boom	Intacte boom	2	17704
12710	1	38	121	8.5	Amerikaanse vogelkers	levend	Individuele boom	Intacte boom	3	17704
12710	1	193	614	30.7	Inlandse eik	levend	Individuele boom	Intacte boom	4	17704
12710	1	187	595	29.7	Inlandse eik	levend	Individuele boom	Intacte boom	5	17704
12710	1	175	557	28.1	Inlandse eik	levend	Individuele boom	Intacte boom	6	17704
12710	1	210	668	24.7	Inlandse eik	levend	Individuele boom	Intacte boom	7	17704
12710	1	34	108	5.3	Amerikaanse vogelkers	dood	Individuele boom	Niet intacte boom	8	17704
12710	1	188	598	28.1	Inlandse eik	levend	Individuele boom	Intacte boom	9	17704
12710	1	24	76	8	Amerikaanse vogelkers	levend	Hakhoutstoof	Intacte boom	10	17704
12710	1	41	131	9.8	Amerikaanse vogelkers	levend	Individuele boom	Intacte boom	11	17704
12710	1	188	598	27.1	Inlandse eik	levend	Individuele boom	Intacte boom	12	17704
12710	1	41	131	13.3	Gewone esdoorn	levend	Individuele boom	Intacte boom	13	17704
12710	1	156	497	32	Amerikaanse eik	levend	Individuele boom	Intacte boom	14	17704
12710	1	34	108	11.2	Amerikaanse vogelkers	levend	Individuele boom	Intacte boom	15	17704
12710	1	37	118	10.4	Amerikaanse vogelkers	levend	Individuele boom	Intacte boom	16	17704
12710	1	39	124	13.1	Amerikaanse vogelkers	levend	Individuele boom	Intacte boom	17	17704
12710	1	166	528	33.4	Amerikaanse eik	levend	Individuele boom	Intacte boom	18	17704
12710	1	212	675	32.3	Amerikaanse eik	levend	Individuele boom	Intacte boom	19	17704
12710	1	32	102	11.4	Amerikaanse vogelkers	levend	Individuele boom	Intacte boom	20	17704
12710	1	22	70	7.9	Amerikaanse vogelkers	levend	Individuele boom	Intacte boom	21	17704
12710	1	37	118	10.8	Amerikaanse vogelkers	levend	Individuele boom	Intacte boom	22	17704
12710	1	31	99	10.5	Gewone esdoorn	levend	Individuele boom	Intacte boom	23	17704
12710	1	252	802	27.5	Inlandse eik	levend	Individuele boom	Intacte boom	24	17704
15782	1	93	296	14.3	Zwarte els	levend	Hakhoutstoof	Intacte boom	1	16562
15782	1	50	166	3.9	Zwarte els	dood	Individuele boom	Niet intacte boom	2	16562
15782	1	72	240	19.9	Zwarte els	levend	Individuele boom	Intacte boom	3	16562
15782	1	28	90	6.8	Amerikaanse vogelkers	levend	Hakhoutstoof	Intacte boom	4	16562
15782	1	80	266	22.3	Zwarte els	levend	Individuele boom	Intacte boom	5	16562
15782	1	77	256	23.2	Zwarte els	levend	Individuele boom	Intacte boom	6	16562
