record_id	ID	Vegetatielaag	Kenmerk	TypeKenmerk	Waarde	Type	Eenheid	Invoertype
100626_2024-06-19	100626_2024-06-19	kruidlaag	Agrostis vinealis Schreb.	Soort_Latijn	2	Percentage	%	NA
100626_2024-06-19	100626_2024-06-19	kruidlaag	Aira	Soort_Latijn	1	Percentage	%	NA
100626_2024-06-19	100626_2024-06-19	kruidlaag	Betula	Soort_Latijn	1	Percentage	%	NA
100626_2024-06-19	100626_2024-06-19	kruidlaag	Calluna vulgaris (L.) Hull	Soort_Latijn	12	Percentage	%	NA
100626_2024-06-19	100626_2024-06-19	kruidlaag	Filago minima (Smith) Pers.	Soort_Latijn	4	Percentage	%	NA
100626_2024-06-19	100626_2024-06-19	kruidlaag	Hypochaeris	Soort_Latijn	1	Percentage	%	NA
100626_2024-06-19	100626_2024-06-19	kruidlaag	Jasione montana L.	Soort_Latijn	7	Percentage	%	NA
100626_2024-06-19	100626_2024-06-19	kruidlaag	Juncus squarrosus L.	Soort_Latijn	1	Percentage	%	NA
100626_2024-06-19	100626_2024-06-19	kruidlaag	Luzula	Soort_Latijn	1	Percentage	%	NA
100626_2024-06-19	100626_2024-06-19	kruidlaag	Molinia caerulea (L.) Moench	Soort_Latijn	30	Percentage	%	NA
100626_2024-06-19	100626_2024-06-19	kruidlaag	Pinus sylvestris L.	Soort_Latijn	1	Percentage	%	NA
100626_2024-06-19	100626_2024-06-19	kruidlaag	Rumex acetosella L.	Soort_Latijn	2	Percentage	%	NA
100626_2024-06-19	100626_2024-06-19	struiklaag	Salix	Soort_Latijn	2	Percentage	%	NA
100626_2024-06-19	100626_2024-06-19	NA	open zand	studiegroep	1	Percentage	%	NA
100662_2024-06-25	100662_2024-06-25	kruidlaag	Agrostis vinealis Schreb.	Soort_Latijn	20	Percentage	%	NA
100662_2024-06-25	100662_2024-06-25	kruidlaag	Aira praecox L.	Soort_Latijn	1	Percentage	%	NA
100662_2024-06-25	100662_2024-06-25	kruidlaag	Calluna vulgaris (L.) Hull	Soort_Latijn	50	Percentage	%	NA
100662_2024-06-25	100662_2024-06-25	kruidlaag	Cytisus scoparius (L.) Link	Soort_Latijn	20	Percentage	%	NA
100662_2024-06-25	100662_2024-06-25	kruidlaag	Frangula alnus Mill.	Soort_Latijn	1	Percentage	%	NA
100662_2024-06-25	100662_2024-06-25	kruidlaag	Holcus lanatus L.	Soort_Latijn	4	Percentage	%	NA
100662_2024-06-25	100662_2024-06-25	kruidlaag	Hypochaeris radicata L.	Soort_Latijn	1	Percentage	%	NA
100662_2024-06-25	100662_2024-06-25	kruidlaag	Ornithopus perpusillus L.	Soort_Latijn	1	Percentage	%	NA
100662_2024-06-25	100662_2024-06-25	kruidlaag	Rubus fruticosus groep	Soort_Latijn	2	Percentage	%	NA
100662_2024-06-25	100662_2024-06-25	kruidlaag	Rumex acetosella L.	Soort_Latijn	2	Percentage	%	NA
100662_2024-06-25	100662_2024-06-25	struiklaag	Betula pendula Roth	Soort_Latijn	20	Percentage	%	NA
100662_2024-06-25	100662_2024-06-25	NA	open zand	studiegroep	1.5	Percentage	%	NA
1012662_2018-08-22	1012662_2018-08-22	kruidlaag	Calluna vulgaris (L.) Hull	Soort_Latijn	50	Percentage	%	NA
1012662_2018-08-22	1012662_2018-08-22	kruidlaag	Molinia caerulea (L.) Moench	Soort_Latijn	10	Percentage	%	NA
1012662_2018-08-22	1012662_2018-08-22	kruidlaag	Nardus stricta L.	Soort_Latijn	1	Percentage	%	NA
1012662_2018-08-22	1012662_2018-08-22	kruidlaag	Pinus sylvestris L.	Soort_Latijn	1	Percentage	%	NA
1012662_2018-08-22	1012662_2018-08-22	NA	open zand	studiegroep	3	Percentage	%	NA
102098_2014-09-11	102098_2014-09-11	boomlaag	Betula pendula Roth	Soort_Latijn	7	Percentage	%	NA
102098_2014-09-11	102098_2014-09-11	kruidlaag	Calluna vulgaris (L.) Hull	Soort_Latijn	97	Percentage	%	NA
102098_2014-09-11	102098_2014-09-11	kruidlaag	Deschampsia flexuosa (L.) Trin.	Soort_Latijn	1	Percentage	%	NA
102098_2014-09-11	102098_2014-09-11	moslaag	Dicranella species	Soort_Latijn	1	Percentage	%	NA
102098_2014-09-11	102098_2014-09-11	moslaag	Herzogiella seligeri	Soort_Latijn	NA	Percentage	%	NA
102098_2014-09-11	102098_2014-09-11	moslaag	Hypnum jutlandicum	Soort_Latijn	7	Percentage	%	NA
102098_2014-09-11	102098_2014-09-11	moslaag	Polytrichum commune	Soort_Latijn	1	Percentage	%	NA
102098_2014-09-11	102098_2014-09-11	NA	open zand	studiegroep	1	Percentage	%	NA
102098_2022-09-06	102098_2022-09-06	kruidlaag	Calluna vulgaris (L.) Hull	Soort_Latijn	97	Percentage	%	NA
102098_2022-09-06	102098_2022-09-06	kruidlaag	Carex pilulifera L.	Soort_Latijn	1	Percentage	%	NA
102098_2022-09-06	102098_2022-09-06	kruidlaag	Deschampsia flexuosa (L.) Trin.	Soort_Latijn	1	Percentage	%	NA
102098_2022-09-06	102098_2022-09-06	moslaag	Dicranella species	Soort_Latijn	1	Percentage	%	NA
102098_2022-09-06	102098_2022-09-06	moslaag	Dicranum scoparium	Soort_Latijn	1	Percentage	%	NA
102098_2022-09-06	102098_2022-09-06	moslaag	Hypnum jutlandicum	Soort_Latijn	90	Percentage	%	NA
102098_2022-09-06	102098_2022-09-06	moslaag	Polytrichum commune	Soort_Latijn	1	Percentage	%	NA
102098_2022-09-06	102098_2022-09-06	struiklaag	Pinus sylvestris L.	Soort_Latijn	2	Percentage	%	NA
102098_2022-09-06	102098_2022-09-06	NA	open zand	studiegroep	0	Percentage	%	NA
103634_2018-08-03	103634_2018-08-03	kruidlaag	Agrostis vinealis Schreb.	Soort_Latijn	20	Percentage	%	NA
103634_2018-08-03	103634_2018-08-03	kruidlaag	Calluna vulgaris (L.) Hull	Soort_Latijn	1	Percentage	%	NA
103634_2018-08-03	103634_2018-08-03	kruidlaag	Deschampsia flexuosa (L.) Trin.	Soort_Latijn	70	Percentage	%	NA
103634_2018-08-03	103634_2018-08-03	kruidlaag	Juncus effusus L.	Soort_Latijn	1	Percentage	%	NA
103634_2018-08-03	103634_2018-08-03	kruidlaag	Luzula	Soort_Latijn	4	Percentage	%	NA
103634_2018-08-03	103634_2018-08-03	kruidlaag	Molinia caerulea (L.) Moench	Soort_Latijn	4	Percentage	%	NA
103634_2018-08-03	103634_2018-08-03	kruidlaag	Rumex acetosella L.	Soort_Latijn	1	Percentage	%	NA
103634_2018-08-03	103634_2018-08-03	NA	open zand	studiegroep	0	Percentage	%	NA
1043410_2017-07-28	1043410_2017-07-28	kruidlaag	Calluna vulgaris (L.) Hull	Soort_Latijn	70	Percentage	%	NA
1043410_2017-07-28	1043410_2017-07-28	kruidlaag	Carex pilulifera L.	Soort_Latijn	1	Percentage	%	NA
1043410_2017-07-28	1043410_2017-07-28	kruidlaag	Festuca filiformis Pourr.	Soort_Latijn	7	Percentage	%	NA
1043410_2017-07-28	1043410_2017-07-28	kruidlaag	Genista pilosa L.	Soort_Latijn	1	Percentage	%	NA
1043410_2017-07-28	1043410_2017-07-28	kruidlaag	Molinia caerulea (L.) Moench	Soort_Latijn	4	Percentage	%	NA
1043410_2017-07-28	1043410_2017-07-28	kruidlaag	Rumex acetosella L.	Soort_Latijn	1	Percentage	%	NA
1043410_2017-07-28	1043410_2017-07-28	moslaag	Campylopus introflexus	Soort_Latijn	90	Percentage	%	NA
1043410_2017-07-28	1043410_2017-07-28	moslaag	Polytrichum juniperinum	Soort_Latijn	2	Percentage	%	NA
1043410_2017-07-28	1043410_2017-07-28	moslaag	Polytrichum piliferum	Soort_Latijn	2	Percentage	%	NA
1043410_2017-07-28	1043410_2017-07-28	NA	open zand	studiegroep	0	Percentage	%	NA
1053622_2017-08-29	1053622_2017-08-29	kruidlaag	Agrostis capillaris L.	Soort_Latijn	2	Percentage	%	NA
1053622_2017-08-29	1053622_2017-08-29	kruidlaag	Agrostis vinealis Schreb.	Soort_Latijn	40	Percentage	%	NA
1053622_2017-08-29	1053622_2017-08-29	kruidlaag	Calluna vulgaris (L.) Hull	Soort_Latijn	1	Percentage	%	NA
1053622_2017-08-29	1053622_2017-08-29	kruidlaag	Corynephorus canescens (L.) Beauv.	Soort_Latijn	1	Percentage	%	NA
1053622_2017-08-29	1053622_2017-08-29	kruidlaag	Digitaria	Soort_Latijn	1	Percentage	%	NA
1053622_2017-08-29	1053622_2017-08-29	kruidlaag	Filago minima (Smith) Pers.	Soort_Latijn	2	Percentage	%	NA
1053622_2017-08-29	1053622_2017-08-29	kruidlaag	Hypochaeris	Soort_Latijn	4	Percentage	%	NA
1053622_2017-08-29	1053622_2017-08-29	kruidlaag	Molinia caerulea (L.) Moench	Soort_Latijn	4	Percentage	%	NA
1053622_2017-08-29	1053622_2017-08-29	kruidlaag	Nardus	Soort_Latijn	1	Percentage	%	NA
1053622_2017-08-29	1053622_2017-08-29	kruidlaag	Pinus sylvestris L.	Soort_Latijn	1	Percentage	%	NA
1053622_2017-08-29	1053622_2017-08-29	NA	open zand	studiegroep	1	Percentage	%	NA
105458_2022-09-28	105458_2022-09-28	kruidlaag	Calluna vulgaris (L.) Hull	Soort_Latijn	1	Percentage	%	NA
105458_2022-09-28	105458_2022-09-28	kruidlaag	Erica tetralix L.	Soort_Latijn	1	Percentage	%	NA
105458_2022-09-28	105458_2022-09-28	kruidlaag	Juncus bulbosus L.	Soort_Latijn	1	Percentage	%	NA
105458_2022-09-28	105458_2022-09-28	kruidlaag	Molinia caerulea (L.) Moench	Soort_Latijn	12	Percentage	%	NA
105458_2022-09-28	105458_2022-09-28	NA	open zand	studiegroep	37.5	Percentage	%	NA
105682_2014-09-08	105682_2014-09-08	boomlaag	Betula pendula Roth	Soort_Latijn	7	Percentage	%	NA
105682_2014-09-08	105682_2014-09-08	kruidlaag	Calluna vulgaris (L.) Hull	Soort_Latijn	60	Percentage	%	NA
105682_2014-09-08	105682_2014-09-08	kruidlaag	Deschampsia flexuosa (L.) Trin.	Soort_Latijn	1	Percentage	%	NA
105682_2014-09-08	105682_2014-09-08	kruidlaag	Molinia caerulea (L.) Moench	Soort_Latijn	60	Percentage	%	NA
105682_2014-09-08	105682_2014-09-08	moslaag	Hypnum jutlandicum	Soort_Latijn	97	Percentage	%	NA
105682_2014-09-08	105682_2014-09-08	struiklaag	Pinus sylvestris L.	Soort_Latijn	2	Percentage	%	NA
105682_2014-09-08	105682_2014-09-08	NA	open zand	studiegroep	1.5	Percentage	%	NA
1065910_2017-07-31	1065910_2017-07-31	kruidlaag	Agrostis vinealis Schreb.	Soort_Latijn	10	Percentage	%	NA
1065910_2017-07-31	1065910_2017-07-31	kruidlaag	Corynephorus canescens (L.) Beauv.	Soort_Latijn	4	Percentage	%	NA
1065910_2017-07-31	1065910_2017-07-31	kruidlaag	Digitaria	Soort_Latijn	1	Percentage	%	NA
1065910_2017-07-31	1065910_2017-07-31	kruidlaag	Filago minima (Smith) Pers.	Soort_Latijn	1	Percentage	%	NA
1065910_2017-07-31	1065910_2017-07-31	kruidlaag	Hypochaeris	Soort_Latijn	1	Percentage	%	NA
1065910_2017-07-31	1065910_2017-07-31	kruidlaag	Molinia caerulea (L.) Moench	Soort_Latijn	1	Percentage	%	NA
1065910_2017-07-31	1065910_2017-07-31	NA	open zand	studiegroep	15	Percentage	%	NA
106614_2016-11-17	106614_2016-11-17	kruidlaag	Erica tetralix L.	Soort_Latijn	20	Percentage	%	NA
106614_2016-11-17	106614_2016-11-17	kruidlaag	Eriophorum polystachion L.	Soort_Latijn	4	Percentage	%	NA
106614_2016-11-17	106614_2016-11-17	kruidlaag	Juncus bulbosus L.	Soort_Latijn	20	Percentage	%	NA
106614_2016-11-17	106614_2016-11-17	kruidlaag	Juncus canadensis J. Gay ex Laharpe	Soort_Latijn	4	Percentage	%	NA
106614_2016-11-17	106614_2016-11-17	kruidlaag	Molinia caerulea (L.) Moench	Soort_Latijn	30	Percentage	%	NA
106614_2016-11-17	106614_2016-11-17	kruidlaag	Myrica gale L.	Soort_Latijn	30	Percentage	%	NA
106614_2016-11-17	106614_2016-11-17	moslaag	Sphagnum fallax	Soort_Latijn	2	Percentage	%	NA
106614_2016-11-17	106614_2016-11-17	moslaag	Sphagnum species	Soort_Latijn	20	Percentage	%	NA
106614_2016-11-17	106614_2016-11-17	struiklaag	Betula pubescens Ehrh.	Soort_Latijn	NA	Percentage	%	NA
106614_2016-11-17	106614_2016-11-17	NA	open zand	studiegroep	0	Percentage	%	NA
10706_2015-06-01	10706_2015-06-01	kruidlaag	Calluna vulgaris (L.) Hull	Soort_Latijn	20	Percentage	%	NA
10706_2015-06-01	10706_2015-06-01	kruidlaag	Carex pilulifera L.	Soort_Latijn	7	Percentage	%	NA
10706_2015-06-01	10706_2015-06-01	kruidlaag	Deschampsia flexuosa (L.) Trin.	Soort_Latijn	7	Percentage	%	NA
10706_2015-06-01	10706_2015-06-01	kruidlaag	Molinia caerulea (L.) Moench	Soort_Latijn	7	Percentage	%	NA
10706_2015-06-01	10706_2015-06-01	moslaag	Campylopus introflexus	Soort_Latijn	1	Percentage	%	NA
10706_2015-06-01	10706_2015-06-01	moslaag	Dicranella species	Soort_Latijn	7	Percentage	%	NA
10706_2015-06-01	10706_2015-06-01	moslaag	Hypnum jutlandicum	Soort_Latijn	1	Percentage	%	NA
10706_2015-06-01	10706_2015-06-01	moslaag	Polytrichum juniperinum	Soort_Latijn	1	Percentage	%	NA
10706_2015-06-01	10706_2015-06-01	NA	open zand	studiegroep	1	Percentage	%	NA
10706_2023-09-07	10706_2023-09-07	kruidlaag	Calluna vulgaris (L.) Hull	Soort_Latijn	80	Percentage	%	NA
10706_2023-09-07	10706_2023-09-07	kruidlaag	Carex pilulifera L.	Soort_Latijn	1	Percentage	%	NA
10706_2023-09-07	10706_2023-09-07	kruidlaag	Deschampsia flexuosa (L.) Trin.	Soort_Latijn	1	Percentage	%	NA
10706_2023-09-07	10706_2023-09-07	kruidlaag	Molinia caerulea (L.) Moench	Soort_Latijn	7	Percentage	%	NA
10706_2023-09-07	10706_2023-09-07	moslaag	Hypnum jutlandicum	Soort_Latijn	70	Percentage	%	NA
10706_2023-09-07	10706_2023-09-07	NA	open zand	studiegroep	0	Percentage	%	NA
1076854_2016-10-04	1076854_2016-10-04	kruidlaag	Agrostis vinealis Schreb.	Soort_Latijn	20	Percentage	%	NA
1076854_2016-10-04	1076854_2016-10-04	kruidlaag	Corynephorus canescens (L.) Beauv.	Soort_Latijn	7	Percentage	%	NA
1076854_2016-10-04	1076854_2016-10-04	kruidlaag	Festuca filiformis Pourr.	Soort_Latijn	7	Percentage	%	NA
1076854_2016-10-04	1076854_2016-10-04	kruidlaag	Pinus sylvestris L.	Soort_Latijn	1	Percentage	%	NA
1076854_2016-10-04	1076854_2016-10-04	NA	open zand	studiegroep	0	Percentage	%	NA
1078198_2018-08-22	1078198_2018-08-22	kruidlaag	Agrostis vinealis Schreb.	Soort_Latijn	1	Percentage	%	NA
1078198_2018-08-22	1078198_2018-08-22	kruidlaag	Aira praecox L.	Soort_Latijn	1	Percentage	%	NA
1078198_2018-08-22	1078198_2018-08-22	kruidlaag	Calluna vulgaris (L.) Hull	Soort_Latijn	80	Percentage	%	NA
1078198_2018-08-22	1078198_2018-08-22	kruidlaag	Deschampsia flexuosa (L.) Trin.	Soort_Latijn	1	Percentage	%	NA
1078198_2018-08-22	1078198_2018-08-22	kruidlaag	Filago minima (Smith) Pers.	Soort_Latijn	1	Percentage	%	NA
1078198_2018-08-22	1078198_2018-08-22	kruidlaag	Hypochaeris	Soort_Latijn	1	Percentage	%	NA
1078198_2018-08-22	1078198_2018-08-22	kruidlaag	Juncus squarrosus L.	Soort_Latijn	2	Percentage	%	NA
1078198_2018-08-22	1078198_2018-08-22	kruidlaag	Luzula	Soort_Latijn	1	Percentage	%	NA
1078198_2018-08-22	1078198_2018-08-22	kruidlaag	Molinia caerulea (L.) Moench	Soort_Latijn	7	Percentage	%	NA
1078198_2018-08-22	1078198_2018-08-22	kruidlaag	Nardus	Soort_Latijn	1	Percentage	%	NA
1078198_2018-08-22	1078198_2018-08-22	kruidlaag	Rumex acetosella L.	Soort_Latijn	1	Percentage	%	NA
1078198_2018-08-22	1078198_2018-08-22	NA	open zand	studiegroep	0	Percentage	%	NA
1085366_2017-07-20	1085366_2017-07-20	kruidlaag	Agrostis vinealis Schreb.	Soort_Latijn	97	Percentage	%	NA
1085366_2017-07-20	1085366_2017-07-20	kruidlaag	Carex pilulifera L.	Soort_Latijn	1	Percentage	%	NA
1085366_2017-07-20	1085366_2017-07-20	kruidlaag	Danthonia decumbens (L.) DC.	Soort_Latijn	1	Percentage	%	NA
1085366_2017-07-20	1085366_2017-07-20	kruidlaag	Deschampsia flexuosa (L.) Trin.	Soort_Latijn	4	Percentage	%	NA
1085366_2017-07-20	1085366_2017-07-20	kruidlaag	Hypochaeris radicata L.	Soort_Latijn	1	Percentage	%	NA
1085366_2017-07-20	1085366_2017-07-20	kruidlaag	Molinia caerulea (L.) Moench	Soort_Latijn	2	Percentage	%	NA
1085366_2017-07-20	1085366_2017-07-20	kruidlaag	Pinus sylvestris L.	Soort_Latijn	2	Percentage	%	NA
1085366_2017-07-20	1085366_2017-07-20	kruidlaag	Quercus robur L.	Soort_Latijn	1	Percentage	%	NA
1085366_2017-07-20	1085366_2017-07-20	kruidlaag	Rumex acetosella L.	Soort_Latijn	1	Percentage	%	NA
1085366_2017-07-20	1085366_2017-07-20	moslaag	Hypnum jutlandicum	Soort_Latijn	90	Percentage	%	NA
1085366_2017-07-20	1085366_2017-07-20	moslaag	Polytrichum commune	Soort_Latijn	1	Percentage	%	NA
1085366_2017-07-20	1085366_2017-07-20	moslaag	Polytrichum juniperinum	Soort_Latijn	1	Percentage	%	NA
1085366_2017-07-20	1085366_2017-07-20	moslaag	Polytrichum piliferum	Soort_Latijn	1	Percentage	%	NA
1085366_2017-07-20	1085366_2017-07-20	struiklaag	Betula pendula Roth	Soort_Latijn	2	Percentage	%	NA
1085366_2017-07-20	1085366_2017-07-20	NA	open zand	studiegroep	0	Percentage	%	NA
1092434_2017-07-10	1092434_2017-07-10	boomlaag	Quercus robur L.	Soort_Latijn	7	Percentage	%	NA
1092434_2017-07-10	1092434_2017-07-10	kruidlaag	Agrostis capillaris L.	Soort_Latijn	1	Percentage	%	NA
1092434_2017-07-10	1092434_2017-07-10	kruidlaag	Calluna vulgaris (L.) Hull	Soort_Latijn	50	Percentage	%	NA
1092434_2017-07-10	1092434_2017-07-10	kruidlaag	Corynephorus canescens (L.) Beauv.	Soort_Latijn	1	Percentage	%	NA
1092434_2017-07-10	1092434_2017-07-10	kruidlaag	Cytisus scoparius (L.) Link	Soort_Latijn	1	Percentage	%	NA
1092434_2017-07-10	1092434_2017-07-10	kruidlaag	Deschampsia flexuosa (L.) Trin.	Soort_Latijn	2	Percentage	%	NA
1092434_2017-07-10	1092434_2017-07-10	kruidlaag	Frangula alnus Mill.	Soort_Latijn	1	Percentage	%	NA
1092434_2017-07-10	1092434_2017-07-10	kruidlaag	Quercus robur L.	Soort_Latijn	1	Percentage	%	NA
1092434_2017-07-10	1092434_2017-07-10	moslaag	Campylopus introflexus	Soort_Latijn	1	Percentage	%	NA
1092434_2017-07-10	1092434_2017-07-10	moslaag	Dicranella species	Soort_Latijn	7	Percentage	%	NA
1092434_2017-07-10	1092434_2017-07-10	moslaag	Hypnum jutlandicum	Soort_Latijn	4	Percentage	%	NA
1092434_2017-07-10	1092434_2017-07-10	moslaag	Polytrichum piliferum	Soort_Latijn	1	Percentage	%	NA
1092434_2017-07-10	1092434_2017-07-10	struiklaag	Betula pendula Roth	Soort_Latijn	10	Percentage	%	NA
1092434_2017-07-10	1092434_2017-07-10	struiklaag	Pinus sylvestris L.	Soort_Latijn	1	Percentage	%	NA
1092434_2017-07-10	1092434_2017-07-10	NA	open zand	studiegroep	15	Percentage	%	NA
1110750_2016-10-03	1110750_2016-10-03	kruidlaag	Agrostis vinealis Schreb.	Soort_Latijn	12	Percentage	%	NA
1110750_2016-10-03	1110750_2016-10-03	kruidlaag	Calluna vulgaris (L.) Hull	Soort_Latijn	4	Percentage	%	NA
1110750_2016-10-03	1110750_2016-10-03	kruidlaag	Corynephorus canescens (L.) Beauv.	Soort_Latijn	2	Percentage	%	NA
1110750_2016-10-03	1110750_2016-10-03	moslaag	Campylopus introflexus	Soort_Latijn	NA	Percentage	%	NA
1110750_2016-10-03	1110750_2016-10-03	moslaag	Polytrichum piliferum	Soort_Latijn	NA	Percentage	%	NA
1110750_2016-10-03	1110750_2016-10-03	NA	open zand	studiegroep	0	Percentage	%	NA
111326_2014-08-19	111326_2014-08-19	kruidlaag	Calluna vulgaris (L.) Hull	Soort_Latijn	7	Percentage	%	NA
111326_2014-08-19	111326_2014-08-19	kruidlaag	Erica tetralix L.	Soort_Latijn	10	Percentage	%	NA
111326_2014-08-19	111326_2014-08-19	kruidlaag	Molinia caerulea (L.) Moench	Soort_Latijn	2	Percentage	%	NA
111326_2014-08-19	111326_2014-08-19	kruidlaag	Pinus sylvestris L.	Soort_Latijn	1	Percentage	%	NA
111326_2014-08-19	111326_2014-08-19	moslaag	Campylopus introflexus	Soort_Latijn	20	Percentage	%	NA
111326_2014-08-19	111326_2014-08-19	moslaag	Dicranella species	Soort_Latijn	1	Percentage	%	NA
111326_2014-08-19	111326_2014-08-19	moslaag	Hypnum jutlandicum	Soort_Latijn	1	Percentage	%	NA
111326_2014-08-19	111326_2014-08-19	NA	open zand	studiegroep	62.5	Percentage	%	NA
111326_2022-09-13	111326_2022-09-13	kruidlaag	Calluna vulgaris (L.) Hull	Soort_Latijn	60	Percentage	%	NA
111326_2022-09-13	111326_2022-09-13	kruidlaag	Erica tetralix L.	Soort_Latijn	20	Percentage	%	NA
111326_2022-09-13	111326_2022-09-13	kruidlaag	Juncus squarrosus L.	Soort_Latijn	1	Percentage	%	NA
111326_2022-09-13	111326_2022-09-13	kruidlaag	Molinia caerulea (L.) Moench	Soort_Latijn	2	Percentage	%	NA
111326_2022-09-13	111326_2022-09-13	moslaag	Campylopus introflexus	Soort_Latijn	80	Percentage	%	NA
111326_2022-09-13	111326_2022-09-13	NA	open zand	studiegroep	0.5	Percentage	%	NA
1114582_2018-09-04	1114582_2018-09-04	kruidlaag	Agrostis vinealis Schreb.	Soort_Latijn	1	Percentage	%	NA
1114582_2018-09-04	1114582_2018-09-04	kruidlaag	Corynephorus canescens (L.) Beauv.	Soort_Latijn	30	Percentage	%	NA
1114582_2018-09-04	1114582_2018-09-04	kruidlaag	Deschampsia flexuosa (L.) Trin.	Soort_Latijn	1	Percentage	%	NA
1114582_2018-09-04	1114582_2018-09-04	kruidlaag	Pinus sylvestris L.	Soort_Latijn	1	Percentage	%	NA
1114582_2018-09-04	1114582_2018-09-04	kruidlaag	Rumex acetosella L.	Soort_Latijn	2	Percentage	%	NA
