id	type_analysis	criterium	status_criterium	aggregatiemethode	n_zb_ongunstig	aandeel_gunstig	index_mean_ind	doelbereik_mean_ind
ZSCPQ173_2013-10-19	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.5778	0.9111
ZSCPQ173_2019-10-15	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ173_2019-10-15	1330_da	Vegetatie	0	RapportageHR	0	0	-0.5666	0.4334
ZSCPQ173_2019-10-15	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.4778	0.8111
ZSCPQ174_2013-10-19	1330_da	Structuur	0	RapportageHR	1	75	0.5	0.75
ZSCPQ174_2013-10-19	1330_da	Vegetatie	1	RapportageHR	0	100	0.2066	1
ZSCPQ174_2013-10-19	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.5778	0.9111
ZSCPQ174_2019-10-15	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ174_2019-10-15	1330_da	Vegetatie	1	RapportageHR	0	100	0.3696	1
ZSCPQ174_2019-10-15	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.4778	0.8111
ZSCPQ175_2013-10-19	1330_da	Structuur	0	RapportageHR	1	75	0.5	0.75
ZSCPQ175_2013-10-19	1330_da	Vegetatie	0	RapportageHR	0	50	-0.1136	0.7792
ZSCPQ175_2013-10-19	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.5778	0.9111
ZSCPQ175_2019-10-15	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ175_2019-10-15	1330_da	Vegetatie	0	RapportageHR	0	0	-0.3574	0.6426
ZSCPQ175_2019-10-15	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.4778	0.8111
ZSCPQ176_2013-10-18	1330_da	Structuur	0	RapportageHR	1	75	0.5	0.75
ZSCPQ176_2013-10-18	1330_da	Vegetatie	1	RapportageHR	0	100	0.3686	1
ZSCPQ176_2013-10-18	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.5555	0.9111
ZSCPQ176_2019-10-14	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ176_2019-10-14	1330_da	Vegetatie	1	RapportageHR	0	100	0.2902	1
ZSCPQ176_2019-10-14	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.4555	0.8111
ZSCPQ177_2013-10-18	1330_da	Structuur	0	RapportageHR	1	75	0.5	0.75
ZSCPQ177_2013-10-18	1330_da	Vegetatie	1	RapportageHR	0	100	0.3024	1
ZSCPQ177_2013-10-18	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.5778	0.9111
ZSCPQ177_2019-10-14	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ177_2019-10-14	1330_da	Vegetatie	1	RapportageHR	0	100	0.1436	1
ZSCPQ177_2019-10-14	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.4	0.8111
ZSCPQ178_2013-10-18	1330_da	Structuur	0	RapportageHR	1	75	0.5	0.75
ZSCPQ178_2013-10-18	1330_da	Vegetatie	1	RapportageHR	0	100	0.4406	1
ZSCPQ178_2013-10-18	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.3333	0.9111
ZSCPQ178_2019-10-14	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ178_2019-10-14	1330_da	Vegetatie	1	RapportageHR	0	100	0.4671	1
ZSCPQ178_2019-10-14	1330_da	Verstoring	0	RapportageHR	2	33.3333	-0.1413	0.5254
ZSCPQ179_2013-10-18	1330_da	Structuur	0	RapportageHR	1	75	0.5	0.75
ZSCPQ179_2013-10-18	1330_da	Vegetatie	1	RapportageHR	0	100	0.4224	1
ZSCPQ179_2013-10-18	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.5778	0.9111
ZSCPQ179_2019-10-14	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ179_2019-10-14	1330_da	Vegetatie	0	RapportageHR	0	50	-0.253	0.6755
ZSCPQ179_2019-10-14	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.4555	0.8111
ZSCPQ180_2013-10-19	1330_da	Structuur	0	RapportageHR	1	75	0.5	0.75
ZSCPQ180_2013-10-19	1330_da	Vegetatie	1	RapportageHR	0	100	0.3722	1
ZSCPQ180_2013-10-19	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.5333	0.9111
ZSCPQ180_2019-10-14	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ180_2019-10-14	1330_da	Vegetatie	1	RapportageHR	0	100	0.2026	1
ZSCPQ180_2019-10-14	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.3444	0.8111
ZSCPQ181_2013-10-19	1330_da	Structuur	0	RapportageHR	1	75	0.5	0.75
ZSCPQ181_2013-10-19	1330_da	Vegetatie	1	RapportageHR	0	100	0.5406	1
ZSCPQ181_2013-10-19	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.5667	0.9111
ZSCPQ181_2019-10-14	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ181_2019-10-14	1330_da	Vegetatie	1	RapportageHR	0	100	0.538	1
ZSCPQ181_2019-10-14	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.4	0.8111
ZSCPQ182_2013-10-19	1330_da	Structuur	0	RapportageHR	1	75	0.5	0.75
ZSCPQ182_2013-10-19	1330_da	Vegetatie	1	RapportageHR	0	100	0.4789	1
ZSCPQ182_2013-10-19	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.5555	0.9111
ZSCPQ182_2019-10-15	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ182_2019-10-15	1330_da	Vegetatie	1	RapportageHR	0	100	0.4633	1
ZSCPQ182_2019-10-15	1330_da	Verstoring	0	RapportageHR	2	33.3333	-0.0079	0.6587
ZSCPQ183_2013-10-19	1330_da	Structuur	0	RapportageHR	1	75	0.5	0.75
ZSCPQ183_2013-10-19	1330_da	Vegetatie	0	RapportageHR	0	50	0.0926	0.914
ZSCPQ183_2013-10-19	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.5	0.9111
ZSCPQ183_2019-10-15	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ183_2019-10-15	1330_da	Vegetatie	0	RapportageHR	0	0	-0.6834	0.3166
ZSCPQ183_2019-10-15	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.4778	0.8111
ZSCPQ184_2013-10-16	1330_da	Structuur	0	RapportageHR	1	75	0.5026	0.7526
ZSCPQ184_2013-10-16	1330_da	Vegetatie	1	RapportageHR	0	100	0.472	1
ZSCPQ184_2013-10-16	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.4889	0.8222
ZSCPQ184_2019-10-10	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ184_2019-10-10	1330_da	Vegetatie	1	RapportageHR	0	100	0.4196	1
ZSCPQ184_2019-10-10	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.5444	0.8778
ZSCPQ185_2013-10-16	1330_da	Structuur	0	RapportageHR	1	75	0.5026	0.7526
ZSCPQ185_2013-10-16	1330_da	Vegetatie	1	RapportageHR	0	100	0.437	1
ZSCPQ185_2013-10-16	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.4889	0.8222
ZSCPQ185_2019-10-10	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ185_2019-10-10	1330_da	Vegetatie	1	RapportageHR	0	100	0.4324	1
ZSCPQ185_2019-10-10	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.5444	0.8778
ZSCPQ186_2013-10-16	1330_da	Structuur	0	RapportageHR	1	75	0.5026	0.7526
ZSCPQ186_2013-10-16	1330_da	Vegetatie	1	RapportageHR	0	100	0.5648	1
ZSCPQ186_2013-10-16	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.4889	0.8222
ZSCPQ186_2019-10-10	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ186_2019-10-10	1330_da	Vegetatie	1	RapportageHR	0	100	0.5023	1
ZSCPQ186_2019-10-10	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.5444	0.8778
ZSCPQ188_2013-10-16	1330_da	Structuur	0	RapportageHR	1	75	0.5026	0.7526
ZSCPQ188_2013-10-16	1330_da	Vegetatie	0	RapportageHR	0	50	0.2429	0.75
ZSCPQ188_2013-10-16	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.4889	0.8222
ZSCPQ188_2019-10-10	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ188_2019-10-10	1330_da	Vegetatie	1	RapportageHR	0	100	0.3577	1
ZSCPQ188_2019-10-10	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.5444	0.8778
ZSCPQ189_2013-10-16	1330_da	Structuur	0	RapportageHR	1	75	0.5026	0.7526
ZSCPQ189_2013-10-16	1330_da	Vegetatie	1	RapportageHR	0	100	0.5704	1
ZSCPQ189_2013-10-16	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.4889	0.8222
ZSCPQ189_2019-10-10	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ189_2019-10-10	1330_da	Vegetatie	1	RapportageHR	0	100	0.548	1
ZSCPQ189_2019-10-10	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.5444	0.8778
ZSCPQ190_2013-10-16	1330_da	Structuur	0	RapportageHR	1	75	0.5026	0.7526
ZSCPQ190_2013-10-16	1330_da	Vegetatie	1	RapportageHR	0	100	0.5426	1
ZSCPQ190_2013-10-16	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.4889	0.8222
ZSCPQ190_2019-10-10	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ190_2019-10-10	1330_da	Vegetatie	1	RapportageHR	0	100	0.5502	1
ZSCPQ190_2019-10-10	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.5444	0.8778
ZSCPQ192_2013-10-15	1330_da	Structuur	0	RapportageHR	1	75	0.7445	0.9945
ZSCPQ192_2013-10-15	1330_da	Vegetatie	0	RapportageHR	0	0	-0.5666	0.4334
ZSCPQ192_2013-10-15	1330_da	Verstoring	1	RapportageHR	0	100	0.7476	1
ZSCPQ192_2019-10-08	1330_da	Structuur	0	RapportageHR	1	75	0.5	0.75
ZSCPQ192_2019-10-08	1330_da	Vegetatie	0	RapportageHR	0	0	-1	0
ZSCPQ192_2019-10-08	1330_da	Verstoring	1	RapportageHR	0	100	0.7476	1
ZSCPQ193_2013-10-15	1330_da	Structuur	0	RapportageHR	1	75	0.7445	0.9945
ZSCPQ193_2013-10-15	1330_da	Vegetatie	1	RapportageHR	0	100	0.3761	1
ZSCPQ193_2013-10-15	1330_da	Verstoring	1	RapportageHR	0	100	0.7476	1
ZSCPQ193_2019-10-08	1330_da	Structuur	0	RapportageHR	1	75	0.5	0.75
ZSCPQ193_2019-10-08	1330_da	Vegetatie	1	RapportageHR	0	100	0.0883	1
ZSCPQ193_2019-10-08	1330_da	Verstoring	1	RapportageHR	0	100	0.7476	1
ZSCPQ194_2013-10-15	1330_da	Structuur	0	RapportageHR	1	75	0.7445	0.9945
ZSCPQ194_2013-10-15	1330_da	Vegetatie	0	RapportageHR	0	0	-0.8666	0.1334
ZSCPQ194_2013-10-15	1330_da	Verstoring	1	RapportageHR	0	100	0.7476	1
ZSCPQ194_2019-10-08	1330_da	Structuur	0	RapportageHR	1	75	0.5	0.75
ZSCPQ194_2019-10-08	1330_da	Vegetatie	0	RapportageHR	0	0	-0.7005	0.2995
ZSCPQ194_2019-10-08	1330_da	Verstoring	1	RapportageHR	0	100	0.7476	1
ZSCPQ195_2013-10-15	1330_da	Structuur	0	RapportageHR	1	75	0.7445	0.9945
ZSCPQ195_2013-10-15	1330_da	Vegetatie	1	RapportageHR	0	100	0.318	1
ZSCPQ195_2013-10-15	1330_da	Verstoring	1	RapportageHR	0	100	0.7476	1
ZSCPQ195_2019-10-08	1330_da	Structuur	0	RapportageHR	1	75	0.5	0.75
ZSCPQ195_2019-10-08	1330_da	Vegetatie	0	RapportageHR	0	50	-0.226	0.75
ZSCPQ195_2019-10-08	1330_da	Verstoring	1	RapportageHR	0	100	0.7476	1
ZSCPQ199_2013-10-15	1330_da	Structuur	0	RapportageHR	1	75	0.7445	0.9945
ZSCPQ199_2013-10-15	1330_da	Vegetatie	0	RapportageHR	0	50	0.194	0.75
ZSCPQ199_2013-10-15	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.1191	0.7048
ZSCPQ199_2019-10-08	1330_da	Structuur	0	RapportageHR	1	75	0.5	0.75
ZSCPQ199_2019-10-08	1330_da	Vegetatie	0	RapportageHR	0	0	-0.7166	0.2834
ZSCPQ199_2019-10-08	1330_da	Verstoring	1	RapportageHR	0	100	0.7254	1
ZSCPQ200_2013-10-15	1330_da	Structuur	0	RapportageHR	1	75	0.7445	0.9945
ZSCPQ200_2013-10-15	1330_da	Vegetatie	1	RapportageHR	0	100	0.2776	1
ZSCPQ200_2013-10-15	1330_da	Verstoring	1	RapportageHR	0	100	0.4476	1
ZSCPQ200_2019-10-08	1330_da	Structuur	0	RapportageHR	1	75	0.5	0.75
ZSCPQ200_2019-10-08	1330_da	Vegetatie	0	RapportageHR	0	50	-0.0997	0.8645
ZSCPQ200_2019-10-08	1330_da	Verstoring	1	RapportageHR	0	100	0.5587	1
ZSCPQ201_2013-10-15	1330_da	Structuur	0	RapportageHR	1	75	0.7445	0.9945
ZSCPQ201_2013-10-15	1330_da	Vegetatie	1	RapportageHR	0	100	0.2499	1
ZSCPQ201_2013-10-15	1330_da	Verstoring	1	RapportageHR	0	100	0.7476	1
ZSCPQ201_2019-10-08	1330_da	Structuur	0	RapportageHR	1	75	0.5	0.75
ZSCPQ201_2019-10-08	1330_da	Vegetatie	0	RapportageHR	0	50	-0.1134	0.8509
ZSCPQ201_2019-10-08	1330_da	Verstoring	1	RapportageHR	0	100	0.7365	1
ZSCPQ203_2013-10-15	1330_da	Structuur	0	RapportageHR	1	75	0.7445	0.9945
ZSCPQ203_2013-10-15	1330_da	Vegetatie	0	RapportageHR	0	0	-0.8834	0.1167
ZSCPQ203_2013-10-15	1330_da	Verstoring	1	RapportageHR	0	100	0.7476	1
ZSCPQ203_2019-10-08	1330_da	Structuur	0	RapportageHR	1	75	0.5	0.75
ZSCPQ203_2019-10-08	1330_da	Vegetatie	0	RapportageHR	0	0	-0.8834	0.1167
ZSCPQ203_2019-10-08	1330_da	Verstoring	1	RapportageHR	0	100	0.7476	1
ZSCPQ222_2013-10-07	1330_da	Structuur	0	RapportageHR	2	50	0.2165	0.7165
ZSCPQ222_2013-10-07	1330_da	Vegetatie	1	RapportageHR	0	100	0.4462	1
ZSCPQ222_2013-10-07	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.2667	0.7048
ZSCPQ222_2016-10-07	1330_da	Structuur	0	RapportageHR	2	50	0.2165	0.7165
ZSCPQ222_2016-10-07	1330_da	Vegetatie	1	RapportageHR	0	100	0.3776	1
ZSCPQ222_2016-10-07	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.3238	0.7619
ZSCPQ225_2013-10-07	1330_da	Structuur	0	RapportageHR	2	50	0.2165	0.7165
ZSCPQ225_2013-10-07	1330_da	Vegetatie	0	RapportageHR	0	50	-0.3706	0.6294
ZSCPQ225_2013-10-07	1330_da	Verstoring	1	RapportageHR	0	100	0.8952	1
ZSCPQ225_2016-10-07	1330_da	Structuur	0	RapportageHR	2	50	0.2165	0.7165
ZSCPQ225_2016-10-07	1330_da	Vegetatie	1	RapportageHR	0	100	0.052	1
ZSCPQ225_2016-10-07	1330_da	Verstoring	1	RapportageHR	0	100	0.8952	1
ZSCPQ225_2019-10-10	1330_da	Structuur	0	RapportageHR	1	75	0.691	0.941
ZSCPQ225_2019-10-10	1330_da	Vegetatie	1	RapportageHR	0	100	0.3642	1
ZSCPQ225_2019-10-10	1330_da	Verstoring	1	RapportageHR	0	100	0.8762	1
ZSCPQ225_2022-10-03	1330_da	Structuur	0	RapportageHR	1	75	0.691	0.941
ZSCPQ225_2022-10-03	1330_da	Vegetatie	1	RapportageHR	0	100	0.388	1
ZSCPQ225_2022-10-03	1330_da	Verstoring	1	RapportageHR	0	100	0.8651	1
ZSCPQ227_2013-10-07	1330_da	Structuur	0	RapportageHR	2	50	0.2165	0.7165
ZSCPQ227_2013-10-07	1330_da	Vegetatie	0	RapportageHR	0	0	-0.8834	0.1167
ZSCPQ227_2013-10-07	1330_da	Verstoring	1	RapportageHR	0	100	0.8952	1
ZSCPQ227_2016-10-07	1330_da	Structuur	0	RapportageHR	2	50	0.2165	0.7165
ZSCPQ227_2016-10-07	1330_da	Vegetatie	0	RapportageHR	0	0	-0.8834	0.1167
ZSCPQ227_2016-10-07	1330_da	Verstoring	1	RapportageHR	0	100	0.8952	1
ZSCPQ227_2019-10-11	1330_da	Structuur	0	RapportageHR	1	75	0.691	0.941
ZSCPQ227_2019-10-11	1330_da	Vegetatie	0	RapportageHR	0	0	-1	0
ZSCPQ227_2019-10-11	1330_da	Verstoring	1	RapportageHR	0	100	0.8762	1
ZSCPQ227_2022-10-03	1330_da	Structuur	0	RapportageHR	1	75	0.691	0.941
ZSCPQ227_2022-10-03	1330_da	Vegetatie	0	RapportageHR	0	0	-0.8834	0.1167
ZSCPQ227_2022-10-03	1330_da	Verstoring	1	RapportageHR	0	100	0.8762	1
ZSCPQ230_2013-10-07	1330_da	Structuur	0	RapportageHR	2	50	0.2165	0.7165
ZSCPQ230_2013-10-07	1330_da	Vegetatie	0	RapportageHR	0	50	-0.4015	0.5985
ZSCPQ230_2013-10-07	1330_da	Verstoring	1	RapportageHR	0	100	0.8177	1
ZSCPQ230_2016-10-10	1330_da	Structuur	0	RapportageHR	2	50	0.2165	0.7165
ZSCPQ230_2016-10-10	1330_da	Vegetatie	0	RapportageHR	0	0	-0.7004	0.2996
ZSCPQ230_2016-10-10	1330_da	Verstoring	1	RapportageHR	0	100	0.7663	1
ZSCPQ230_2019-10-11	1330_da	Structuur	0	RapportageHR	1	75	0.691	0.941
ZSCPQ230_2019-10-11	1330_da	Vegetatie	0	RapportageHR	0	50	-0.1402	0.8598
ZSCPQ230_2019-10-11	1330_da	Verstoring	1	RapportageHR	0	100	0.5883	1
ZSCPQ230_2022-10-03	1330_da	Structuur	0	RapportageHR	1	75	0.691	0.941
ZSCPQ230_2022-10-03	1330_da	Vegetatie	0	RapportageHR	0	50	-0.1892	0.8109
ZSCPQ230_2022-10-03	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.3035	0.9495
ZSCPQ234_2013-10-09	1330_da	Structuur	0	RapportageHR	2	50	0.2165	0.7165
ZSCPQ234_2013-10-09	1330_da	Vegetatie	1	RapportageHR	0	100	0.5214	1
ZSCPQ234_2013-10-09	1330_da	Verstoring	1	RapportageHR	0	100	0.8952	1
ZSCPQ234_2016-10-10	1330_da	Structuur	0	RapportageHR	2	50	0.2165	0.7165
ZSCPQ234_2016-10-10	1330_da	Vegetatie	1	RapportageHR	0	100	0.2806	1
ZSCPQ234_2016-10-10	1330_da	Verstoring	1	RapportageHR	0	100	0.8952	1
ZSCPQ234_2019-10-11	1330_da	Structuur	0	RapportageHR	1	75	0.691	0.941
ZSCPQ234_2019-10-11	1330_da	Vegetatie	0	RapportageHR	0	50	-0.191	0.75
ZSCPQ234_2019-10-11	1330_da	Verstoring	1	RapportageHR	0	100	0.8762	1
ZSCPQ234_2022-10-03	1330_da	Structuur	0	RapportageHR	1	75	0.691	0.941
ZSCPQ234_2022-10-03	1330_da	Vegetatie	0	RapportageHR	0	50	-0.0021	0.998
ZSCPQ234_2022-10-03	1330_da	Verstoring	1	RapportageHR	0	100	0.8762	1
ZSCPQ240_2013-10-09	1330_da	Structuur	0	RapportageHR	1	75	0.7089	0.9589
ZSCPQ240_2013-10-09	1330_da	Vegetatie	0	RapportageHR	0	50	-0.226	0.75
ZSCPQ240_2013-10-09	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.6444	0.9778
ZSCPQ240_2016-10-10	1330_da	Structuur	0	RapportageHR	1	75	0.7089	0.9589
ZSCPQ240_2016-10-10	1330_da	Vegetatie	0	RapportageHR	0	0	-0.7333	0.2666
ZSCPQ240_2016-10-10	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.6444	0.9778
ZSCPQ240_2019-10-11	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ240_2019-10-11	1330_da	Vegetatie	0	RapportageHR	0	0	-0.8334	0.1667
ZSCPQ240_2019-10-11	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.6556	0.9889
ZSCPQ240_2022-10-04	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ240_2022-10-04	1330_da	Vegetatie	0	RapportageHR	0	0	-0.8334	0.1667
ZSCPQ240_2022-10-04	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.6556	0.9889
ZSCPQ241_2013-10-09	1330_da	Structuur	0	RapportageHR	1	75	0.7089	0.9589
ZSCPQ241_2013-10-09	1330_da	Vegetatie	1	RapportageHR	0	100	0.2961	1
ZSCPQ241_2013-10-09	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.6444	0.9778
ZSCPQ241_2016-10-10	1330_da	Structuur	0	RapportageHR	1	75	0.7089	0.9589
ZSCPQ241_2016-10-10	1330_da	Vegetatie	1	RapportageHR	0	100	0.2256	1
ZSCPQ241_2016-10-10	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.6444	0.9778
ZSCPQ241_2019-10-11	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ241_2019-10-11	1330_da	Vegetatie	0	RapportageHR	0	0	-0.6025	0.3975
ZSCPQ241_2019-10-11	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.6556	0.9889
ZSCPQ241_2022-10-04	1330_da	Structuur	1	RapportageHR	0	100	1	1
ZSCPQ241_2022-10-04	1330_da	Vegetatie	0	RapportageHR	0	0	-0.7333	0.2666
ZSCPQ241_2022-10-04	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.6556	0.9889
ZSCPQ242_2013-10-09	1330_da	Structuur	0	RapportageHR	1	75	0.7089	0.9589
ZSCPQ242_2013-10-09	1330_da	Vegetatie	1	RapportageHR	0	100	0.0361	1
ZSCPQ242_2013-10-09	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.6444	0.9778
ZSCPQ242_2016-10-10	1330_da	Structuur	0	RapportageHR	1	75	0.7089	0.9589
ZSCPQ242_2016-10-10	1330_da	Vegetatie	1	RapportageHR	0	100	0.5264	1
ZSCPQ242_2016-10-10	1330_da	Verstoring	0	RapportageHR	1	66.6667	0.6444	0.9778
