plot_id	layer	name_nl	name_sc	coverscale_name	cover_description	cover_mean
23762	herblayer	Fijn schapengras	Festuca filiformis Pourr.	Londo	p4 : weinig talrijk (3-5%)	4
23762	herblayer	Pijpenstrootje	Molinia caerulea (L.) Moench	Londo	2 : willekeurig (15-25%)	20
23762	herblayer	Pilzegge	Carex pilulifera L.	Londo	p2 : weinig talrijk (1-3%)	2
23762	herblayer	Struikhei	Calluna vulgaris (L.) Hull	Londo	2 : willekeurig (15-25%)	20
23762	herblayer	Veelbloemige veldbies	Luzula multiflora (Ehrh.) Lej.	Londo	p1 : weinig talrijk (< 1%)	1
23762	herblayer	Vroege haver	Aira praecox L.	Londo	r1 : sporadisch (< 1%)	1
23762	mosslayer	Gewoon haarmos	Polytrichum commune	Londo	r1 : sporadisch (< 1%)	1
23762	mosslayer	Heideklauwtjesmos	Hypnum jutlandicum	Londo	a2 : talrijk (1-3%)	2
23762	mosslayer	Pluisjesmos (G)	Dicranella species	Londo	1 + : willekeurig (10-15%)	12
26322	herblayer	Struikhei	Calluna vulgaris (L.) Hull	Londo	NA	NA
26322	mosslayer	Gaffeltandmos (G)	Dicranum	Londo	m2 : zeer talrijk (1-3%)	2
26322	mosslayer	Heideklauwtjesmos	Hypnum jutlandicum	Londo	9 : willekeurig (85-95%)	90
28370	herblayer	Pijpenstrootje	Molinia caerulea (L.) Moench	Londo	1 - : willekeurig (5-10%)	7
28370	herblayer	Struikhei	Calluna vulgaris (L.) Hull	Londo	7 : willekeurig (65-75%)	70
28370	mosslayer	Bronsmos	Pleurozium schreberi	Londo	p2 : weinig talrijk (1-3%)	2
28370	mosslayer	Gewoon gaffeltandmos	Dicranum scoparium	Londo	p1 : weinig talrijk (< 1%)	1
28370	mosslayer	Heideklauwtjesmos	Hypnum jutlandicum	Londo	7 : willekeurig (65-75%)	70
28370	treelayer	Zomereik	Quercus robur L.	Londo	4 : willekeurig (35-45%)	40
28658	herblayer	Gewoon struisgras	Agrostis capillaris L.	Londo	1 : willekeurig (5-15%)	10
28658	herblayer	Gewoon struisriet	Calamagrostis epigejos (L.) Roth	Londo	p4 : weinig talrijk (3-5%)	4
28658	herblayer	Pijpenstrootje	Molinia caerulea (L.) Moench	Londo	2 : willekeurig (15-25%)	20
28658	herblayer	Struikhei	Calluna vulgaris (L.) Hull	Londo	p2 : weinig talrijk (1-3%)	2
28658	mosslayer	Bronsmos	Pleurozium schreberi	Londo	p2 : weinig talrijk (1-3%)	2
28658	mosslayer	Gewoon haarmos	Polytrichum commune	Londo	p1 : weinig talrijk (< 1%)	1
28658	mosslayer	Heideklauwtjesmos	Hypnum jutlandicum	Londo	9 : willekeurig (85-95%)	90
29406	herblayer	Buntgras	Corynephorus canescens (L.) Beauv.	Londo	p4 : weinig talrijk (3-5%)	4
29406	herblayer	Struikhei	Calluna vulgaris (L.) Hull	Londo	1 : willekeurig (5-15%)	10
29406	herblayer	Zandstruisgras	Agrostis vinealis Schreb.	Londo	p4 : weinig talrijk (3-5%)	4
29406	herblayer	Zandzegge	Carex arenaria L.	Londo	1 - : willekeurig (5-10%)	7
29406	mosslayer	Grijs kronkelsteeltje	Campylopus introflexus	Londo	1 + : willekeurig (10-15%)	12
29406	mosslayer	Zandhaarmos	Polytrichum juniperinum	Londo	2 : willekeurig (15-25%)	20
30290	herblayer	Amerikaanse eik	Quercus rubra L.	Londo	r2 : sporadisch (1-3%)	2
30290	herblayer	Gewone braam (Rubus fruticosus groep)	Rubus fruticosus groep	Londo	p2 : weinig talrijk (1-3%)	2
30290	herblayer	Grove den	Pinus sylvestris L.	Londo	2 : willekeurig (15-25%)	20
30290	herblayer	Pijpenstrootje	Molinia caerulea (L.) Moench	Londo	3 : willekeurig (25-35%)	30
30290	herblayer	Struikhei	Calluna vulgaris (L.) Hull	Londo	2 : willekeurig (15-25%)	20
30290	mosslayer	Pluisjesmos (G)	Dicranella species	Londo	p1 : weinig talrijk (< 1%)	1
30290	shrublayer	Grove den	Pinus sylvestris L.	Londo	NA	NA
32466	herblayer	Fijn schapengras	Festuca filiformis Pourr.	Londo	r1 : sporadisch (< 1%)	1
32466	herblayer	Pijpenstrootje	Molinia caerulea (L.) Moench	Londo	1 + : willekeurig (10-15%)	12
32466	herblayer	Pilzegge	Carex pilulifera L.	Londo	2 : willekeurig (15-25%)	20
32466	herblayer	Struikhei	Calluna vulgaris (L.) Hull	Londo	2 : willekeurig (15-25%)	20
32466	mosslayer	Pluisjesmos (G)	Dicranella species	Londo	r1 : sporadisch (< 1%)	1
34514	herblayer	Bochtige smele	Deschampsia flexuosa (L.) Trin.	Londo	p1 : weinig talrijk (< 1%)	1
34514	herblayer	Fijn schapengras	Festuca filiformis Pourr.	Londo	p2 : weinig talrijk (1-3%)	2
34514	herblayer	Struikhei	Calluna vulgaris (L.) Hull	Londo	9 : willekeurig (85-95%)	90
34514	mosslayer	Gewoon gaffeltandmos	Dicranum scoparium	Londo	p2 : weinig talrijk (1-3%)	2
34514	mosslayer	Grijs kronkelsteeltje	Campylopus introflexus	Londo	p2 : weinig talrijk (1-3%)	2
34514	mosslayer	Heideklauwtjesmos	Hypnum jutlandicum	Londo	10 : willekeurig (95-100%)	97
38545	herblayer	Behaarde boterbloem	Ranunculus sardous Crantz	Londo	p1 : weinig talrijk (< 1%)	1
38545	herblayer	Kweek	Elymus repens (L.) Gould	Londo	4 : willekeurig (35-45%)	40
38545	herblayer	Liesgras	Glyceria maxima (Hartm.) Holmberg	Londo	p1 : weinig talrijk (< 1%)	1
38545	herblayer	Moeraswalstro	Galium palustre L.	Londo	p1 : weinig talrijk (< 1%)	1
38545	herblayer	Pinksterbloem	Cardamine pratensis L.	Londo	p1 : weinig talrijk (< 1%)	1
38545	herblayer	Rietgras	Phalaris arundinacea L.	Londo	2 : willekeurig (15-25%)	20
38545	herblayer	Ruw beemdgras	Poa trivialis L.	Londo	4 : willekeurig (35-45%)	40
38545	herblayer	Scherpe zegge	Carex acuta L.	Londo	p1 : weinig talrijk (< 1%)	1
38545	herblayer	Tweerijige zegge	Carex disticha Huds.	Londo	a2 : talrijk (1-3%)	2
38545	herblayer	Veenwortel	Polygonum amphibium L.	Londo	1 - : willekeurig (5-10%)	7
38545	herblayer	Weidekervel-torkruid	Oenanthe silaifolia Bieb.	Londo	p1 : weinig talrijk (< 1%)	1
38545	herblayer	Witte klaver	Trifolium repens L.	Londo	r1 : sporadisch (< 1%)	1
38545	herblayer	Zompvergeet-mij-nietje	Myosotis cespitosa C.F. Schultz	Londo	p1 : weinig talrijk (< 1%)	1
38610	herblayer	Amerikaanse vogelkers	Prunus serotina Ehrh.	Londo	r1 : sporadisch (< 1%)	1
38610	herblayer	Bochtige smele	Deschampsia flexuosa (L.) Trin.	Londo	p4 : weinig talrijk (3-5%)	4
38610	herblayer	Buntgras	Corynephorus canescens (L.) Beauv.	Londo	1 : willekeurig (5-15%)	10
38610	herblayer	Fijn schapengras	Festuca filiformis Pourr.	Londo	p2 : weinig talrijk (1-3%)	2
38610	herblayer	Gewoon biggenkruid	Hypochaeris radicata L.	Londo	p1 : weinig talrijk (< 1%)	1
38610	herblayer	Havikskruid (G)	Hieracium	Londo	r1 : sporadisch (< 1%)	1
38610	herblayer	Pijpenstrootje	Molinia caerulea (L.) Moench	Londo	p4 : weinig talrijk (3-5%)	4
38610	herblayer	Schapenzuring	Rumex acetosella L.	Londo	p1 : weinig talrijk (< 1%)	1
38610	herblayer	Struikhei	Calluna vulgaris (L.) Hull	Londo	2 : willekeurig (15-25%)	20
38610	herblayer	Zandstruisgras	Agrostis vinealis Schreb.	Londo	p2 : weinig talrijk (1-3%)	2
38610	mosslayer	Gewoon gaffeltandmos	Dicranum scoparium	Londo	1 : willekeurig (5-15%)	10
38610	mosslayer	Heideklauwtjesmos	Hypnum jutlandicum	Londo	5 : willekeurig (45-55%)	50
38610	mosslayer	Pluisjesmos (G)	Dicranella species	Londo	a1 : talrijk (< 1%)	1
38610	mosslayer	Ruig haarmos	Polytrichum piliferum	Londo	1 : willekeurig (5-15%)	10
40146	herblayer	Pijpenstrootje	Molinia caerulea (L.) Moench	Londo	9 : willekeurig (85-95%)	90
40146	herblayer	Sporkehout	Frangula alnus Mill.	Londo	r1 : sporadisch (< 1%)	1
40146	herblayer	Struikhei	Calluna vulgaris (L.) Hull	Londo	r1 : sporadisch (< 1%)	1
40146	herblayer	Struisgras (G)	Agrostis	Londo	1 - : willekeurig (5-10%)	7
40146	mosslayer	Gewoon haarmos	Polytrichum commune	Londo	p1 : weinig talrijk (< 1%)	1
40146	mosslayer	Heideklauwtjesmos	Hypnum jutlandicum	Londo	2 : willekeurig (15-25%)	20
40146	shrublayer	Ruwe berk	Betula pendula Roth	Londo	2 : willekeurig (15-25%)	20
41814	herblayer	Engels raaigras	Lolium perenne L.	Londo	r1 : sporadisch (< 1%)	1
41814	herblayer	Gestreepte witbol	Holcus lanatus L.	Londo	8 : willekeurig (75-85%)	80
41814	herblayer	Grote vossenstaart	Alopecurus pratensis L.	Londo	p1 : weinig talrijk (< 1%)	1
41814	herblayer	Kropaar	Dactylis glomerata L.	Londo	p1 : weinig talrijk (< 1%)	1
41814	herblayer	Kruipende boterbloem	Ranunculus repens L.	Londo	p1 : weinig talrijk (< 1%)	1
41814	herblayer	Ruw beemdgras	Poa trivialis L.	Londo	p1 : weinig talrijk (< 1%)	1
41814	herblayer	Scherpe boterbloem	Ranunculus acris L.	Londo	p1 : weinig talrijk (< 1%)	1
41814	herblayer	Smalle weegbree	Plantago lanceolata L.	Londo	p1 : weinig talrijk (< 1%)	1
41814	herblayer	Veldzuring	Rumex acetosa L.	Londo	p1 : weinig talrijk (< 1%)	1
43858	herblayer	Buntgras	Corynephorus canescens (L.) Beauv.	Londo	p4 : weinig talrijk (3-5%)	4
43858	herblayer	Struikhei	Calluna vulgaris (L.) Hull	Londo	2 : willekeurig (15-25%)	20
43858	herblayer	Zandstruisgras	Agrostis vinealis Schreb.	Londo	r1 : sporadisch (< 1%)	1
43858	mosslayer	Grijs kronkelsteeltje	Campylopus introflexus	Londo	8 : willekeurig (75-85%)	80
43858	mosslayer	Ruig haarmos	Polytrichum piliferum	Londo	a2 : talrijk (1-3%)	2
44626	herblayer	Pijpenstrootje	Molinia caerulea (L.) Moench	Londo	p2 : weinig talrijk (1-3%)	2
44626	herblayer	Pilzegge	Carex pilulifera L.	Londo	p2 : weinig talrijk (1-3%)	2
44626	herblayer	Struikhei	Calluna vulgaris (L.) Hull	Londo	10 : willekeurig (95-100%)	97
44626	mosslayer	Heideklauwtjesmos	Hypnum jutlandicum	Londo	3 : willekeurig (25-35%)	30
44626	mosslayer	Pluisjesmos (G)	Dicranella species	Londo	p1 : weinig talrijk (< 1%)	1
45790	herblayer	Struikhei	Calluna vulgaris (L.) Hull	Londo	1 : willekeurig (5-15%)	10
45790	mosslayer	Gewoon gaffeltandmos	Dicranum scoparium	Londo	a2 : talrijk (1-3%)	2
45790	mosslayer	Grijs kronkelsteeltje	Campylopus introflexus	Londo	p1 : weinig talrijk (< 1%)	1
45790	mosslayer	Heideklauwtjesmos	Hypnum jutlandicum	Londo	6 : willekeurig (55-65%)	60
45790	mosslayer	Pluisjesmos (G)	Dicranella species	Londo	m1 : zeer talrijk (< 1%)	1
45790	treelayer	Grove den	Pinus sylvestris L.	Londo	10 : willekeurig (95-100%)	97
47446	herblayer	Akkerdistel	Cirsium arvense (L.) Scop.	Londo	r1 : sporadisch (< 1%)	1
47446	herblayer	Beemdlangbloem	Festuca pratensis Huds.	Londo	p1 : weinig talrijk (< 1%)	1
47446	herblayer	Engels raaigras	Lolium perenne L.	Londo	p1 : weinig talrijk (< 1%)	1
47446	herblayer	Gestreepte witbol	Holcus lanatus L.	Londo	a2 : talrijk (1-3%)	2
47446	herblayer	Gewone berenklauw	Heracleum sphondylium L.	Londo	r1 : sporadisch (< 1%)	1
47446	herblayer	Gewone hoornbloem	Cerastium fontanum Baumg.	Londo	r1 : sporadisch (< 1%)	1
47446	herblayer	Gewoon reukgras	Anthoxanthum odoratum L.	Londo	a1 : talrijk (< 1%)	1
47446	herblayer	Glanshaver	Arrhenatherum elatius (L.) Beauv. ex J. et C. Presl	Londo	p1 : weinig talrijk (< 1%)	1
47446	herblayer	Grote brandnetel	Urtica dioica L.	Londo	p2 : weinig talrijk (1-3%)	2
47446	herblayer	Grote vossenstaart	Alopecurus pratensis L.	Londo	a1 : talrijk (< 1%)	1
47446	herblayer	Kleefkruid	Galium aparine L.	Londo	p2 : weinig talrijk (1-3%)	2
47446	herblayer	Knoopkruid s.l.	Centaurea L. subgenus Jacea	Londo	p1 : weinig talrijk (< 1%)	1
47446	herblayer	Kropaar	Dactylis glomerata L.	Londo	3 : willekeurig (25-35%)	30
47446	herblayer	Kruipende boterbloem	Ranunculus repens L.	Londo	p4 : weinig talrijk (3-5%)	4
47446	herblayer	Kweek	Elymus repens (L.) Gould	Londo	a2 : talrijk (1-3%)	2
47446	herblayer	Paardebloem	Taraxacum Wiggers sectie Subvulgaria Christians.	Londo	r1 : sporadisch (< 1%)	1
47446	herblayer	Rietgras	Phalaris arundinacea L.	Londo	p1 : weinig talrijk (< 1%)	1
47446	herblayer	Rode klaver	Trifolium pratense L.	Londo	r1 : sporadisch (< 1%)	1
47446	herblayer	Ruw beemdgras	Poa trivialis L.	Londo	3 : willekeurig (25-35%)	30
47446	herblayer	Scherpe boterbloem	Ranunculus acris L.	Londo	r1 : sporadisch (< 1%)	1
47446	herblayer	Smalle weegbree	Plantago lanceolata L.	Londo	r1 : sporadisch (< 1%)	1
47446	herblayer	Veldzuring	Rumex acetosa L.	Londo	p2 : weinig talrijk (1-3%)	2
47446	herblayer	Witte klaver	Trifolium repens L.	Londo	r1 : sporadisch (< 1%)	1
47446	herblayer	Zachte dravik	Bromus hordeaceus L.	Londo	p1 : weinig talrijk (< 1%)	1
62174	herblayer	Pijpenstrootje	Molinia caerulea (L.) Moench	Londo	3 : willekeurig (25-35%)	30
62174	herblayer	Struikhei	Calluna vulgaris (L.) Hull	Londo	4 : willekeurig (35-45%)	40
62174	herblayer	Zandstruisgras	Agrostis vinealis Schreb.	Londo	p2 : weinig talrijk (1-3%)	2
62174	mosslayer	Gewoon gaffeltandmos	Dicranum scoparium	Londo	2 : willekeurig (15-25%)	20
62174	mosslayer	Heideklauwtjesmos	Hypnum jutlandicum	Londo	1 + : willekeurig (10-15%)	12
62174	mosslayer	Ruig haarmos	Polytrichum piliferum	Londo	r1 : sporadisch (< 1%)	1
66006	herblayer	Bochtige smele	Deschampsia flexuosa (L.) Trin.	Londo	p2 : weinig talrijk (1-3%)	2
66006	herblayer	Fijn schapengras	Festuca filiformis Pourr.	Londo	1 : willekeurig (5-15%)	10
66006	herblayer	Schapenzuring	Rumex acetosella L.	Londo	m2 : zeer talrijk (1-3%)	2
66006	herblayer	Struikhei	Calluna vulgaris (L.) Hull	Londo	p2 : weinig talrijk (1-3%)	2
66006	herblayer	Zandstruisgras	Agrostis vinealis Schreb.	Londo	1 - : willekeurig (5-10%)	7
66006	mosslayer	Gewoon klauwtjesmos	Hypnum cupressiforme	Londo	p1 : weinig talrijk (< 1%)	1
66006	mosslayer	Grijs kronkelsteeltje	Campylopus introflexus	Londo	p1 : weinig talrijk (< 1%)	1
72690	herblayer	Gewone dophei	Erica tetralix L.	Londo	r2 : sporadisch (1-3%)	2
72690	herblayer	Pijpenstrootje	Molinia caerulea (L.) Moench	Londo	6 : willekeurig (55-65%)	60
72690	herblayer	Struikhei	Calluna vulgaris (L.) Hull	Londo	2 : willekeurig (15-25%)	20
72690	herblayer	Zomereik	Quercus robur L.	Londo	r1 : sporadisch (< 1%)	1
72690	mosslayer	Heideklauwtjesmos	Hypnum jutlandicum	Londo	p1 : weinig talrijk (< 1%)	1
72690	treelayer	Grove den	Pinus sylvestris L.	Londo	r2 : sporadisch (1-3%)	2
75474	herblayer	Heidekartelblad	Pedicularis sylvatica L.	Londo	10 : willekeurig (95-100%)	97
75474	herblayer	Struikhei	Calluna vulgaris (L.) Hull	Londo	NA	NA
75474	mosslayer	Gewoon gaffeltandmos	Dicranum scoparium	Londo	a2 : talrijk (1-3%)	2
75474	mosslayer	Heideklauwtjesmos	Hypnum jutlandicum	Londo	9 : willekeurig (85-95%)	90
76754	herblayer	Bochtige smele	Deschampsia flexuosa (L.) Trin.	Londo	p2 : weinig talrijk (1-3%)	2
76754	herblayer	Pijpenstrootje	Molinia caerulea (L.) Moench	Londo	p4 : weinig talrijk (3-5%)	4
76754	herblayer	Struikhei	Calluna vulgaris (L.) Hull	Londo	7 : willekeurig (65-75%)	70
76754	mosslayer	Heideklauwtjesmos	Hypnum jutlandicum	Londo	6 : willekeurig (55-65%)	60
76754	mosslayer	Pluisjesmos (G)	Dicranella species	Londo	m2 : zeer talrijk (1-3%)	2
76754	mosslayer	Ruig haarmos	Polytrichum piliferum	Londo	p1 : weinig talrijk (< 1%)	1
76754	shrublayer	Amerikaanse vogelkers	Prunus serotina Ehrh.	Londo	3 : willekeurig (25-35%)	30
79986	herblayer	Blauw glidkruid	Scutellaria galericulata L.	Londo	p2 : weinig talrijk (1-3%)	2
79986	herblayer	Bloedzuring	Rumex sanguineus L.	Londo	r1 : sporadisch (< 1%)	1
79986	herblayer	Bosbies	Scirpus sylvaticus L.	Londo	9 : willekeurig (85-95%)	90
79986	herblayer	Dauwbraam	Rubus caesius L.	Londo	r1 : sporadisch (< 1%)	1
79986	herblayer	Grote kattenstaart	Lythrum salicaria L.	Londo	p1 : weinig talrijk (< 1%)	1
79986	herblayer	Grote vossenstaart	Alopecurus pratensis L.	Londo	p2 : weinig talrijk (1-3%)	2
79986	herblayer	Lidrus	Equisetum palustre L.	Londo	2 : willekeurig (15-25%)	20
79986	herblayer	Moerasspirea	Filipendula ulmaria (L.) Maxim.	Londo	p2 : weinig talrijk (1-3%)	2
79986	herblayer	Pitrus	Juncus effusus L.	Londo	3 : willekeurig (25-35%)	30
79986	herblayer	Rietgras	Phalaris arundinacea L.	Londo	a2 : talrijk (1-3%)	2
79986	herblayer	Veenwortel	Polygonum amphibium L.	Londo	r1 : sporadisch (< 1%)	1
