schaal	versie	type_resultaat	habitattype	sbzh	habitatsubtype	n_obs	index_hq_mean	index_hq_llci_0.95	index_hq_ulci_0.95
Vlaanderen	Versie 3	Habitattype	3	Binnen & Buiten	NA	97	0.100497	0.0472858	0.153709
Vlaanderen	Versie 3	SBZH	3	Binnen	NA	76	0.108022	0.0504268	0.165618
Vlaanderen	Versie 3	SBZH	3	Buiten	NA	21	0.0854138	-0.0402815	0.211109
