id	date	point_code	x	y	in_sac	habitattype	habitatsubtype	lsvi	aggregatiemethode	n_zb_ongunstig	aandeel_gunstig	index_mean_ind	doelbereik_mean_ind
10350385_2023-08-22	19591	64_1	32701.6	204014.1	1	2120	12	ongunstig	RapportageHR	1	70	0.345	0.711
651057_1_2023-08-22	19591	651057_2	32573.59	203886.11	1	2120	12	ongunstig	RapportageHR	2	80	0.5745	0.9745
1047861_2023-08-25	19594	11_2	78029.4	228572.7	1	2120	12	ongunstig	RapportageHR	2	50	0.1703	0.7133
10130609_2023-08-30	19599	28_2	23290.2	198565.6	1	2120	12	ongunstig	RapportageHR	1	90	0.5841	0.9281
103601_2023-08-30	19599	3_2	23101.7	198451.4	1	2120	12	gunstig	RapportageHR	0	80	0.5173	0.8
611505_2023-08-30	19599	611505_2	22589.59	198670.11	1	2120	12	gunstig	RapportageHR	0	100	0.8016	1
1021105_2023-08-30	19599	9_2	23466.7	198599.1	1	2120	12	ongunstig	RapportageHR	1	70	0.3975	0.7905
163633_2023-08-31	19600	163633_1	30653.59	203790.11	0	2120	12	gunstig	RapportageHR	0	100	0.8446	1
10038833_2023-08-31	19600	17_1	29796.3	203375.9	1	2120	12	gunstig	RapportageHR	0	100	0.8835	1
10071601_2023-08-31	19600	20_2	30194.9	203498.8	1	2120	12	ongunstig	RapportageHR	1	90	0.6761	0.9909
10333745_2023-08-31	19600	61_1	29917.6	203374.1	1	2120	12	ongunstig	RapportageHR	1	90	0.5937	0.9
10233009_2023-09-06	19606	47_2	23365	199685	1	2120	12	ongunstig	RapportageHR	1	90	0.7555	0.9928
10300977_2023-09-07	19607	57_1	29326.8	203104.2	1	2120	12	ongunstig	RapportageHR	1	90	0.5126	0.9
1053873_2023-09-12	19612	12_2	23130.4	199570	1	2120	12	ongunstig	RapportageHR	1	70	0.3851	0.78
10138801_2023-09-12	19612	29_2	24354.7	200263.1	1	2120	12	gunstig	RapportageHR	0	100	0.8095	1
10291313_2120_2024-07-02	19906	55_1	53437.6	217518.1	1	2120	12	gunstig	RapportageHR	0	100	0.84	1
627889_1_2024-07-03	19907	627889_4	23357.59	198478.11	1	2120	12	gunstig	RapportageHR	0	100	0.7715	1
10381105_2130_had_2019-10-22	18191	67_2	38211.5	205477.5	1	2130	14	ongunstig	RapportageHR	1	62.5	0.31	0.685
10839857_2130_had_2019-10-22	18191	93_1	37995.6	205619.1	1	2130	14	ongunstig	RapportageHR	1	62.5	0.3187	0.6937
ca_11_2020-07-16	18459	1040561_1	24378.36	196422.46	1	2130	14	ongunstig	RapportageHR	1	62.5	0.5138	0.8972
385201_2020-07-16	18459	385201_2	24669.96	196397.23	1	2130	14	gunstig	RapportageHR	0	75	0.5081	0.7623
ca_13_2020-07-16	18459	57521_1	24858.45	196678.48	1	2130	14	ongunstig	RapportageHR	1	62.5	0.4082	0.7832
ca_10_2020-07-16	18459	581809_1	24377.26	196561.93	1	2130	14	gunstig	RapportageHR	0	87.5	0.5648	0.9062
ca_09_2020-07-16	18459	843953_1	24356.83	196648.62	1	2130	14	gunstig	RapportageHR	0	75	0.4833	0.8041
975025_2020-07-16	18459	975025_1	25053.59	196782.11	1	2130	14	ongunstig	RapportageHR	1	62.5	0.2208	0.7498
ca_08_2020-07-17	18460	188593_1	24243.33	196370.17	1	2130	14	gunstig	RapportageHR	0	87.5	0.6678	0.9375
ca_01_2020-07-17	18460	319665_1	23472.92	196285.99	1	2130	14	gunstig	RapportageHR	0	75	0.5384	0.8217
4837553_2020-07-17	18460	4837553_1	23389.59	196078.11	0	2130	14	gunstig	RapportageHR	0	75	0.4686	0.8002
811185_2020-07-17	18460	811185_2	25432.72	196879.22	1	2130	14	ongunstig	RapportageHR	1	62.5	0.4933	0.885
913585_2020-07-17	18460	913585_2	23909.98	196079.85	1	2130	14	gunstig	RapportageHR	0	75	0.4352	0.7558
966833_2020-07-17	18460	966833_2	24185.79	196075.81	1	2130	14	ongunstig	RapportageHR	1	62.5	0.3135	0.6885
dh_06_2020-07-22	18465	338033_1	53981.17	216416.3	1	2130	14	gunstig	RapportageHR	0	87.5	0.6734	0.9688
Sb_06_2020-09-16	18521	215665_1	38538.82	205468.88	1	2130	14	gunstig	RapportageHR	0	75	0.3873	0.7623
477809_2020-09-16	18521	477809_1	38621.59	205614.12	1	2130	14	gunstig	RapportageHR	0	75	0.5428	0.801
dh_12_2021-07-14	18822	100465_2	54235.8	216368.92	1	2130	14	gunstig	RapportageHR	0	75	0.5568	0.8193
dh_10_2021-07-14	18822	1124465_2	54372.37	216569.44	1	2130	14	gunstig	RapportageHR	0	75	0.6898	0.9481
dh_14_2021-07-14	18822	2173041_2	54066.62	216249.59	1	2130	14	ongunstig	RapportageHR	1	62.5	0.4735	0.861
dh_03_2021-07-28	18836	75889_1	53887.65	216183.61	1	2130	14	gunstig	RapportageHR	0	75	0.5734	0.8526
dh_02_2021-08-02	18841	1149041_1	53773.3	216375.81	1	2130	14	gunstig	RapportageHR	0	75	0.4783	0.7574
dh_05_2021-08-02	18841	297073_1	53859.3	216418.8	1	2130	14	ongunstig	RapportageHR	1	62.5	0.4429	0.8179
338033_2021-08-02	18841	338033_2	53949.59	216494.12	1	2130	14	ongunstig	RapportageHR	1	62.5	0.381	0.756
ca_07_2021-08-04	18843	1106097_1	24029.7	196132	1	2130	14	ongunstig	RapportageHR	1	75	0.5644	0.9509
ca_02_2021-08-04	18843	1237169_1	23601.8	196352.3	1	2130	14	gunstig	RapportageHR	0	75	0.5295	0.7962
ca_15_2021-08-04	18843	1368241_1	24450.5	196194.41	1	2130	14	gunstig	RapportageHR	0	75	0.5538	0.8163
ca_05_2021-08-04	18843	1560753_1	24035.7	196581.81	1	2130	14	gunstig	RapportageHR	0	75	0.4942	0.8108
ca_03_2021-08-04	18843	1691825_1	23637	196029.7	1	2130	14	ongunstig	RapportageHR	1	75	0.5341	0.933
188593_2021-08-04	18843	188593_2	24765.59	196782.12	1	2130	14	gunstig	RapportageHR	0	75	0.5949	0.941
319665_2021-08-04	18843	319665_2	24413.59	196270.12	1	2130	14	gunstig	RapportageHR	0	75	0.5641	0.8974
57521_2021-08-04	18843	57521_2	24445.59	196430.12	1	2130	14	gunstig	RapportageHR	0	87.5	0.7186	0.9375
581809_2021-08-04	18843	581809_2	24317.59	196366.12	1	2130	14	ongunstig	RapportageHR	1	50	0.2299	0.8299
dh_07_2021-08-05	18844	1648753_1	54101	216381.71	1	2130	14	gunstig	RapportageHR	0	75	0.4964	0.767
dh_11_2021-08-05	18844	2394225_1	54331.3	216633.41	1	2130	14	gunstig	RapportageHR	0	87.5	0.6803	0.9688
1992497_2024-08-05	19940	1992497_2	38141.59	205422.11	1	2130	14	gunstig	RapportageHR	0	75	0.4753	0.75
1264241_2024-08-07	19942	1264241_2	38621.59	205262.11	1	2130	14	gunstig	RapportageHR	0	75	0.4397	0.75
10839857_2024-08-07	19942	93_1	37995.6	205619.1	1	2130	14	ongunstig	RapportageHR	1	62.5	0.3884	0.7634
1700017_2024-08-08	19943	1700017_1	23645.6	195982.1	1	2130	14	ongunstig	RapportageHR	1	62.5	0.3497	0.7247
2085041_2024-08-08	19943	2085041_1	23933.6	196302.1	1	2130	14	gunstig	RapportageHR	0	75	0.4583	0.75
862321_2024-08-19	19954	862321_2	54077.59	216206.11	1	2130	14	gunstig	RapportageHR	0	75	0.4042	0.75
10260273_2130_hd_2018-07-20	17732	51_1	32431.7	203928.5	1	2130	15	gunstig	RapportageHR	0	75	0.5828	0.8369
1044273_2120_2018-07-23	17735	1044273_1	32541.59	203726.11	1	2130	15	gunstig	RapportageHR	0	75	0.5275	0.8192
11595569_2170_2018-08-20	17763	11595569_2	32794.83	203600.45	1	2130	15	gunstig	RapportageHR	0	75	0.5455	0.8534
10252081_2130_hd_2018-08-21	17764	50_1	32953	202861.7	1	2130	15	gunstig	RapportageHR	0	75	0.5458	0.8583
10186545_2130_hd_2018-08-23	17766	40_1	31923.9	202743.4	1	2130	15	gunstig	RapportageHR	0	75	0.4611	0.7528
10219313_2130_hd_2018-09-26	17800	44_2	32443	203482	1	2130	15	gunstig	RapportageHR	0	75	0.447	0.7812
10283825_2130_hd_2018-09-27	17801	53_1	38003.4	207293.3	1	2130	15	ongunstig	RapportageHR	2	50	0.2273	0.7523
10082997_2130_hd_2019-10-14	18183	22_1	65213.6	224302.1	1	2130	15	gunstig	RapportageHR	0	75	0.4693	0.7526
10160821_2130_hd_2019-10-14	18183	36_1	64829.59	224206.1	0	2130	15	ongunstig	RapportageHR	1	62.5	0.3644	0.7519
10288565_2130_HD_2019-10-16	18185	54_1	59453.59	221422.11	1	2130	15	gunstig	RapportageHR	0	75	0.3833	0.75
1015221_2130_hd_2019-10-16	18185	8_2	60788.5	222448.3	1	2130	15	gunstig	RapportageHR	0	75	0.5625	0.858
10547637_2130_hd_2019-10-16	18185	81_1	62173.59	223118.1	1	2130	15	gunstig	RapportageHR	0	75	0.4211	0.75
103425_2130_hd_2019-10-17	18186	1_1	55165.6	218574.1	1	2130	15	ongunstig	RapportageHR	1	62.5	0.3455	0.7705
10157493_2130_hd_2019-10-17	18186	33_1	57993.3	220036.7	1	2130	15	gunstig	RapportageHR	0	75	0.449	0.7531
10184117_2130_HD_2019-10-17	18186	38_2	55577.1	218674.3	1	2130	15	ongunstig	RapportageHR	1	62.5	0.2386	0.688
10082417_2130_hd_2019-10-18	18187	21_2	51387.9	216181.2	1	2130	15	gunstig	RapportageHR	0	75	0.4842	0.755
10642869_2130_hd_2019-10-18	18187	84_1	55261.59	218670.11	1	2130	15	ongunstig	RapportageHR	1	62.5	0.2877	0.746
10172209_2130_hd_2019-10-22	18191	37_1	35518.4	205927.4	1	2130	15	gunstig	RapportageHR	0	75	0.4921	0.7838
10104625_2130_hd_2019-10-23	18192	25_1	33628.1	203013.6	1	2130	15	gunstig	RapportageHR	0	75	0.5501	0.8125
10157873_2130_hd_2019-10-23	18192	34_2	31763.4	203574	1	2130	15	gunstig	RapportageHR	0	75	0.5286	0.8116
10057905_2130_hd_2019-10-24	18193	18_1	29407.9	201671.7	1	2130	15	gunstig	RapportageHR	0	75	0.4895	0.7936
10221745_2130_hd_2019-10-24	18193	46_1	27938.8	200861.8	1	2130	15	gunstig	RapportageHR	0	75	0.3551	0.7525
10235441_2130_hd_2019-10-24	18193	48_1	30805.89	202294.6	1	2130	15	gunstig	RapportageHR	0	75	0.5194	0.7986
10778801_2130_hd_2019-10-24	18193	90_1	30205.59	201966.1	1	2130	15	ongunstig	RapportageHR	1	62.5	0.1964	0.6964
10213553_2130_hd_2019-10-25	18194	43_1	26572.61	200306.3	1	2130	15	gunstig	RapportageHR	0	75	0.5383	0.8175
10266801_2130_hd_2019-10-25	18194	52_1	26532.92	199123	1	2130	15	gunstig	RapportageHR	0	75	0.4986	0.7528
1013937_2130_hd_2019-10-25	18194	6_1	29441.8	201309.7	1	2130	15	gunstig	RapportageHR	0	75	0.4779	0.8146
10102837_2130_hd_2019-10-28	18197	23_2	73484.6	226639.7	1	2130	15	gunstig	RapportageHR	0	75	0.5379	0.8576
10157365_2130_hd_2019-10-28	18197	32_1	77620.6	228447.1	1	2130	15	ongunstig	RapportageHR	1	62.5	0.3515	0.7472
10314929_2019-10-31	18200	58_2	24229.4	199927.13	1	2130	15	gunstig	RapportageHR	0	75	0.4363	0.8013
wz_10_2020-06-16	18429	20657_1	22952.4	197963.04	1	2130	15	gunstig	RapportageHR	0	62.5	0.2905	0.763
23221_2020-07-03	18446	23221_2	66127.62	224669.25	1	2130	15	ongunstig	RapportageHR	1	62.5	0.3692	0.7484
3141425_2020-07-08	18451	3141425_1	32669.59	203630.11	1	2130	15	gunstig	RapportageHR	0	75	0.4845	0.8009
2161_2020-07-10	18453	2161_1	52989.59	217198.11	1	2130	15	gunstig	RapportageHR	0	75	0.344	0.7647
2057585_2020-07-20	18463	2057585_1	43421.59	211118.11	1	2130	15	gunstig	RapportageHR	0	75	0.4484	0.755
380529_2020-07-20	18463	380529_2	42397.81	210360.57	1	2130	15	ongunstig	RapportageHR	2	50	0.1738	0.6738
91505_2020-07-20	18463	91505_1	42589.59	210574.11	1	2130	15	ongunstig	RapportageHR	2	50	0.2028	0.7028
ij_02_2020-07-28	18471	259889_1	35260.03	206207.59	1	2130	15	ongunstig	RapportageHR	1	62.5	0.2698	0.6694
143153_2020-07-29	18472	143153_1	33597.59	202830.11	1	2130	15	gunstig	RapportageHR	0	75	0.4322	0.7525
3043121_2020-07-29	18472	3043121_2	33116.48	202478.56	1	2130	15	ongunstig	RapportageHR	1	62.5	0.4333	0.8082
180017_2020-07-30	18473	180017_1	32029.59	202894.11	1	2130	15	gunstig	RapportageHR	0	75	0.42	0.7533
3403569_2020-07-30	18473	3403569_1	32349.59	203246.11	1	2130	15	gunstig	RapportageHR	0	75	0.4837	0.8453
3587889_2020-07-30	18473	3587889_2	32055.18	203032.56	1	2130	15	gunstig	RapportageHR	0	75	0.5615	0.8615
782129_2020-07-30	18473	782129_1	32413.59	203566.11	1	2130	15	gunstig	RapportageHR	0	62.5	0.2603	0.8145
TY_20_2020-08-13	18487	175921_1	33356.79	204023.43	1	2130	15	gunstig	RapportageHR	0	75	0.4847	0.7887
4255537_2020-08-13	18487	4255537_1	32797.59	203694.11	1	2130	15	gunstig	RapportageHR	0	75	0.4763	0.7888
61233_2020-08-13	18487	61233_1	32861.59	203630.11	1	2130	15	gunstig	RapportageHR	0	75	0.4753	0.7862
TY_18_2020-08-17	18491	61233_2	33013.9	203760.74	1	2130	15	ongunstig	RapportageHR	1	62.5	0.3934	0.7684
1276081_2020-08-21	18495	1276081_1	29853.59	201678.11	1	2130	15	gunstig	RapportageHR	0	75	0.5888	0.8555
2390193_2020-08-24	18498	2390193_1	30141.59	201998.11	1	2130	15	gunstig	RapportageHR	0	75	0.4639	0.7555
293041_2020-08-24	18498	293041_2	30205.59	202158.11	1	2130	15	gunstig	RapportageHR	0	62.5	0.3148	0.756
3637_2020-09-01	18506	3637_1	79805.59	228302.11	1	2130	15	ongunstig	RapportageHR	1	62.5	0.3475	0.735
81973_2020-09-07	18512	81973_2	78269.88	226507.96	1	2130	15	gunstig	RapportageHR	0	75	0.5312	0.7812
ZW_95_2020-09-09	18514	97589_1	78220.39	227497.79	1	2130	15	gunstig	RapportageHR	0	75	0.4458	0.75
ZW_21_2020-09-10	18515	195893_1	78081.93	228247.31	1	2130	15	ongunstig	RapportageHR	1	62.5	0.3898	0.7648
88117_2020-09-15	18520	88117_1	72445.59	226414.11	0	2130	15	ongunstig	RapportageHR	1	50	0.1165	0.7124
WZ_22_2020-09-22	18527	151729_1	23903.02	198288.98	1	2130	15	gunstig	RapportageHR	0	75	0.4405	0.7525
wn_12_2021-07-15	18823	201905_2	22921.95	199410.25	1	2130	15	gunstig	RapportageHR	0	87.5	0.598	0.9062
wn_15_2021-07-27	18835	447665_2	23971.36	198821.36	1	2130	15	gunstig	RapportageHR	0	75	0.5465	0.8299
159537_2021-08-09	18848	159537_2	32959.07	202606.36	0	2130	15	gunstig	RapportageHR	0	62.5	0.2642	0.6392
ov_91_2021-08-09	18848	290609_1	32883.2	202807.21	1	2130	15	gunstig	RapportageHR	0	87.5	0.632	0.9062
bd_11_2021-08-10	18849	165301_2	59374.6	220897.71	1	2130	15	ongunstig	RapportageHR	1	62.5	0.3571	0.7321
bd_14_2021-08-10	18849	251317_2	59597.3	221047.67	1	2130	15	gunstig	RapportageHR	0	75	0.4833	0.775
dp_11_2021-08-17	18856	208433_2	29787.7	202506.8	1	2130	15	gunstig	RapportageHR	0	75	0.6206	0.8706
dp_10_2021-08-17	18856	293041_1	30135.2	202623.4	1	2130	15	gunstig	RapportageHR	0	75	0.3062	0.7812
dp_08_2021-08-18	18857	30897_1	29831.7	202086.9	1	2130	15	ongunstig	RapportageHR	1	62.5	0.3888	0.7762
hs_08_2021-08-19	18858	144561_1	27076.56	200200.02	1	2130	15	gunstig	RapportageHR	0	87.5	0.7133	0.9375
hs_17_2021-08-19	18858	451761_1	26822.5	200069.21	1	2130	15	ongunstig	RapportageHR	2	50	0.2833	0.8083
dp_13_2021-08-20	18859	81713_2	30959.35	202840.34	1	2130	15	gunstig	RapportageHR	0	75	0.5379	0.8462
wn_24_2021-09-08	18878	282801_2	25418.79	199208.68	1	2130	15	gunstig	RapportageHR	0	75	0.4738	0.7862
10157493_2023-08-01	19570	33_1	57993.3	220036.7	1	2130	15	gunstig	RapportageHR	0	75	0.4416	0.804
10184117_2023-08-01	19570	38_2	55577.1	218674.3	1	2130	15	ongunstig	RapportageHR	1	62.5	0.3188	0.7438
103425_2023-08-02	19571	1_1	55165.6	218574.1	1	2130	15	ongunstig	RapportageHR	1	62.5	0.2805	0.8056
10082417_2023-08-07	19576	21_2	51387.9	216181.2	1	2130	15	gunstig	RapportageHR	0	75	0.5269	0.8394
1015221_2023-08-07	19576	8_2	60788.5	222448.3	1	2130	15	gunstig	RapportageHR	0	75	0.4495	0.7892
20081_2023-08-08	19577	20081_1	40893.6	209198.1	1	2130	15	gunstig	RapportageHR	0	75	0.3679	0.7887
10219313_2023-08-09	19578	44_2	32443	203482	1	2130	15	gunstig	RapportageHR	0	75	0.4947	0.7812
