schaal	type_resultaat	habitattype	sbzh	habitatsubtype	index_diff_mean	index_diff_llci_0.95	index_diff_ulci_0.95	index_diff_rel	index_diff_rel_llci_0.95	index_diff_rel_ulci_0.95	klasse
Vlaanderen	Habitattype	9110	Binnen & Buiten	NA	0.0844764862405669	-0.0526279688404244	0.221580941321558	0.288	-0.179	0.754	8
Vlaanderen	SBZH	9110	Binnen	NA	0.09385	-0.088332	0.276032	0.332	-0.312	0.976	8
Vlaanderen	SBZH	9110	Buiten	NA	-0.000599999999999989	NA	NA	-0.002	NA	NA	NA
Vlaanderen	Habitattype	9120	Binnen & Buiten	NA	0.0217476815521354	0.00049302257935609	0.0430023405249148	0.106	0.002	0.209	3
Vlaanderen	SBZH	9120	Binnen	NA	0.0216474576271186	-0.00722463180912869	0.050519547063366	0.073	-0.024	0.171	4
Vlaanderen	SBZH	9120	Buiten	NA	0.0218477272727273	-0.0100659089880675	0.053761363533522	0.188	-0.087	0.463	4
Vlaanderen	Habitatsubtype	9130	Binnen & Buiten	9130_end	0.00139104241303925	-0.0374282373618878	0.0402103221879663	0.006	-0.148	0.159	4
Vlaanderen	Habitattype	9130	Binnen & Buiten	9130_end	0.00139104241303925	-0.0374282373618878	0.0402103221879663	0.006	-0.148	0.159	4
Vlaanderen	SBZH	9130	Binnen	9130_end	0.0128538461538461	-0.0390942635327237	0.064801955840416	0.037	-0.114	0.188	4
Vlaanderen	SBZH	9130	Buiten	9130_end	-0.01546	-0.0736406315483082	0.0427206315483082	-0.131	-0.625	0.363	4
Vlaanderen	Habitattype	9160	Binnen & Buiten	NA	0.0171854441783916	-0.0232247365251652	0.0575956248819483	0.065	-0.088	0.217	4
Vlaanderen	SBZH	9160	Binnen	NA	0.00282941176470588	-0.0466171134305925	0.0522759369600042	0.007	-0.122	0.137	4
Vlaanderen	SBZH	9160	Buiten	NA	0.0376857142857143	-0.0356940665079985	0.111065495079427	0.385	-0.365	1.134	8
Vlaanderen	Habitattype	9190	Binnen & Buiten	NA	0.0502091698389451	0.00948753340904504	0.0909308062688451	0.536	0.101	0.97	3
Vlaanderen	SBZH	9190	Binnen	NA	0.0379722222222222	-0.0169501544360425	0.092894598880487	0.271	-0.121	0.663	4
Vlaanderen	SBZH	9190	Buiten	NA	0.0584789473684211	-0.00145475117821135	0.118412645915053	0.937	-0.023	1.898	8
Vlaanderen	Habitatsubtype	91E0	Binnen & Buiten	91E0_sf	-0.0746	NA	NA	0.246	NA	NA	NA
Vlaanderen	Habitatsubtype	91E0	Binnen & Buiten	91E0_va	-0.0093863442674591	-0.0987626671571631	0.0799899786222449	-0.085	-0.889	0.72	4
Vlaanderen	Habitatsubtype	91E0	Binnen & Buiten	91E0_vc	0.0887118410049089	NA	NA	0.867	NA	NA	NA
Vlaanderen	Habitatsubtype	91E0	Binnen & Buiten	91E0_vm	-0.0650880767232866	-0.154486536486454	0.0243103830398812	-0.313	-0.743	0.117	9
Vlaanderen	Habitatsubtype	91E0	Binnen & Buiten	91E0_vn	0.00305974001925238	-0.06592883841613	0.0720483184546348	0.03	-0.648	0.708	4
Vlaanderen	Habitatsubtype	91E0	Binnen & Buiten	91E0_vo	-0.0931	NA	NA	-0.58	NA	NA	NA
Vlaanderen	Habitattype	91E0	Binnen & Buiten	91E0_va; 91E0_vm; 91E0_sf; 91E0_vo; 91E0_vn; 91E0_vc	-0.0230457008622229	-0.0697672297839411	0.0236758280594953	-0.183	-0.554	0.188	4
Vlaanderen	SBZH	91E0	Binnen	91E0_va; 91E0_vm; 91E0_sf; 91E0_vo; 91E0_vn; 91E0_vc	0.00041171915107033	-0.0449013453496789	0.0457247836518196	0.003	-0.284	0.289	4
Vlaanderen	SBZH	91E0	Buiten	91E0_va; 91E0_vm; 91E0_vn; 91E0_vc	-0.0439177437863451	-0.129007365981096	0.0411718784084061	-0.453	-1.33	0.424	9
