id	type_analysis	criterium	indicator	belang	status_indicator	verschilscore
11126_2015-05-29_9120	9120	Structuur	bosconstantie	zb	0	-0.8
11126_2015-05-29_9120	9120	Structuur	horizontale structuur - groeiklassen	b	0	-0.6667
11126_2015-05-29_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	1	0.975
11126_2015-05-29_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
11126_2015-05-29_9120	9120	Structuur	minimum structuurareaal	zb	0	-1
11126_2015-05-29_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	0	-1
11126_2015-05-29_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-1
11126_2015-05-29_9120	9120	Verstoring	verruiging	zb	1	0.125
11126_2015-05-29_9120	9120	Structuur	verticale structuur	b	1	1
11481_2019-04-12_9130_end	9130_end	Structuur	aandeel dood hout	b	0	-0.34
11481_2019-04-12_9130_end	9130_end	Structuur	bosconstantie	zb	1	1
11481_2019-04-12_9130_end	9130_end	Structuur	horizontale structuur - groeiklassen	b	1	0.25
11481_2019-04-12_9130_end	9130_end	Verstoring	invasieve exoten van de boom- en struiklaag	b	1	1
11481_2019-04-12_9130_end	9130_end	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
11481_2019-04-12_9130_end	9130_end	Structuur	minimum structuurareaal	zb	1	1.6873
11481_2019-04-12_9130_end	9130_end	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	1	0.5689
11481_2019-04-12_9130_end	9130_end	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-0.1429
11481_2019-04-12_9130_end	9130_end	Verstoring	verruiging	zb	0	-0.2577
11481_2019-04-12_9130_end	9130_end	Structuur	verticale structuur	b	1	1
11865_2015-04-29_91E0_vc	91E0_vc	Structuur	aandeel dood hout	b	1	0.0174
11865_2015-04-29_91E0_vc	91E0_vc	Structuur	bosconstantie	zb	1	1.1667
11865_2015-04-29_91E0_vc	91E0_vc	Structuur	horizontale structuur - groeiklassen	b	1	0.5
11865_2015-04-29_91E0_vc	91E0_vc	Verstoring	invasieve exoten van de boom- en struiklaag	b	1	1
11865_2015-04-29_91E0_vc	91E0_vc	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
11865_2015-04-29_91E0_vc	91E0_vc	Structuur	minimum structuurareaal	zb	0	-0.9048
11865_2015-04-29_91E0_vc	91E0_vc	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	0	-0.4616
11865_2015-04-29_91E0_vc	91E0_vc	Vegetatie	sleutelsoorten van de kruidlaag	b	1	0
11865_2015-04-29_91E0_vc	91E0_vc	Verstoring	verruiging	zb	1	0.3854
11865_2015-04-29_91E0_vc	91E0_vc	Structuur	verticale structuur	b	1	1
124152_2_9120	9120	Structuur	aandeel dood hout	b	0	-1
124152_2_9120	9120	Structuur	bosconstantie	zb	1	0.0067
124152_2_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	1
124152_2_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	1	1
124152_2_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
124152_2_9120	9120	Structuur	minimum structuurareaal	zb	0	-0.8272
124152_2_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	1	1
124152_2_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-1
124152_2_9120	9120	Verstoring	verruiging	zb	0	-0.7506
124152_2_9120	9120	Structuur	verticale structuur	b	1	1
12470_2015-06-11_91E0_vm	91E0_vm	Structuur	aandeel dood hout	b	0	-1
12470_2015-06-11_91E0_vm	91E0_vm	Structuur	bosconstantie	zb	1	0.1833
12470_2015-06-11_91E0_vm	91E0_vm	Structuur	horizontale structuur - groeiklassen	b	0	-0.3333
12470_2015-06-11_91E0_vm	91E0_vm	Verstoring	invasieve exoten van de boom- en struiklaag	b	1	0.975
12470_2015-06-11_91E0_vm	91E0_vm	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
12470_2015-06-11_91E0_vm	91E0_vm	Structuur	minimum structuurareaal	zb	0	-0.9398
12470_2015-06-11_91E0_vm	91E0_vm	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	1	1
12470_2015-06-11_91E0_vm	91E0_vm	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-0.2857
12470_2015-06-11_91E0_vm	91E0_vm	Verstoring	verruiging	zb	0	-0.3056
12470_2015-06-11_91E0_vm	91E0_vm	Structuur	verticale structuur	b	1	1
12710_2018-06-22_9120	9120	Structuur	aandeel dood hout	b	0	-0.935
12710_2018-06-22_9120	9120	Structuur	bosconstantie	zb	1	1
12710_2018-06-22_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	1
12710_2018-06-22_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	0	-0.5833
12710_2018-06-22_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
12710_2018-06-22_9120	9120	Structuur	minimum structuurareaal	zb	0	-0.9019
12710_2018-06-22_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	0	-0.0495
12710_2018-06-22_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-1
12710_2018-06-22_9120	9120	Verstoring	verruiging	zb	1	0.8068
12710_2018-06-22_9120	9120	Structuur	verticale structuur	b	1	1
128016_2_9120	9120	Structuur	aandeel dood hout	b	0	-0.4082
128016_2_9120	9120	Structuur	bosconstantie	zb	1	0.5
128016_2_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	1
128016_2_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	0	-0.1762
128016_2_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
128016_2_9120	9120	Structuur	minimum structuurareaal	zb	0	-0.9479
128016_2_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	0	-1
128016_2_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-1
128016_2_9120	9120	Verstoring	verruiging	zb	1	0.625
128016_2_9120	9120	Structuur	verticale structuur	b	1	1
128039_2_9120	9120	Structuur	aandeel dood hout	b	0	-1
128039_2_9120	9120	Structuur	bosconstantie	zb	1	0.0067
128039_2_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	0.5
128039_2_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	0	-0.6911
128039_2_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
128039_2_9120	9120	Structuur	minimum structuurareaal	zb	0	-1
128039_2_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	0	-0.9465
128039_2_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-0.8571
128039_2_9120	9120	Verstoring	verruiging	zb	1	0.125
128039_2_9120	9120	Structuur	verticale structuur	b	1	1
128138_2_9120	9120	Structuur	aandeel dood hout	b	0	-1
128138_2_9120	9120	Structuur	bosconstantie	zb	1	1
128138_2_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	1
128138_2_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	1	0.1022
128138_2_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
128138_2_9120	9120	Structuur	minimum structuurareaal	zb	0	-0.397
128138_2_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	1	0.2131
128138_2_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-0.8673
128138_2_9120	9120	Verstoring	verruiging	zb	0	-0.3173
128138_2_9120	9120	Structuur	verticale structuur	b	1	1
128147_2_9120	9120	Structuur	aandeel dood hout	b	1	0.0568
128147_2_9120	9120	Structuur	bosconstantie	zb	1	0.5
128147_2_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	0.5
128147_2_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	0	-0.1762
128147_2_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
128147_2_9120	9120	Structuur	minimum structuurareaal	zb	0	-0.7762
128147_2_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	0	-0.4615
128147_2_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-0.8694
128147_2_9120	9120	Verstoring	verruiging	zb	1	0.9
128147_2_9120	9120	Structuur	verticale structuur	b	1	1
131044_2_9120	9120	Structuur	aandeel dood hout	b	0	-0.7165
131044_2_9120	9120	Structuur	bosconstantie	zb	1	0.0067
131044_2_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	0.5
131044_2_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	0	-0.3056
131044_2_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
131044_2_9120	9120	Structuur	minimum structuurareaal	zb	0	-0.8943
131044_2_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	1	0.5642
131044_2_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-0.9333
131044_2_9120	9120	Verstoring	verruiging	zb	0	-0.7537
131044_2_9120	9120	Structuur	verticale structuur	b	1	1
131159_2_91E0_vn	91E0_vn	Structuur	aandeel dood hout	b	0	-1
131159_2_91E0_vn	91E0_vn	Structuur	bosconstantie	zb	1	0.5167
131159_2_91E0_vn	91E0_vn	Structuur	horizontale structuur - groeiklassen	b	1	0.25
131159_2_91E0_vn	91E0_vn	Verstoring	invasieve exoten van de boom- en struiklaag	b	1	0.975
131159_2_91E0_vn	91E0_vn	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
131159_2_91E0_vn	91E0_vn	Structuur	minimum structuurareaal	zb	0	-0.798
131159_2_91E0_vn	91E0_vn	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	0	-0.9461
131159_2_91E0_vn	91E0_vn	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-0.6
131159_2_91E0_vn	91E0_vn	Verstoring	verruiging	zb	0	-0.728
131159_2_91E0_vn	91E0_vn	Structuur	verticale structuur	b	0	-0.3333
132097_2_9120	9120	Structuur	aandeel dood hout	b	1	0.0416
132097_2_9120	9120	Structuur	bosconstantie	zb	1	1
132097_2_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	1
132097_2_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	1	0.125
132097_2_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
132097_2_9120	9120	Structuur	minimum structuurareaal	zb	0	-0.3266
132097_2_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	1	0.4897
132097_2_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-0.9333
132097_2_9120	9120	Verstoring	verruiging	zb	0	-0.7525
132097_2_9120	9120	Structuur	verticale structuur	b	1	1
132097_3_9120	9120	Structuur	aandeel dood hout	b	0	-0.211
132097_3_9120	9120	Structuur	bosconstantie	zb	1	1
132097_3_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	1
132097_3_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	1	0.125
132097_3_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
132097_3_9120	9120	Structuur	minimum structuurareaal	zb	0	-0.3266
132097_3_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	1	0.4286
132097_3_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-0.9333
132097_3_9120	9120	Verstoring	verruiging	zb	0	-0.2575
132097_3_9120	9120	Structuur	verticale structuur	b	1	1
133153_2_91E0_va	91E0_va	Structuur	aandeel dood hout	b	0	-0.2709
133153_2_91E0_va	91E0_va	Structuur	bosconstantie	zb	1	0.1733
133153_2_91E0_va	91E0_va	Structuur	horizontale structuur - groeiklassen	b	1	0.5
133153_2_91E0_va	91E0_va	Verstoring	invasieve exoten van de boom- en struiklaag	b	0	-0.3073
133153_2_91E0_va	91E0_va	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
133153_2_91E0_va	91E0_va	Structuur	minimum structuurareaal	zb	0	-0.1073
133153_2_91E0_va	91E0_va	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	0	-0.0734
133153_2_91E0_va	91E0_va	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-0.7143
133153_2_91E0_va	91E0_va	Verstoring	verruiging	zb	0	-0.5833
133153_2_91E0_va	91E0_va	Structuur	verticale structuur	b	1	1
133153_3_91E0_va	91E0_va	Structuur	aandeel dood hout	b	1	0.0097
133153_3_91E0_va	91E0_va	Structuur	bosconstantie	zb	1	0.1733
133153_3_91E0_va	91E0_va	Structuur	horizontale structuur - groeiklassen	b	1	0.5
133153_3_91E0_va	91E0_va	Verstoring	invasieve exoten van de boom- en struiklaag	b	0	-0.0972
133153_3_91E0_va	91E0_va	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
133153_3_91E0_va	91E0_va	Structuur	minimum structuurareaal	zb	0	-0.1073
133153_3_91E0_va	91E0_va	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	0	-0.7435
133153_3_91E0_va	91E0_va	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-0.5714
133153_3_91E0_va	91E0_va	Verstoring	verruiging	zb	0	-0.5833
133153_3_91E0_va	91E0_va	Structuur	verticale structuur	b	1	1
134040_2_9120	9120	Structuur	aandeel dood hout	b	1	0.0225
134040_2_9120	9120	Structuur	bosconstantie	zb	1	0.0067
134040_2_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	0.25
134040_2_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	1	0.1022
134040_2_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
134040_2_9120	9120	Structuur	minimum structuurareaal	zb	0	-0.947
134040_2_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	1	0.9738
134040_2_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-1
134040_2_9120	9120	Verstoring	verruiging	zb	0	-0.7531
134040_2_9120	9120	Structuur	verticale structuur	b	1	1
134128_2_9120	9120	Structuur	aandeel dood hout	b	0	-1
134128_2_9120	9120	Structuur	bosconstantie	zb	1	0.5
134128_2_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	1
134128_2_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	1	1
134128_2_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
134128_2_9120	9120	Structuur	minimum structuurareaal	zb	0	-0.9689
134128_2_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	1	1
134128_2_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-1
134128_2_9120	9120	Verstoring	verruiging	zb	1	0.9
134128_2_9120	9120	Structuur	verticale structuur	b	1	1
135081_2_9120	9120	Structuur	aandeel dood hout	b	0	-0.9893
135081_2_9120	9120	Structuur	bosconstantie	zb	1	0.5
135081_2_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	0.25
135081_2_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	0	-0.2738
135081_2_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
135081_2_9120	9120	Structuur	minimum structuurareaal	zb	0	-0.4323
135081_2_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	0	-0.3741
135081_2_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-0.8571
135081_2_9120	9120	Verstoring	verruiging	zb	1	0.775
135081_2_9120	9120	Structuur	verticale structuur	b	1	1
135082_2_9120	9120	Structuur	aandeel dood hout	b	0	-1
135082_2_9120	9120	Structuur	bosconstantie	zb	1	0.0067
135082_2_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	1
135082_2_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	0	-0.2483
135082_2_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
135082_2_9120	9120	Structuur	minimum structuurareaal	zb	0	-0.2413
135082_2_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	0	-0.4558
135082_2_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-0.5714
135082_2_9120	9120	Verstoring	verruiging	zb	0	-0.0972
135082_2_9120	9120	Structuur	verticale structuur	b	1	1
135083_2_9120	9120	Structuur	aandeel dood hout	b	0	-1
135083_2_9120	9120	Structuur	bosconstantie	zb	1	1
135083_2_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	0.5
135083_2_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	1	0.1022
135083_2_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
135083_2_9120	9120	Structuur	minimum structuurareaal	zb	0	-0.5129
135083_2_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	1	0.758
135083_2_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-0.7143
135083_2_9120	9120	Verstoring	verruiging	zb	1	0.125
135083_2_9120	9120	Structuur	verticale structuur	b	0	-0.3333
135083_2_91E0_vn	91E0_vn	Structuur	aandeel dood hout	b	0	-1
135083_2_91E0_vn	91E0_vn	Structuur	bosconstantie	zb	1	3.6667
135083_2_91E0_vn	91E0_vn	Structuur	horizontale structuur - groeiklassen	b	1	0.5
135083_2_91E0_vn	91E0_vn	Verstoring	invasieve exoten van de boom- en struiklaag	b	1	0.125
135083_2_91E0_vn	91E0_vn	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
135083_2_91E0_vn	91E0_vn	Structuur	minimum structuurareaal	zb	0	-0.9555
135083_2_91E0_vn	91E0_vn	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	0	-0.9284
135083_2_91E0_vn	91E0_vn	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-1
135083_2_91E0_vn	91E0_vn	Verstoring	verruiging	zb	0	-0.3056
135083_2_91E0_vn	91E0_vn	Structuur	verticale structuur	b	0	-0.3333
135098_2_9120	9120	Structuur	aandeel dood hout	b	0	-0.1738
135098_2_9120	9120	Structuur	bosconstantie	zb	0	-0.39
135098_2_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	0.25
135098_2_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	0	-0.3663
135098_2_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
135098_2_9120	9120	Structuur	minimum structuurareaal	zb	0	-0.2413
135098_2_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	1	0.4594
135098_2_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-1
135098_2_9120	9120	Verstoring	verruiging	zb	0	-0.7506
135098_2_9120	9120	Structuur	verticale structuur	b	1	1
135099_2_9120	9120	Structuur	aandeel dood hout	b	0	-0.6091
135099_2_9120	9120	Structuur	bosconstantie	zb	1	0.0067
135099_2_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	0.5
135099_2_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	0	-0.2665
135099_2_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
135099_2_9120	9120	Structuur	minimum structuurareaal	zb	0	-0.5346
135099_2_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	1	0.6206
135099_2_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-1
135099_2_9120	9120	Verstoring	verruiging	zb	0	-0.7512
135099_2_9120	9120	Structuur	verticale structuur	b	1	1
135102_2_9120	9120	Structuur	aandeel dood hout	b	0	-0.8
135102_2_9120	9120	Structuur	bosconstantie	zb	1	1
135102_2_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	0
135102_2_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	1	0.9501
135102_2_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
135102_2_9120	9120	Structuur	minimum structuurareaal	zb	0	-0.9041
135102_2_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	0	-0.956
135102_2_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-1
135102_2_9120	9120	Verstoring	verruiging	zb	0	-0.7719
135102_2_9120	9120	Structuur	verticale structuur	b	1	1
135132_2_9120	9120	Structuur	aandeel dood hout	b	0	-1
135132_2_9120	9120	Structuur	bosconstantie	zb	1	0.0067
135132_2_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	1
135132_2_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	0	-0.6531
135132_2_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
135132_2_9120	9120	Structuur	minimum structuurareaal	zb	0	-0.7038
135132_2_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	0	-1
135132_2_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-1
135132_2_9120	9120	Verstoring	verruiging	zb	1	0.6088
135132_2_9120	9120	Structuur	verticale structuur	b	1	1
136040_2_9120	9120	Structuur	aandeel dood hout	b	0	-1
136040_2_9120	9120	Structuur	bosconstantie	zb	1	1
136040_2_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	0.5
136040_2_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	1	1
136040_2_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
136040_2_9120	9120	Structuur	minimum structuurareaal	zb	0	-0.9555
136040_2_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	1	1
136040_2_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-1
136040_2_9120	9120	Verstoring	verruiging	zb	0	-0.2537
136040_2_9120	9120	Structuur	verticale structuur	b	1	1
136102_2_9120	9120	Structuur	aandeel dood hout	b	0	-1
136102_2_9120	9120	Structuur	bosconstantie	zb	1	0.0067
136102_2_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	1
136102_2_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	1	0.125
136102_2_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
136102_2_9120	9120	Structuur	minimum structuurareaal	zb	0	-0.9493
136102_2_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	0	-0.0442
136102_2_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-0.8571
136102_2_9120	9120	Verstoring	verruiging	zb	1	0.7506
136102_2_9120	9120	Structuur	verticale structuur	b	1	1
136113_2_9120	9120	Structuur	aandeel dood hout	b	0	-1
136113_2_9120	9120	Structuur	bosconstantie	zb	1	0.5
136113_2_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	1
136113_2_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	0	-0.1017
136113_2_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
136113_2_9120	9120	Structuur	minimum structuurareaal	zb	1	1.239
136113_2_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	1	0.6097
136113_2_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-0.8571
136113_2_9120	9120	Verstoring	verruiging	zb	1	0.9
136113_2_9120	9120	Structuur	verticale structuur	b	0	-0.3333
136113_3_9120	9120	Structuur	aandeel dood hout	b	0	-1
136113_3_9120	9120	Structuur	bosconstantie	zb	1	0.5
136113_3_9120	9120	Structuur	horizontale structuur - groeiklassen	b	1	1
136113_3_9120	9120	Verstoring	invasieve exoten van de boom- en struiklaag	b	1	0.125
136113_3_9120	9120	Verstoring	invasieve exoten van de kruidlaag	zb	1	1
136113_3_9120	9120	Structuur	minimum structuurareaal	zb	1	1.239
136113_3_9120	9120	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	1	0.2053
136113_3_9120	9120	Vegetatie	sleutelsoorten van de kruidlaag	b	0	-0.5714
136113_3_9120	9120	Verstoring	verruiging	zb	1	0.6047
136113_3_9120	9120	Structuur	verticale structuur	b	0	-0.3333
