schaal	versie	type_resultaat	habitattype	sbzh	habitatsubtype	n_obs	index_hq_mean	index_hq_llci_0.95	index_hq_ulci_0.95
Vlaanderen	Versie 3	Habitattype	9110	Binnen & Buiten	NA	7	0.418138995535345	0.353120953033966	0.483157038036723
Vlaanderen	Versie 3	SBZH	9110	Binnen	NA	6	0.420892	0.346336861133815	0.495447138866185
Vlaanderen	Versie 3	SBZH	9110	Buiten	NA	1	0.393152	NA	NA
Vlaanderen	Versie 3	Habitattype	9120	Binnen & Buiten	NA	354	0.296555512188705	0.25568105874382	0.337429965633591
Vlaanderen	Versie 3	SBZH	9120	Binnen	NA	177	0.490109293785311	0.426141458561641	0.554077129008981
Vlaanderen	Versie 3	SBZH	9120	Buiten	NA	177	0.103345881355932	0.0720372743255348	0.13465448838633
Vlaanderen	Versie 3	Habitatsubtype	9130	Binnen & Buiten	9130_end	77	0.32237526448123	0.258983946296962	0.385766582665498
Vlaanderen	Versie 3	Habitattype	9130	Binnen & Buiten	9130_end	77	0.32237526448123	0.258983946296962	0.385766582665498
Vlaanderen	Versie 3	SBZH	9130	Binnen	9130_end	49	0.436137632653061	0.355603111880517	0.516672153425606
Vlaanderen	Versie 3	SBZH	9130	Buiten	9130_end	28	0.155137428571429	0.0895625856031276	0.22071227153973
Vlaanderen	Versie 3	Habitattype	9160	Binnen & Buiten	NA	73	0.322064947722391	0.243107889418158	0.401022006026624
Vlaanderen	Versie 3	SBZH	9160	Binnen	NA	43	0.448232465116279	0.334361704051446	0.562103226181112
Vlaanderen	Versie 3	SBZH	9160	Buiten	NA	30	0.141899	0.0831362453543415	0.200661754645658
Vlaanderen	Versie 3	Habitattype	9190	Binnen & Buiten	NA	101	0.123427569956491	0.0893242348762435	0.157530905036739
Vlaanderen	Versie 3	SBZH	9190	Binnen	NA	47	0.181583510638298	0.132054143283048	0.231112877993547
Vlaanderen	Versie 3	SBZH	9190	Buiten	NA	54	0.0841255555555556	0.039850184509573	0.128400926601538
Vlaanderen	Versie 3	Habitatsubtype	91E0	Binnen & Buiten	91E0_sf	51	-0.0905935017795689	-0.118199567475238	-0.0629874360839
Vlaanderen	Versie 3	Habitatsubtype	91E0	Binnen & Buiten	91E0_va	93	0.125706390898684	0.0776589432990202	0.173753838498349
Vlaanderen	Versie 3	Habitatsubtype	91E0	Binnen & Buiten	91E0_vc	38	0.244910935248555	0.18126856392447	0.308553306572639
Vlaanderen	Versie 3	Habitatsubtype	91E0	Binnen & Buiten	91E0_vm	69	0.174834455973209	0.119458754327144	0.230210157619275
Vlaanderen	Versie 3	Habitatsubtype	91E0	Binnen & Buiten	91E0_vn	73	0.132914068187722	0.0842610456641809	0.181567090711263
Vlaanderen	Versie 3	Habitatsubtype	91E0	Binnen & Buiten	91E0_vo	30	0.148559074371617	0.0890287279966493	0.208089420746584
Vlaanderen	Versie 3	Habitattype	91E0	Binnen & Buiten	91E0_vc; 91E0_vm; 91E0_vn; 91E0_va; 91E0_sf; 91E0_vo	354	0.138212876564952	0.114522196617613	0.16190355651229
Vlaanderen	Versie 3	SBZH	91E0	Binnen	91E0_vc; 91E0_va; 91E0_vm; 91E0_sf; 91E0_vo; 91E0_vn	210	0.223037267997482	0.190649592544698	0.255424943450265
Vlaanderen	Versie 3	SBZH	91E0	Buiten	91E0_vm; 91E0_vn; 91E0_vc; 91E0_va; 91E0_vo; 91E0_sf	144	0.065802093391347	0.0349038474164588	0.0967003393662352
