id	date	point_code	x	y	in_sac	habitattype	habitatsubtype	lsvi	aggregatiemethode	n_zb_ongunstig	aandeel_gunstig	index_mean_ind	doelbereik_mean_ind
207033_2_9120	14610	vbi_207033_2	50930.6	185648.4	1	9120	9120	ongunstig	RapportageHR	2	70	9e-04	0.7244
207049_2_9120	14610	vbi_207049_2	50860.9	184664.6	1	9120	9120	ongunstig	RapportageHR	1	60	0.1817	0.7738
207057_2_9120	14610	vbi_207057	50846.1	184092.3	1	9120	9120	gunstig	RapportageHR	0	60	0.2547	0.7467
213037_2_9120	14610	vbi_213037	86942.2	195679.9	0	9120	9120	ongunstig	RapportageHR	2	50	0.0698	0.6948
235082_2_9120	14610	vbi_235082	131913.6	182658.6	0	9120	9120	ongunstig	RapportageHR	3	40	-0.0361	0.6139
256110_2_9120	14610	vbi_256110	207942.2	181179.9	0	9120	9120	ongunstig	RapportageHR	1	60	0.228	0.6881
256127_2_9120	14610	vbi_256127	208896	180195.3	0	9120	9120	ongunstig	RapportageHR	2	70	0.1505	0.7327
26148_2_9120	14610	vbi_26148	173915.2	238657.9	0	9120	9120	ongunstig	RapportageHR	1	40	-0.2284	0.5809
293069_2_9120	14610	vbi_293069	86942.3	173679.9	0	9120	9120	ongunstig	RapportageHR	2	30	-0.1701	0.5324
332061_2_9120	14610	vbi_332061	206940.1	174178.8	0	9120	9120	ongunstig	RapportageHR	2	50	0.0253	0.6372
332096_2_9120	14610	vbi_332096	209942.5	172161.5	1	9120	9120	gunstig	RapportageHR	0	80	0.6488	0.8674
347088_2_9120	14610	vbi_347088	249933.2	162677	1	9120	9120	ongunstig	RapportageHR	1	70	0.3164	0.7765
348129_2_9120	14610	vbi_348129	250926.8	159652.3	0	9120	9120	ongunstig	RapportageHR	2	60	0.0641	0.6384
137037_2_9120	14975	vbi_137037	86956.1	205668.2	1	9120	9120	ongunstig	RapportageHR	1	60	0.2445	0.7296
137052_2_9120	14975	vbi_137052	85924.5	204675.6	1	9120	9120	ongunstig	RapportageHR	1	80	0.3883	0.8884
137053_2_9120	14975	vbi_137053	86937.2	204667.4	1	9120	9120	gunstig	RapportageHR	0	80	0.5462	0.8238
137054_2_9120	14975	vbi_137054	87943.3	204677.6	1	9120	9120	ongunstig	RapportageHR	2	50	-0.0343	0.6397
138020_2_9120	14975	vbi_138020	93942	206680	1	9120	9120	gunstig	RapportageHR	0	70	0.323	0.7254
144056_2_9120	14975	vbi_144056	129942.3	214679.7	1	9120	9120	ongunstig	RapportageHR	2	30	-0.252	0.634
148045_2_9120	14975	vbi_148045	126908.9	205129.4	0	9120	9120	ongunstig	RapportageHR	1	60	0.1077	0.6972
161132_2_9120	14975	vbi_161132	165933.7	209681.4	0	9120	9120	ongunstig	RapportageHR	2	40	-0.0458	0.5542
165062_2_9120	14975	vbi_165062	167942.2	204179.8	0	9120	9120	ongunstig	RapportageHR	1	70	0.2223	0.7854
202023_2_9120	14975	vbi_202023	48942.6	196680.1	0	9120	9120	ongunstig	RapportageHR	2	60	5e-04	0.7089
202040_2_9120	14975	vbi_202040	49968.3	195695.3	0	9120	9120	ongunstig	RapportageHR	2	60	0.1043	0.655
206086_2_9120	14975	vbi_206086	47942.2	182679.7	0	9120	9120	ongunstig	RapportageHR	2	70	0.2271	0.7608
213047_2_9120	14975	vbi_213047	88942.1	195179.9	0	9120	9120	ongunstig	RapportageHR	2	60	0.2848	0.6891
241019_2_9120	14975	vbi_241019	164942.2	196679.8	0	9120	9120	ongunstig	RapportageHR	1	80	0.4854	0.8838
245075_2_9120	14975	vbi_245075	164945.4	183181.2	0	9120	9120	ongunstig	RapportageHR	1	60	0.2119	0.793
252044_2_9120	14975	vbi_252044	205942.2	195179.7	0	9120	9120	ongunstig	RapportageHR	3	40	-0.107	0.5514
256091_2_9120	14975	vbi_256091	204984.9	182150	1	9120	9120	ongunstig	RapportageHR	1	60	0.1458	0.6994
282096_2_9120	14975	vbi_282096	49912.6	172160.1	0	9120	9120	ongunstig	RapportageHR	1	50	-0.0336	0.6094
282112_2_9120	14975	vbi_282112	49942.2	171179.9	1	9120	9120	ongunstig	RapportageHR	2	60	0.2862	0.838
282143_2_9120	14975	vbi_282143_2	48992.7	169176	1	9120	9120	ongunstig	RapportageHR	1	80	0.2098	0.8085
282150_2_9120	14975	vbi_282150	47942.2	168679.9	1	9120	9120	ongunstig	RapportageHR	1	60	0.2162	0.6983
282151_2_9120	14975	vbi_282151	48956.5	168707.5	1	9120	9120	ongunstig	RapportageHR	1	60	0.2991	0.8458
321038_2_9120	14975	vbi_321038	167942.2	175679.8	0	9120	9120	gunstig	RapportageHR	0	60	0.0387	0.6368
321049_2_9120	14975	vbi_321049	162942.3	174679.9	1	9120	9120	gunstig	RapportageHR	0	70	0.265	0.7667
321053_2_9120	14975	vbi_321053	166972.2	174681.7	1	9120	9120	gunstig	RapportageHR	0	70	0.3077	0.8522
321055_2_9120	14975	vbi_321055	168924.1	174675.1	1	9120	9120	gunstig	RapportageHR	0	70	0.4284	0.7772
321081_2_9120	14975	vbi_321081	162920	172680.9	1	9120	9120	gunstig	RapportageHR	0	80	0.4833	0.8202
321082_2_9120	14975	vbi_321082	163942.3	172679.9	0	9120	9120	ongunstig	RapportageHR	1	60	0.1253	0.7212
321132_2_9120	14975	vbi_321132	165942	169679.7	1	9120	9120	gunstig	RapportageHR	0	60	0.0865	0.7564
321140_2_9120	14975	vbi_321140	165940.2	169178.7	1	9120	9120	gunstig	RapportageHR	0	70	0.5127	0.8996
321148_2_9120	14975	vbi_321148	165942.2	168679.8	1	9120	9120	ongunstig	RapportageHR	1	70	0.2529	0.7536
321156_2_9120	14975	vbi_321156	165948.2	168191.4	1	9120	9120	ongunstig	RapportageHR	1	50	-0.0406	0.6088
325028_2_9120	14975	vbi_325028	165957.7	166172.1	0	9120	9120	ongunstig	RapportageHR	3	40	-0.0899	0.5601
325101_2_9120	14975	vbi_325101	166900.9	161677	1	9120	9120	ongunstig	RapportageHR	1	80	0.5649	0.9538
332123_2_9120	14975	vbi_332123	204921.3	170163.3	1	9120	9120	ongunstig	RapportageHR	2	50	0.0878	0.7092
332138_2_9120	14975	vbi_332138	203927.9	169183.8	1	9120	9120	ongunstig	RapportageHR	1	70	0.3211	0.7454
85126_2_9120	14975	vbi_85126	167942.1	220179.8	0	9120	9120	ongunstig	RapportageHR	2	40	-0.118	0.559
136040_2_9120	15340	vbi_136040	81942	205679.8	0	9120	9120	ongunstig	RapportageHR	2	60	0.2291	0.6791
136102_2_9120	15340	vbi_136102	79942	201679.8	0	9120	9120	ongunstig	RapportageHR	1	60	0.1032	0.7149
136143_2_9120	15340	vbi_136143	80942.9	199180.4	0	9120	9120	gunstig	RapportageHR	0	70	0.4176	0.8027
137011_2_9120	15340	vbi_137011	84942.1	207179.7	0	9120	9120	ongunstig	RapportageHR	3	40	-0.013	0.6395
137028_2_9120	15340	vbi_137028	85947.7	206174.7	1	9120	9120	ongunstig	RapportageHR	1	70	0.2394	0.8221
137035_2_9120	15340	vbi_137035	84927.1	205679.3	1	9120	9120	ongunstig	RapportageHR	1	50	-0.1275	0.5929
137060_2_9120	15340	vbi_137060	85946.2	204180.2	1	9120	9120	gunstig	RapportageHR	0	70	0.2558	0.7222
154072_2_9120	15340	vbi_154072_2	161941.9	213680	0	9120	9120	ongunstig	RapportageHR	1	60	0.0997	0.684
154101_2_9120	15340	vbi_154101	158942.3	211679.8	0	9120	9120	ongunstig	RapportageHR	1	70	0.1412	0.7173
161082_2_9120	15340	vbi_161082	163946.6	212683.1	0	9120	9120	ongunstig	RapportageHR	1	70	0.3891	0.8129
182157_2_9120	15340	vbi_182157	238942.2	208179.9	1	9120	9120	ongunstig	RapportageHR	3	50	0.1456	0.7477
186157_2_9120	15340	vbi_186157	238939.4	198182.3	0	9120	9120	ongunstig	RapportageHR	1	60	0.0465	0.6943
187058_2_9120	15340	vbi_187058	243906	204198.9	0	9120	9120	ongunstig	RapportageHR	2	70	0.182	0.7693
206047_2_9120	15340	vbi_206047	48936.4	185193.8	0	9120	9120	ongunstig	RapportageHR	2	50	0.065	0.6993
212006_2_9120	15340	vbi_212006	79933.3	197708.2	0	9120	9120	ongunstig	RapportageHR	1	60	0.0996	0.6521
213033_2_9120	15340	vbi_213033	82942.9	195688.8	0	9120	9120	ongunstig	RapportageHR	1	60	0.214	0.7083
213076_2_9120	15340	vbi_213076_2	85934.7	193198.5	0	9120	9120	ongunstig	RapportageHR	2	70	0.2851	0.7921
234013_2_9120	15340	vbi_234013	158967.5	197131	0	9120	9120	ongunstig	RapportageHR	3	50	-0.0933	0.6015
234112_2_9120	15340	vbi_234112	161942.3	191179.9	0	9120	9120	ongunstig	RapportageHR	3	30	-0.2197	0.5803
238046_2_9120	15340	vbi_238046	159969.6	185181.5	0	9120	9120	gunstig	RapportageHR	0	80	0.3799	0.8886
238047_2_9120	15340	vbi_238047	160942.1	185179.9	0	9120	9120	gunstig	RapportageHR	0	80	0.2881	0.8018
238055_2_9120	15340	vbi_238055	160935.9	184701.9	0	9120	9120	ongunstig	RapportageHR	2	50	0.0555	0.6867
255063_2_9120	15340	vbi_255063	200942.1	184179.8	1	9120	9120	ongunstig	RapportageHR	2	50	-0.0534	0.597
266133_2_9120	15340	vbi_266133	238942.1	179679.8	1	9120	9120	ongunstig	RapportageHR	1	60	0.0736	0.6882
314072_2_9120	15340	vbi_314072	161942.2	173679.7	0	9120	9120	ongunstig	RapportageHR	1	60	0.2909	0.7081
314079_2_9120	15340	vbi_314079	160942.4	173179.9	0	9120	9120	ongunstig	RapportageHR	2	50	0.1609	0.7407
314080_2_9120	15340	vbi_314080	161942	173179.7	0	9120	9120	ongunstig	RapportageHR	1	60	0.1281	0.6804
314151_2_9120	15340	vbi_314151	160942.3	168679.9	0	9120	9120	ongunstig	RapportageHR	1	60	0.2804	0.7304
314152_2_9120	15340	vbi_314152	161928.5	168678.3	0	9120	9120	gunstig	RapportageHR	0	80	0.6367	0.8527
314159_2_9120	15340	vbi_314159_2	160942.2	168179.7	0	9120	9120	ongunstig	RapportageHR	1	80	0.4255	0.8248
318015_2_9120	15340	vbi_318015	160942.2	167179.8	1	9120	9120	gunstig	RapportageHR	0	70	0.4912	0.899
318022_2_9120	15340	vbi_318022	159959.2	166692.6	1	9120	9120	ongunstig	RapportageHR	1	60	0.3501	0.7912
318029_2_9120	15340	vbi_318029	158942.1	166179.6	1	9120	9120	gunstig	RapportageHR	0	70	0.3422	0.7636
318030_2_9120	15340	vbi_318030	159942.1	166179.9	1	9120	9120	ongunstig	RapportageHR	1	40	0.0264	0.6264
318038_2_9120	15340	vbi_318038	159942.1	165679.8	1	9120	9120	ongunstig	RapportageHR	1	80	0.3933	0.8156
318039_2_9120	15340	vbi_318039	160965.7	165662.1	1	9120	9120	ongunstig	RapportageHR	1	50	-0.0363	0.6535
318077_2_9120	15340	vbi_318077	158942.2	163179.9	0	9120	9120	ongunstig	RapportageHR	3	50	0.128	0.7601
318103_2_9120	15340	vbi_318103	160942.3	161679.9	0	9120	9120	ongunstig	RapportageHR	2	60	0.1185	0.7853
85147_2_9120	15340	vbi_85147	164942.1	218679.7	0	9120	9120	ongunstig	RapportageHR	1	60	0.0356	0.6472
136113_2_9120	15706	vbi_136113_2	74938	200657.6	1	9120	9120	gunstig	RapportageHR	0	60	0.2718	0.7708
136114_2_9120	15706	vbi_136114	75942.4	200680	1	9120	9120	gunstig	RapportageHR	0	80	0.4264	0.8533
136121_2_9120	15706	vbi_136121	74942.3	200179.9	1	9120	9120	ongunstig	RapportageHR	1	60	0.2263	0.7654
154019_2_9120	15706	vbi_154019	156923.7	216680	0	9120	9120	gunstig	RapportageHR	0	60	-0.0149	0.7679
154032_2_9120	15706	vbi_154032	161942.4	216179.6	0	9120	9120	ongunstig	RapportageHR	3	50	0.0331	0.6499
154091_2_9120	15706	vbi_154091	156942.1	212179.6	0	9120	9120	ongunstig	RapportageHR	1	70	0.3314	0.7358
158033_2_9120	15706	vbi_158033	154890	205707.4	0	9120	9120	ongunstig	RapportageHR	2	50	0.0688	0.6548
158103_2_9120	15706	vbi_158103	160909.9	201641.3	1	9120	9120	ongunstig	RapportageHR	2	60	0.1555	0.655
186130_2_9120	15706	vbi_186130	235940.2	199685.6	0	9120	9120	ongunstig	RapportageHR	2	50	0.0307	0.7129
212018_2_9120	15706	vbi_212018	75913.2	196677.7	0	9120	9120	ongunstig	RapportageHR	2	50	0.0093	0.6546
227037_2_9120	15706	vbi_227037	118945.3	185686.6	1	9120	9120	ongunstig	RapportageHR	2	50	0.0433	0.7876
234035_2_9120	15706	vbi_234035	156942.4	195679.8	0	9120	9120	ongunstig	RapportageHR	2	60	0.0962	0.7532
238002_2_9120	15706	vbi_238002	155942.1	187679.7	0	9120	9120	ongunstig	RapportageHR	1	60	0.1674	0.7082
238025_2_9120	15706	vbi_238025	154942.2	186179.6	0	9120	9120	ongunstig	RapportageHR	2	60	0.0959	0.7328
251116_2_9120	15706	vbi_251116	198001.5	190668.8	1	9120	9120	ongunstig	RapportageHR	1	50	0.0286	0.6279
255068_2_9120	15706	vbi_255068	197942.1	183679.9	0	9120	9120	ongunstig	RapportageHR	1	70	0.2772	0.8302
255105_2_9120	15706	vbi_255105	194942	181179.9	0	9120	9120	ongunstig	RapportageHR	2	70	0.3803	0.8199
255123_2_9120	15706	vbi_255123	196929.2	180183.3	0	9120	9120	ongunstig	RapportageHR	1	60	0.0652	0.7209
266112_2_9120	15706	vbi_266112	241948.4	181129.1	1	9120	9120	ongunstig	RapportageHR	1	70	0.4301	0.8356
314092_2_9120	15706	vbi_314092	157942.1	172179.7	0	9120	9120	ongunstig	RapportageHR	1	60	0.0961	0.6499
318004_2_9120	15706	vbi_318004	157942.3	167679.8	0	9120	9120	ongunstig	RapportageHR	1	70	0.418	0.8455
318011_2_9120	15706	vbi_318011	156942.1	167179.8	1	9120	9120	gunstig	RapportageHR	0	80	0.5436	0.8286
318012_2_9120	15706	vbi_318012	157942.2	167179.8	1	9120	9120	gunstig	RapportageHR	0	80	0.5021	0.881
318018_2_9120	15706	vbi_318018	155942.2	166679.8	1	9120	9120	ongunstig	RapportageHR	1	50	0.0958	0.6708
318019_2_9120	15706	vbi_318019	156942	166679.9	1	9120	9120	gunstig	RapportageHR	0	80	0.5924	0.8161
318027_2_9120	15706	vbi_318027	156945.1	166157.8	1	9120	9120	gunstig	RapportageHR	0	80	0.524	0.8
318028_2_9120	15706	vbi_318028	157942.2	166179.8	1	9120	9120	gunstig	RapportageHR	0	70	0.4459	0.7724
318035_2_9120	15706	vbi_318035	156942.2	165679.6	1	9120	9120	gunstig	RapportageHR	0	70	0.3817	0.7667
318036_2_9120	15706	vbi_318036	157942.2	165679.7	1	9120	9120	ongunstig	RapportageHR	1	60	0.3295	0.8262
318044_2_9120	15706	vbi_318044	157942.1	165179.9	1	9120	9120	ongunstig	RapportageHR	1	60	0.2962	0.6962
318081_2_9120	15706	vbi_318081	154942.3	162679.8	1	9120	9120	gunstig	RapportageHR	0	80	0.6299	0.881
318082_2_9120	15706	vbi_318082	155942.2	162679.9	1	9120	9120	gunstig	RapportageHR	0	60	0.3159	0.8775
318090_2_9120	15706	vbi_318090	155942.2	162179.8	1	9120	9120	gunstig	RapportageHR	0	90	0.6555	0.9714
318092_2_9120	15706	vbi_318092	157942.3	162180	0	9120	9120	ongunstig	RapportageHR	1	70	0.2403	0.707
318097_2_9120	15706	vbi_318097	154942.2	161679.8	1	9120	9120	gunstig	RapportageHR	0	70	0.5834	0.8858
318106_2_9120	15706	vbi_318106	155942.2	161179.7	0	9120	9120	ongunstig	RapportageHR	1	50	0.18	0.8294
318114_2_9120	15706	vbi_318114	155942.3	160679.9	1	9120	9120	gunstig	RapportageHR	0	80	0.6328	0.9238
318121_2_9120	15706	vbi_318121	154942.1	160179.8	1	9120	9120	ongunstig	RapportageHR	1	70	0.5164	0.8164
318122_2_9120	15706	vbi_318122	155942.2	160179.9	1	9120	9120	ongunstig	RapportageHR	1	60	0.2691	0.7441
318129_2_9120	15706	vbi_318129	154942.3	159679.8	1	9120	9120	ongunstig	RapportageHR	1	70	0.5125	0.8125
318137_2_9120	15706	vbi_318137	154942.1	159179.8	1	9120	9120	ongunstig	RapportageHR	1	70	0.5277	0.8277
331082_2_9120	15706	vbi_331082	195946.5	172687.1	0	9120	9120	ongunstig	RapportageHR	1	50	0.1106	0.6626
35114_2_9120	15706	vbi_35114	195942.1	240679.9	0	9120	9120	ongunstig	RapportageHR	3	50	0.0255	0.752
74143_2_9120	15706	vbi_74143	160934.8	229178.8	0	9120	9120	ongunstig	RapportageHR	1	60	0.1328	0.7321
78133_2_9120	15706	vbi_78133	158942.2	219679.8	0	9120	9120	ongunstig	RapportageHR	1	60	0.1844	0.692
132097_2_9120	16071	vbi_132097	74952.6	211698.1	0	9120	9120	ongunstig	RapportageHR	2	70	0.2644	0.7988
135102_2_9120	16071	vbi_135102	71942.2	201679.8	0	9120	9120	ongunstig	RapportageHR	2	50	-0.0482	0.5568
147004_2_9120	16071	vbi_147004	117942.3	207679.8	1	9120	9120	ongunstig	RapportageHR	1	80	0.3697	0.8526
147059_2_9120	16071	vbi_147059	116937.7	204177.2	1	9120	9120	ongunstig	RapportageHR	1	70	0.2934	0.8454
147067_2_9120	16071	vbi_147067_2	116942.2	203679.9	1	9120	9120	ongunstig	RapportageHR	2	60	0.1878	0.7816
157054_2_9120	16071	vbi_157054	151942.3	204679.7	0	9120	9120	ongunstig	RapportageHR	1	70	0.1265	0.7406
157063_2_9120	16071	vbi_157063	152942.3	204179.8	0	9120	9120	ongunstig	RapportageHR	3	60	0.2703	0.7659
157084_2_9120	16071	vbi_157084	149916.5	202692.5	0	9120	9120	ongunstig	RapportageHR	2	60	0.1921	0.6971
164011_2_9120	16071	vbi_164011	188936.1	217173.9	1	9120	9120	ongunstig	RapportageHR	3	50	-0.0401	0.6358
168107_2_9120	16071	vbi_168107	188942.1	201179.9	0	9120	9120	ongunstig	RapportageHR	2	50	0.0194	0.6212
185023_2_9120	16071	vbi_185023	232937.1	206677.2	0	9120	9120	ongunstig	RapportageHR	2	20	-0.4461	0.4532
185143_2_9120	16071	vbi_185143	232942.2	199179.8	0	9120	9120	ongunstig	RapportageHR	3	40	-0.0718	0.6032
212002_2_9120	16071	vbi_212002	75920.5	197693.3	0	9120	9120	ongunstig	RapportageHR	1	50	-0.0123	0.6563
226022_2_9120	16071	vbi_226022	111942.2	186679.9	0	9120	9120	ongunstig	RapportageHR	2	60	0.2694	0.7644
237063_2_9120	16071	vbi_237063	152942.2	184179.8	0	9120	9120	gunstig	RapportageHR	0	70	0.1556	0.7952
244053_2_9120	16071	vbi_244053	190942.2	194679.9	0	9120	9120	ongunstig	RapportageHR	1	70	0.2954	0.8259
244137_2_9120	16071	vbi_244137	186942.2	189179.9	1	9120	9120	ongunstig	RapportageHR	3	40	-0.0493	0.6564
248132_2_9120	16071	vbi_248132	189949.9	179680.8	0	9120	9120	ongunstig	RapportageHR	2	40	-0.1904	0.5004
274006_2_9120	16071	vbi_274006	31942.1	177679.7	1	9120	9120	ongunstig	RapportageHR	2	60	0.1994	0.6895
317088_2_9120	16071	vbi_317088	153942.2	162679.8	1	9120	9120	ongunstig	RapportageHR	1	70	0.4102	0.8679
317095_2_9120	16071	vbi_317095	152942.2	162179.9	1	9120	9120	gunstig	RapportageHR	0	70	0.5378	0.8602
317096_2_9120	16071	vbi_317096	153942.4	162179.8	1	9120	9120	ongunstig	RapportageHR	1	40	0.0031	0.6031
317102_2_9120	16071	vbi_317102	151930.8	161680.2	1	9120	9120	ongunstig	RapportageHR	1	50	0.1676	0.6676
317104_2_9120	16071	vbi_317104	153942.3	161679.9	1	9120	9120	gunstig	RapportageHR	0	90	0.678	0.9143
317110_2_9120	16071	vbi_317110	151943.6	161180.4	1	9120	9120	gunstig	RapportageHR	0	70	0.4442	0.7667
317111_2_9120	16071	vbi_317111	152981.1	161179	1	9120	9120	gunstig	RapportageHR	0	80	0.5158	0.8429
317119_2_9120	16071	vbi_317119	152942.1	160679.9	1	9120	9120	ongunstig	RapportageHR	1	80	0.5825	0.8533
317120_2_9120	16071	vbi_317120	153942.2	160679.9	1	9120	9120	ongunstig	RapportageHR	1	60	0.3596	0.7596
317126_2_9120	16071	vbi_317126	151976.6	160169.8	1	9120	9120	gunstig	RapportageHR	0	70	0.3185	0.781
317127_2_9120	16071	vbi_317127	152940.2	160207.4	1	9120	9120	gunstig	RapportageHR	0	70	0.4364	0.7667
317128_2_9120	16071	vbi_317128	153942.1	160179.9	1	9120	9120	gunstig	RapportageHR	0	70	0.3025	0.79
317135_2_9120	16071	vbi_317135	152942.1	159679.9	1	9120	9120	ongunstig	RapportageHR	1	60	0.3536	0.7536
317136_2_9120	16071	vbi_317136	153942.2	159679.9	1	9120	9120	ongunstig	RapportageHR	1	80	0.4674	0.8736
317143_2_9120	16071	vbi_317143	152942.2	159179.8	1	9120	9120	ongunstig	RapportageHR	1	60	0.2947	0.7947
317144_2_9120	16071	vbi_317144	153942.1	159179.7	1	9120	9120	ongunstig	RapportageHR	1	50	0.1673	0.6672
317155_2_9120	16071	vbi_317155	148942.2	158179.8	0	9120	9120	ongunstig	RapportageHR	2	60	0.1514	0.7799
324007_2_9120	16071	vbi_324007	192942.2	177679.6	1	9120	9120	ongunstig	RapportageHR	2	60	0.1869	0.6851
324036_2_9120	16071	vbi_324036	189942.2	175679.9	0	9120	9120	ongunstig	RapportageHR	2	50	0.0231	0.6249
324043_2_9120	16071	vbi_324043	188942.1	175179.8	0	9120	9120	ongunstig	RapportageHR	1	60	0.184	0.7397
324060_2_9120	16071	vbi_324060	189942.2	174179.9	0	9120	9120	ongunstig	RapportageHR	2	40	-0.1199	0.6267
