plot_id	segment_id	vbi_cycle	variable	category	date_dendro
27137	1	1	stand_type	gemengd naaldhout	10227
27137	1	2	stand_age	61 - 80 jaar	17167
27137	1	2	stand_mixture	stamsgewijs	17167
27137	1	2	stand_type	gemengd naaldhout	17167
27138	1	1	stand_age	1 - 20 jaar	10227
27138	1	1	stand_mixture	stamsgewijs	10227
27138	1	1	stand_type	gemengd naaldhout	10227
27138	1	2	stand_age	21 - 40 jaar	17167
27138	1	2	stand_mixture	homogeen	17167
27138	1	2	stand_type	naaldhout	17167
27139	1	1	stand_age	41 - 60 jaar	10227
27139	1	1	stand_mixture	homogeen	10227
27139	1	1	stand_type	naaldhout	10227
27139	1	2	stand_age	41 - 60 jaar	17167
27139	1	2	stand_mixture	stamsgewijs	17167
27139	1	2	stand_type	naaldhout	17167
27140	1	1	stand_age	1 - 20 jaar	10227
27140	1	1	stand_mixture	homogeen	10227
27140	1	1	stand_type	loofhout	10227
27140	1	2	stand_age	21 - 40 jaar	17167
27140	1	2	stand_mixture	homogeen	17167
27140	1	2	stand_type	loofhout	17167
27145	1	1	stand_age	1 - 20 jaar	10227
27145	1	1	stand_mixture	homogeen	10227
27145	1	1	stand_type	naaldhout	10227
27145	1	2	stand_age	21 - 40 jaar	17167
27145	1	2	stand_mixture	homogeen	17167
27145	1	2	stand_type	naaldhout	17167
27148	1	1	stand_age	61 - 80 jaar	10227
27148	1	1	stand_mixture	stamsgewijs	10227
27148	1	1	stand_type	gemengd naaldhout	10227
27148	1	2	stand_age	61 - 80 jaar	17167
27148	1	2	stand_mixture	stamsgewijs	17167
27148	1	2	stand_type	naaldhout	17167
27154	1	1	stand_age	41 - 60 jaar	10227
27154	1	1	stand_mixture	stamsgewijs	10227
27154	1	1	stand_type	gemengd naaldhout	10227
27154	1	2	stand_age	ongelijkjarig	17167
27154	1	2	stand_mixture	stamsgewijs	17167
27154	1	2	stand_type	gemengd naaldhout	17167
27156	1	1	stand_age	81 - 100 jaar	10227
27156	1	1	stand_mixture	stamsgewijs	10227
27156	1	1	stand_type	loofhout	10227
27156	1	2	stand_age	121 - 140 jaar	17167
27156	1	2	stand_mixture	stamsgewijs	17167
27156	1	2	stand_type	loofhout	17167
35106	1	1	stand_age	41 - 60 jaar	10227
35106	1	1	stand_mixture	stamsgewijs	10227
35106	1	1	stand_type	loofhout	10227
35106	1	2	stand_age	41 - 60 jaar	15706
35106	1	2	stand_mixture	homogeen	15706
35106	1	2	stand_type	loofhout	15706
35106	1	3	stand_age	21 - 40 jaar	19723
35106	1	3	stand_mixture	stamsgewijs	19723
35106	1	3	stand_type	loofhout	19723
35114	1	1	stand_age	41 - 60 jaar	10592
35114	1	1	stand_mixture	stamsgewijs	10592
35114	1	1	stand_type	gemengd naaldhout	10592
35114	1	2	stand_age	61 - 80 jaar	15706
35114	1	2	stand_mixture	stamsgewijs	15706
35114	1	2	stand_type	loofhout	15706
35114	1	3	stand_age	81 - 100 jaar	19723
35114	1	3	stand_mixture	stamsgewijs	19723
35114	1	3	stand_type	gemengd loofhout	19723
35124	1	1	stand_age	41 - 60 jaar	10227
35124	1	1	stand_mixture	homogeen	10227
35124	1	1	stand_type	naaldhout	10227
35124	1	2	stand_age	41 - 60 jaar	15706
35124	1	2	stand_mixture	homogeen	15706
35124	1	2	stand_type	naaldhout	15706
35124	1	3	stand_age	41 - 60 jaar	19723
35124	1	3	stand_mixture	homogeen	19723
35124	1	3	stand_type	naaldhout	19723
35129	1	1	stand_age	21 - 40 jaar	9862
35129	1	1	stand_mixture	homogeen	9862
35129	1	1	stand_type	naaldhout	9862
35129	1	2	stand_age	61 - 80 jaar	15706
35129	1	2	stand_mixture	homogeen	15706
35129	1	2	stand_type	naaldhout	15706
35129	1	3	stand_age	61 - 80 jaar	19723
35129	1	3	stand_mixture	stamsgewijs	19723
35129	1	3	stand_type	gemengd naaldhout	19723
35132	1	1	stand_age	1 - 20 jaar	9862
35132	1	1	stand_mixture	Niet bepaald	9862
35132	1	1	stand_type	naaldhout	9862
35132	1	2	stand_age	21 - 40 jaar	15706
35132	1	2	stand_mixture	stamsgewijs	15706
35132	1	2	stand_type	naaldhout	15706
35132	1	3	stand_age	21 - 40 jaar	19723
35132	1	3	stand_mixture	homogeen	19723
35132	1	3	stand_type	naaldhout	19723
35140	1	1	stand_age	21 - 40 jaar	9862
35140	1	1	stand_mixture	homogeen	9862
35140	1	1	stand_type	naaldhout	9862
35140	1	2	stand_age	41 - 60 jaar	15706
35140	1	2	stand_mixture	homogeen	15706
35140	1	2	stand_type	naaldhout	15706
35140	1	3	stand_age	21 - 40 jaar	19723
35140	1	3	stand_mixture	homogeen	19723
35140	1	3	stand_type	naaldhout	19723
35145	1	1	stand_age	21 - 40 jaar	9862
35145	1	1	stand_mixture	homogeen	9862
35145	1	1	stand_type	naaldhout	9862
35145	1	2	stand_age	41 - 60 jaar	15706
35145	1	2	stand_mixture	homogeen	15706
35145	1	2	stand_type	naaldhout	15706
35145	1	3	stand_age	21 - 40 jaar	19723
35145	1	3	stand_mixture	homogeen	19723
35145	1	3	stand_type	naaldhout	19723
35148	1	1	stand_age	21 - 40 jaar	9862
35148	1	1	stand_mixture	homogeen	9862
35148	1	1	stand_type	naaldhout	9862
35148	1	2	stand_age	61 - 80 jaar	15706
35148	1	2	stand_mixture	homogeen	15706
35148	1	2	stand_type	naaldhout	15706
35148	1	3	stand_age	61 - 80 jaar	19723
35148	1	3	stand_mixture	stamsgewijs	19723
35148	1	3	stand_type	gemengd naaldhout	19723
35149	1	2	stand_age	61 - 80 jaar	15706
35149	1	2	stand_mixture	homogeen	15706
35149	1	2	stand_type	loofhout	15706
35149	1	3	stand_age	ongelijkjarig	19358
35149	1	3	stand_mixture	homogeen	19358
35149	1	3	stand_type	loofhout	19358
35149	2	3	stand_age	ongelijkjarig	19358
35149	2	3	stand_mixture	stamsgewijs	19358
35149	2	3	stand_type	loofhout	19358
35157	1	1	stand_age	41 - 60 jaar	9862
35157	1	1	stand_mixture	homogeen	9862
35157	1	1	stand_type	loofhout	9862
35157	1	2	stand_age	61 - 80 jaar	15706
35157	1	2	stand_mixture	homogeen	15706
35157	1	2	stand_type	loofhout	15706
35157	1	3	stand_age	61 - 80 jaar	19358
35157	1	3	stand_mixture	homogeen	19358
35157	1	3	stand_type	loofhout	19358
47128	1	1	stand_age	21 - 40 jaar	10227
47128	1	1	stand_mixture	homogeen	10227
47128	1	1	stand_type	naaldhout	10227
47136	1	1	stand_age	21 - 40 jaar	10592
47136	1	1	stand_mixture	homogeen	10592
47136	1	1	stand_type	naaldhout	10592
48063	1	2	stand_age	21 - 40 jaar	17532
48063	1	2	stand_mixture	stamsgewijs	17532
48063	1	2	stand_type	loofhout	17532
48064	1	2	stand_age	1 - 20 jaar	17532
48064	1	2	stand_mixture	homogeen	17532
48064	1	2	stand_type	loofhout	17532
48072	1	2	stand_age	1 - 20 jaar	17167
48072	1	2	stand_mixture	groepsgewijs	17167
48072	1	2	stand_type	loofhout	17167
48113	1	1	stand_age	21 - 40 jaar	10227
48113	1	1	stand_mixture	homogeen	10227
48113	1	1	stand_type	naaldhout	10227
48113	1	2	stand_age	41 - 60 jaar	17167
48113	1	2	stand_mixture	homogeen	17167
48113	1	2	stand_type	naaldhout	17167
55099	1	1	stand_age	NA	NA
55099	1	1	stand_mixture	NA	NA
55099	1	1	stand_type	NA	NA
55115	1	1	stand_age	21 - 40 jaar	10227
55115	1	1	stand_mixture	stamsgewijs	10227
55115	1	1	stand_type	loofhout	10227
55115	1	2	stand_age	61 - 80 jaar	16436
55115	1	2	stand_mixture	homogeen	16436
55115	1	2	stand_type	loofhout	16436
56018	1	2	stand_age	41 - 60 jaar	16071
56018	1	2	stand_mixture	stamsgewijs	16071
56018	1	2	stand_type	gemengd loofhout	16071
56019	1	1	stand_age	ongelijkjarig	10227
56019	1	1	stand_mixture	stamsgewijs	10227
56019	1	1	stand_type	loofhout	10227
56019	1	3	stand_age	ongelijkjarig	19358
56019	1	3	stand_mixture	stamsgewijs	19358
56019	1	3	stand_type	loofhout	19358
56020	1	1	stand_age	NA	NA
56020	1	1	stand_mixture	NA	NA
56020	1	1	stand_type	NA	NA
56020	1	3	stand_age	61 - 80 jaar	19358
56020	1	3	stand_mixture	homogeen	19358
56020	1	3	stand_type	loofhout	19358
56137	1	3	stand_age	1 - 20 jaar	19358
56137	1	3	stand_mixture	stamsgewijs	19358
56137	1	3	stand_type	loofhout	19358
72144	1	2	stand_age	1 - 20 jaar	17167
72144	1	2	stand_mixture	groepsgewijs	17167
72144	1	2	stand_type	loofhout	17167
73032	1	1	stand_age	61 - 80 jaar	10592
73032	1	1	stand_mixture	homogeen	10592
73032	1	1	stand_type	loofhout	10592
73040	1	2	stand_age	21 - 40 jaar	16071
73040	1	2	stand_mixture	stamsgewijs	16071
73040	1	2	stand_type	gemengd naaldhout	16071
73054	1	2	stand_age	41 - 60 jaar	16071
73054	1	2	stand_mixture	stamsgewijs	16071
73054	1	2	stand_type	gemengd naaldhout	16071
73062	1	1	stand_age	21 - 40 jaar	10592
73062	1	1	stand_mixture	homogeen	10592
73062	1	1	stand_type	naaldhout	10592
73062	1	2	stand_age	21 - 40 jaar	16071
73062	1	2	stand_mixture	stamsgewijs	16071
73062	1	2	stand_type	gemengd naaldhout	16071
73062	3	2	stand_age	21 - 40 jaar	16071
73062	3	2	stand_mixture	homogeen	16071
73062	3	2	stand_type	loofhout	16071
73063	1	1	stand_age	41 - 60 jaar	10227
73063	1	1	stand_mixture	stamsgewijs	10227
73063	1	1	stand_type	naaldhout	10227
73063	1	2	stand_age	41 - 60 jaar	16071
73063	1	2	stand_mixture	homogeen	16071
73063	1	2	stand_type	naaldhout	16071
73064	1	1	stand_age	21 - 40 jaar	10592
73064	1	1	stand_mixture	homogeen	10592
73064	1	1	stand_type	naaldhout	10592
73064	1	2	stand_age	1 - 20 jaar	16071
73064	1	2	stand_mixture	stamsgewijs	16071
73064	1	2	stand_type	naaldhout	16071
73086	1	2	stand_age	41 - 60 jaar	16071
73086	1	2	stand_mixture	stamsgewijs	16071
73086	1	2	stand_type	gemengd naaldhout	16071
73087	1	1	stand_age	41 - 60 jaar	10592
73087	1	1	stand_mixture	homogeen	10592
73087	1	1	stand_type	naaldhout	10592
73120	1	1	stand_age	41 - 60 jaar	10592
73120	1	1	stand_mixture	stamsgewijs	10592
73120	1	1	stand_type	naaldhout	10592
73120	1	2	stand_age	41 - 60 jaar	16071
73120	1	2	stand_mixture	stamsgewijs	16071
73120	1	2	stand_type	naaldhout	16071
73154	1	1	stand_age	41 - 60 jaar	10592
73154	1	1	stand_mixture	homogeen	10592
73154	1	1	stand_type	naaldhout	10592
73154	1	2	stand_age	21 - 40 jaar	16071
73154	1	2	stand_mixture	stamsgewijs	16071
73154	1	2	stand_type	naaldhout	16071
74013	1	1	stand_age	41 - 60 jaar	10592
74013	1	1	stand_mixture	homogeen	10592
74013	1	1	stand_type	gemengd naaldhout	10592
74013	1	2	stand_age	41 - 60 jaar	15706
74013	1	2	stand_mixture	stamsgewijs	15706
74013	1	2	stand_type	gemengd naaldhout	15706
74013	1	3	stand_age	ongelijkjarig	19358
74013	1	3	stand_mixture	stamsgewijs	19358
74013	1	3	stand_type	gemengd naaldhout	19358
74017	1	1	stand_age	41 - 60 jaar	10592
74017	1	1	stand_mixture	stamsgewijs	10592
74017	1	1	stand_type	gemengd naaldhout	10592
74017	1	2	stand_age	41 - 60 jaar	16071
74017	1	2	stand_mixture	stamsgewijs	16071
74017	1	2	stand_type	gemengd naaldhout	16071
74017	1	3	stand_age	81 - 100 jaar	19723
74017	1	3	stand_mixture	groepsgewijs	19723
74017	1	3	stand_type	naaldhout	19723
74018	1	1	stand_age	41 - 60 jaar	10592
74018	1	1	stand_mixture	homogeen	10592
74018	1	1	stand_type	naaldhout	10592
74018	1	2	stand_age	21 - 40 jaar	16071
74018	1	2	stand_mixture	stamsgewijs	16071
74018	1	2	stand_type	gemengd naaldhout	16071
74018	1	3	stand_age	ongelijkjarig	19723
74018	1	3	stand_mixture	stamsgewijs	19723
74018	1	3	stand_type	naaldhout	19723
74019	1	1	stand_age	21 - 40 jaar	10592
74019	1	1	stand_mixture	homogeen	10592
74019	1	1	stand_type	naaldhout	10592
74019	1	2	stand_age	41 - 60 jaar	16071
74019	1	2	stand_mixture	stamsgewijs	16071
74019	1	2	stand_type	naaldhout	16071
74019	1	3	stand_age	ongelijkjarig	19723
74019	1	3	stand_mixture	stamsgewijs	19723
74019	1	3	stand_type	naaldhout	19723
74025	1	1	stand_age	41 - 60 jaar	10592
74025	1	1	stand_mixture	homogeen	10592
74025	1	1	stand_type	naaldhout	10592
74025	1	3	stand_age	NA	19358
74025	1	3	stand_mixture	NA	19358
74025	1	3	stand_type	NA	19358
74026	1	1	stand_age	41 - 60 jaar	10592
74026	1	1	stand_mixture	homogeen	10592
74026	1	1	stand_type	naaldhout	10592
74026	1	2	stand_age	21 - 40 jaar	16071
74026	1	2	stand_mixture	stamsgewijs	16071
74026	1	2	stand_type	naaldhout	16071
74026	1	3	stand_age	ongelijkjarig	19723
74026	1	3	stand_mixture	stamsgewijs	19723
74026	1	3	stand_type	naaldhout	19723
74034	1	1	stand_age	1 - 20 jaar	10592
74034	1	1	stand_mixture	stamsgewijs	10592
74034	1	1	stand_type	gemengd loofhout	10592
74034	1	2	stand_age	21 - 40 jaar	16071
74034	1	2	stand_mixture	stamsgewijs	16071
74034	1	2	stand_type	gemengd naaldhout	16071
74034	1	3	stand_age	ongelijkjarig	19723
74034	1	3	stand_mixture	stamsgewijs	19723
74034	1	3	stand_type	naaldhout	19723
74041	1	1	stand_age	21 - 40 jaar	10592
74041	1	1	stand_mixture	homogeen	10592
74041	1	1	stand_type	naaldhout	10592
74041	1	2	stand_age	61 - 80 jaar	16071
74041	1	2	stand_mixture	stamsgewijs	16071
74041	1	2	stand_type	gemengd naaldhout	16071
74041	1	3	stand_age	81 - 100 jaar	19358
74041	1	3	stand_mixture	stamsgewijs	19358
74041	1	3	stand_type	gemengd naaldhout	19358
74049	1	1	stand_age	21 - 40 jaar	10592
74049	1	1	stand_mixture	homogeen	10592
74049	1	1	stand_type	loofhout	10592
74049	1	2	stand_age	21 - 40 jaar	16071
74049	1	2	stand_mixture	homogeen	16071
74049	1	2	stand_type	loofhout	16071
74049	1	3	stand_age	NA	19358
74049	1	3	stand_mixture	stamsgewijs	19358
74049	1	3	stand_type	loofhout	19358
74049	3	2	stand_age	41 - 60 jaar	16071
74049	3	2	stand_mixture	stamsgewijs	16071
74049	3	2	stand_type	gemengd loofhout	16071
74050	1	1	stand_age	21 - 40 jaar	10592
74050	1	1	stand_mixture	stamsgewijs	10592
74050	1	1	stand_type	loofhout	10592
74050	1	2	stand_age	41 - 60 jaar	16071
74050	1	2	stand_mixture	stamsgewijs	16071
74050	1	2	stand_type	loofhout	16071
74050	1	3	stand_age	ongelijkjarig	19723
74050	1	3	stand_mixture	stamsgewijs	19723
74050	1	3	stand_type	loofhout	19723
74057	1	1	stand_age	21 - 40 jaar	10592
74057	1	1	stand_mixture	homogeen	10592
74057	1	1	stand_type	naaldhout	10592
74057	1	2	stand_age	21 - 40 jaar	16071
74057	1	2	stand_mixture	homogeen	16071
74057	1	2	stand_type	naaldhout	16071
74057	1	3	stand_age	NA	19723
74057	1	3	stand_mixture	NA	19723
74057	1	3	stand_type	NA	19723
74058	1	1	stand_age	21 - 40 jaar	10592
74058	1	1	stand_mixture	stamsgewijs	10592
74058	1	1	stand_type	gemengd naaldhout	10592
74058	1	3	stand_age	NA	19358
74058	1	3	stand_mixture	NA	19358
74058	1	3	stand_type	NA	19358
74065	1	1	stand_age	61 - 80 jaar	10592
74065	1	1	stand_mixture	homogeen	10592
74065	1	1	stand_type	naaldhout	10592
74065	1	2	stand_age	61 - 80 jaar	16071
74065	1	2	stand_mixture	stamsgewijs	16071
74065	1	2	stand_type	gemengd naaldhout	16071
74065	1	3	stand_age	NA	19723
74065	1	3	stand_mixture	NA	19723
74065	1	3	stand_type	NA	19723
74066	1	1	stand_age	41 - 60 jaar	10592
74066	1	1	stand_mixture	homogeen	10592
74066	1	1	stand_type	naaldhout	10592
74066	1	2	stand_age	41 - 60 jaar	16071
74066	1	2	stand_mixture	stamsgewijs	16071
74066	1	2	stand_type	gemengd naaldhout	16071
74066	1	3	stand_age	ongelijkjarig	19723
74066	1	3	stand_mixture	stamsgewijs	19723
74066	1	3	stand_type	naaldhout	19723
74067	1	1	stand_age	21 - 40 jaar	10592
74067	1	1	stand_mixture	stamsgewijs	10592
74067	1	1	stand_type	loofhout	10592
74067	1	2	stand_age	21 - 40 jaar	16071
74067	1	2	stand_mixture	stamsgewijs	16071
74067	1	2	stand_type	loofhout	16071
74067	1	3	stand_age	ongelijkjarig	19723
74067	1	3	stand_mixture	stamsgewijs	19723
74067	1	3	stand_type	loofhout	19723
74072	1	2	stand_age	41 - 60 jaar	15706
74072	1	2	stand_mixture	stamsgewijs	15706
74072	1	2	stand_type	loofhout	15706
74072	1	3	stand_age	ongelijkjarig	19358
74072	1	3	stand_mixture	stamsgewijs	19358
74072	1	3	stand_type	loofhout	19358
74074	1	1	stand_age	41 - 60 jaar	10592
74074	1	1	stand_mixture	homogeen	10592
74074	1	1	stand_type	naaldhout	10592
74074	1	2	stand_age	21 - 40 jaar	16071
74074	1	2	stand_mixture	homogeen	16071
74074	1	2	stand_type	naaldhout	16071
74074	1	3	stand_age	ongelijkjarig	19723
74074	1	3	stand_mixture	homogeen	19723
74074	1	3	stand_type	naaldhout	19723
74082	1	1	stand_age	21 - 40 jaar	10592
74082	1	1	stand_mixture	stamsgewijs	10592
74082	1	1	stand_type	gemengd naaldhout	10592
74082	1	2	stand_age	21 - 40 jaar	16071
74082	1	2	stand_mixture	stamsgewijs	16071
74082	1	2	stand_type	gemengd loofhout	16071
74082	1	3	stand_age	ongelijkjarig	19723
74082	1	3	stand_mixture	stamsgewijs	19723
74082	1	3	stand_type	gemengd naaldhout	19723
74082	2	2	stand_age	NA	16071
74082	2	2	stand_mixture	NA	16071
74082	2	2	stand_type	NA	16071
74087	1	1	stand_age	21 - 40 jaar	10592
74087	1	1	stand_mixture	homogeen	10592
74087	1	1	stand_type	naaldhout	10592
74087	1	2	stand_age	21 - 40 jaar	15706
74087	1	2	stand_mixture	homogeen	15706
74087	1	2	stand_type	naaldhout	15706
74087	1	3	stand_age	81 - 100 jaar	19358
74087	1	3	stand_mixture	homogeen	19358
74087	1	3	stand_type	naaldhout	19358
74088	1	1	stand_age	1 - 20 jaar	10592
74088	1	1	stand_mixture	homogeen	10592
74088	1	1	stand_type	naaldhout	10592
74088	1	2	stand_age	21 - 40 jaar	15706
74088	1	2	stand_mixture	homogeen	15706
74088	1	2	stand_type	naaldhout	15706
74088	1	3	stand_age	41 - 60 jaar	19358
74088	1	3	stand_mixture	homogeen	19358
74088	1	3	stand_type	naaldhout	19358
74090	1	2	stand_age	101 - 120 jaar	16071
74090	1	2	stand_mixture	stamsgewijs	16071
74090	1	2	stand_type	gemengd naaldhout	16071
74090	1	3	stand_age	ongelijkjarig	19723
74090	1	3	stand_mixture	stamsgewijs	19723
74090	1	3	stand_type	gemengd naaldhout	19723
74128	1	2	stand_age	1 - 20 jaar	15706
74128	1	2	stand_mixture	homogeen	15706
74128	1	2	stand_type	loofhout	15706
74128	1	3	stand_age	61 - 80 jaar	19358
74128	1	3	stand_mixture	stamsgewijs	19358
74128	1	3	stand_type	gemengd naaldhout	19358
74128	2	2	stand_age	21 - 40 jaar	15706
74128	2	2	stand_mixture	stamsgewijs	15706
74128	2	2	stand_type	naaldhout	15706
74129	1	1	stand_age	41 - 60 jaar	10227
74129	1	1	stand_mixture	homogeen	10227
74129	1	1	stand_type	naaldhout	10227
74129	1	2	stand_age	41 - 60 jaar	16071
74129	1	2	stand_mixture	homogeen	16071
74129	1	2	stand_type	naaldhout	16071
74129	1	3	stand_age	61 - 80 jaar	19723
74129	1	3	stand_mixture	homogeen	19723
74129	1	3	stand_type	naaldhout	19723
74130	1	1	stand_age	41 - 60 jaar	10592
74130	1	1	stand_mixture	homogeen	10592
74130	1	1	stand_type	naaldhout	10592
74130	1	2	stand_age	81 - 100 jaar	16071
74130	1	2	stand_mixture	stamsgewijs	16071
74130	1	2	stand_type	gemengd loofhout	16071
74130	1	3	stand_age	ongelijkjarig	19723
74130	1	3	stand_mixture	stamsgewijs	19723
74130	1	3	stand_type	naaldhout	19723
74130	2	3	stand_age	ongelijkjarig	19723
74130	2	3	stand_mixture	stamsgewijs	19723
74130	2	3	stand_type	naaldhout	19723
74135	1	1	stand_age	21 - 40 jaar	10592
74135	1	1	stand_mixture	homogeen	10592
74135	1	1	stand_type	naaldhout	10592
74135	1	2	stand_age	21 - 40 jaar	15706
74135	1	2	stand_mixture	homogeen	15706
74135	1	2	stand_type	naaldhout	15706
74135	1	3	stand_age	61 - 80 jaar	19358
74135	1	3	stand_mixture	homogeen	19358
74135	1	3	stand_type	naaldhout	19358
74137	1	1	stand_age	41 - 60 jaar	10227
74137	1	1	stand_mixture	homogeen	10227
74137	1	1	stand_type	naaldhout	10227
74137	1	2	stand_age	41 - 60 jaar	16071
74137	1	2	stand_mixture	homogeen	16071
74137	1	2	stand_type	naaldhout	16071
74137	1	3	stand_age	61 - 80 jaar	19723
74137	1	3	stand_mixture	homogeen	19723
74137	1	3	stand_type	naaldhout	19723
74138	1	1	stand_age	NA	NA
74138	1	1	stand_mixture	NA	NA
74138	1	1	stand_type	NA	NA
74138	1	3	stand_age	niet van toepassing	19723
74138	1	3	stand_mixture	niet van toepassing	19723
74138	1	3	stand_type	kapvlakte	19723
74138	2	3	stand_age	ongelijkjarig	19723
74138	2	3	stand_mixture	homogeen	19723
74138	2	3	stand_type	naaldhout	19723
74143	1	1	stand_age	61 - 80 jaar	10592
74143	1	1	stand_mixture	stamsgewijs	10592
74143	1	1	stand_type	loofhout	10592
74143	1	2	stand_age	81 - 100 jaar	15706
74143	1	2	stand_mixture	stamsgewijs	15706
74143	1	2	stand_type	loofhout	15706
74143	1	3	stand_age	ongelijkjarig	19358
74143	1	3	stand_mixture	stamsgewijs	19358
74143	1	3	stand_type	gemengd loofhout	19358
74145	1	1	stand_age	21 - 40 jaar	10592
74145	1	1	stand_mixture	homogeen	10592
74145	1	1	stand_type	naaldhout	10592
74145	1	2	stand_age	41 - 60 jaar	16071
74145	1	2	stand_mixture	homogeen	16071
74145	1	2	stand_type	naaldhout	16071
74145	1	3	stand_age	61 - 80 jaar	19723
74145	1	3	stand_mixture	homogeen	19723
74145	1	3	stand_type	naaldhout	19723
74146	1	1	stand_age	41 - 60 jaar	10227
74146	1	1	stand_mixture	stamsgewijs	10227
74146	1	1	stand_type	naaldhout	10227
74148	1	3	stand_age	NA	19358
74148	1	3	stand_mixture	NA	19358
74148	1	3	stand_type	NA	19358
74151	1	1	stand_age	niet van toepassing	10592
74151	1	1	stand_mixture	NA	10592
74151	1	1	stand_type	open ruimte binnen bos	10592
74151	1	2	stand_age	NA	NA
74151	1	2	stand_mixture	NA	NA
74151	1	2	stand_type	NA	NA
74156	1	1	stand_age	21 - 40 jaar	10592
74156	1	1	stand_mixture	stamsgewijs	10592
74156	1	1	stand_type	gemengd naaldhout	10592
74156	1	2	stand_age	21 - 40 jaar	16071
74156	1	2	stand_mixture	stamsgewijs	16071
74156	1	2	stand_type	gemengd loofhout	16071
74156	1	3	stand_age	ongelijkjarig	19723
74156	1	3	stand_mixture	stamsgewijs	19723
74156	1	3	stand_type	naaldhout	19723
74157	1	1	stand_age	41 - 60 jaar	10592
74157	1	1	stand_mixture	homogeen	10592
74157	1	1	stand_type	naaldhout	10592
74157	1	2	stand_age	41 - 60 jaar	15706
74157	1	2	stand_mixture	stamsgewijs	15706
74157	1	2	stand_type	naaldhout	15706
74157	1	3	stand_age	ongelijkjarig	19358
74157	1	3	stand_mixture	stamsgewijs	19358
74157	1	3	stand_type	naaldhout	19358
75149	1	1	stand_age	1 - 20 jaar	10592
75149	1	1	stand_mixture	stamsgewijs	10592
75149	1	1	stand_type	gemengd naaldhout	10592
