plot_id	periode	date_dendro	type	source	note_manual_check	phab
161134	3	2021	9120	assessment_vbi/habitatmap2023	NA	40
162006	2	2018	9160	manual_check/habitatmap2023	vegopname	NA
162019	3	2020	9120	manual_check/habitatmap2023	9120vs9190	NA
162027	2	2010	9120	habitatmap2023	NA	100
162032	2	2018	9120	habitatmap2023	NA	100
162035	3	2019	9120	assessment_vbi/habitatmap2023	NA	100
162038	2	2018	91E0_va	manual_check/habitatmap2023	vegopname	NA
162042	3	2019	9190	manual_check/habitatmap2023	vegopname en/of bosleeftijd	NA
162043	3	2019	9120	assessment_vbi/habitatmap2023	NA	100
162051	3	2019	91E0_va	manual_check/habitatmap2023	vegopname	NA
162054	2	2018	9190	habitatmap2023	NA	70
162062	2	2018	91E0_vm	manual_check/habitatmap2023	vegopname	NA
162066	3	2019	9120	manual_check	vegopname en/of bosleeftijd	NA
162078	2	2018	9190	habitatmap2023	NA	100
162085	2	2018	91E0_vm	manual_check/habitatmap2023	ghvs91E0_vn	NA
162090	3	2019	9120	manual_check/habitatmap2023	vegopname	NA
162093	2	2018	9120	assessment_vbi/habitatmap2023	NA	100
162098	3	2019	9160	assessment_vbi/habitatmap2023	NA	60
162100	3	2019	9120	manual_check/habitatmap2023	vegopname	NA
162101	2	2018	9120	habitatmap2023	NA	100
162126	2	2018	9120	manual_check	vegopname en/of bosleeftijd	NA
162129	3	2019	9120	manual_check/habitatmap2023	vegopname	NA
163003	2	2017	91E0_vm	habitatmap2023	NA	100
163006	2	2016	91E0_va	habitatmap2023	NA	30
163006	2	2016	91E0_vn	habitatmap2023	NA	70
163021	2	2015	91E0_va	habitatmap2023	NA	70
163021	2	2015	91E0_vn	habitatmap2023	NA	30
163094	2	2015	9190	habitatmap2023	NA	100
163136	2	2015	91E0_vm	habitatmap2023	NA	90
163136	2	2015	91E0_vo	habitatmap2023	NA	10
163147	2	2016	9120	habitatmap2023	NA	70
163147	2	2016	9190	habitatmap2023	NA	30
164011	2	2014	9120	habitatmap2023	NA	25
164124	2	2015	91E0_vm	habitatmap2023	NA	100
164126	2	2014	9190	habitatmap2023	NA	80
165046	3	2021	9190	assessment_vbi/habitatmap2023	NA	100
165062	3	2021	9120	manual_check/assessment_vbi	fout habkaart, polygoongrens	NA
165087	3	2021	9120	habitatmap2023	NA	100
166005	2	2018	9190	habitatmap2023	NA	100
166032	2	2018	91E0_vo	assessment_vbi/habitatmap2023	NA	20
166050	3	2019	9190	manual_check/assessment_vbi	twijfel	NA
166092	3	2019	9190	assessment_vbi/habitatmap2023	NA	100
166156	3	2019	9120	manual_check/habitatmap2023	vegopname	NA
167001	2	2016	9120	habitatmap2023	NA	100
167132	2	2016	9120	habitatmap2023	NA	100
167133	2	2015	9120	habitatmap2023	NA	60
167133	2	2015	91E0	habitatmap2023	NA	20
167136	2	2015	9120	habitatmap2023	NA	100
168107	2	2014	9120	habitatmap2023	NA	70
168107	2	2014	91E0_va	habitatmap2023	NA	30
168147	2	2014	9190	habitatmap2023	NA	70
168147	2	2014	91E0_vm	habitatmap2023	NA	30
171073	2	2013	91E0_vn	habitatmap2023	NA	100
172012	3	2021	9190	manual_check/assessment_vbi	naaldhout	NA
172052	3	2021	91E0_vm	assessment_vbi/habitatmap2023	NA	50
172099	3	2021	9120	habitatmap2023	NA	20
172099	3	2021	91E0_vm	habitatmap2023	NA	30
172099	3	2021	91E0_vo	habitatmap2023	NA	50
172100	3	2021	91E0_vm	assessment_vbi/habitatmap2023	NA	70
172146	3	2021	91E0_vn	manual_check/habitatmap2023	vegopname en/of bosleeftijd	NA
173155	3	2020	91E0_vo	assessment_vbi/habitatmap2023	NA	100
174001	2	2016	91E0_vn	habitatmap2023	NA	20
174012	2	2016	9190	habitatmap2023	NA	70
174048	2	2015	91E0_vn	habitatmap2023	NA	70
174122	2	2016	91E0	habitatmap2023	NA	70
175007	2	2012	91E0_vn	habitatmap2023	NA	100
175008	2	2012	91E0_vn	habitatmap2023	NA	100
175066	2	2013	91E0_vm	habitatmap2023	NA	30
175068	2	2013	9190	habitatmap2023	NA	10
175130	2	2013	9190	habitatmap2023	NA	100
175130	3	2023	9190	assessment_vbi/habitatmap2023	NA	100
175146	2	2013	91E0_vm	habitatmap2023	NA	100
175154	2	2013	91E0_va	habitatmap2023	NA	20
175154	2	2013	91E0_vn	habitatmap2023	NA	20
176058	3	2021	91E0_vm	assessment_vbi/habitatmap2023	NA	100
176060	3	2021	91E0_vm	assessment_vbi/habitatmap2023	NA	30
176117	3	NA	9190	habitatmap2023	NA	10
176159	3	2021	91E0_vm	assessment_vbi/habitatmap2023	NA	100
177119	2	2017	9190	habitatmap2023	NA	100
177120	2	2017	9190	habitatmap2023	NA	100
177124	3	2019	9120	manual_check/habitatmap2023	vegopname en/of bosleeftijd	NA
178012	2	2016	9190	habitatmap2023	NA	100
178042	2	2016	9190	habitatmap2023	NA	100
178147	2	2017	9190	habitatmap2023	NA	30
181003	2	2014	91E0_vo	habitatmap2023	NA	100
181035	2	2014	91E0_vn	habitatmap2023	NA	100
181060	2	2014	91E0_vn	habitatmap2023	NA	70
181060	2	2014	91E0_vo	habitatmap2023	NA	30
181085	2	2014	91E0_vn	habitatmap2023	NA	100
181155	2	2014	9190	habitatmap2023	NA	100
182143	2	2012	91E0_vm	habitatmap2023	NA	30
182151	2	2012	9190	habitatmap2023	NA	100
182152	2	2012	91E0_vm	habitatmap2023	NA	100
182152	3	2022	91E0_vm	assessment_vbi/habitatmap2023	NA	100
182157	2	2012	9120	habitatmap2023	NA	100
182158	2	2012	9120	habitatmap2023	NA	30
182158	2	2012	9190	habitatmap2023	NA	70
182158	3	2022	9190	assessment_vbi/habitatmap2023	NA	70
182160	2	2012	91E0_vm	habitatmap2023	NA	100
182160	3	2022	91E0_vm	assessment_vbi/habitatmap2023	NA	100
183153	3	2021	91E0_vm	assessment_vbi/habitatmap2023	NA	100
185023	2	2014	9120	habitatmap2023	NA	100
185047	2	2014	91E0_vc	habitatmap2023	NA	10
185047	2	2014	91E0_vm	habitatmap2023	NA	60
185143	2	2014	9120	habitatmap2023	NA	100
186107	2	2013	91E0_vm	habitatmap2023	NA	100
186108	2	2013	91E0_vc	habitatmap2023	NA	10
186108	2	2013	91E0_vm	habitatmap2023	NA	90
186113	2	2013	91E0	habitatmap2023	NA	30
186130	2	2013	9120	habitatmap2023	NA	100
186157	2	2012	9120_qb	habitatmap2023	NA	30
187001	3	2021	91E0_vm	assessment_vbi/habitatmap2023	NA	80
187009	3	2021	9190	assessment_vbi/habitatmap2023	NA	100
187058	3	2021	9120	manual_check/habitatmap2023	vegopname	NA
187082	3	2021	91E0	manual_check	vegopname	NA
187124	3	2021	9190	manual_check/assessment_vbi	vegopname	NA
202023	3	2020	9120	assessment_vbi/habitatmap2023	NA	100
202040	2	2011	9120	habitatmap2023	NA	100
203009	3	2020	9120	habitatmap2023	NA	100
203018	3	2020	9120	manual_check/habitatmap2023	vegopname	NA
203031	2	2016	9120	habitatmap2023	NA	70
203031	2	2016	9160	habitatmap2023	NA	30
203039	2	2016	9120	habitatmap2023	NA	85
203039	2	2016	9160	habitatmap2023	NA	15
204022	2	2018	9120	assessment_vbi/habitatmap2023	NA	70
206047	3	2021	9120	assessment_vbi/habitatmap2023	NA	100
206086	3	2021	9120	manual_check/habitatmap2023	vegopname	NA
207011	3	NA	9160	habitatmap2023	NA	70
207011	3	NA	91E0_va	habitatmap2023	NA	30
207033	3	2020	9120	manual_check/habitatmap2023	vegopname	NA
207049	3	2020	9120	manual_check/habitatmap2023	vegopname	NA
207057	3	2020	9120	assessment_vbi/habitatmap2023	NA	100
211004	2	2015	9120	habitatmap2023	NA	100
211096	2	2014	9120	habitatmap2023	NA	100
211115	2	2015	91E0_va	habitatmap2023	NA	100
211115	2	2015	91E0_vc	habitatmap2023	NA	0
212002	2	2014	9120	habitatmap2023	NA	100
212006	2	2012	9120	habitatmap2023	NA	100
212018	2	2013	9120	habitatmap2023	NA	100
212018	3	2023	9120	assessment_vbi/habitatmap2023	NA	100
212040	2	2013	91E0_va	habitatmap2023	NA	100
213030	3	2021	9120	assessment_vbi/habitatmap2023	NA	100
213033	3	2022	9120	manual_check/habitatmap2023	9120vs9190	NA
213037	3	2021	9120	assessment_vbi/habitatmap2023	NA	100
213041	3	2022	91E0_va	manual_check/assessment_vbi	vegopname	NA
213047	3	2021	9120	assessment_vbi/habitatmap2023	NA	100
213050	3	2022	91E0_va	manual_check/habitatmap2023	vegopname en/of bosleeftijd	NA
213067	3	2022	91E0_vn	assessment_vbi/habitatmap2023	NA	100
213076	3	2022	9120	assessment_vbi/habitatmap2023	NA	100
214103	2	2017	91E0_va	manual_check/habitatmap2023	91E0vs9160	NA
215068	2	2015	9120	habitatmap2023	NA	100
218005	2	2018	9120	assessment_vbi/habitatmap2023	NA	100
218131	3	2019	91E0_va	manual_check	vegopname	NA
221010	2	2017	91E0_vm	habitatmap2023	NA	70
221010	2	2017	91E0_vn	habitatmap2023	NA	30
221018	2	2017	91E0_va	habitatmap2023	NA	20
221018	2	2017	91E0_vn	habitatmap2023	NA	80
222108	2	2015	9120	habitatmap2023	NA	20
222132	2	2015	91E0_vn	habitatmap2023	NA	100
223096	2	2013	91E0_vm	habitatmap2023	NA	10
224080	3	2021	91E0_sf	manual_check/habitatmap2023	vegopname en/of bosleeftijd	NA
224137	3	2022	91E0_vn	habitatmap2023	NA	100
225036	2	2017	9120	habitatmap2023	NA	100
225086	2	2016	9130_end	habitatmap2023	NA	30
225086	2	2016	91E0_va	habitatmap2023	NA	60
225086	2	2016	91E0_vc	habitatmap2023	NA	10
225095	2	2016	9120	habitatmap2023	NA	100
225096	2	2016	91E0_va	habitatmap2023	NA	100
225102	2	2016	9130_end	habitatmap2023	NA	70
225102	2	2016	91E0_va	habitatmap2023	NA	30
226018	2	2015	91E0_va	habitatmap2023	NA	100
226019	2	2015	9120	habitatmap2023	NA	100
226022	2	2014	9120	habitatmap2023	NA	100
226036	2	2015	91E0_va	habitatmap2023	NA	100
226044	2	2015	9120	habitatmap2023	NA	100
226059	2	2015	9130_end	habitatmap2023	NA	30
226060	2	2015	91E0_va	habitatmap2023	NA	30
226063	2	2014	9120	habitatmap2023	NA	30
226063	2	2014	9130_end	habitatmap2023	NA	70
226119	2	2014	9130_end	habitatmap2023	NA	100
226120	2	2014	91E0_va	habitatmap2023	NA	100
226148	2	2015	91E0_va	habitatmap2023	NA	80
226148	2	2015	91E0_vc	habitatmap2023	NA	15
226160	2	2014	9130_end	habitatmap2023	NA	70
226160	2	2014	91E0_va	habitatmap2023	NA	30
227019	2	2013	9130_end	habitatmap2023	NA	100
227019	3	2023	9130_end	assessment_vbi/habitatmap2023	NA	100
227037	2	2013	9120	habitatmap2023	NA	90
227037	2	2013	9120_qb	habitatmap2023	NA	10
227037	3	2022	9120	assessment_vbi/habitatmap2023	NA	90
227050	2	2014	91E0_va	habitatmap2023	NA	30
227050	3	2023	91E0_va	assessment_vbi/habitatmap2023	NA	30
227081	2	2013	91E0_va	habitatmap2023	NA	100
227081	3	2023	91E0_va	assessment_vbi/habitatmap2023	NA	100
227142	2	2013	9130_end	habitatmap2023	NA	100
227153	2	2013	9130_end	habitatmap2023	NA	100
227153	3	2023	9130_end	assessment_vbi/habitatmap2023	NA	100
228022	3	2021	91E0_va	manual_check	vegopname en/of bosleeftijd	NA
228133	3	2020	91E0_va	manual_check	vegopname en/of bosleeftijd	NA
228141	3	2020	91E0_va	manual_check/habitatmap2023	vegopname en/of bosleeftijd	NA
231103	2	2018	91E0_sf	assessment_vbi/habitatmap2023	NA	100
232003	2	2017	91E0_vn	habitatmap2023	NA	100
232010	2	2017	91E0_va	habitatmap2023	NA	20
232032	2	2016	91E0_vm	habitatmap2023	NA	100
232060	2	2017	9160	habitatmap2023	NA	100
232075	2	2017	9120	habitatmap2023	NA	100
232092	2	2017	9120	habitatmap2023	NA	100
232093	2	2015	91E0_vn	habitatmap2023	NA	100
232100	2	2017	9120	habitatmap2023	NA	100
232153	2	2017	9120	habitatmap2023	NA	100
232154	2	2017	9120	habitatmap2023	NA	100
233118	2	2015	91E0_va	habitatmap2023	NA	100
234013	2	2012	9120	habitatmap2023	NA	70
234035	2	2013	9120	habitatmap2023	NA	20
234069	2	2012	9160	habitatmap2023	NA	100
234069	3	2023	9160	assessment_vbi/habitatmap2023	NA	100
234112	2	2012	9120	habitatmap2023	NA	100
234159	2	2012	91E0_vn	habitatmap2023	NA	100
235082	3	2019	9120	manual_check/habitatmap2023	vegopname en/of bosleeftijd	NA
235117	2	2017	9120	habitatmap2023	NA	95
235117	2	2017	9130_end	habitatmap2023	NA	5
235125	2	2017	9120	habitatmap2023	NA	100
235128	2	2017	9120	habitatmap2023	NA	60
235128	2	2017	9130_end	habitatmap2023	NA	20
235128	2	2017	91E0_vn	habitatmap2023	NA	20
235133	2	2017	9120	habitatmap2023	NA	100
235159	2	2018	91E0_vn	habitatmap2023	NA	100
236111	2	2015	91E0_va	habitatmap2023	NA	100
236116	2	2016	9130_end	habitatmap2023	NA	100
236131	2	2016	9130_end	habitatmap2023	NA	100
236143	2	2015	91E0_va	habitatmap2023	NA	30
236143	2	2015	91E0_vn	habitatmap2023	NA	70
237014	2	2014	91E0_va	habitatmap2023	NA	100
237029	2	2014	91E0_va	habitatmap2023	NA	70
237029	2	2014	91E0_vn	habitatmap2023	NA	30
237042	2	2014	9160	habitatmap2023	NA	100
237063	2	2014	9120	habitatmap2023	NA	100
237129	2	2014	9130_end	habitatmap2023	NA	10
237149	2	2014	91E0_vn	habitatmap2023	NA	100
237153	2	2014	91E0_vn	habitatmap2023	NA	100
238002	2	2013	9120	habitatmap2023	NA	25
238002	2	2013	9160	habitatmap2023	NA	70
238002	3	2023	9120	assessment_vbi/habitatmap2023	NA	25
238010	2	2013	91E0_va	habitatmap2023	NA	30
238025	2	2013	9120	habitatmap2023	NA	60
238025	2	2013	91E0_vm	habitatmap2023	NA	20
238046	2	2012	9120_qb	habitatmap2023	NA	20
238047	2	2012	9120_qb	habitatmap2023	NA	20
238055	2	2012	9120	habitatmap2023	NA	30
238064	2	2012	9120	habitatmap2023	NA	30
238064	2	2012	9160	habitatmap2023	NA	70
238126	2	2012	9160	habitatmap2023	NA	90
238140	2	2013	9160	habitatmap2023	NA	100
238140	3	2023	9160	assessment_vbi/habitatmap2023	NA	100
238147	2	2013	91E0_va	habitatmap2023	NA	100
238148	2	2013	9160	habitatmap2023	NA	100
238148	3	2023	9160	assessment_vbi/habitatmap2023	NA	100
241019	3	2021	9120	assessment_vbi/habitatmap2023	NA	100
241090	3	2021	9120	habitatmap2023	NA	20
241090	3	2021	9160	habitatmap2023	NA	60
241090	3	2021	91E0_va	habitatmap2023	NA	20
241122	3	2022	91E0_vn	manual_check	ghvs91E0_vn	NA
241139	3	2022	91E0_vm	assessment_vbi/habitatmap2023	NA	100
242003	3	2020	9160	manual_check/habitatmap2023	fout habkaart, polygoongrens	NA
242128	2	2017	9120	habitatmap2023	NA	40
243024	2	2015	91E0_vm	habitatmap2023	NA	100
243032	2	2015	91E0_vn	habitatmap2023	NA	20
243042	2	2016	9120	habitatmap2023	NA	100
243048	2	2015	9160	habitatmap2023	NA	100
243051	2	2016	9160	habitatmap2023	NA	100
243055	2	2015	9190	habitatmap2023	NA	80
243055	2	2015	91E0_vm	habitatmap2023	NA	20
243062	2	2015	9120	habitatmap2023	NA	30
243070	2	2015	9120	habitatmap2023	NA	20
243074	2	2016	9120	habitatmap2023	NA	100
243077	2	2015	9190	habitatmap2023	NA	100
243082	2	2016	9160	habitatmap2023	NA	100
243094	2	2015	91E0_va	habitatmap2023	NA	100
243102	2	2015	9120	habitatmap2023	NA	20
243113	2	2016	9120_qb	habitatmap2023	NA	40
243118	2	2015	91E0_va	habitatmap2023	NA	30
243118	2	2015	91E0_vm	habitatmap2023	NA	70
243127	2	2015	91E0_vm	habitatmap2023	NA	100
