plot_id	periode	date_dendro	type	source	note_manual_check	phab
17144	2	2014	91E0	habitatmap2023	NA	30
26148	2	2010	9120	habitatmap2023	NA	100
27131	2	2017	9190	habitatmap2023	NA	30
27156	2	2017	9120	habitatmap2023	NA	30
27156	2	2017	9120_qb	habitatmap2023	NA	70
35106	2	2013	91E0_vm	habitatmap2023	NA	100
35106	3	2024	91E0_vm	assessment_vbi/habitatmap2023	NA	100
35114	2	2013	9120	habitatmap2023	NA	100
74049	2	2014	91E0_vo	habitatmap2023	NA	100
74050	2	2014	9190	habitatmap2023	NA	50
74050	3	2024	9190	assessment_vbi/habitatmap2023	NA	50
74067	2	2014	9120	habitatmap2023	NA	30
74067	2	2014	9190	habitatmap2023	NA	70
74067	3	2024	9190	assessment_vbi/habitatmap2023	NA	70
74090	2	2014	9190	habitatmap2023	NA	100
74143	2	2013	9120	habitatmap2023	NA	100
74143	3	2023	9120	assessment_vbi/habitatmap2023	NA	100
77038	2	2014	9190	habitatmap2023	NA	70
77040	2	2014	9190	habitatmap2023	NA	100
77048	2	2014	9120	habitatmap2023	NA	30
78033	2	2014	9190	habitatmap2023	NA	100
78041	2	2014	9190	habitatmap2023	NA	100
78044	2	2014	9190	habitatmap2023	NA	50
78044	3	2023	9190	assessment_vbi/habitatmap2023	NA	50
78046	2	2012	9190	habitatmap2023	NA	100
78046	3	2023	9190	assessment_vbi/habitatmap2023	NA	100
78059	2	2014	9190	habitatmap2023	NA	100
78060	2	2014	9190	habitatmap2023	NA	100
78133	2	2013	9120	habitatmap2023	NA	100
78133	3	2023	9120	assessment_vbi/habitatmap2023	NA	100
78135	2	2013	9190	habitatmap2023	NA	50
78148	2	2014	9120	habitatmap2023	NA	100
78156	2	2014	9120	habitatmap2023	NA	100
78156	3	2023	9120	assessment_vbi/habitatmap2023	NA	100
81133	3	2021	9190	assessment_vbi/habitatmap2023	NA	70
82126	2	2018	9120_qb	habitatmap2023	NA	100
83070	2	2015	91E0_vm	habitatmap2023	NA	100
83116	2	2017	9190	habitatmap2023	NA	50
83121	2	2017	91E0_va	habitatmap2023	NA	0
83121	2	2017	91E0_vn	habitatmap2023	NA	100
83147	2	2017	9120	habitatmap2023	NA	100
84016	2	2014	91E0_vn	habitatmap2023	NA	100
85064	3	2021	9190	manual_check/habitatmap2023	vegopname en/of bosleeftijd	NA
85126	2	2011	9120_qb	habitatmap2023	NA	70
85147	3	2022	9120	manual_check/habitatmap2023	vegopname	NA
85155	3	2022	9190	assessment_vbi/habitatmap2023	NA	50
85156	3	2022	9190	manual_check/assessment_vbi	twijfel	NA
86044	3	2020	9190	manual_check/habitatmap2023	vegopname en/of bosleeftijd	NA
86117	2	2018	9120	manual_check/habitatmap2023	9120vs9190	NA
86134	2	2017	9120	manual_check/habitatmap2023	9120vs9190	NA
86136	2	2018	9120	manual_check/habitatmap2023	9120vs9190	NA
86141	2	2017	9120	assessment_vbi/habitatmap2023	NA	100
86142	2	2017	9190	assessment_vbi/habitatmap2023	NA	100
86144	2	2018	9120	habitatmap2023	NA	100
86149	2	2018	9120	manual_check/habitatmap2023	vegopname en/of bosleeftijd	NA
87010	2	2017	9190	habitatmap2023	NA	100
87119	2	2016	9120	habitatmap2023	NA	90
87119	2	2016	9190	habitatmap2023	NA	10
87123	2	2017	9120	habitatmap2023	NA	0
87123	2	2017	91E0_vn	habitatmap2023	NA	60
87127	2	2015	9190	habitatmap2023	NA	100
87131	2	2017	9120	habitatmap2023	NA	0
87131	2	2017	91E0_vn	habitatmap2023	NA	100
87135	2	2015	9120	habitatmap2023	NA	100
88040	2	2014	9190	habitatmap2023	NA	100
88092	2	2015	9160	habitatmap2023	NA	30
88113	2	2014	9120	habitatmap2023	NA	100
88121	2	2014	9120	habitatmap2023	NA	100
88123	2	2014	9190	habitatmap2023	NA	95
88129	2	2014	9120	habitatmap2023	NA	100
88134	2	2014	9190	habitatmap2023	NA	70
88144	2	2014	91E0_vm	habitatmap2023	NA	100
88155	2	2014	9190	habitatmap2023	NA	100
88156	2	2015	91E0_vm	habitatmap2023	NA	100
88160	2	2014	91E0_vm	habitatmap2023	NA	80
88160	2	2014	91E0_vo	habitatmap2023	NA	20
91017	2	2013	9190	habitatmap2023	NA	50
91025	2	2013	9190	habitatmap2023	NA	30
91108	2	2013	9190	habitatmap2023	NA	30
91123	2	2013	9190	habitatmap2023	NA	30
91143	2	2013	9190	habitatmap2023	NA	100
91143	3	2023	9190	assessment_vbi/habitatmap2023	NA	100
95001	2	2013	9190	habitatmap2023	NA	100
95004	2	2013	9190	habitatmap2023	NA	10
95004	3	2024	9190	assessment_vbi/habitatmap2023	NA	10
95011	2	2013	9190	habitatmap2023	NA	20
95011	3	2024	9190	assessment_vbi/habitatmap2023	NA	20
95030	2	2012	9190	habitatmap2023	NA	20
95030	3	2023	9190	assessment_vbi/habitatmap2023	NA	20
95041	2	2014	91E0_vo	habitatmap2023	NA	100
96103	3	2020	9190	manual_check/assessment_vbi	vegopname	NA
96124	3	2021	9190	manual_check/habitatmap2023	9120vs9190	NA
124152	2	2017	9120	assessment_vbi/habitatmap2023	NA	70
128016	2	2018	9120	habitatmap2023	NA	100
128039	2	2018	9120	manual_check/assessment_vbi	vegopname en/of bosleeftijd	NA
128138	2	2017	9120	habitatmap2023	NA	100
128147	2	2017	9120	habitatmap2023	NA	100
131044	2	2015	9120	habitatmap2023	NA	100
131159	2	2014	91E0_vn	habitatmap2023	NA	100
132097	2	2014	9120	habitatmap2023	NA	100
132097	3	2023	9120	assessment_vbi/habitatmap2023	NA	100
133153	3	2021	91E0_va	manual_check/habitatmap2023	buiten areaal 9130	NA
134040	2	2017	9120	assessment_vbi/habitatmap2023	NA	100
134128	2	2018	9120	assessment_vbi/habitatmap2023	NA	100
135054	2	2014	91E0_va	habitatmap2023	NA	100
135069	2	2014	9120	habitatmap2023	NA	100
135081	2	2015	9120	habitatmap2023	NA	100
135082	2	2015	9120	habitatmap2023	NA	100
135083	2	2015	9120	habitatmap2023	NA	85
135083	2	2015	91E0_vn	habitatmap2023	NA	15
135098	2	2015	9120	habitatmap2023	NA	100
135099	2	2015	9120	habitatmap2023	NA	100
135102	2	2014	9120	habitatmap2023	NA	100
135118	2	2014	9160	habitatmap2023	NA	100
135132	2	2015	9120	habitatmap2023	NA	100
136040	2	2012	9120	habitatmap2023	NA	100
136102	2	2012	9120	habitatmap2023	NA	100
136113	2	2013	9120	habitatmap2023	NA	100
136113	3	2023	9120	assessment_vbi/habitatmap2023	NA	100
136114	2	2013	9120	habitatmap2023	NA	100
136121	2	2013	9120	habitatmap2023	NA	100
136121	2	2013	91E0_vo	habitatmap2023	NA	0
136143	2	2012	9120	habitatmap2023	NA	30
137010	3	2021	91E0_va	habitatmap2023	NA	100
137011	3	2021	9120	assessment_vbi/habitatmap2023	NA	100
137028	3	2021	9120	manual_check/habitatmap2023	vegopname	NA
137035	3	2021	9120	assessment_vbi/habitatmap2023	NA	100
137037	3	2020	9120	assessment_vbi/habitatmap2023	NA	100
137045	3	2020	9120	manual_check/assessment_vbi	fout habkaart, polygoongrens	NA
137052	3	2021	9120	assessment_vbi/habitatmap2023	NA	100
137053	3	2020	9120	assessment_vbi/habitatmap2023	NA	100
137054	3	2020	9120	assessment_vbi/habitatmap2023	NA	100
137060	3	2021	9120	manual_check/habitatmap2023	9120vs9190	NA
137076	3	2021	9190	manual_check/assessment_vbi	twijfel	NA
138016	2	2018	9190	manual_check/assessment_vbi	twijfel	NA
138019	3	2019	9120	manual_check/habitatmap2023	9120vs9190	NA
138020	3	2020	9120	assessment_vbi/habitatmap2023	NA	95
138024	2	2018	9120	manual_check/habitatmap2023	9120vs9190	NA
138027	3	2020	9120	manual_check/habitatmap2023	9120vs9190	NA
138028	3	2019	9120	assessment_vbi/habitatmap2023	NA	70
138036	3	2019	9120	assessment_vbi/habitatmap2023	NA	100
138097	3	2020	9120	assessment_vbi/habitatmap2023	NA	100
138098	3	2020	9120	habitatmap2023	NA	100
142137	2	2015	9120	habitatmap2023	NA	100
144048	3	2021	91E0_vm	assessment_vbi/habitatmap2023	NA	30
144055	3	2021	91E0_vm	manual_check/habitatmap2023	vegopname	NA
144056	3	2021	9120	habitatmap2023	NA	100
147004	2	2014	9120	habitatmap2023	NA	100
147049	2	2014	91E0_va	habitatmap2023	NA	100
147059	2	2014	9120	habitatmap2023	NA	100
147067	2	2014	9120	habitatmap2023	NA	100
147068	2	2014	91E0_va	habitatmap2023	NA	100
147141	2	2013	91E0_vn	habitatmap2023	NA	100
148025	3	2022	91E0_va	manual_check	vegopname en/of bosleeftijd	NA
148045	3	2021	9120	manual_check/assessment_vbi	vegopname en/of bosleeftijd	NA
154013	2	2013	9190	habitatmap2023	NA	100
154019	2	2013	9120	habitatmap2023	NA	100
154032	2	2013	9120	habitatmap2023	NA	70
154032	2	2013	91E0_va	habitatmap2023	NA	30
154072	2	2012	9120	habitatmap2023	NA	30
154072	2	2012	9120_qb	habitatmap2023	NA	70
154072	3	2023	9120	assessment_vbi/habitatmap2023	NA	30
154091	2	2013	9120	habitatmap2023	NA	100
154101	2	2012	9120	habitatmap2023	NA	100
155024	2	2018	9120	assessment_vbi/habitatmap2023	NA	100
155133	2	2018	91E0_vn	habitatmap2023	NA	20
155136	2	2018	91E0_vn	habitatmap2023	NA	20
155139	3	2019	91E0_sf	assessment_vbi/habitatmap2023	NA	100
156056	2	2016	91E0_vn	habitatmap2023	NA	100
156064	2	2016	91E0_vn	habitatmap2023	NA	100
156072	2	2016	91E0_vn	habitatmap2023	NA	100
156107	2	2017	91E0_vn	habitatmap2023	NA	100
156108	2	2017	91E0_vn	habitatmap2023	NA	100
156114	2	2017	91E0	habitatmap2023	NA	20
156114	2	2017	91E0_vn	habitatmap2023	NA	80
156117	2	2016	91E0_sf	habitatmap2023	NA	100
156118	2	2016	91E0_vn	habitatmap2023	NA	100
156121	2	2017	91E0_vn	habitatmap2023	NA	30
156124	2	2018	91E0_vn	habitatmap2023	NA	70
156125	2	2017	91E0_vn	habitatmap2023	NA	70
156146	2	2018	91E0_vn	habitatmap2023	NA	100
156159	2	2016	91E0_vm	habitatmap2023	NA	5
157050	2	2015	91E0	habitatmap2023	NA	30
157051	2	2015	9120	habitatmap2023	NA	100
157054	2	2014	9120	habitatmap2023	NA	100
157063	2	2014	9120	habitatmap2023	NA	100
157067	2	2015	9120	habitatmap2023	NA	30
157083	2	2015	91E0_vn	habitatmap2023	NA	30
157084	2	2014	9120	habitatmap2023	NA	100
157091	2	2015	9120	habitatmap2023	NA	100
158033	2	2013	9120	habitatmap2023	NA	70
158033	2	2013	9160	habitatmap2023	NA	30
158069	2	2013	9160	habitatmap2023	NA	100
158091	2	2013	9160	habitatmap2023	NA	20
158103	2	2013	9120	habitatmap2023	NA	100
158103	3	2023	9120	assessment_vbi/habitatmap2023	NA	100
158118	2	2013	91E0_va	habitatmap2023	NA	100
161033	2	2012	9120	habitatmap2023	NA	30
161033	2	2012	9190	habitatmap2023	NA	70
161039	3	2021	91E0_va	manual_check	vegopname	NA
161082	3	2021	9120	manual_check/habitatmap2023	vegopname en/of bosleeftijd	NA
161085	3	2021	9120	assessment_vbi/habitatmap2023	NA	100
161093	3	2021	9120	habitatmap2023	NA	100
161095	3	2021	91E0_va	assessment_vbi/habitatmap2023	NA	20
161111	3	2021	9120	manual_check/habitatmap2023	vegopname	NA
161114	3	2022	91E0_va	manual_check/habitatmap2023	vegopname en/of bosleeftijd	NA
161118	3	2021	91E0_vm	assessment_vbi/habitatmap2023	NA	90
161129	3	2021	91E0_va	manual_check	vegopname	NA
161130	3	2021	91E0_va	manual_check/habitatmap2023	vegopname	NA
161132	3	2021	9120	manual_check/habitatmap2023	vegopname en/of bosleeftijd	NA
161133	3	2021	9120	assessment_vbi/habitatmap2023	NA	100
