plot_id	periode	habitattype	msa_area_ha
154020	2	91E0_va_91E0_vc	9.5293
154020	3	9120	50.5656
154020	3	9190	2.2553
154020	3	91E0_va_91E0_vc	9.5293
154023	1	9120	0.6699
154023	1	9190	0.6699
154023	2	9120	0.6699
154023	2	9190	0.6699
154023	3	9120	0.6699
154023	3	9190	0.6699
154032	1	9120	10.7153
154032	1	91E0_va_91E0_vc	2.8431
154032	2	9120	10.7153
154032	2	91E0_va_91E0_vc	2.8431
154032	3	9120	10.7153
154032	3	91E0_va_91E0_vc	2.8431
154072	1	9120	6.9397
154072	1	9190	1.2555
154072	1	91E0_va_91E0_vc	3.1256
154072	2	9120	6.9397
154072	2	9190	1.2555
154072	2	91E0_va_91E0_vc	3.1256
154072	3	9120	6.9397
154072	3	9190	1.2555
154072	3	91E0_va_91E0_vc	3.1256
154091	1	9120	8.5925
154091	2	9120	8.5925
154091	3	9120	8.5925
154101	1	9120	1.2131
154101	2	9120	1.2131
154101	3	9120	1.2131
155024	1	9120	6.5992
155024	2	9120	6.5992
155133	1	9120	2.1729
155133	1	91E0_sf	0.9099
155133	1	91E0_vn	7.1273
155133	2	9120	2.1729
155133	2	91E0_sf	0.9099
155133	2	91E0_vn	7.1273
155136	1	91E0_vn	2.1098
155136	2	91E0_vn	2.1098
155139	1	91E0_sf	3.3407
155139	2	91E0_sf	3.3407
155139	3	91E0_sf	3.3407
155151	1	91E0_va_91E0_vc	0.3791
155151	1	91E0_vm	1.4406
155151	1	91E0_vn	44.1646
155151	2	91E0_va_91E0_vc	0.3791
155151	2	91E0_vm	1.4406
155151	2	91E0_vn	44.1646
156056	1	91E0_vm	3.1591
156056	1	91E0_vn	11.2037
156056	2	91E0_vm	3.1591
156056	2	91E0_vn	11.2037
156064	1	91E0_vm	3.1591
156064	1	91E0_vn	11.2037
156064	2	91E0_vm	3.1591
156064	2	91E0_vn	11.2037
156072	1	91E0_va_91E0_vc	0.7691
156072	1	91E0_vm	3.55
156072	1	91E0_vn	33.5814
156072	2	91E0_va_91E0_vc	0.7691
156072	2	91E0_vm	3.55
156072	2	91E0_vn	33.5814
156080	1	91E0_va_91E0_vc	0.7691
156080	1	91E0_vm	3.55
156080	1	91E0_vn	33.5814
156080	2	91E0_va_91E0_vc	0.7691
156080	2	91E0_vm	3.55
156080	2	91E0_vn	33.5814
156107	1	91E0_va_91E0_vc	3.1905
156107	1	91E0_vn	7.8361
156107	2	91E0_va_91E0_vc	3.1905
156107	2	91E0_vn	7.8361
156108	1	91E0	0.2782
156108	1	91E0_va_91E0_vc	19.0302
156108	1	91E0_vn	13.668
156108	2	91E0	0.2782
156108	2	91E0_va_91E0_vc	19.0302
156108	2	91E0_vn	13.668
156114	1	91E0_vn	3.5732
156114	2	91E0_vn	3.5732
156117	1	91E0_sf	4.0464
156117	2	91E0_sf	4.0464
156118	1	91E0_vm	17.2841
156118	1	91E0_vn	40.1262
156118	2	91E0_vm	17.2841
156118	2	91E0_vn	40.1262
156121	1	91E0_vn	19.1899
156121	2	91E0_vn	19.1899
156122	1	91E0_vm	2.5712
156122	1	91E0_vn	8.6722
156122	2	91E0_vm	2.5712
156122	2	91E0_vn	8.6722
156124	1	91E0_vn	54.0215
156124	2	91E0_vn	54.0215
156125	1	91E0_vn	54.0215
156125	2	91E0_vn	54.0215
156138	1	91E0_vn	13.5857
156138	2	91E0_vn	13.5857
156146	1	9120	0.1223
156146	1	91E0_vm	9.3296
156146	1	91E0_vn	19.6278
156146	2	9120	0.1223
156146	2	91E0_vm	9.3296
156146	2	91E0_vn	19.6278
156159	1	91E0_vm	0.2716
156159	2	91E0_vm	0.2716
157019	1	9120	6.7412
157019	2	9120	6.7412
157050	1	91E0	2.5005
157050	1	91E0_sf	0.0435
157050	2	91E0	2.5005
157050	2	91E0_sf	0.0435
157051	1	9120	13.3422
157051	2	9120	13.3422
157054	1	9120	4.7911
157054	2	9120	4.7911
157063	1	9120	0.604
157063	2	9120	0.604
157067	1	9120	15.7299
157067	2	9120	15.7299
157083	1	9120	3.5062
157083	1	9160	1.5631
157083	1	91E0	3.5062
157083	1	91E0_vn	0.8657
157083	2	9120	3.5062
157083	2	9160	1.5631
157083	2	91E0	3.5062
157083	2	91E0_vn	0.8657
157084	1	9120	8.9003
157084	2	9120	8.9003
157091	1	9120	2.3044
157091	2	9120	2.3044
157141	1	9120	11.8894
157141	2	9120	11.8894
158033	1	9120	4.7087
158033	1	9160	7.5826
158033	1	91E0_va_91E0_vc	4.93
158033	2	9120	4.7087
158033	2	9160	7.5826
158033	2	91E0_va_91E0_vc	4.93
158033	3	9120	4.7087
158033	3	9160	7.5826
158033	3	91E0_va_91E0_vc	4.93
158069	1	9120	24.0242
158069	1	9160	9.8146
158069	1	91E0_va_91E0_vc	7.9809
158069	2	9120	24.0242
158069	2	9160	9.8146
158069	2	91E0_va_91E0_vc	7.9809
158069	3	9120	24.0242
158069	3	9160	9.8146
158069	3	91E0_va_91E0_vc	7.9809
158091	1	9120	4.5107
158091	1	9160	6.7604
158091	1	91E0_va_91E0_vc	1.7162
158091	2	9120	4.5107
158091	2	9160	6.7604
158091	2	91E0_va_91E0_vc	1.7162
158091	3	9120	4.5107
158091	3	9160	6.7604
158091	3	91E0_va_91E0_vc	1.7162
158103	1	9120	6.8468
158103	1	9160	5.6222
158103	1	91E0_va_91E0_vc	4.7514
158103	2	9120	6.8468
158103	2	9160	5.6222
158103	2	91E0_va_91E0_vc	4.7514
158103	3	9120	6.8468
158103	3	9160	5.6222
158103	3	91E0_va_91E0_vc	4.7514
158118	1	9120	1.8633
158118	1	9160	0.5905
158118	1	91E0_va_91E0_vc	2.4531
158118	2	9120	1.8633
158118	2	9160	0.5905
158118	2	91E0_va_91E0_vc	2.4531
158118	3	9120	1.8633
158118	3	9160	0.5905
158118	3	91E0_va_91E0_vc	2.4531
161012	1	91E0_vm	3.0618
161012	1	91E0_vo	1.0206
161012	2	91E0_vm	3.0618
161012	2	91E0_vo	1.0206
161012	3	91E0_vm	3.0618
161012	3	91E0_vo	1.0206
161026	1	9120	12.0906
161026	1	9190	5.081
161026	2	9120	12.0906
161026	2	9190	5.081
161026	3	9120	12.0906
161026	3	9190	5.081
161033	1	9120	19.2529
161033	1	9190	14.7148
161033	2	9120	19.2529
161033	2	9190	14.7148
161033	3	9120	19.2529
161033	3	9190	14.7148
161041	1	9120	19.2529
161041	1	9190	14.7148
161041	2	9120	19.2529
161041	2	9190	14.7148
161041	3	9120	19.2529
161041	3	9190	14.7148
161082	1	9120	27.4813
161082	1	9160	4.0275
161082	1	91E0	0.9429
161082	1	91E0_va_91E0_vc	10.9685
161082	1	91E0_vm	1.1952
161082	2	9120	27.4813
161082	2	9160	4.0275
161082	2	91E0	0.9429
161082	2	91E0_va_91E0_vc	10.9685
161082	2	91E0_vm	1.1952
161082	3	9120	27.4813
161082	3	9160	4.0275
161082	3	91E0	0.9429
161082	3	91E0_va_91E0_vc	10.9685
161082	3	91E0_vm	1.1952
161085	1	9120	10.6157
161085	1	9190	1.2824
161085	1	91E0_vm	14.1897
161085	2	9120	10.6157
161085	2	9190	1.2824
161085	2	91E0_vm	14.1897
161085	3	9120	10.6157
161085	3	9190	1.2824
161085	3	91E0_vm	14.1897
161093	1	9120	10.6157
161093	1	9190	1.2824
161093	1	91E0_vm	14.1897
161093	2	9120	10.6157
161093	2	9190	1.2824
161093	2	91E0_vm	14.1897
161093	3	9120	10.6157
161093	3	9190	1.2824
161093	3	91E0_vm	14.1897
161095	1	9120	7.4221
161095	1	9190	8.8692
161095	1	91E0_va_91E0_vc	2.4695
161095	1	91E0_vm	8.7341
161095	2	9120	7.4221
161095	2	9190	8.8692
161095	2	91E0_va_91E0_vc	2.4695
161095	2	91E0_vm	8.7341
161095	3	9120	7.4221
161095	3	9190	8.8692
161095	3	91E0_va_91E0_vc	2.4695
161095	3	91E0_vm	8.7341
161102	1	9120	2.0094
161102	1	9160	1.448
161102	1	9190	1.2942
161102	1	91E0_va_91E0_vc	3.8155
161102	1	91E0_vm	1.0213
161102	2	9120	2.0094
161102	2	9160	1.448
161102	2	9190	1.2942
161102	2	91E0_va_91E0_vc	3.8155
161102	2	91E0_vm	1.0213
161102	3	9120	2.0094
161102	3	9160	1.448
161102	3	9190	1.2942
161102	3	91E0_va_91E0_vc	3.8155
161102	3	91E0_vm	1.0213
161111	1	9120	3.5016
161111	2	9120	3.5016
161111	3	9120	3.5016
161114	1	9120	2.4293
161114	1	9160	1.6116
161114	1	91E0_va_91E0_vc	9.5539
161114	1	91E0_vm	1.4077
161114	2	9120	2.4293
161114	2	9160	1.6116
161114	2	91E0_va_91E0_vc	9.5539
161114	2	91E0_vm	1.4077
161114	3	9120	2.4293
161114	3	9160	1.6116
161114	3	91E0_va_91E0_vc	9.5539
161114	3	91E0_vm	1.4077
161118	1	9120	24.6697
161118	1	9160	6.8841
161118	1	9190	1.3425
161118	1	91E0_va_91E0_vc	19.3156
161118	1	91E0_vm	11.9429
161118	2	9120	24.6697
161118	2	9160	6.8841
161118	2	9190	1.3425
161118	2	91E0_va_91E0_vc	19.3156
161118	2	91E0_vm	11.9429
161118	3	9120	24.6697
161118	3	9160	6.8841
161118	3	9190	1.3425
161118	3	91E0_va_91E0_vc	19.3156
161118	3	91E0_vm	11.9429
161129	1	9120	16.5721
161129	1	9160	16.239
161129	1	91E0_va_91E0_vc	4.8465
161129	2	9120	16.5721
161129	2	9160	16.239
161129	2	91E0_va_91E0_vc	4.8465
161129	3	9120	16.5721
161129	3	9160	16.239
161129	3	91E0_va_91E0_vc	4.8465
161130	1	9120	12.6706
161130	1	9160	8.9597
161130	1	91E0_va_91E0_vc	18.3342
161130	1	91E0_vm	2.6846
161130	2	9120	12.6706
161130	2	9160	8.9597
161130	2	91E0_va_91E0_vc	18.3342
161130	2	91E0_vm	2.6846
161130	3	9120	12.6706
161130	3	9160	8.9597
161130	3	91E0_va_91E0_vc	18.3342
161130	3	91E0_vm	2.6846
161132	1	9120	14.9692
161132	2	9120	14.9692
161132	3	9120	14.9692
161133	1	9120	8.5112
161133	2	9120	8.5112
161133	3	9120	8.5112
161134	1	9120	0.1708
161134	1	91E0_va_91E0_vc	1.7612
161134	1	91E0_vm	2.7865
161134	2	9120	0.1708
161134	2	91E0_va_91E0_vc	1.7612
161134	2	91E0_vm	2.7865
161134	3	9120	0.1708
161134	3	91E0_va_91E0_vc	1.7612
161134	3	91E0_vm	2.7865
162006	1	9120	11.1975
162006	1	9160	0.616
162006	1	9190	14.3607
162006	1	91E0_va_91E0_vc	4.5173
162006	1	91E0_vm	0.2995
162006	2	9120	11.1975
162006	2	9160	0.616
162006	2	9190	14.3607
162006	2	91E0_va_91E0_vc	4.5173
162006	2	91E0_vm	0.2995
162019	1	9120	18.5098
162019	2	9120	18.5098
162019	3	9120	18.5098
162025	1	9120	71.7774
162025	1	9160	0.7385
162025	1	9190	1.8789
162025	1	91E0_va_91E0_vc	19.5492
162025	1	91E0_vm	17.2255
162025	1	91E0_vn	3.1229
162025	1	91E0_vo	1.9595
162025	2	9120	71.7774
162025	2	9160	0.7385
162025	2	9190	1.8789
162025	2	91E0_va_91E0_vc	19.5492
162025	2	91E0_vm	17.2255
162025	2	91E0_vn	3.1229
162025	2	91E0_vo	1.9595
162025	3	9120	71.7774
162025	3	9160	0.7385
162025	3	9190	1.8789
162025	3	91E0_va_91E0_vc	19.5492
162025	3	91E0_vm	17.2255
162025	3	91E0_vn	3.1229
162025	3	91E0_vo	1.9595
162027	1	9120	18.5098
162027	2	9120	18.5098
162027	3	9120	18.5098
162032	1	9120	0.2184
162032	1	91E0_vm	0.2813
162032	2	9120	0.2184
162032	2	91E0_vm	0.2813
162035	1	9120	71.7774
162035	1	9160	0.7385
162035	1	9190	1.8789
162035	1	91E0_va_91E0_vc	19.5492
162035	1	91E0_vm	17.2255
162035	1	91E0_vn	3.1229
162035	1	91E0_vo	1.9595
162035	2	9120	71.7774
162035	2	9160	0.7385
162035	2	9190	1.8789
162035	2	91E0_va_91E0_vc	19.5492
162035	2	91E0_vm	17.2255
162035	2	91E0_vn	3.1229
162035	2	91E0_vo	1.9595
162035	3	9120	71.7774
162035	3	9160	0.7385
162035	3	9190	1.8789
162035	3	91E0_va_91E0_vc	19.5492
162035	3	91E0_vm	17.2255
162035	3	91E0_vn	3.1229
162035	3	91E0_vo	1.9595
162038	1	9120	7.392
162038	1	9190	0.531
162038	1	91E0_va_91E0_vc	1.4256
162038	2	9120	7.392
162038	2	9190	0.531
162038	2	91E0_va_91E0_vc	1.4256
162042	1	9120	71.7774
162042	1	9160	0.7385
162042	1	9190	1.8789
162042	1	91E0_va_91E0_vc	19.5492
162042	1	91E0_vm	17.2255
162042	1	91E0_vn	3.1229
162042	1	91E0_vo	1.9595
162042	2	9120	71.7774
162042	2	9160	0.7385
162042	2	9190	1.8789
162042	2	91E0_va_91E0_vc	19.5492
162042	2	91E0_vm	17.2255
162042	2	91E0_vn	3.1229
162042	2	91E0_vo	1.9595
162042	3	9120	71.7774
162042	3	9160	0.7385
162042	3	9190	1.8789
162042	3	91E0_va_91E0_vc	19.5492
162042	3	91E0_vm	17.2255
162042	3	91E0_vn	3.1229
162042	3	91E0_vo	1.9595
162043	1	9120	71.7774
162043	1	9160	0.7385
162043	1	9190	1.8789
162043	1	91E0_va_91E0_vc	19.5492
162043	1	91E0_vm	17.2255
162043	1	91E0_vn	3.1229
162043	1	91E0_vo	1.9595
162043	2	9120	71.7774
162043	2	9160	0.7385
162043	2	9190	1.8789
162043	2	91E0_va_91E0_vc	19.5492
162043	2	91E0_vm	17.2255
162043	2	91E0_vn	3.1229
162043	2	91E0_vo	1.9595
162043	3	9120	71.7774
162043	3	9160	0.7385
162043	3	9190	1.8789
162043	3	91E0_va_91E0_vc	19.5492
162043	3	91E0_vm	17.2255
162043	3	91E0_vn	3.1229
162043	3	91E0_vo	1.9595
162051	1	91E0_va_91E0_vc	2.0097
162051	2	91E0_va_91E0_vc	2.0097
162051	3	91E0_va_91E0_vc	2.0097
162054	1	9120	11.3429
162054	1	9160	0.6547
162054	1	9190	6.5371
162054	1	91E0_va_91E0_vc	4.0881
162054	1	91E0_vm	9.9566
162054	1	91E0_vo	0.0661
162054	2	9120	11.3429
162054	2	9160	0.6547
162054	2	9190	6.5371
162054	2	91E0_va_91E0_vc	4.0881
162054	2	91E0_vm	9.9566
162054	2	91E0_vo	0.0661
162062	1	9120	11.3429
162062	1	9160	0.6547
162062	1	9190	6.5371
162062	1	91E0_va_91E0_vc	4.0881
162062	1	91E0_vm	9.9566
162062	1	91E0_vo	0.0661
162062	2	9120	11.3429
162062	2	9160	0.6547
162062	2	9190	6.5371
162062	2	91E0_va_91E0_vc	4.0881
162062	2	91E0_vm	9.9566
162062	2	91E0_vo	0.0661
162078	1	9190	0.73
162078	2	9190	0.73
162082	1	91E0_va_91E0_vc	1.2612
162082	2	91E0_va_91E0_vc	1.2612
162082	3	91E0_va_91E0_vc	1.2612
162085	1	9120	71.5224
162085	1	9160	1.8364
162085	1	9190	1.4299
162085	1	91E0_va_91E0_vc	14.1951
162085	1	91E0_vm	10.044
162085	1	91E0_vn	2.6051
162085	2	9120	71.5224
162085	2	9160	1.8364
162085	2	9190	1.4299
162085	2	91E0_va_91E0_vc	14.1951
162085	2	91E0_vm	10.044
162085	2	91E0_vn	2.6051
162090	1	9120	4.634
162090	1	9160	6.0235
162090	1	91E0_va_91E0_vc	2.2841
162090	2	9120	4.634
162090	2	9160	6.0235
162090	2	91E0_va_91E0_vc	2.2841
162090	3	9120	4.634
162090	3	9160	6.0235
162090	3	91E0_va_91E0_vc	2.2841
162093	1	9120	71.5224
162093	1	9160	1.8364
162093	1	9190	1.4299
162093	1	91E0_va_91E0_vc	14.1951
162093	1	91E0_vm	10.044
162093	1	91E0_vn	2.6051
162093	2	9120	71.5224
162093	2	9160	1.8364
162093	2	9190	1.4299
162093	2	91E0_va_91E0_vc	14.1951
162093	2	91E0_vm	10.044
162093	2	91E0_vn	2.6051
162098	1	9120	40.5376
162098	1	9160	21.3126
162098	1	9190	1.1781
162098	1	91E0_va_91E0_vc	33.623
162098	1	91E0_vm	1.563
162098	1	91E0_vn	0.9792
162098	2	9120	40.5376
162098	2	9160	21.3126
162098	2	9190	1.1781
162098	2	91E0_va_91E0_vc	33.623
162098	2	91E0_vm	1.563
162098	2	91E0_vn	0.9792
162098	3	9120	40.5376
162098	3	9160	21.3126
162098	3	9190	1.1781
162098	3	91E0_va_91E0_vc	33.623
162098	3	91E0_vm	1.563
162098	3	91E0_vn	0.9792
162100	1	9120	4.1217
162100	1	91E0_va_91E0_vc	0.2341
162100	1	91E0_vm	0.6462
162100	2	9120	4.1217
162100	2	91E0_va_91E0_vc	0.2341
162100	2	91E0_vm	0.6462
162100	3	9120	4.1217
162100	3	91E0_va_91E0_vc	0.2341
162100	3	91E0_vm	0.6462
162101	1	9120	71.5224
162101	1	9160	1.8364
162101	1	9190	1.4299
162101	1	91E0_va_91E0_vc	14.1951
162101	1	91E0_vm	10.044
162101	1	91E0_vn	2.6051
162101	2	9120	71.5224
162101	2	9160	1.8364
162101	2	9190	1.4299
162101	2	91E0_va_91E0_vc	14.1951
162101	2	91E0_vm	10.044
162101	2	91E0_vn	2.6051
162129	1	9120	40.5376
162129	1	9160	21.3126
162129	1	9190	1.1781
162129	1	91E0_va_91E0_vc	33.623
162129	1	91E0_vm	1.563
162129	1	91E0_vn	0.9792
162129	2	9120	40.5376
162129	2	9160	21.3126
162129	2	9190	1.1781
162129	2	91E0_va_91E0_vc	33.623
162129	2	91E0_vm	1.563
162129	2	91E0_vn	0.9792
162129	3	9120	40.5376
162129	3	9160	21.3126
162129	3	9190	1.1781
162129	3	91E0_va_91E0_vc	33.623
162129	3	91E0_vm	1.563
162129	3	91E0_vn	0.9792
162139	1	9120	5.7995
162139	2	9120	5.7995
162139	3	9120	5.7995
162160	1	9120	2.8635
162160	1	9190	12.3428
162160	1	91E0_vm	2.0678
162160	1	91E0_vo	1.6351
162160	2	9120	2.8635
162160	2	9190	12.3428
162160	2	91E0_vm	2.0678
162160	2	91E0_vo	1.6351
163003	1	9120	0.6011
163003	1	91E0_va_91E0_vc	0
163003	1	91E0_vm	9.6691
163003	1	91E0_vo	0.1776
163003	2	9120	0.6011
163003	2	91E0_va_91E0_vc	0
163003	2	91E0_vm	9.6691
163003	2	91E0_vo	0.1776
163006	1	9120	1.1975
163006	1	91E0_va_91E0_vc	0.8711
163006	1	91E0_vn	1.0954
163006	2	9120	1.1975
163006	2	91E0_va_91E0_vc	0.8711
163006	2	91E0_vn	1.0954
163021	1	9120	2.3599
163021	1	91E0_va_91E0_vc	2.1601
163021	1	91E0_vn	1.8887
163021	2	9120	2.3599
163021	2	91E0_va_91E0_vc	2.1601
163021	2	91E0_vn	1.8887
163094	1	9120	0.7164
163094	1	9190	1.1836
163094	2	9120	0.7164
163094	2	9190	1.1836
163097	1	9120	23.7797
163097	1	9190	5.1818
163097	1	91E0_va_91E0_vc	1.4035
163097	2	9120	23.7797
163097	2	9190	5.1818
163097	2	91E0_va_91E0_vc	1.4035
163136	1	9120	6.5115
163136	1	9190	0.2391
163136	1	91E0_vm	9.8895
163136	1	91E0_vo	0.4854
163136	2	9120	6.5115
163136	2	9190	0.2391
163136	2	91E0_vm	9.8895
163136	2	91E0_vo	0.4854
163147	1	9120	11.9577
163147	1	9190	4.9953
163147	2	9120	11.9577
163147	2	9190	4.9953
164011	1	9120	0.1801
164011	2	9120	0.1801
164124	1	91E0_vm	32.1773
164124	2	91E0_vm	32.1773
164126	1	9190	1.1767
164126	1	91E0_vn	0.754
164126	2	9190	1.1767
164126	2	91E0_vn	0.754
165046	1	9190	0.8351
165046	2	9190	0.8351
165046	3	9190	0.8351
165052	1	91E0_vm	1.6196
165052	2	91E0_vm	1.6196
165052	3	91E0_vm	1.6196
165053	1	9120	4.7494
165053	1	9190	1.4849
165053	2	9120	4.7494
165053	2	9190	1.4849
165053	3	9120	4.7494
165053	3	9190	1.4849
165087	1	9120	10.6331
165087	1	9160	1.1403
165087	1	91E0_va_91E0_vc	2.2579
165087	1	91E0_vm	0.6808
165087	2	9120	10.6331
165087	2	9160	1.1403
165087	2	91E0_va_91E0_vc	2.2579
165087	2	91E0_vm	0.6808
165087	3	9120	10.6331
165087	3	9160	1.1403
165087	3	91E0_va_91E0_vc	2.2579
165087	3	91E0_vm	0.6808
165148	1	9120	7.923
165148	1	9160	4.0855
165148	2	9120	7.923
165148	2	9160	4.0855
165148	3	9120	7.923
165148	3	9160	4.0855
166005	1	9190	12.1211
166005	2	9190	12.1211
166023	1	9120	14.986
166023	1	9190	3.6126
166023	2	9120	14.986
166023	2	9190	3.6126
166029	1	91E0_vm	0.6776
166029	2	91E0_vm	0.6776
166032	1	9190	2.7354
166032	1	91E0_vm	3.8683
166032	1	91E0_vo	1.2547
166032	2	9190	2.7354
166032	2	91E0_vm	3.8683
166032	2	91E0_vo	1.2547
166057	1	9120	3.5748
166057	1	9190	1.5321
166057	2	9120	3.5748
166057	2	9190	1.5321
166057	3	9120	3.5748
166057	3	9190	1.5321
166084	1	9120	19.6195
166084	1	9190	36.4564
166084	2	9120	19.6195
166084	2	9190	36.4564
166084	3	9120	19.6195
166084	3	9190	36.4564
166092	1	9120	19.6195
166092	1	9190	36.4564
166092	2	9120	19.6195
166092	2	9190	36.4564
166092	3	9120	19.6195
166092	3	9190	36.4564
166103	1	9120	22.4091
166103	1	9160	0.1672
166103	1	91E0	0.3698
166103	1	91E0_va_91E0_vc	9.9164
166103	1	91E0_vm	0.476
166103	1	91E0_vn	1.4387
166103	1	91E0_vo	0.1226
166103	2	9120	22.4091
166103	2	9160	0.1672
166103	2	91E0	0.3698
166103	2	91E0_va_91E0_vc	9.9164
166103	2	91E0_vm	0.476
166103	2	91E0_vn	1.4387
166103	2	91E0_vo	0.1226
166106	1	9120	9.1758
166106	1	9160	0.2637
166106	1	91E0_va_91E0_vc	1.3562
166106	1	91E0_vn	1.6265
166106	2	9120	9.1758
166106	2	9160	0.2637
166106	2	91E0_va_91E0_vc	1.3562
166106	2	91E0_vn	1.6265
166106	3	9120	9.1758
166106	3	9160	0.2637
166106	3	91E0_va_91E0_vc	1.3562
166106	3	91E0_vn	1.6265
166140	1	9120	17.484
166140	1	9190	2.3479
166140	2	9120	17.484
166140	2	9190	2.3479
166140	3	9120	17.484
166140	3	9190	2.3479
166156	1	9120	31.2488
166156	1	9190	0.1734
166156	1	91E0_va_91E0_vc	0.7502
166156	1	91E0_vm	4.9976
166156	1	91E0_vn	0.7832
166156	2	9120	31.2488
166156	2	9190	0.1734
166156	2	91E0_va_91E0_vc	0.7502
166156	2	91E0_vm	4.9976
166156	2	91E0_vn	0.7832
166156	3	9120	31.2488
166156	3	9190	0.1734
166156	3	91E0_va_91E0_vc	0.7502
166156	3	91E0_vm	4.9976
166156	3	91E0_vn	0.7832
167001	1	9120	7.6266
167001	1	9190	7.9516
167001	1	91E0_vm	4.0269
167001	2	9120	7.6266
167001	2	9190	7.9516
167001	2	91E0_vm	4.0269
167132	1	9120	7.221
167132	2	9120	7.221
167133	1	9120	0.5038
167133	1	91E0	0.1679
167133	2	9120	0.5038
167133	2	91E0	0.1679
167136	1	9120	0.8069
167136	2	9120	0.8069
168107	1	9120	0.5755
168107	1	91E0_va_91E0_vc	0.2467
168107	2	9120	0.5755
168107	2	91E0_va_91E0_vc	0.2467
168147	1	9190	0.9328
168147	1	91E0	0.2741
168147	1	91E0_vm	0.3998
168147	2	9190	0.9328
168147	2	91E0	0.2741
168147	2	91E0_vm	0.3998
171073	1	91E0_vn	6.5594
171073	2	91E0_vn	6.5594
171073	3	91E0_vn	6.5594
171118	1	9190	0.4686
171118	2	9190	0.4686
171118	3	9190	0.4686
172052	1	9190	0.3992
172052	1	91E0_vm	0.745
172052	1	91E0_vo	0.745
172052	2	9190	0.3992
172052	2	91E0_vm	0.745
172052	2	91E0_vo	0.745
172052	3	9190	0.3992
172052	3	91E0_vm	0.745
172052	3	91E0_vo	0.745
172060	1	9190	6.3484
172060	2	9190	6.3484
172060	3	9190	6.3484
172073	1	91E0_vn	16.9222
172073	2	91E0_vn	16.9222
172073	3	91E0_vn	16.9222
172099	1	9120	0.8155
172099	1	9190	0.1608
172099	1	91E0_vm	4.6942
172099	1	91E0_vo	2.568
172099	2	9120	0.8155
172099	2	9190	0.1608
172099	2	91E0_vm	4.6942
172099	2	91E0_vo	2.568
172099	3	9120	0.8155
172099	3	9190	0.1608
172099	3	91E0_vm	4.6942
172099	3	91E0_vo	2.568
172100	1	9190	0.2387
172100	1	91E0_vm	15.4877
172100	1	91E0_vo	6.3084
172100	2	9190	0.2387
172100	2	91E0_vm	15.4877
172100	2	91E0_vo	6.3084
172100	3	9190	0.2387
172100	3	91E0_vm	15.4877
172100	3	91E0_vo	6.3084
172127	1	91E0	1.3345
172127	2	91E0	1.3345
172127	3	91E0	1.3345
172140	1	9190	2.0272
172140	1	91E0	1.6317
172140	1	91E0_vn	0.982
172140	2	9190	2.0272
172140	2	91E0	1.6317
172140	2	91E0_vn	0.982
172140	3	9190	2.0272
172140	3	91E0	1.6317
172140	3	91E0_vn	0.982
172146	1	91E0_vn	0.3987
172146	2	91E0_vn	0.3987
172146	3	91E0_vn	0.3987
173155	1	91E0_vo	1.9372
173155	2	91E0_vo	1.9372
173155	3	91E0_vo	1.9372
174001	1	91E0_vn	0.5725
174001	2	91E0_vn	0.5725
174012	1	9190	1.5472
174012	2	9190	1.5472
174048	1	9190	0.1271
174048	1	91E0_vn	26.3706
174048	2	9190	0.1271
174048	2	91E0_vn	26.3706
175007	1	91E0	0.3773
175007	1	91E0_vn	1.7574
175007	2	91E0	0.3773
175007	2	91E0_vn	1.7574
175007	3	91E0	0.3773
175007	3	91E0_vn	1.7574
175008	1	91E0_vm	0.789
175008	1	91E0_vn	2.7737
175008	2	91E0_vm	0.789
175008	2	91E0_vn	2.7737
175008	3	91E0_vm	0.789
175008	3	91E0_vn	2.7737
175066	1	9190	0.5217
175066	1	91E0_vm	3.03
175066	1	91E0_vo	0.7204
175066	2	9190	0.5217
175066	2	91E0_vm	3.03
175066	2	91E0_vo	0.7204
175066	3	9190	0.5217
175066	3	91E0_vm	3.03
175066	3	91E0_vo	0.7204
175068	1	9190	0.4459
175068	2	9190	0.4459
175068	3	9190	0.4459
175071	1	9120	0.8055
175071	2	9120	0.8055
175071	3	9120	0.8055
175130	1	9190	5.155
175130	2	9190	5.155
175130	3	9190	5.155
175146	1	91E0_va_91E0_vc	7.3506
175146	1	91E0_vm	37.7223
175146	1	91E0_vn	9.3127
175146	2	91E0_va_91E0_vc	7.3506
175146	2	91E0_vm	37.7223
175146	2	91E0_vn	9.3127
175146	3	91E0_va_91E0_vc	7.3506
175146	3	91E0_vm	37.7223
175146	3	91E0_vn	9.3127
175154	1	91E0_va_91E0_vc	7.3506
175154	1	91E0_vm	37.7223
175154	1	91E0_vn	9.3127
175154	2	91E0_va_91E0_vc	7.3506
175154	2	91E0_vm	37.7223
175154	2	91E0_vn	9.3127
175154	3	91E0_va_91E0_vc	7.3506
175154	3	91E0_vm	37.7223
175154	3	91E0_vn	9.3127
176030	1	91E0_vm	8.583
176030	2	91E0_vm	8.583
176030	3	91E0_vm	8.583
176045	1	91E0_vm	2.7507
176045	2	91E0_vm	2.7507
176045	3	91E0_vm	2.7507
176058	1	91E0_vm	10.7141
176058	2	91E0_vm	10.7141
176058	3	91E0_vm	10.7141
176060	1	91E0_vm	4.8792
176060	2	91E0_vm	4.8792
176060	3	91E0_vm	4.8792
176073	1	91E0_vn	0.7136
176073	2	91E0_vn	0.7136
176073	3	91E0_vn	0.7136
176117	1	9190	2.2366
