plot_id	periode	blk
137045	1	Bos ontstaan tussen 1775 en 1850
137045	2	Bos ontstaan tussen 1775 en 1850
137045	3	Bos ontstaan tussen 1775 en 1850
137052	1	Bos ontstaan tussen 1850 en +/- 1940
137052	2	Bos ontstaan tussen 1850 en +/- 1940
137052	3	Bos ontstaan tussen 1850 en +/- 1940
137053	1	Bos ontstaan voor 1775
137053	2	Bos ontstaan voor 1775
137053	3	Bos ontstaan voor 1775
137054	1	Bos ontstaan voor 1775
137054	2	Bos ontstaan voor 1775
137054	3	Bos ontstaan voor 1775
137060	1	Bos ontstaan voor 1775
137060	2	Bos ontstaan voor 1775
137060	3	Bos ontstaan voor 1775
137062	1	Bos ontstaan voor 1775
137062	2	Bos ontstaan voor 1775
137062	3	Bos ontstaan voor 1775
137068	1	Bos ontstaan tussen 1850 en +/- 1940
137068	2	Bos ontstaan tussen 1850 en +/- 1940
137068	3	Bos ontstaan tussen 1850 en +/- 1940
137072	1	Bos ontstaan voor 1775
137072	2	Bos ontstaan voor 1775
137072	3	Bos ontstaan voor 1775
137076	1	Bos ontstaan voor 1775
137076	2	Bos ontstaan voor 1775
137080	1	Bos ontstaan voor 1775
137080	2	Bos ontstaan voor 1775
137080	3	Bos ontstaan voor 1775
137084	1	Bos ontstaan tussen 1850 en +/- 1940
137084	2	Bos ontstaan tussen 1850 en +/- 1940
137084	3	Bos ontstaan tussen 1850 en +/- 1940
137088	1	Bos ontstaan voor 1775
137088	2	Bos ontstaan voor 1775
137088	3	Bos ontstaan voor 1775
137138	1	Bos ontstaan na +/- 1940
137138	2	Bos ontstaan na +/- 1940
137138	3	Bos ontstaan na +/- 1940
137140	1	Bos ontstaan na +/- 1930
137140	2	Bos ontstaan na +/- 1930
137140	3	Bos ontstaan na +/- 1930
138016	1	Bos ontstaan tussen 1850 en +/- 1940
138016	2	Bos ontstaan tussen 1850 en +/- 1940
138019	1	Bos ontstaan tussen 1850 en +/- 1940
138019	2	Bos ontstaan tussen 1850 en +/- 1940
138019	3	Bos ontstaan tussen 1850 en +/- 1940
138020	1	Bos ontstaan voor 1775
138020	2	Bos ontstaan voor 1775
138020	3	Bos ontstaan voor 1775
138024	1	Bos ontstaan voor 1775
138024	2	Bos ontstaan voor 1775
138027	1	Bos ontstaan na +/- 1940
138027	2	Bos ontstaan na +/- 1940
138027	3	Bos ontstaan na +/- 1940
138028	1	Bos ontstaan voor 1775
138028	2	Bos ontstaan voor 1775
138028	3	Bos ontstaan voor 1775
138036	1	Bos ontstaan voor 1775
138036	2	Bos ontstaan voor 1775
138036	3	Bos ontstaan voor 1775
138097	1	Bos ontstaan tussen 1775 en 1850
138097	2	Bos ontstaan tussen 1775 en 1850
138097	3	Bos ontstaan tussen 1775 en 1850
138098	1	Bos ontstaan tussen 1850 en +/- 1940
138098	2	Bos ontstaan tussen 1850 en +/- 1940
138098	3	Bos ontstaan tussen 1850 en +/- 1940
141131	1	Bos ontstaan na +/- 1930
141131	2	Bos ontstaan na +/- 1930
142033	1	Bos ontstaan na +/- 1930
142033	2	Bos ontstaan na +/- 1930
142137	1	Bos ontstaan na +/- 1930
142137	2	Bos ontstaan na +/- 1930
142144	1	Bos ontstaan na +/- 1940
142144	2	Bos ontstaan na +/- 1940
142151	1	Bos ontstaan tussen 1775 en 1850
142151	2	Bos ontstaan tussen 1775 en 1850
142159	1	Bos ontstaan tussen 1775 en 1850
142159	2	Bos ontstaan tussen 1775 en 1850
143120	1	Bos ontstaan voor 1775
143120	2	Bos ontstaan voor 1775
143120	3	Bos ontstaan voor 1775
143127	1	Bos ontstaan voor 1775
143127	2	Bos ontstaan voor 1775
143127	3	Bos ontstaan voor 1775
143132	1	Bos ontstaan tussen 1775 en 1850
143132	2	Bos ontstaan tussen 1775 en 1850
143132	3	Bos ontstaan tussen 1775 en 1850
143136	1	Bos ontstaan na +/- 1940
143136	2	Bos ontstaan na +/- 1940
143136	3	Bos ontstaan na +/- 1940
143141	1	Bos ontstaan voor 1775
143141	2	Bos ontstaan voor 1775
143141	3	Bos ontstaan voor 1775
143143	1	Bos ontstaan na +/- 1940
143143	2	Bos ontstaan na +/- 1940
143143	3	Bos ontstaan na +/- 1940
143148	1	Bos ontstaan voor 1775
143148	2	Bos ontstaan voor 1775
143148	3	Bos ontstaan voor 1775
144047	1	Bos ontstaan tussen 1850 en +/- 1940
144047	2	Bos ontstaan tussen 1850 en +/- 1940
144047	3	Bos ontstaan tussen 1850 en +/- 1940
144048	1	Bos ontstaan voor 1775
144048	2	Bos ontstaan voor 1775
144048	3	Bos ontstaan voor 1775
144051	1	Bos ontstaan na +/- 1940
144051	2	Bos ontstaan na +/- 1940
144051	3	Bos ontstaan na +/- 1940
144055	1	Bos ontstaan tussen 1775 en 1850
144055	2	Bos ontstaan tussen 1775 en 1850
144055	3	Bos ontstaan tussen 1775 en 1850
144056	1	Bos ontstaan na +/- 1940
144056	2	Bos ontstaan na +/- 1940
144056	3	Bos ontstaan na +/- 1940
144059	1	Bos ontstaan na +/- 1940
144059	2	Bos ontstaan na +/- 1940
144059	3	Bos ontstaan na +/- 1940
144064	1	Bos ontstaan tussen 1775 en 1850
144064	2	Bos ontstaan tussen 1775 en 1850
144064	3	Bos ontstaan tussen 1775 en 1850
144068	1	Bos ontstaan na +/- 1940
144068	2	Bos ontstaan na +/- 1940
144068	3	Bos ontstaan na +/- 1940
144069	1	Bos ontstaan na +/- 1940
144069	2	Bos ontstaan na +/- 1940
144069	3	Bos ontstaan na +/- 1940
144071	1	Bos ontstaan tussen 1850 en +/- 1940
144071	2	Bos ontstaan tussen 1850 en +/- 1940
144071	3	Bos ontstaan tussen 1850 en +/- 1940
144072	1	Bos ontstaan na +/- 1930
144072	2	Bos ontstaan na +/- 1930
144072	3	Bos ontstaan na +/- 1930
144075	1	Bos ontstaan na +/- 1940
144075	2	Bos ontstaan na +/- 1940
144075	3	Bos ontstaan na +/- 1940
144076	1	Bos ontstaan na +/- 1940
144076	2	Bos ontstaan na +/- 1940
144076	3	Bos ontstaan na +/- 1940
144077	1	Bos ontstaan na +/- 1940
144077	2	Bos ontstaan na +/- 1940
144077	3	Bos ontstaan na +/- 1940
144113	1	Bos ontstaan voor 1775
144113	2	Bos ontstaan voor 1775
144113	3	Bos ontstaan voor 1775
144119	1	Bos ontstaan na +/- 1940
144119	2	Bos ontstaan na +/- 1940
144119	3	Bos ontstaan na +/- 1940
144121	1	Bos ontstaan voor 1775
144121	2	Bos ontstaan voor 1775
144121	3	Bos ontstaan voor 1775
144126	1	Bos ontstaan na +/- 1940
144126	2	Bos ontstaan na +/- 1940
144126	3	Bos ontstaan na +/- 1940
144127	1	Bos ontstaan na +/- 1930
144127	2	Bos ontstaan na +/- 1930
144127	3	Bos ontstaan na +/- 1930
144131	1	Bos ontstaan voor 1775
144131	2	Bos ontstaan voor 1775
144131	3	Bos ontstaan voor 1775
144135	1	Bos ontstaan tussen 1850 en +/- 1930
144135	2	Bos ontstaan tussen 1850 en +/- 1930
144135	3	Bos ontstaan tussen 1850 en +/- 1930
144139	1	Bos ontstaan tussen 1775 en 1850
144139	2	Bos ontstaan tussen 1775 en 1850
144139	3	Bos ontstaan tussen 1775 en 1850
144142	1	Bos ontstaan na +/- 1940
144142	2	Bos ontstaan na +/- 1940
144142	3	Bos ontstaan na +/- 1940
144146	1	Bos ontstaan voor 1775
144146	2	Bos ontstaan voor 1775
144146	3	Bos ontstaan voor 1775
144157	1	Bos ontstaan na +/- 1930
144157	2	Bos ontstaan na +/- 1930
144157	3	Bos ontstaan na +/- 1930
145001	1	Bos ontstaan tussen 1775 en 1850
145001	2	Bos ontstaan tussen 1775 en 1850
145002	1	Bos ontstaan na +/- 1940
145002	2	Bos ontstaan na +/- 1940
145003	1	Bos ontstaan tussen 1850 en +/- 1940
145003	2	Bos ontstaan tussen 1850 en +/- 1940
145011	1	Bos ontstaan tussen 1850 en +/- 1940
145011	2	Bos ontstaan tussen 1850 en +/- 1940
145088	1	Bos ontstaan na +/- 1940
145088	2	Bos ontstaan na +/- 1940
145149	1	Bos ontstaan na +/- 1930
145149	2	Bos ontstaan na +/- 1930
146006	1	Bos ontstaan na +/- 1940
146006	2	Bos ontstaan na +/- 1940
146007	1	Bos ontstaan tussen 1850 en +/- 1940
146007	2	Bos ontstaan tussen 1850 en +/- 1940
146031	1	Bos ontstaan voor 1775
146031	2	Bos ontstaan voor 1775
146050	1	Bos ontstaan tussen 1850 en +/- 1930
146050	2	Bos ontstaan tussen 1850 en +/- 1930
147003	1	Bos ontstaan tussen 1850 en +/- 1940
147003	2	Bos ontstaan tussen 1850 en +/- 1940
147003	3	Bos ontstaan tussen 1850 en +/- 1940
147004	1	Bos ontstaan voor 1775
147004	2	Bos ontstaan voor 1775
147004	3	Bos ontstaan voor 1775
147036	1	Bos ontstaan na +/- 1930
147036	2	Bos ontstaan na +/- 1930
147036	3	Bos ontstaan na +/- 1930
147049	1	Bos ontstaan voor 1775
147049	2	Bos ontstaan voor 1775
147049	3	Bos ontstaan voor 1775
147055	1	Bos ontstaan na +/- 1940
147055	2	Bos ontstaan na +/- 1940
147055	3	Bos ontstaan na +/- 1940
147059	1	Bos ontstaan tussen 1775 en 1850
147059	2	Bos ontstaan tussen 1775 en 1850
147059	3	Bos ontstaan tussen 1775 en 1850
147067	1	Bos ontstaan tussen 1775 en 1850
147067	2	Bos ontstaan tussen 1775 en 1850
147067	3	Bos ontstaan tussen 1775 en 1850
147068	1	Bos ontstaan tussen 1775 en 1850
147068	2	Bos ontstaan tussen 1775 en 1850
147068	3	Bos ontstaan tussen 1775 en 1850
148011	1	Bos ontstaan tussen 1850 en +/- 1930
148011	2	Bos ontstaan tussen 1850 en +/- 1930
148011	3	Bos ontstaan tussen 1850 en +/- 1930
148018	1	Bos ontstaan na +/- 1940
148018	2	Bos ontstaan na +/- 1940
148018	3	Bos ontstaan na +/- 1940
148024	1	Bos ontstaan tussen 1775 en 1850
148024	2	Bos ontstaan tussen 1775 en 1850
148024	3	Bos ontstaan tussen 1775 en 1850
148025	1	Bos ontstaan tussen 1850 en +/- 1940
148025	2	Bos ontstaan tussen 1850 en +/- 1940
148025	3	Bos ontstaan tussen 1850 en +/- 1940
148026	1	Bos ontstaan na +/- 1940
148026	2	Bos ontstaan na +/- 1940
148026	3	Bos ontstaan na +/- 1940
148031	1	Bos ontstaan na +/- 1940
148031	2	Bos ontstaan na +/- 1940
148031	3	Bos ontstaan na +/- 1940
148034	1	Bos ontstaan na +/- 1940
148034	2	Bos ontstaan na +/- 1940
148034	3	Bos ontstaan na +/- 1940
148045	1	Bos ontstaan tussen 1850 en +/- 1930
148045	2	Bos ontstaan tussen 1850 en +/- 1930
148045	3	Bos ontstaan tussen 1850 en +/- 1930
148047	1	Bos ontstaan tussen 1775 en 1850
148047	2	Bos ontstaan tussen 1775 en 1850
148047	3	Bos ontstaan tussen 1775 en 1850
148069	1	Bos ontstaan na +/- 1940
148069	2	Bos ontstaan na +/- 1940
148069	3	Bos ontstaan na +/- 1940
148078	1	Bos ontstaan na +/- 1940
148078	2	Bos ontstaan na +/- 1940
148078	3	Bos ontstaan na +/- 1940
148087	1	Bos ontstaan na +/- 1940
148087	2	Bos ontstaan na +/- 1940
148087	3	Bos ontstaan na +/- 1940
148095	1	Bos ontstaan tussen 1850 en +/- 1940
148095	2	Bos ontstaan tussen 1850 en +/- 1940
148095	3	Bos ontstaan tussen 1850 en +/- 1940
148110	1	Bos ontstaan voor 1775
148110	2	Bos ontstaan voor 1775
148110	3	Bos ontstaan voor 1775
148120	1	Bos ontstaan na +/- 1930
148120	2	Bos ontstaan na +/- 1930
148120	3	Bos ontstaan na +/- 1930
148145	1	Bos ontstaan na +/- 1930
148145	2	Bos ontstaan na +/- 1930
148145	3	Bos ontstaan na +/- 1930
151014	1	Bos ontstaan na +/- 1930
151014	2	Bos ontstaan na +/- 1930
151022	1	Bos ontstaan na +/- 1930
151022	2	Bos ontstaan na +/- 1930
151043	1	Bos ontstaan na +/- 1940
151043	2	Bos ontstaan na +/- 1940
151043	3	Bos ontstaan na +/- 1940
152049	1	Bos ontstaan na +/- 1930
152049	2	Bos ontstaan na +/- 1930
153007	1	Bos ontstaan na +/- 1940
153007	2	Bos ontstaan na +/- 1940
153008	1	Bos ontstaan na +/- 1940
153008	2	Bos ontstaan na +/- 1940
153016	1	Bos ontstaan na +/- 1940
153016	2	Bos ontstaan na +/- 1940
153040	1	Bos ontstaan na +/- 1930
153040	2	Bos ontstaan na +/- 1930
153053	1	Bos ontstaan na +/- 1940
153053	2	Bos ontstaan na +/- 1940
153054	1	Bos ontstaan na +/- 1930
153054	2	Bos ontstaan na +/- 1930
153067	1	Bos ontstaan na +/- 1940
153067	2	Bos ontstaan na +/- 1940
153068	1	Bos ontstaan na +/- 1940
153068	2	Bos ontstaan na +/- 1940
153083	1	Bos ontstaan na +/- 1940
153083	2	Bos ontstaan na +/- 1940
153084	1	Bos ontstaan na +/- 1940
153084	2	Bos ontstaan na +/- 1940
153138	1	Bos ontstaan na +/- 1940
153138	2	Bos ontstaan na +/- 1940
153139	1	Bos ontstaan na +/- 1940
153139	2	Bos ontstaan na +/- 1940
153147	1	Bos ontstaan na +/- 1940
153147	2	Bos ontstaan na +/- 1940
153154	1	Bos ontstaan na +/- 1940
153154	2	Bos ontstaan na +/- 1940
154003	1	Bos ontstaan tussen 1850 en +/- 1940
154003	2	Bos ontstaan tussen 1850 en +/- 1940
154003	3	Bos ontstaan tussen 1850 en +/- 1940
154004	1	Bos ontstaan tussen 1850 en +/- 1940
154004	2	Bos ontstaan tussen 1850 en +/- 1940
154004	3	Bos ontstaan tussen 1850 en +/- 1940
154009	1	Bos ontstaan na +/- 1930
154009	2	Bos ontstaan na +/- 1930
154009	3	Bos ontstaan na +/- 1930
154013	1	Bos ontstaan voor 1775
154013	2	Bos ontstaan voor 1775
154013	3	Bos ontstaan voor 1775
154019	1	Bos ontstaan tussen 1850 en +/- 1940
154019	2	Bos ontstaan tussen 1850 en +/- 1940
154019	3	Bos ontstaan tussen 1850 en +/- 1940
154020	1	Bos ontstaan na +/- 1940
154020	2	Bos ontstaan na +/- 1940
154020	3	Bos ontstaan na +/- 1940
154021	1	Bos ontstaan tussen 1850 en +/- 1940
154021	2	Bos ontstaan tussen 1850 en +/- 1940
154021	3	Bos ontstaan tussen 1850 en +/- 1940
154024	1	Bos ontstaan tussen 1850 en +/- 1940
154024	2	Bos ontstaan tussen 1850 en +/- 1940
154024	3	Bos ontstaan tussen 1850 en +/- 1940
154027	1	Bos ontstaan na +/- 1940
154027	2	Bos ontstaan na +/- 1940
154027	3	Bos ontstaan na +/- 1940
154032	1	Bos ontstaan na +/- 1940
154032	2	Bos ontstaan na +/- 1940
154032	3	Bos ontstaan na +/- 1940
154040	1	Bos ontstaan na +/- 1940
154040	2	Bos ontstaan na +/- 1940
154040	3	Bos ontstaan na +/- 1940
154047	1	Bos ontstaan na +/- 1940
154047	2	Bos ontstaan na +/- 1940
154047	3	Bos ontstaan na +/- 1940
154062	1	Bos ontstaan tussen 1850 en +/- 1940
154062	2	Bos ontstaan tussen 1850 en +/- 1940
154062	3	Bos ontstaan tussen 1850 en +/- 1940
154072	1	Bos ontstaan na +/- 1940
154072	2	Bos ontstaan na +/- 1940
154072	3	Bos ontstaan na +/- 1940
154101	1	Bos ontstaan tussen 1775 en 1850
154101	2	Bos ontstaan tussen 1775 en 1850
154101	3	Bos ontstaan tussen 1775 en 1850
155024	1	Bos ontstaan voor 1775
155024	2	Bos ontstaan voor 1775
155061	1	Bos ontstaan na +/- 1940
155061	2	Bos ontstaan na +/- 1940
155075	1	Bos ontstaan na +/- 1940
155075	2	Bos ontstaan na +/- 1940
155075	3	Bos ontstaan na +/- 1940
155084	1	Bos ontstaan na +/- 1940
155084	2	Bos ontstaan na +/- 1940
155084	3	Bos ontstaan na +/- 1940
155090	1	Bos ontstaan na +/- 1940
155090	2	Bos ontstaan na +/- 1940
155090	3	Bos ontstaan na +/- 1940
155133	1	Bos ontstaan tussen 1775 en 1850
155133	2	Bos ontstaan tussen 1775 en 1850
155151	1	Bos ontstaan na +/- 1940
155151	2	Bos ontstaan na +/- 1940
156001	1	Bos ontstaan tussen 1850 en +/- 1940
156001	2	Bos ontstaan tussen 1850 en +/- 1940
156009	1	Bos ontstaan na +/- 1940
156009	2	Bos ontstaan na +/- 1940
156025	1	Bos ontstaan na +/- 1940
156025	2	Bos ontstaan na +/- 1940
156048	1	Bos ontstaan tussen 1850 en +/- 1940
156048	2	Bos ontstaan tussen 1850 en +/- 1940
156064	1	Bos ontstaan tussen 1850 en +/- 1940
156064	2	Bos ontstaan tussen 1850 en +/- 1940
156072	1	Bos ontstaan tussen 1775 en 1850
156072	2	Bos ontstaan tussen 1775 en 1850
156080	1	Bos ontstaan na +/- 1940
156080	2	Bos ontstaan na +/- 1940
156094	1	Bos ontstaan na +/- 1940
156094	2	Bos ontstaan na +/- 1940
156107	1	Bos ontstaan tussen 1850 en +/- 1940
156107	2	Bos ontstaan tussen 1850 en +/- 1940
156108	1	Bos ontstaan tussen 1850 en +/- 1940
156108	2	Bos ontstaan tussen 1850 en +/- 1940
156111	1	Bos ontstaan tussen 1850 en +/- 1940
156111	2	Bos ontstaan tussen 1850 en +/- 1940
156113	1	Bos ontstaan na +/- 1940
156113	2	Bos ontstaan na +/- 1940
156114	1	Bos ontstaan tussen 1850 en +/- 1940
156114	2	Bos ontstaan tussen 1850 en +/- 1940
156118	1	Bos ontstaan tussen 1850 en +/- 1940
156118	2	Bos ontstaan tussen 1850 en +/- 1940
156119	1	Bos ontstaan na +/- 1930
156119	2	Bos ontstaan na +/- 1930
156121	1	Bos ontstaan tussen 1850 en +/- 1940
156121	2	Bos ontstaan tussen 1850 en +/- 1940
156122	1	Bos ontstaan voor 1775
156122	2	Bos ontstaan voor 1775
156124	1	Bos ontstaan tussen 1775 en 1850
156124	2	Bos ontstaan tussen 1775 en 1850
156125	1	Bos ontstaan na +/- 1940
156125	2	Bos ontstaan na +/- 1940
156129	1	Bos ontstaan na +/- 1940
156129	2	Bos ontstaan na +/- 1940
156132	1	Bos ontstaan tussen 1850 en +/- 1940
156132	2	Bos ontstaan tussen 1850 en +/- 1940
156136	1	Bos ontstaan na +/- 1930
156136	2	Bos ontstaan na +/- 1930
156137	1	Bos ontstaan tussen 1850 en +/- 1940
156137	2	Bos ontstaan tussen 1850 en +/- 1940
156138	1	Bos ontstaan tussen 1850 en +/- 1940
156138	2	Bos ontstaan tussen 1850 en +/- 1940
156139	1	Bos ontstaan na +/- 1940
156139	2	Bos ontstaan na +/- 1940
156144	1	Bos ontstaan na +/- 1940
156144	2	Bos ontstaan na +/- 1940
156145	1	Bos ontstaan na +/- 1930
156145	2	Bos ontstaan na +/- 1930
156146	1	Bos ontstaan tussen 1775 en 1850
156146	2	Bos ontstaan tussen 1775 en 1850
156152	1	Bos ontstaan tussen 1850 en +/- 1940
156152	2	Bos ontstaan tussen 1850 en +/- 1940
156159	1	Bos ontstaan na +/- 1930
156159	2	Bos ontstaan na +/- 1930
157027	1	Bos ontstaan na +/- 1940
157027	2	Bos ontstaan na +/- 1940
157029	1	Bos ontstaan na +/- 1930
157029	2	Bos ontstaan na +/- 1930
157034	1	Bos ontstaan na +/- 1940
157034	2	Bos ontstaan na +/- 1940
157044	1	Bos ontstaan voor 1775
157044	2	Bos ontstaan voor 1775
157050	1	Bos ontstaan na +/- 1940
157050	2	Bos ontstaan na +/- 1940
157054	1	Bos ontstaan tussen 1850 en +/- 1940
157054	2	Bos ontstaan tussen 1850 en +/- 1940
157067	1	Bos ontstaan tussen 1775 en 1850
157067	2	Bos ontstaan tussen 1775 en 1850
157083	1	Bos ontstaan tussen 1850 en +/- 1940
157083	2	Bos ontstaan tussen 1850 en +/- 1940
157084	1	Bos ontstaan voor 1775
157084	2	Bos ontstaan voor 1775
157091	1	Bos ontstaan tussen 1775 en 1850
157091	2	Bos ontstaan tussen 1775 en 1850
157130	1	Bos ontstaan na +/- 1940
157130	2	Bos ontstaan na +/- 1940
157131	1	Bos ontstaan na +/- 1940
157131	2	Bos ontstaan na +/- 1940
157138	1	Bos ontstaan tussen 1850 en +/- 1930
157138	2	Bos ontstaan tussen 1850 en +/- 1930
157141	1	Bos ontstaan na +/- 1940
157141	2	Bos ontstaan na +/- 1940
157149	1	Bos ontstaan na +/- 1930
157149	2	Bos ontstaan na +/- 1930
157153	1	Bos ontstaan tussen 1850 en +/- 1930
157153	2	Bos ontstaan tussen 1850 en +/- 1930
157159	1	Bos ontstaan na +/- 1930
157159	2	Bos ontstaan na +/- 1930
158033	1	Bos ontstaan na +/- 1940
158033	2	Bos ontstaan na +/- 1940
158033	3	Bos ontstaan na +/- 1940
158045	1	Bos ontstaan na +/- 1940
158045	2	Bos ontstaan na +/- 1940
158045	3	Bos ontstaan na +/- 1940
158053	1	Bos ontstaan na +/- 1940
158053	2	Bos ontstaan na +/- 1940
158053	3	Bos ontstaan na +/- 1940
158061	1	Bos ontstaan tussen 1775 en 1850
158061	2	Bos ontstaan tussen 1775 en 1850
158061	3	Bos ontstaan tussen 1775 en 1850
158069	1	Bos ontstaan tussen 1850 en +/- 1940
158069	2	Bos ontstaan tussen 1850 en +/- 1940
158069	3	Bos ontstaan tussen 1850 en +/- 1940
158091	1	Bos ontstaan na +/- 1940
158091	2	Bos ontstaan na +/- 1940
158091	3	Bos ontstaan na +/- 1940
158103	1	Bos ontstaan voor 1775
158103	2	Bos ontstaan voor 1775
158103	3	Bos ontstaan voor 1775
158118	1	Bos ontstaan tussen 1850 en +/- 1940
158118	2	Bos ontstaan tussen 1850 en +/- 1940
158118	3	Bos ontstaan tussen 1850 en +/- 1940
158120	1	Bos ontstaan na +/- 1940
158120	2	Bos ontstaan na +/- 1940
158120	3	Bos ontstaan na +/- 1940
161008	1	Bos ontstaan na +/- 1940
161008	2	Bos ontstaan na +/- 1940
161008	3	Bos ontstaan na +/- 1940
161011	1	Bos ontstaan na +/- 1940
161011	2	Bos ontstaan na +/- 1940
161011	3	Bos ontstaan na +/- 1940
161012	1	Bos ontstaan na +/- 1940
161012	2	Bos ontstaan na +/- 1940
161012	3	Bos ontstaan na +/- 1940
161032	1	Bos ontstaan tussen 1850 en +/- 1940
161032	2	Bos ontstaan tussen 1850 en +/- 1940
161032	3	Bos ontstaan tussen 1850 en +/- 1940
161033	1	Bos ontstaan tussen 1775 en 1850
161033	2	Bos ontstaan tussen 1775 en 1850
161033	3	Bos ontstaan tussen 1775 en 1850
161039	2	Bos ontstaan tussen 1850 en +/- 1940
161041	1	Bos ontstaan voor 1775
161041	2	Bos ontstaan voor 1775
161041	3	Bos ontstaan voor 1775
161043	1	Bos ontstaan tussen 1775 en 1850
161043	2	Bos ontstaan tussen 1775 en 1850
161043	3	Bos ontstaan tussen 1775 en 1850
161053	1	Bos ontstaan na +/- 1940
161053	2	Bos ontstaan voor 1775
161053	3	Bos ontstaan na +/- 1940
161061	1	Bos ontstaan na +/- 1940
161061	2	Bos ontstaan na +/- 1940
161061	3	Bos ontstaan na +/- 1940
161064	1	Bos ontstaan na +/- 1940
161064	2	Bos ontstaan na +/- 1940
161064	3	Bos ontstaan na +/- 1940
161068	1	Bos ontstaan tussen 1775 en 1850
161068	2	Bos ontstaan tussen 1775 en 1850
161068	3	Bos ontstaan tussen 1775 en 1850
161069	1	Bos ontstaan tussen 1775 en 1850
161069	2	Bos ontstaan na +/- 1940
161069	3	Bos ontstaan tussen 1775 en 1850
161070	1	Bos ontstaan voor 1775
161070	2	Bos ontstaan voor 1775
161070	3	Bos ontstaan voor 1775
161071	1	Bos ontstaan voor 1775
161071	2	Bos ontstaan tussen 1775 en 1850
161071	3	Bos ontstaan voor 1775
161078	1	Bos ontstaan tussen 1850 en +/- 1940
161078	2	Bos ontstaan tussen 1850 en +/- 1940
161078	3	Bos ontstaan tussen 1850 en +/- 1940
161079	1	Bos ontstaan tussen 1850 en +/- 1940
161079	2	Bos ontstaan tussen 1850 en +/- 1940
161079	3	Bos ontstaan tussen 1850 en +/- 1940
161082	3	Bos ontstaan na +/- 1940
161085	1	Bos ontstaan tussen 1775 en 1850
161085	2	Bos ontstaan tussen 1775 en 1850
161085	3	Bos ontstaan tussen 1775 en 1850
161087	2	Bos ontstaan voor 1775
161092	1	Bos ontstaan tussen 1850 en +/- 1940
161092	2	Bos ontstaan tussen 1850 en +/- 1940
161092	3	Bos ontstaan na +/- 1940
161093	1	Bos ontstaan tussen 1775 en 1850
161093	2	Bos ontstaan tussen 1775 en 1850
161093	3	Bos ontstaan tussen 1775 en 1850
161095	1	Bos ontstaan tussen 1775 en 1850
161095	2	Bos ontstaan tussen 1775 en 1850
161095	3	Bos ontstaan tussen 1775 en 1850
161102	2	Bos ontstaan tussen 1850 en +/- 1940
161102	3	Bos ontstaan tussen 1850 en +/- 1940
161104	1	Bos ontstaan tussen 1850 en +/- 1940
161104	2	Bos ontstaan tussen 1850 en +/- 1940
161104	3	Bos ontstaan tussen 1850 en +/- 1940
161111	1	Bos ontstaan tussen 1775 en 1850
161111	2	Bos ontstaan tussen 1775 en 1850
161111	3	Bos ontstaan tussen 1775 en 1850
161114	1	Bos ontstaan tussen 1850 en +/- 1940
161114	2	Bos ontstaan tussen 1850 en +/- 1940
161114	3	Bos ontstaan tussen 1850 en +/- 1940
161118	1	Bos ontstaan na +/- 1940
161118	2	Bos ontstaan na +/- 1940
161118	3	Bos ontstaan na +/- 1940
161126	1	Bos ontstaan tussen 1850 en +/- 1940
161126	2	Bos ontstaan tussen 1850 en +/- 1940
161126	3	Bos ontstaan tussen 1850 en +/- 1940
161129	1	Bos ontstaan tussen 1775 en 1850
161129	2	Bos ontstaan tussen 1775 en 1850
161129	3	Bos ontstaan tussen 1775 en 1850
161130	1	Bos ontstaan tussen 1850 en +/- 1940
161130	2	Bos ontstaan tussen 1850 en +/- 1940
161130	3	Bos ontstaan tussen 1850 en +/- 1940
161132	1	Bos ontstaan voor 1775
161132	2	Bos ontstaan voor 1775
161132	3	Bos ontstaan voor 1775
161133	1	Bos ontstaan tussen 1775 en 1850
161133	2	Bos ontstaan tussen 1775 en 1850
161133	3	Bos ontstaan tussen 1775 en 1850
161134	1	Bos ontstaan tussen 1850 en +/- 1940
161134	2	Bos ontstaan tussen 1850 en +/- 1940
161134	3	Bos ontstaan tussen 1850 en +/- 1940
161142	1	Bos ontstaan tussen 1850 en +/- 1940
161142	2	Bos ontstaan tussen 1850 en +/- 1940
161142	3	Bos ontstaan tussen 1850 en +/- 1940
162003	1	Bos ontstaan na +/- 1940
162003	2	Bos ontstaan na +/- 1940
162003	3	Bos ontstaan na +/- 1940
162006	1	Bos ontstaan tussen 1850 en +/- 1940
162006	2	Bos ontstaan tussen 1850 en +/- 1940
162007	1	Bos ontstaan tussen 1850 en +/- 1940
162007	2	Bos ontstaan tussen 1850 en +/- 1940
162008	1	Bos ontstaan tussen 1775 en 1850
162008	2	Bos ontstaan tussen 1775 en 1850
162009	1	Bos ontstaan na +/- 1940
162009	2	Bos ontstaan na +/- 1940
162009	3	Bos ontstaan na +/- 1940
162016	1	Bos ontstaan tussen 1850 en +/- 1940
162016	2	Bos ontstaan tussen 1850 en +/- 1940
162017	1	Bos ontstaan tussen 1850 en +/- 1940
162017	2	Bos ontstaan tussen 1850 en +/- 1940
162017	3	Bos ontstaan tussen 1850 en +/- 1940
162019	1	Bos ontstaan tussen 1850 en +/- 1940
162019	2	Bos ontstaan tussen 1850 en +/- 1940
162019	3	Bos ontstaan tussen 1775 en 1850
162023	1	Bos ontstaan tussen 1850 en +/- 1940
162023	2	Bos ontstaan tussen 1850 en +/- 1940
162025	1	Bos ontstaan tussen 1850 en +/- 1940
