plot_id	periode	blk
17144	1	Bos ontstaan na +/- 1940
17144	2	Bos ontstaan na +/- 1940
18111	1	Bos ontstaan tussen 1850 en +/- 1940
18111	2	Bos ontstaan tussen 1850 en +/- 1940
18111	3	Bos ontstaan tussen 1850 en +/- 1940
18127	1	Bos ontstaan tussen 1850 en +/- 1940
18127	2	Bos ontstaan tussen 1850 en +/- 1940
18127	3	Bos ontstaan tussen 1850 en +/- 1940
18135	1	Bos ontstaan tussen 1850 en +/- 1940
18135	2	Bos ontstaan tussen 1850 en +/- 1940
18135	3	Bos ontstaan tussen 1850 en +/- 1940
26148	1	Bos ontstaan tussen 1850 en +/- 1940
26148	2	Bos ontstaan tussen 1850 en +/- 1940
26148	3	Bos ontstaan tussen 1850 en +/- 1940
27091	1	Bos ontstaan na +/- 1930
27091	2	Bos ontstaan na +/- 1930
27113	1	Bos ontstaan tussen 1850 en +/- 1940
27113	2	Bos ontstaan tussen 1850 en +/- 1940
27124	1	Bos ontstaan tussen 1850 en +/- 1940
27124	2	Bos ontstaan tussen 1850 en +/- 1940
27131	1	Bos ontstaan na +/- 1930
27131	2	Bos ontstaan na +/- 1930
27137	1	Bos ontstaan tussen 1850 en +/- 1930
27137	2	Bos ontstaan tussen 1850 en +/- 1930
27138	1	Bos ontstaan na +/- 1940
27138	2	Bos ontstaan na +/- 1940
27139	1	Bos ontstaan tussen 1850 en +/- 1940
27139	2	Bos ontstaan tussen 1850 en +/- 1940
27140	1	Bos ontstaan na +/- 1930
27140	2	Bos ontstaan na +/- 1930
27145	1	Bos ontstaan na +/- 1940
27145	2	Bos ontstaan na +/- 1940
27148	1	Bos ontstaan voor 1775
27148	2	Bos ontstaan voor 1775
27154	1	Bos ontstaan tussen 1850 en +/- 1940
27154	2	Bos ontstaan tussen 1850 en +/- 1940
27156	1	Bos ontstaan tussen 1850 en +/- 1940
27156	2	Bos ontstaan tussen 1850 en +/- 1940
35106	1	Bos ontstaan na +/- 1940
35106	2	Bos ontstaan na +/- 1940
35106	3	Bos ontstaan na +/- 1940
35114	1	Bos ontstaan na +/- 1940
35114	2	Bos ontstaan na +/- 1940
35114	3	Bos ontstaan na +/- 1940
35124	1	Bos ontstaan tussen 1850 en +/- 1940
35124	2	Bos ontstaan tussen 1850 en +/- 1940
35124	3	Bos ontstaan tussen 1850 en +/- 1940
35129	1	Bos ontstaan tussen 1850 en +/- 1940
35129	2	Bos ontstaan tussen 1850 en +/- 1940
35129	3	Bos ontstaan tussen 1850 en +/- 1940
35132	1	Bos ontstaan tussen 1850 en +/- 1940
35132	2	Bos ontstaan tussen 1850 en +/- 1940
35132	3	Bos ontstaan tussen 1850 en +/- 1940
35140	1	Bos ontstaan tussen 1850 en +/- 1940
35140	2	Bos ontstaan tussen 1850 en +/- 1940
35140	3	Bos ontstaan tussen 1850 en +/- 1940
35145	1	Bos ontstaan na +/- 1930
35145	2	Bos ontstaan na +/- 1930
35145	3	Bos ontstaan na +/- 1930
35148	1	Bos ontstaan na +/- 1940
35148	2	Bos ontstaan na +/- 1940
35148	3	Bos ontstaan na +/- 1940
35157	1	Bos ontstaan tussen 1850 en +/- 1940
35157	2	Bos ontstaan tussen 1850 en +/- 1940
35157	3	Bos ontstaan tussen 1850 en +/- 1940
47157	1	Bos ontstaan tussen 1850 en +/- 1930
47157	2	Bos ontstaan tussen 1850 en +/- 1930
48113	1	Bos ontstaan na +/- 1940
48113	2	Bos ontstaan na +/- 1940
55115	1	Bos ontstaan na +/- 1940
55115	2	Bos ontstaan na +/- 1940
56019	1	Bos ontstaan tussen 1850 en +/- 1930
56019	2	Bos ontstaan tussen 1850 en +/- 1930
56019	3	Bos ontstaan tussen 1850 en +/- 1930
56020	1	Bos ontstaan na +/- 1930
56020	2	Bos ontstaan na +/- 1930
56020	3	Bos ontstaan na +/- 1930
73032	1	Bos ontstaan tussen 1850 en +/- 1940
73032	2	Bos ontstaan tussen 1850 en +/- 1940
73054	1	Bos ontstaan na +/- 1930
73054	2	Bos ontstaan na +/- 1930
73062	1	Bos ontstaan tussen 1850 en +/- 1940
73062	2	Bos ontstaan tussen 1850 en +/- 1940
73063	1	Bos ontstaan tussen 1850 en +/- 1940
73063	2	Bos ontstaan tussen 1850 en +/- 1940
73064	1	Bos ontstaan tussen 1850 en +/- 1940
73064	2	Bos ontstaan tussen 1850 en +/- 1940
73087	1	Bos ontstaan na +/- 1940
73087	2	Bos ontstaan na +/- 1940
73120	1	Bos ontstaan tussen 1850 en +/- 1940
73120	2	Bos ontstaan tussen 1850 en +/- 1940
73154	1	Bos ontstaan na +/- 1940
73154	2	Bos ontstaan na +/- 1940
74013	1	Bos ontstaan na +/- 1930
74013	2	Bos ontstaan na +/- 1930
74013	3	Bos ontstaan na +/- 1930
74017	1	Bos ontstaan tussen 1850 en +/- 1940
74017	2	Bos ontstaan tussen 1850 en +/- 1940
74017	3	Bos ontstaan tussen 1850 en +/- 1940
74018	1	Bos ontstaan tussen 1850 en +/- 1940
74018	2	Bos ontstaan tussen 1850 en +/- 1940
74018	3	Bos ontstaan tussen 1850 en +/- 1940
74019	1	Bos ontstaan tussen 1850 en +/- 1930
74019	2	Bos ontstaan tussen 1850 en +/- 1930
74019	3	Bos ontstaan tussen 1850 en +/- 1930
74025	1	Bos ontstaan tussen 1850 en +/- 1940
74025	2	Bos ontstaan tussen 1850 en +/- 1940
74025	3	Bos ontstaan tussen 1850 en +/- 1940
74026	1	Bos ontstaan tussen 1850 en +/- 1940
74026	2	Bos ontstaan tussen 1850 en +/- 1940
74026	3	Bos ontstaan tussen 1850 en +/- 1940
74034	1	Bos ontstaan tussen 1850 en +/- 1940
74034	2	Bos ontstaan tussen 1850 en +/- 1940
74034	3	Bos ontstaan tussen 1850 en +/- 1940
74041	1	Bos ontstaan tussen 1850 en +/- 1930
74041	2	Bos ontstaan tussen 1850 en +/- 1930
74041	3	Bos ontstaan tussen 1850 en +/- 1930
74049	1	Bos ontstaan na +/- 1940
74049	2	Bos ontstaan na +/- 1940
74049	3	Bos ontstaan na +/- 1940
74050	1	Bos ontstaan tussen 1850 en +/- 1940
74050	2	Bos ontstaan tussen 1850 en +/- 1940
74050	3	Bos ontstaan tussen 1850 en +/- 1940
74057	1	Bos ontstaan na +/- 1940
74057	2	Bos ontstaan na +/- 1940
74057	3	Bos ontstaan na +/- 1940
74058	1	Bos ontstaan na +/- 1940
74058	2	Bos ontstaan na +/- 1940
74058	3	Bos ontstaan na +/- 1940
74065	1	Bos ontstaan tussen 1850 en +/- 1940
74065	2	Bos ontstaan tussen 1850 en +/- 1940
74065	3	Bos ontstaan tussen 1850 en +/- 1940
74066	1	Bos ontstaan tussen 1850 en +/- 1940
74066	2	Bos ontstaan tussen 1850 en +/- 1940
74066	3	Bos ontstaan tussen 1850 en +/- 1940
74067	1	Bos ontstaan tussen 1775 en 1850
74067	2	Bos ontstaan tussen 1775 en 1850
74067	3	Bos ontstaan tussen 1775 en 1850
74074	1	Bos ontstaan tussen 1850 en +/- 1940
74074	2	Bos ontstaan tussen 1850 en +/- 1940
74074	3	Bos ontstaan tussen 1850 en +/- 1940
74082	1	Bos ontstaan na +/- 1930
74082	2	Bos ontstaan na +/- 1930
74082	3	Bos ontstaan na +/- 1930
74087	1	Bos ontstaan tussen 1850 en +/- 1940
74087	2	Bos ontstaan tussen 1850 en +/- 1940
74087	3	Bos ontstaan tussen 1850 en +/- 1940
74088	1	Bos ontstaan tussen 1850 en +/- 1940
74088	2	Bos ontstaan tussen 1850 en +/- 1940
74088	3	Bos ontstaan tussen 1850 en +/- 1940
74127	1	Bos ontstaan tussen 1850 en +/- 1940
74127	2	Bos ontstaan tussen 1850 en +/- 1940
74127	3	Bos ontstaan tussen 1850 en +/- 1940
74129	1	Bos ontstaan tussen 1850 en +/- 1940
74129	2	Bos ontstaan tussen 1850 en +/- 1940
74129	3	Bos ontstaan tussen 1850 en +/- 1940
74130	1	Bos ontstaan na +/- 1940
74130	2	Bos ontstaan na +/- 1940
74130	3	Bos ontstaan na +/- 1940
74135	1	Bos ontstaan na +/- 1930
74135	2	Bos ontstaan na +/- 1930
74135	3	Bos ontstaan na +/- 1930
74137	1	Bos ontstaan tussen 1850 en +/- 1940
74137	2	Bos ontstaan tussen 1850 en +/- 1940
74137	3	Bos ontstaan tussen 1850 en +/- 1940
74138	1	Bos ontstaan na +/- 1940
74138	2	Bos ontstaan na +/- 1940
74138	3	Bos ontstaan na +/- 1940
74143	1	Bos ontstaan tussen 1850 en +/- 1940
74143	2	Bos ontstaan tussen 1850 en +/- 1940
74143	3	Bos ontstaan tussen 1850 en +/- 1940
74145	1	Bos ontstaan tussen 1775 en 1850
74145	2	Bos ontstaan tussen 1775 en 1850
74145	3	Bos ontstaan tussen 1775 en 1850
74146	1	Bos ontstaan na +/- 1940
74146	2	Bos ontstaan na +/- 1940
74146	3	Bos ontstaan na +/- 1940
74148	1	Bos ontstaan tussen 1850 en +/- 1940
74148	2	Bos ontstaan tussen 1850 en +/- 1940
74148	3	Bos ontstaan tussen 1850 en +/- 1940
74151	1	Bos ontstaan tussen 1850 en +/- 1940
74151	2	Bos ontstaan tussen 1850 en +/- 1940
74151	3	Bos ontstaan tussen 1850 en +/- 1940
74155	1	Bos ontstaan tussen 1850 en +/- 1940
74155	2	Bos ontstaan tussen 1850 en +/- 1940
74155	3	Bos ontstaan tussen 1850 en +/- 1940
74156	1	Bos ontstaan na +/- 1940
74156	2	Bos ontstaan na +/- 1940
74156	3	Bos ontstaan na +/- 1940
74157	1	Bos ontstaan na +/- 1940
74157	2	Bos ontstaan na +/- 1940
74157	3	Bos ontstaan na +/- 1940
75133	1	Bos ontstaan na +/- 1940
75133	2	Bos ontstaan na +/- 1940
75142	1	Bos ontstaan na +/- 1940
75142	2	Bos ontstaan na +/- 1940
75149	1	Bos ontstaan na +/- 1940
75149	2	Bos ontstaan na +/- 1940
77011	1	Bos ontstaan tussen 1775 en 1850
77011	2	Bos ontstaan tussen 1775 en 1850
77012	1	Bos ontstaan na +/- 1940
77012	2	Bos ontstaan na +/- 1940
77013	1	Bos ontstaan voor 1775
77013	2	Bos ontstaan voor 1775
77015	1	Bos ontstaan tussen 1850 en +/- 1940
77015	2	Bos ontstaan tussen 1850 en +/- 1940
77016	1	Bos ontstaan na +/- 1930
77016	2	Bos ontstaan na +/- 1930
77021	1	Bos ontstaan tussen 1850 en +/- 1940
77021	2	Bos ontstaan tussen 1850 en +/- 1940
77024	1	Bos ontstaan tussen 1775 en 1850
77024	2	Bos ontstaan tussen 1775 en 1850
77032	1	Bos ontstaan tussen 1850 en +/- 1940
77032	2	Bos ontstaan tussen 1850 en +/- 1940
77038	1	Bos ontstaan voor 1775
77038	2	Bos ontstaan voor 1775
77040	1	Bos ontstaan tussen 1850 en +/- 1940
77040	2	Bos ontstaan tussen 1850 en +/- 1940
77048	1	Bos ontstaan tussen 1775 en 1850
77048	2	Bos ontstaan tussen 1775 en 1850
77056	1	Bos ontstaan tussen 1850 en +/- 1940
77056	2	Bos ontstaan tussen 1850 en +/- 1940
77087	1	Bos ontstaan tussen 1850 en +/- 1940
77087	2	Bos ontstaan tussen 1850 en +/- 1940
77160	1	Bos ontstaan na +/- 1940
77160	2	Bos ontstaan na +/- 1940
78001	1	Bos ontstaan tussen 1850 en +/- 1940
78001	2	Bos ontstaan tussen 1850 en +/- 1940
78001	3	Bos ontstaan tussen 1850 en +/- 1940
78005	1	Bos ontstaan na +/- 1940
78005	2	Bos ontstaan na +/- 1940
78005	3	Bos ontstaan na +/- 1940
78017	1	Bos ontstaan tussen 1850 en +/- 1940
78017	2	Bos ontstaan tussen 1850 en +/- 1940
78017	3	Bos ontstaan tussen 1850 en +/- 1940
78019	1	Bos ontstaan tussen 1775 en 1850
78019	2	Bos ontstaan tussen 1775 en 1850
78019	3	Bos ontstaan tussen 1775 en 1850
78022	1	Bos ontstaan na +/- 1930
78022	2	Bos ontstaan na +/- 1930
78022	3	Bos ontstaan na +/- 1930
78025	1	Bos ontstaan na +/- 1930
78025	2	Bos ontstaan na +/- 1930
78025	3	Bos ontstaan na +/- 1930
78028	1	Bos ontstaan tussen 1775 en 1850
78028	2	Bos ontstaan tussen 1775 en 1850
78028	3	Bos ontstaan tussen 1775 en 1850
78029	1	Bos ontstaan na +/- 1940
78029	2	Bos ontstaan na +/- 1940
78029	3	Bos ontstaan na +/- 1940
78030	1	Bos ontstaan tussen 1850 en +/- 1940
78030	2	Bos ontstaan tussen 1850 en +/- 1940
78030	3	Bos ontstaan tussen 1850 en +/- 1940
78033	1	Bos ontstaan tussen 1850 en +/- 1940
78033	2	Bos ontstaan tussen 1850 en +/- 1940
78033	3	Bos ontstaan tussen 1850 en +/- 1940
78035	1	Bos ontstaan na +/- 1940
78035	2	Bos ontstaan na +/- 1940
78035	3	Bos ontstaan na +/- 1940
78037	1	Bos ontstaan tussen 1775 en 1850
78037	2	Bos ontstaan tussen 1775 en 1850
78037	3	Bos ontstaan tussen 1775 en 1850
78039	1	Bos ontstaan tussen 1775 en 1850
78039	2	Bos ontstaan tussen 1775 en 1850
78039	3	Bos ontstaan tussen 1775 en 1850
78041	1	Bos ontstaan tussen 1775 en 1850
78041	2	Bos ontstaan tussen 1775 en 1850
78041	3	Bos ontstaan tussen 1775 en 1850
78042	1	Bos ontstaan tussen 1775 en 1850
78042	2	Bos ontstaan tussen 1775 en 1850
78042	3	Bos ontstaan tussen 1775 en 1850
78044	1	Bos ontstaan voor 1775
78044	2	Bos ontstaan voor 1775
78044	3	Bos ontstaan voor 1775
78045	1	Bos ontstaan na +/- 1940
78045	2	Bos ontstaan na +/- 1940
78045	3	Bos ontstaan na +/- 1940
78046	1	Bos ontstaan tussen 1850 en +/- 1940
78046	2	Bos ontstaan tussen 1850 en +/- 1940
78046	3	Bos ontstaan tussen 1850 en +/- 1940
78048	1	Bos ontstaan na +/- 1940
78048	2	Bos ontstaan na +/- 1940
78048	3	Bos ontstaan na +/- 1940
78050	1	Bos ontstaan tussen 1850 en +/- 1940
78050	2	Bos ontstaan tussen 1850 en +/- 1940
78050	3	Bos ontstaan tussen 1850 en +/- 1940
78051	1	Bos ontstaan tussen 1850 en +/- 1940
78051	2	Bos ontstaan tussen 1850 en +/- 1940
78051	3	Bos ontstaan tussen 1850 en +/- 1940
78055	1	Bos ontstaan tussen 1850 en +/- 1940
78055	2	Bos ontstaan tussen 1850 en +/- 1940
78055	3	Bos ontstaan tussen 1850 en +/- 1940
78056	1	Bos ontstaan tussen 1775 en 1850
78056	2	Bos ontstaan tussen 1775 en 1850
78056	3	Bos ontstaan tussen 1775 en 1850
78058	1	Bos ontstaan tussen 1850 en +/- 1940
78058	2	Bos ontstaan tussen 1850 en +/- 1940
78058	3	Bos ontstaan tussen 1850 en +/- 1940
78059	1	Bos ontstaan na +/- 1940
78059	2	Bos ontstaan na +/- 1940
78059	3	Bos ontstaan na +/- 1940
78060	1	Bos ontstaan tussen 1850 en +/- 1940
78060	2	Bos ontstaan tussen 1850 en +/- 1940
78060	3	Bos ontstaan tussen 1850 en +/- 1940
78067	1	Bos ontstaan tussen 1775 en 1850
78067	2	Bos ontstaan tussen 1775 en 1850
78067	3	Bos ontstaan tussen 1775 en 1850
78068	1	Bos ontstaan na +/- 1940
78068	2	Bos ontstaan na +/- 1940
78068	3	Bos ontstaan na +/- 1940
78070	1	Bos ontstaan tussen 1850 en +/- 1940
78070	2	Bos ontstaan tussen 1850 en +/- 1940
78070	3	Bos ontstaan tussen 1850 en +/- 1940
78072	1	Bos ontstaan na +/- 1940
78072	2	Bos ontstaan na +/- 1940
78072	3	Bos ontstaan na +/- 1940
78073	1	Bos ontstaan na +/- 1940
78073	2	Bos ontstaan na +/- 1940
78073	3	Bos ontstaan na +/- 1940
78076	1	Bos ontstaan na +/- 1940
78076	2	Bos ontstaan na +/- 1940
78076	3	Bos ontstaan na +/- 1940
78078	1	Bos ontstaan tussen 1850 en +/- 1940
78078	2	Bos ontstaan tussen 1850 en +/- 1940
78078	3	Bos ontstaan tussen 1850 en +/- 1940
78080	1	Bos ontstaan na +/- 1940
78080	2	Bos ontstaan na +/- 1940
78080	3	Bos ontstaan na +/- 1940
78083	1	Bos ontstaan tussen 1775 en 1850
78083	2	Bos ontstaan tussen 1775 en 1850
78083	3	Bos ontstaan tussen 1775 en 1850
78084	1	Bos ontstaan tussen 1775 en 1850
78084	2	Bos ontstaan tussen 1775 en 1850
78084	3	Bos ontstaan tussen 1775 en 1850
78085	1	Bos ontstaan na +/- 1940
78085	2	Bos ontstaan na +/- 1940
78085	3	Bos ontstaan na +/- 1940
78087	1	Bos ontstaan tussen 1850 en +/- 1940
78087	2	Bos ontstaan tussen 1850 en +/- 1940
78087	3	Bos ontstaan tussen 1850 en +/- 1940
78088	1	Bos ontstaan tussen 1850 en +/- 1940
78088	2	Bos ontstaan tussen 1850 en +/- 1940
78088	3	Bos ontstaan tussen 1850 en +/- 1940
78091	1	Bos ontstaan tussen 1850 en +/- 1940
78091	2	Bos ontstaan tussen 1850 en +/- 1940
78091	3	Bos ontstaan tussen 1850 en +/- 1940
78095	1	Bos ontstaan tussen 1775 en 1850
78095	2	Bos ontstaan tussen 1775 en 1850
78095	3	Bos ontstaan tussen 1775 en 1850
78096	1	Bos ontstaan tussen 1850 en +/- 1940
78096	2	Bos ontstaan tussen 1850 en +/- 1940
78096	3	Bos ontstaan tussen 1850 en +/- 1940
78103	1	Bos ontstaan na +/- 1940
78103	2	Bos ontstaan na +/- 1940
78103	3	Bos ontstaan na +/- 1940
78109	1	Bos ontstaan tussen 1850 en +/- 1940
78109	2	Bos ontstaan tussen 1850 en +/- 1940
78109	3	Bos ontstaan tussen 1850 en +/- 1940
78127	1	Bos ontstaan tussen 1850 en +/- 1940
78127	2	Bos ontstaan tussen 1850 en +/- 1940
78127	3	Bos ontstaan tussen 1850 en +/- 1940
78133	1	Bos ontstaan tussen 1775 en 1850
78133	2	Bos ontstaan tussen 1775 en 1850
78133	3	Bos ontstaan tussen 1775 en 1850
78135	1	Bos ontstaan na +/- 1940
78135	2	Bos ontstaan na +/- 1940
